Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1252,"(0.2806060314178467, 0.4162680208683014, -4.97324435855262e-05)","(0.33730873465538025, 0.4745481014251709, 0.0654117539525032)","(0.3579101264476776, 0.545516312122345, 0.08993475139141083)","(0.3539283275604248, 0.6123248338699341, 0.11017414182424545)","(0.34319519996643066, 0.6552555561065674, 0.1289043426513672)","(0.3647993206977844, 0.6202126145362854, -0.0015334495110437274)","(0.36619675159454346, 0.738904595375061, 0.04231084883213043)","(0.35605788230895996, 0.7423190474510193, 0.0913030132651329)","(0.34813034534454346, 0.7203879952430725, 0.12233781814575195)","(0.32995325326919556, 0.6350049376487732, -0.020740633830428123)","(0.33439090847969055, 0.7512267231941223, 0.0249461829662323)","(0.32721182703971863, 0.7419079542160034, 0.07545047998428345)","(0.3223767578601837, 0.7137665748596191, 0.10284969955682755)","(0.29314205050468445, 0.6376421451568604, -0.028585020452737808)","(0.3018985986709595, 0.7482617497444153, 0.016626503318548203)","(0.29833871126174927, 0.7328705191612244, 0.06593521684408188)","(0.2958517372608185, 0.7031716704368591, 0.09191799908876419)","(0.25708356499671936, 0.6322236061096191, -0.03006233647465706)","(0.26927149295806885, 0.7223857045173645, 0.008197125047445297)","(0.27392032742500305, 0.7140248417854309, 0.04586376994848251)","(0.27324193716049194, 0.6872811913490295, 0.07262098789215088)",Grasp
1253,"(0.28053516149520874, 0.4179818034172058, -4.4541422539623454e-05)","(0.33688390254974365, 0.4775184392929077, 0.06711213290691376)","(0.3577667474746704, 0.5465797185897827, 0.09179333597421646)","(0.35427939891815186, 0.6131370663642883, 0.11167554557323456)","(0.34333986043930054, 0.6582391262054443, 0.1306949257850647)","(0.36664867401123047, 0.62144535779953, 0.002894094679504633)","(0.3664786219596863, 0.7378981709480286, 0.046524450182914734)","(0.3546171486377716, 0.7441827058792114, 0.09397662431001663)","(0.3463851511478424, 0.7250600457191467, 0.12309984117746353)","(0.332428514957428, 0.6368373036384583, -0.018055861815810204)","(0.335196316242218, 0.7505819797515869, 0.027937032282352448)","(0.3254524767398834, 0.7418554425239563, 0.07660483568906784)","(0.31986331939697266, 0.7145677208900452, 0.10223541408777237)","(0.29548054933547974, 0.6402499079704285, -0.02774788998067379)","(0.3031395971775055, 0.7491519451141357, 0.018374700099229813)","(0.2976507246494293, 0.7333047389984131, 0.06658271700143814)","(0.29460272192955017, 0.7025941610336304, 0.09138918668031693)","(0.2586372196674347, 0.6350841522216797, -0.031049273908138275)","(0.2702050805091858, 0.7247776389122009, 0.007472538854926825)","(0.27332961559295654, 0.7153926491737366, 0.044212017208337784)","(0.27199774980545044, 0.6870827674865723, 0.06989067047834396)",Grasp
1254,"(0.28065332770347595, 0.41930779814720154, -3.836107862298377e-05)","(0.337037593126297, 0.4785996675491333, 0.06552834808826447)","(0.35762491822242737, 0.5493777990341187, 0.08933915197849274)","(0.35388389229774475, 0.6168818473815918, 0.10855358093976974)","(0.3430693745613098, 0.6634414196014404, 0.12601907551288605)","(0.36624932289123535, 0.6216571927070618, -0.0021144698839634657)","(0.36689454317092896, 0.7366793155670166, 0.04238572716712952)","(0.3557332754135132, 0.7387905120849609, 0.09022404998540878)","(0.3479626774787903, 0.7166686058044434, 0.11907834559679031)","(0.3317714333534241, 0.6370786428451538, -0.022024134173989296)","(0.33554351329803467, 0.7494814991950989, 0.024501901119947433)","(0.32688844203948975, 0.7398912310600281, 0.07324095815420151)","(0.3216504156589508, 0.7115308046340942, 0.0986127182841301)","(0.29488858580589294, 0.6407291889190674, -0.03037506714463234)","(0.30323168635368347, 0.7484853267669678, 0.015308077447116375)","(0.2984107434749603, 0.7328166365623474, 0.06294423341751099)","(0.29558265209198, 0.7019588947296143, 0.0872509554028511)","(0.25846320390701294, 0.6358570456504822, -0.03233104571700096)","(0.2704659700393677, 0.7258939743041992, 0.005266523454338312)","(0.27435654401779175, 0.7176817655563354, 0.04209040105342865)","(0.27361413836479187, 0.6902073621749878, 0.06788679957389832)",Grasp
1255,"(0.28038397431373596, 0.42021387815475464, -3.976740117650479e-05)","(0.33727291226387024, 0.4761406183242798, 0.06525968760251999)","(0.35806208848953247, 0.5475938320159912, 0.0891704335808754)","(0.3539242148399353, 0.6135627031326294, 0.10968157649040222)","(0.34398409724235535, 0.6570749282836914, 0.12860150635242462)","(0.3655568063259125, 0.6208329796791077, -0.006521147675812244)","(0.3686324954032898, 0.7327737212181091, 0.042890846729278564)","(0.35689958930015564, 0.722571849822998, 0.09440606087446213)","(0.3483085334300995, 0.6929463744163513, 0.12390702962875366)","(0.33086612820625305, 0.6386202573776245, -0.025499442592263222)","(0.33650463819503784, 0.7522582411766052, 0.021224206313490868)","(0.3279131352901459, 0.7411115765571594, 0.07165399938821793)","(0.32180920243263245, 0.7110942602157593, 0.09818167984485626)","(0.2937672734260559, 0.6430136561393738, -0.03219234570860863)","(0.3031817376613617, 0.7538478374481201, 0.013258751481771469)","(0.2984413206577301, 0.7375931739807129, 0.06256552040576935)","(0.294935941696167, 0.7055301666259766, 0.08894600719213486)","(0.2568395435810089, 0.6384315490722656, -0.0322219580411911)","(0.26904240250587463, 0.7290350794792175, 0.004675889853388071)","(0.2726084887981415, 0.7190083265304565, 0.04218808934092522)","(0.2711434066295624, 0.6900652647018433, 0.06918308883905411)",Grasp
1256,"(0.2795276939868927, 0.4266335368156433, -3.79074590455275e-05)","(0.3345501124858856, 0.48208552598953247, 0.062498752027750015)","(0.35456550121307373, 0.5513952374458313, 0.08352099359035492)","(0.35105761885643005, 0.6149915456771851, 0.10197977721691132)","(0.34023183584213257, 0.6590061783790588, 0.11983787268400192)","(0.36278674006462097, 0.6235771179199219, -0.012107709422707558)","(0.367692768573761, 0.7370325326919556, 0.03386325016617775)","(0.35577622056007385, 0.7324720621109009, 0.08441602438688278)","(0.3467174768447876, 0.7038535475730896, 0.11486439406871796)","(0.32818037271499634, 0.6402451395988464, -0.029541829600930214)","(0.3338376581668854, 0.757738471031189, 0.01323760487139225)","(0.3248487710952759, 0.7493528127670288, 0.06354659795761108)","(0.3188389539718628, 0.7195842862129211, 0.09205092489719391)","(0.2911996841430664, 0.6432612538337708, -0.03467302396893501)","(0.29948189854621887, 0.7556021213531494, 0.009532679803669453)","(0.29468780755996704, 0.7398431301116943, 0.05909278243780136)","(0.291935533285141, 0.7072148323059082, 0.08632956445217133)","(0.25461262464523315, 0.6374390721321106, -0.03346075490117073)","(0.26641198992729187, 0.7264804244041443, 0.004103443119674921)","(0.27003592252731323, 0.7154561877250671, 0.041436370462179184)","(0.2692272663116455, 0.6860069632530212, 0.06841396540403366)",Grasp
1257,"(0.27683013677597046, 0.4264791011810303, -3.7128309486433864e-05)","(0.33167415857315063, 0.475048303604126, 0.05848211050033569)","(0.3534212112426758, 0.5406539440155029, 0.07930085808038712)","(0.3506499230861664, 0.6014592051506042, 0.09856917709112167)","(0.3407982587814331, 0.6424069404602051, 0.11807096749544144)","(0.3607923090457916, 0.6189612150192261, -0.014697995036840439)","(0.3675869107246399, 0.7306003570556641, 0.03155851736664772)","(0.3584096431732178, 0.7224130630493164, 0.08211877942085266)","(0.3504766523838043, 0.691101610660553, 0.11219147592782974)","(0.32540464401245117, 0.6390180587768555, -0.029627246782183647)","(0.33303722739219666, 0.7544342279434204, 0.011674187146127224)","(0.32719704508781433, 0.7470381259918213, 0.0603153221309185)","(0.32206088304519653, 0.7179319858551025, 0.08721018582582474)","(0.2883029580116272, 0.6431834697723389, -0.0322972908616066)","(0.29841479659080505, 0.7529876232147217, 0.011410987935960293)","(0.2959662079811096, 0.7380836009979248, 0.06130576133728027)","(0.2933841347694397, 0.7061139345169067, 0.08848951011896133)","(0.2515953779220581, 0.6383457779884338, -0.02915424294769764)","(0.2644994258880615, 0.725750207901001, 0.00846695713698864)","(0.26935920119285583, 0.7151281237602234, 0.046001020818948746)","(0.26821863651275635, 0.6860090494155884, 0.07299084216356277)",Grasp
1258,"(0.27380216121673584, 0.42365533113479614, -3.7096571759320796e-05)","(0.3297392725944519, 0.4695366322994232, 0.05365815758705139)","(0.3523767590522766, 0.5354832410812378, 0.07212572544813156)","(0.35063934326171875, 0.5999387502670288, 0.08992680162191391)","(0.34147197008132935, 0.644862174987793, 0.10724454373121262)","(0.3588958978652954, 0.6119771003723145, -0.021706122905015945)","(0.36825230717658997, 0.7230028510093689, 0.02361973747611046)","(0.3603478670120239, 0.7184467315673828, 0.07568623125553131)","(0.3517419993877411, 0.6897497177124023, 0.10763934254646301)","(0.3222801685333252, 0.6327036023139954, -0.03365856036543846)","(0.33138519525527954, 0.7477591037750244, 0.008326806128025055)","(0.32794100046157837, 0.7441461682319641, 0.05914997309446335)","(0.3237592875957489, 0.7178812623023987, 0.0876014232635498)","(0.28494879603385925, 0.6379777789115906, -0.03326142579317093)","(0.296173095703125, 0.7458330392837524, 0.010511266998946667)","(0.29558947682380676, 0.7318980097770691, 0.06129390746355057)","(0.2934287190437317, 0.7002057433128357, 0.08891342580318451)","(0.2491009384393692, 0.6346415877342224, -0.027541782706975937)","(0.26268669962882996, 0.7201655507087708, 0.00952395610511303)","(0.2685805857181549, 0.7103902697563171, 0.04681181162595749)","(0.2678939700126648, 0.6816127896308899, 0.07385843247175217)",Grasp
1259,"(0.2737787365913391, 0.42199382185935974, -3.8405665691243485e-05)","(0.3303442895412445, 0.4678242802619934, 0.04742501676082611)","(0.35354432463645935, 0.5393695831298828, 0.0630832090973854)","(0.3497448265552521, 0.6090443134307861, 0.07952497899532318)","(0.3383010923862457, 0.6546937823295593, 0.09556326270103455)","(0.3542463481426239, 0.6108095049858093, -0.032414961606264114)","(0.36433500051498413, 0.727814257144928, 0.013387516140937805)","(0.3588797152042389, 0.720263659954071, 0.06762486696243286)","(0.35155463218688965, 0.6882869601249695, 0.10142510384321213)","(0.31671836972236633, 0.6295555830001831, -0.04093452915549278)","(0.327537477016449, 0.7472670674324036, 0.0027547127101570368)","(0.32607272267341614, 0.7388247847557068, 0.05426005274057388)","(0.3227578401565552, 0.7098965644836426, 0.08203758299350739)","(0.2800308167934418, 0.6341431140899658, -0.03759229928255081)","(0.29347512125968933, 0.7419096231460571, 0.008053879253566265)","(0.29533621668815613, 0.7240090370178223, 0.057369668036699295)","(0.2940405607223511, 0.6904099583625793, 0.08233214169740677)","(0.24551644921302795, 0.6306567192077637, -0.029145317152142525)","(0.2604319453239441, 0.7150564193725586, 0.01027886476367712)","(0.2673419415950775, 0.7004503011703491, 0.04712072014808655)","(0.2665470242500305, 0.669603168964386, 0.07199323177337646)",Grasp
1260,"(0.2711927592754364, 0.4078236222267151, -4.729703505290672e-05)","(0.32844167947769165, 0.45862892270088196, 0.04442243278026581)","(0.35175183415412903, 0.5337997674942017, 0.06085018813610077)","(0.3465300500392914, 0.6064148545265198, 0.07909625768661499)","(0.3340006172657013, 0.651305615901947, 0.09584274142980576)","(0.34731006622314453, 0.604857861995697, -0.03207368776202202)","(0.35875704884529114, 0.7198401093482971, 0.016069702804088593)","(0.35666951537132263, 0.7037231922149658, 0.06756048649549484)","(0.35179486870765686, 0.6720098257064819, 0.09634032845497131)","(0.30891695618629456, 0.6230695843696594, -0.03853319585323334)","(0.32277822494506836, 0.7333950400352478, 0.013560984283685684)","(0.32323408126831055, 0.7123217582702637, 0.06315095722675323)","(0.31994372606277466, 0.6806742548942566, 0.08473177254199982)","(0.27275100350379944, 0.6270545721054077, -0.033568814396858215)","(0.29020893573760986, 0.7283910512924194, 0.016410570591688156)","(0.2936657965183258, 0.7029481530189514, 0.06192249432206154)","(0.29147791862487793, 0.6679104566574097, 0.08065414428710938)","(0.23963338136672974, 0.6230175495147705, -0.023849666118621826)","(0.2572472393512726, 0.7070103287696838, 0.014424256980419159)","(0.26490139961242676, 0.689765989780426, 0.0473005473613739)","(0.2638109028339386, 0.6582659482955933, 0.06655377894639969)",Grasp
1261,"(0.2694537341594696, 0.3934037387371063, -5.280750337988138e-05)","(0.3282560706138611, 0.4470931887626648, 0.03223838284611702)","(0.35164499282836914, 0.5287762880325317, 0.043579649180173874)","(0.3452876806259155, 0.6065935492515564, 0.05975426733493805)","(0.3321535289287567, 0.6529257297515869, 0.07355160266160965)","(0.33726251125335693, 0.595084011554718, -0.05175892636179924)","(0.3523026704788208, 0.7118410468101501, -0.00500175217166543)","(0.3572861850261688, 0.6868810653686523, 0.048074156045913696)","(0.3544623851776123, 0.6537434458732605, 0.07806612551212311)","(0.2980147898197174, 0.6117054224014282, -0.05221351236104965)","(0.3198062777519226, 0.7198104858398438, -0.001213699346408248)","(0.32698050141334534, 0.690849244594574, 0.04842915013432503)","(0.3240404725074768, 0.6571735739707947, 0.06865549087524414)","(0.2634783685207367, 0.614506721496582, -0.04095051810145378)","(0.2868713438510895, 0.7160449624061584, 0.005868036765605211)","(0.29554247856140137, 0.6870061159133911, 0.04885828495025635)","(0.29330092668533325, 0.6508669257164001, 0.0664072334766388)","(0.2336270958185196, 0.6107028126716614, -0.02536717616021633)","(0.25298526883125305, 0.6963979601860046, 0.009339522570371628)","(0.2641921043395996, 0.6775552034378052, 0.04019107669591904)","(0.2632487714290619, 0.644681990146637, 0.057943765074014664)",Grasp
1262,"(0.26648247241973877, 0.37991517782211304, -4.068260022904724e-05)","(0.3250727653503418, 0.4414689540863037, 0.026126040145754814)","(0.34876054525375366, 0.5343856811523438, 0.034093864262104034)","(0.34831804037094116, 0.6252052187919617, 0.046866342425346375)","(0.34448525309562683, 0.6836162805557251, 0.05535078048706055)","(0.3287687301635742, 0.5805352926254272, -0.05812070518732071)","(0.34286370873451233, 0.7064980268478394, -0.023790773004293442)","(0.353488028049469, 0.698846161365509, 0.024613555520772934)","(0.35490694642066956, 0.6753782033920288, 0.05782735347747803)","(0.2920297682285309, 0.5946729183197021, -0.058238543570041656)","(0.31528279185295105, 0.7075610160827637, -0.012169542722404003)","(0.326567679643631, 0.6797499656677246, 0.032401490956544876)","(0.32420626282691956, 0.6446526050567627, 0.05046818032860756)","(0.2597622573375702, 0.5977460741996765, -0.04687807708978653)","(0.28432270884513855, 0.7014428973197937, -0.0021918537095189095)","(0.2963050305843353, 0.6729086637496948, 0.03669700399041176)","(0.2940816283226013, 0.6377410888671875, 0.05107509717345238)","(0.2308020293712616, 0.595209002494812, -0.03217631205916405)","(0.2510637044906616, 0.6829444169998169, 0.0018172272248193622)","(0.2644267976284027, 0.6666510105133057, 0.03108297660946846)","(0.2635994255542755, 0.6354537606239319, 0.04667666554450989)",Grasp
1263,"(0.2628595232963562, 0.3630037009716034, -4.403269485919736e-05)","(0.3188122808933258, 0.42274898290634155, 0.02581806853413582)","(0.34131526947021484, 0.5144832134246826, 0.03446957468986511)","(0.34242764115333557, 0.6037698984146118, 0.04789403825998306)","(0.340335488319397, 0.6651033759117126, 0.058988362550735474)","(0.3206339478492737, 0.5653895139694214, -0.056091319769620895)","(0.3371894657611847, 0.6896395087242126, -0.03402531519532204)","(0.35177868604660034, 0.7196577191352844, 0.003061391180381179)","(0.35845664143562317, 0.7278504967689514, 0.0314037911593914)","(0.2853133976459503, 0.5813468098640442, -0.0539889894425869)","(0.3119562566280365, 0.6962409615516663, -0.00821442250162363)","(0.32593175768852234, 0.6733168363571167, 0.039633676409721375)","(0.32625332474708557, 0.6392353773117065, 0.06306358426809311)","(0.25481823086738586, 0.5848129391670227, -0.04169946163892746)","(0.2817302942276001, 0.687568187713623, 0.00436094356700778)","(0.29619380831718445, 0.6603130102157593, 0.045470669865608215)","(0.2956793010234833, 0.6252762079238892, 0.061995938420295715)","(0.22695401310920715, 0.5812036395072937, -0.026519635692238808)","(0.2498798370361328, 0.6682052612304688, 0.010236590169370174)","(0.26414671540260315, 0.6511073708534241, 0.04260652884840965)","(0.26345470547676086, 0.6197270154953003, 0.06023865193128586)",Grasp
