Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
572,"(0.8272576332092285, 0.4468817114830017, -4.2413703340571374e-05)","(0.765555739402771, 0.36985766887664795, 0.011264028958976269)","(0.746219277381897, 0.2631307542324066, 0.023121077567338943)","(0.745299756526947, 0.17282462120056152, 0.04106036201119423)","(0.7392430901527405, 0.11451317369937897, 0.06343460083007812)","(0.7978916168212891, 0.17453090846538544, -0.0226055346429348)","(0.7729942798614502, 0.09442198276519775, 0.03295854851603508)","(0.7545022368431091, 0.13077642023563385, 0.0768512487411499)","(0.7525887489318848, 0.1677815169095993, 0.09616722911596298)","(0.8340221047401428, 0.18280985951423645, -0.010560057125985622)","(0.801287055015564, 0.09704484045505524, 0.051129505038261414)","(0.7802484631538391, 0.1253020316362381, 0.09158603101968765)","(0.7780148386955261, 0.16123715043067932, 0.10754363983869553)","(0.8592284917831421, 0.20729370415210724, 0.009151961654424667)","(0.8271248936653137, 0.14060384035110474, 0.0660494789481163)","(0.8078120946884155, 0.1680060774087906, 0.09346295893192291)","(0.8058172464370728, 0.19913212954998016, 0.09977170825004578)","(0.8789858222007751, 0.2368379831314087, 0.0294936690479517)","(0.848097026348114, 0.1837451457977295, 0.07112126052379608)","(0.8321335911750793, 0.2047678828239441, 0.0864725336432457)","(0.831670880317688, 0.23477523028850555, 0.0927838608622551)",Grasp
573,"(0.8270739912986755, 0.44764116406440735, -4.01305514969863e-05)","(0.7627251744270325, 0.3683628439903259, 0.015402503311634064)","(0.7439112663269043, 0.2626802921295166, 0.02818877622485161)","(0.7436888217926025, 0.1742914319038391, 0.04643253982067108)","(0.7401114106178284, 0.11618416011333466, 0.06827762722969055)","(0.7958251237869263, 0.173024982213974, -0.021875815466046333)","(0.7708849906921387, 0.09234084188938141, 0.03644504025578499)","(0.7541812658309937, 0.13273155689239502, 0.08213096857070923)","(0.7527867555618286, 0.1742943972349167, 0.10257890075445175)","(0.8326207995414734, 0.18414393067359924, -0.011194421909749508)","(0.7988245487213135, 0.11321081221103668, 0.058930158615112305)","(0.7810587286949158, 0.15091007947921753, 0.09548360854387283)","(0.7810400724411011, 0.1903771609067917, 0.10262519121170044)","(0.8579745888710022, 0.21101033687591553, 0.00789346732199192)","(0.8244141936302185, 0.1541544646024704, 0.07155300676822662)","(0.8077495694160461, 0.18543019890785217, 0.09552714228630066)","(0.8075819611549377, 0.21666942536830902, 0.0948585495352745)","(0.877754807472229, 0.24054278433322906, 0.02759077213704586)","(0.8451326489448547, 0.19424256682395935, 0.07324966788291931)","(0.8300403356552124, 0.21884068846702576, 0.08660471439361572)","(0.8298051953315735, 0.2489839643239975, 0.08966581523418427)",Grasp
574,"(0.8257336020469666, 0.44702771306037903, -5.21093315910548e-05)","(0.7656758427619934, 0.3730161488056183, 0.014521056786179543)","(0.7469949126243591, 0.2691226601600647, 0.029526447877287865)","(0.744083046913147, 0.18039275705814362, 0.04834217578172684)","(0.7355296611785889, 0.11898406594991684, 0.06784386187791824)","(0.7970516681671143, 0.176467165350914, -0.015892671421170235)","(0.7782702445983887, 0.08562515676021576, 0.03507109358906746)","(0.7599781155586243, 0.10038797557353973, 0.0818428099155426)","(0.7528192400932312, 0.1257134974002838, 0.10936038941144943)","(0.8334659337997437, 0.1858305037021637, -0.0036638479214161634)","(0.8025122880935669, 0.11280056089162827, 0.06256838887929916)","(0.7828786969184875, 0.14057062566280365, 0.1030518189072609)","(0.7777336835861206, 0.17115087807178497, 0.11874191462993622)","(0.8585249185562134, 0.21124018728733063, 0.01657423935830593)","(0.8278998136520386, 0.1574173867702484, 0.07888791710138321)","(0.8090158700942993, 0.18051937222480774, 0.10715653747320175)","(0.8032359480857849, 0.20403343439102173, 0.11139422655105591)","(0.8775569796562195, 0.24151793122291565, 0.03674144670367241)","(0.849615216255188, 0.19547437131404877, 0.08264415711164474)","(0.8332822918891907, 0.21360082924365997, 0.09723000228404999)","(0.8288142085075378, 0.2390422523021698, 0.10286895185709)",Grasp
575,"(0.8277091383934021, 0.45089423656463623, -4.207151141599752e-05)","(0.767786979675293, 0.373052716255188, 0.017390063032507896)","(0.7496588230133057, 0.2672263979911804, 0.03600142151117325)","(0.7474632859230042, 0.1795925796031952, 0.05748838558793068)","(0.737001359462738, 0.12035029381513596, 0.07877396792173386)","(0.7983031868934631, 0.1754177063703537, -0.008935518562793732)","(0.7792313098907471, 0.08620017766952515, 0.04128658398985863)","(0.7611169219017029, 0.09243012964725494, 0.08738835155963898)","(0.7529445290565491, 0.10861900448799133, 0.11440939456224442)","(0.8350528478622437, 0.18301761150360107, 0.002661294536665082)","(0.8044571280479431, 0.10915619134902954, 0.06769786775112152)","(0.7835457921028137, 0.1297956258058548, 0.10850071161985397)","(0.7760049700737, 0.15427927672863007, 0.12574502825737)","(0.8603383898735046, 0.20710662007331848, 0.021870095282793045)","(0.8304483294487, 0.15405741333961487, 0.0831933543086052)","(0.8116257786750793, 0.1753775179386139, 0.11155224591493607)","(0.8045310974121094, 0.19728486239910126, 0.11631855368614197)","(0.8799700140953064, 0.23734153807163239, 0.04122938588261604)","(0.8531225323677063, 0.19349128007888794, 0.08610512316226959)","(0.8368215560913086, 0.2115604132413864, 0.10009291023015976)","(0.8317924737930298, 0.23554641008377075, 0.10543037205934525)",Grasp
576,"(0.8305509686470032, 0.4524603486061096, -5.386691555031575e-05)","(0.7686070203781128, 0.3757131099700928, 0.014295313507318497)","(0.7485979199409485, 0.2688446640968323, 0.03193496912717819)","(0.7449963688850403, 0.17885836958885193, 0.052737731486558914)","(0.733908474445343, 0.11744482070207596, 0.07329130917787552)","(0.8013403415679932, 0.1731681227684021, -0.00670710438862443)","(0.7799037098884583, 0.08499959111213684, 0.04581635072827339)","(0.7596539258956909, 0.09032931923866272, 0.0916144996881485)","(0.7491911053657532, 0.10694172978401184, 0.11920356005430222)","(0.8379921317100525, 0.18170830607414246, 0.008028415031731129)","(0.8047258853912354, 0.10926540195941925, 0.07415594160556793)","(0.7828163504600525, 0.12787353992462158, 0.11590901017189026)","(0.7738013863563538, 0.15097656846046448, 0.1341957449913025)","(0.8625720739364624, 0.20660926401615143, 0.030043506994843483)","(0.8310075402259827, 0.15563419461250305, 0.0925380066037178)","(0.810943067073822, 0.1755475550889969, 0.12192682176828384)","(0.8024309277534485, 0.19506977498531342, 0.12821607291698456)","(0.8811650276184082, 0.23727662861347198, 0.051972948014736176)","(0.8535046577453613, 0.19214896857738495, 0.09778271615505219)","(0.836431622505188, 0.20758572220802307, 0.11241359263658524)","(0.8301916122436523, 0.23018236458301544, 0.11851402372121811)",Grasp
577,"(0.8306859731674194, 0.45364272594451904, -5.204389526625164e-05)","(0.7705094814300537, 0.3765042722225189, 0.0167541466653347)","(0.7510325908660889, 0.2728087902069092, 0.037071045488119125)","(0.7476658821105957, 0.18653297424316406, 0.060398202389478683)","(0.7382529973983765, 0.12998326122760773, 0.08413110673427582)","(0.8029951453208923, 0.17047101259231567, -0.0015206087846308947)","(0.7809697985649109, 0.08415094017982483, 0.04939359799027443)","(0.7613642811775208, 0.08525204658508301, 0.09481527656316757)","(0.7510295510292053, 0.09796631336212158, 0.12315266579389572)","(0.8394924402236938, 0.17812317609786987, 0.013625296764075756)","(0.8052690029144287, 0.10897943377494812, 0.08082765340805054)","(0.7824730277061462, 0.12561532855033875, 0.12319964915513992)","(0.7723363041877747, 0.1456080675125122, 0.14318202435970306)","(0.8637173175811768, 0.2033415585756302, 0.03554905205965042)","(0.8310847282409668, 0.15665769577026367, 0.09911419451236725)","(0.8104637265205383, 0.17465196549892426, 0.12725810706615448)","(0.8011466860771179, 0.19270190596580505, 0.13250111043453217)","(0.8820379376411438, 0.23442161083221436, 0.0572589747607708)","(0.8527118563652039, 0.19307217001914978, 0.10482018440961838)","(0.835237979888916, 0.20790007710456848, 0.11799463629722595)","(0.8285244703292847, 0.22843661904335022, 0.12353299558162689)",Grasp
578,"(0.8317170739173889, 0.45215824246406555, -6.063071123207919e-05)","(0.7701411843299866, 0.37352585792541504, 0.016517462208867073)","(0.7503901720046997, 0.27020418643951416, 0.0363820381462574)","(0.7482293844223022, 0.1832914799451828, 0.05917638912796974)","(0.7421280741691589, 0.1262669861316681, 0.08418160676956177)","(0.8010190725326538, 0.16832372546195984, -0.0006478711729869246)","(0.7781966328620911, 0.08448609709739685, 0.05434630438685417)","(0.7588912844657898, 0.09284202754497528, 0.09961537271738052)","(0.7509307265281677, 0.10991367697715759, 0.12486119568347931)","(0.8373714685440063, 0.17545582354068756, 0.012991871684789658)","(0.8042649626731873, 0.10470618307590485, 0.08062345534563065)","(0.7828288674354553, 0.12392722815275192, 0.12102551013231277)","(0.7748309373855591, 0.14732423424720764, 0.13753898441791534)","(0.8624687790870667, 0.19918660819530487, 0.033636752516031265)","(0.8309922218322754, 0.14881938695907593, 0.09603611379861832)","(0.8119975924491882, 0.16978351771831512, 0.12254564464092255)","(0.8048675656318665, 0.1912449598312378, 0.12609176337718964)","(0.8820661902427673, 0.22917942702770233, 0.05415431782603264)","(0.8546062707901001, 0.18538592755794525, 0.09978526085615158)","(0.8383954763412476, 0.20188188552856445, 0.11220717430114746)","(0.8331590294837952, 0.22507499158382416, 0.1165388822555542)",Grasp
579,"(0.834068238735199, 0.4483603239059448, -5.8835426898440346e-05)","(0.7710593342781067, 0.3708786964416504, 0.013527064584195614)","(0.7500854730606079, 0.26546764373779297, 0.03100402280688286)","(0.7460189461708069, 0.176409512758255, 0.052088815718889236)","(0.736921489238739, 0.11714282631874084, 0.0743231400847435)","(0.8016703724861145, 0.16859591007232666, -0.007786301430314779)","(0.7778611779212952, 0.08223883807659149, 0.04813731834292412)","(0.7588135004043579, 0.09425033628940582, 0.09404273331165314)","(0.7514957189559937, 0.11346021294593811, 0.12003905326128006)","(0.8381243348121643, 0.1753443032503128, 0.007412442471832037)","(0.8051705956459045, 0.09895133972167969, 0.07226794958114624)","(0.7835515141487122, 0.11729435622692108, 0.1133374273777008)","(0.7749651670455933, 0.14042508602142334, 0.1317984163761139)","(0.863133430480957, 0.19803741574287415, 0.03003256395459175)","(0.8322861194610596, 0.14095178246498108, 0.09030239284038544)","(0.8122286200523376, 0.1600431501865387, 0.11894039064645767)","(0.8040417432785034, 0.18031543493270874, 0.12612859904766083)","(0.8823407888412476, 0.22683650255203247, 0.05245959758758545)","(0.8554366230964661, 0.177617147564888, 0.09661649167537689)","(0.838916540145874, 0.1918199211359024, 0.11070603877305984)","(0.8329933881759644, 0.21445991098880768, 0.11830299347639084)",Grasp
580,"(0.8353623747825623, 0.449836790561676, -5.2995972509961575e-05)","(0.7753559947013855, 0.37629860639572144, 0.009183638729155064)","(0.7538878321647644, 0.27272987365722656, 0.025119170546531677)","(0.7490397095680237, 0.18453094363212585, 0.04583508521318436)","(0.7418444156646729, 0.1279771775007248, 0.06811710447072983)","(0.8046947717666626, 0.1741054654121399, -0.01229090616106987)","(0.7812051773071289, 0.08543629944324493, 0.03762456402182579)","(0.761673629283905, 0.08879055082798004, 0.08211477100849152)","(0.7523395419120789, 0.10178472101688385, 0.10862687975168228)","(0.8403654098510742, 0.17801985144615173, 0.005209021735936403)","(0.8092229962348938, 0.09381793439388275, 0.064372219145298)","(0.7865639925003052, 0.10738199204206467, 0.10638843476772308)","(0.7755453586578369, 0.12750229239463806, 0.12836110591888428)","(0.8642940521240234, 0.19900500774383545, 0.029820822179317474)","(0.8350958824157715, 0.13434940576553345, 0.0858016386628151)","(0.8141505122184753, 0.1477145254611969, 0.11567148566246033)","(0.8034654259681702, 0.16508901119232178, 0.12669230997562408)","(0.8827884197235107, 0.22664369642734528, 0.05391062796115875)","(0.8560910820960999, 0.17246532440185547, 0.09606975317001343)","(0.8391000628471375, 0.1807018369436264, 0.11161769926548004)","(0.832059383392334, 0.1998058706521988, 0.12176582217216492)",Grasp
581,"(0.8366938829421997, 0.44882112741470337, -5.142537702340633e-05)","(0.778534471988678, 0.3786810636520386, 0.0032893423922359943)","(0.7588076591491699, 0.2770451307296753, 0.016847774386405945)","(0.7533184289932251, 0.19080865383148193, 0.03712673857808113)","(0.7442528009414673, 0.13542668521404266, 0.059496309608221054)","(0.8119643926620483, 0.17814475297927856, -0.018708329647779465)","(0.7841091752052307, 0.08731171488761902, 0.028244666755199432)","(0.7633890509605408, 0.08896422386169434, 0.07166038453578949)","(0.7554152011871338, 0.10031832754611969, 0.09828995913267136)","(0.8470900058746338, 0.18132935464382172, 0.0019984692335128784)","(0.8135853409767151, 0.08858942985534668, 0.05553079769015312)","(0.7892187237739563, 0.09930986166000366, 0.09745251387357712)","(0.777937650680542, 0.12013408541679382, 0.12223201990127563)","(0.86937415599823, 0.20279335975646973, 0.029224855825304985)","(0.838141143321991, 0.13056710362434387, 0.08136247098445892)","(0.8150840401649475, 0.14106926321983337, 0.11129195988178253)","(0.8033084273338318, 0.15704774856567383, 0.12524475157260895)","(0.8850550055503845, 0.2309834510087967, 0.0556902252137661)","(0.8555440306663513, 0.17463669180870056, 0.0951543003320694)","(0.8375263810157776, 0.17969821393489838, 0.10890783369541168)","(0.8301458954811096, 0.19615162909030914, 0.11957522481679916)",Grasp
