Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
786,"(0.2155224084854126, 0.5161658525466919, -9.226487600244582e-05)","(0.15052306652069092, 0.5097275972366333, 0.05305137485265732)","(0.11549905687570572, 0.5618590116500854, 0.07449475675821304)","(0.10576249659061432, 0.6236862540245056, 0.09604334831237793)","(0.11013281345367432, 0.669811487197876, 0.11604894697666168)","(0.09754913300275803, 0.6360937356948853, -0.016739659011363983)","(0.0809684470295906, 0.7055826783180237, 0.04318610206246376)","(0.09494149684906006, 0.6851590871810913, 0.09257982671260834)","(0.10656900703907013, 0.6585926413536072, 0.12074187397956848)","(0.13304303586483002, 0.681347131729126, -0.02320612221956253)","(0.10995523631572723, 0.7509675621986389, 0.033712901175022125)","(0.11962275952100754, 0.7280285358428955, 0.08241668343544006)","(0.1294199377298355, 0.7003434300422668, 0.1034807488322258)","(0.17193551361560822, 0.70198655128479, -0.015646643936634064)","(0.146037757396698, 0.7681910395622253, 0.04241986945271492)","(0.1492280215024948, 0.7389093041419983, 0.08438542485237122)","(0.15691830217838287, 0.7091830968856812, 0.09504193812608719)","(0.20901042222976685, 0.7070252895355225, -0.0029769856482744217)","(0.18249386548995972, 0.7559899091720581, 0.04475579783320427)","(0.18096069991588593, 0.7287516593933105, 0.07535771280527115)","(0.18766629695892334, 0.7037690877914429, 0.08904977887868881)",Move
787,"(0.22893524169921875, 0.4963308572769165, -0.00010503532394068316)","(0.16707423329353333, 0.48682355880737305, 0.04092130810022354)","(0.13202273845672607, 0.5368208885192871, 0.05862333998084068)","(0.120255246758461, 0.5947360396385193, 0.0796295627951622)","(0.12435829639434814, 0.6385985612869263, 0.10194171220064163)","(0.1182379275560379, 0.6155837178230286, -0.03448168560862541)","(0.09057846665382385, 0.6798257231712341, 0.023929046466946602)","(0.1031470000743866, 0.6566138863563538, 0.0771724060177803)","(0.11862148344516754, 0.6306405067443848, 0.10858365893363953)","(0.1520569771528244, 0.6642277240753174, -0.03378875553607941)","(0.12017187476158142, 0.7285224795341492, 0.018313243985176086)","(0.12782900035381317, 0.7001362442970276, 0.06896574795246124)","(0.14054802060127258, 0.6711215972900391, 0.09162222594022751)","(0.18874458968639374, 0.6875836849212646, -0.020289644598960876)","(0.1548999845981598, 0.7481796145439148, 0.03479617089033127)","(0.1563555747270584, 0.7163851261138916, 0.07741028815507889)","(0.16674275696277618, 0.6878317594528198, 0.08814910799264908)","(0.22297538816928864, 0.6950441002845764, -0.0023395908065140247)","(0.19119535386562347, 0.7424848079681396, 0.04260290414094925)","(0.18973727524280548, 0.715065062046051, 0.07131636887788773)","(0.19843842089176178, 0.6904582381248474, 0.08407750725746155)",Move
788,"(0.24773505330085754, 0.4908268451690674, -8.661421452416107e-05)","(0.18418756127357483, 0.48158833384513855, 0.02677147090435028)","(0.14936202764511108, 0.5280963182449341, 0.02991831675171852)","(0.14051732420921326, 0.588987410068512, 0.040008384734392166)","(0.14904049038887024, 0.6360412240028381, 0.05658084526658058)","(0.13813084363937378, 0.5971962809562683, -0.07048162817955017)","(0.10675525665283203, 0.6702241897583008, -0.026127977296710014)","(0.1222970262169838, 0.642394483089447, 0.022578556090593338)","(0.1394379884004593, 0.6148240566253662, 0.051421500742435455)","(0.17283262312412262, 0.6449854373931885, -0.0685688704252243)","(0.1384398490190506, 0.7181808948516846, -0.030415868386626244)","(0.1473197340965271, 0.6858283281326294, 0.011380378156900406)","(0.16177263855934143, 0.6552395820617676, 0.02534080110490322)","(0.20944683253765106, 0.6702031493186951, -0.053768597543239594)","(0.1745205670595169, 0.7307186126708984, -0.004877736326307058)","(0.17878440022468567, 0.6927900910377502, 0.02916625700891018)","(0.1912250518798828, 0.6633562445640564, 0.03024035319685936)","(0.24254660308361053, 0.6799101233482361, -0.035998065024614334)","(0.21025101840496063, 0.7252358794212341, 0.005420539062470198)","(0.21102526783943176, 0.6932023167610168, 0.029261624440550804)","(0.2214442789554596, 0.6704425811767578, 0.034044478088617325)",Move
789,"(0.27139487862586975, 0.49082499742507935, -5.25844661751762e-05)","(0.2049867957830429, 0.4824097156524658, 0.011608321219682693)","(0.16640079021453857, 0.5282018184661865, 0.004194428212940693)","(0.15755826234817505, 0.588968813419342, 0.008619195781648159)","(0.1712772399187088, 0.632628858089447, 0.021903185173869133)","(0.16905920207500458, 0.5911006331443787, -0.1004827469587326)","(0.13026036322116852, 0.6614600419998169, -0.06755382567644119)","(0.14313283562660217, 0.6274837255477905, -0.0197756290435791)","(0.16037927567958832, 0.5983436107635498, 0.007882961072027683)","(0.20657187700271606, 0.6363387703895569, -0.09578659385442734)","(0.16639870405197144, 0.7080330848693848, -0.06933267414569855)","(0.17113010585308075, 0.6699680685997009, -0.02790304645895958)","(0.18617776036262512, 0.636634349822998, -0.014501206576824188)","(0.24313867092132568, 0.6614547371864319, -0.07958821207284927)","(0.20425532758235931, 0.7182484865188599, -0.0366743765771389)","(0.2051665186882019, 0.6788600087165833, -0.002997689414769411)","(0.21890781819820404, 0.6503779888153076, -0.0033594402484595776)","(0.2742505371570587, 0.6724149584770203, -0.06185109540820122)","(0.2387782335281372, 0.7101426124572754, -0.021039921790361404)","(0.23918452858924866, 0.6758669018745422, 0.0029667692724615335)","(0.25198718905448914, 0.6532012224197388, 0.00633856700733304)",Move
790,"(0.28782138228416443, 0.4864477515220642, -3.588214531191625e-05)","(0.22471122443675995, 0.4901849031448364, -0.0004137441865168512)","(0.18866950273513794, 0.5424816608428955, -0.013198649510741234)","(0.18036843836307526, 0.609045684337616, -0.012426018714904785)","(0.1911892145872116, 0.6557827591896057, -0.001081758993677795)","(0.2054836004972458, 0.5862587094306946, -0.11194876581430435)","(0.16332687437534332, 0.6790033578872681, -0.08207686245441437)","(0.17125427722930908, 0.6397791504859924, -0.027033334597945213)","(0.1859835535287857, 0.6083807349205017, 0.006508299149572849)","(0.24273887276649475, 0.6253021359443665, -0.10463172942399979)","(0.19948941469192505, 0.7130323648452759, -0.08488118648529053)","(0.2003946304321289, 0.6745145320892334, -0.044293154031038284)","(0.21428290009498596, 0.6420673727989197, -0.02835181914269924)","(0.2761131227016449, 0.6495121121406555, -0.08648654073476791)","(0.23481324315071106, 0.7178471088409424, -0.04952361062169075)","(0.23394837975502014, 0.6807246208190918, -0.01429273746907711)","(0.24740268290042877, 0.6529191732406616, -0.010299835354089737)","(0.30340564250946045, 0.6626200675964355, -0.06813418120145798)","(0.2661469876766205, 0.7123892307281494, -0.03127208352088928)","(0.26544851064682007, 0.6816549301147461, -0.00561029277741909)","(0.27779510617256165, 0.660613477230072, 0.0017959880642592907)",Move
791,"(0.30795228481292725, 0.4897404909133911, -4.425570659805089e-05)","(0.24757100641727448, 0.5076093673706055, 0.0004939713981002569)","(0.21132048964500427, 0.566489577293396, -0.014682960696518421)","(0.2042049765586853, 0.6402784585952759, -0.01914760284125805)","(0.21298140287399292, 0.6882295608520508, -0.01528150960803032)","(0.23382191359996796, 0.5934052467346191, -0.11252973228693008)","(0.20000424981117249, 0.7045964598655701, -0.08908086270093918)","(0.20653384923934937, 0.6720308661460876, -0.033523377031087875)","(0.2185760736465454, 0.6386672854423523, 0.0034008712973445654)","(0.2701391875743866, 0.6212152242660522, -0.11070011556148529)","(0.23702891170978546, 0.7261215448379517, -0.09800011664628983)","(0.2385212779045105, 0.6919521689414978, -0.05611872300505638)","(0.2480756938457489, 0.6572701334953308, -0.03760819137096405)","(0.30279794335365295, 0.6408088803291321, -0.10017917305231094)","(0.26951760053634644, 0.7229031324386597, -0.0711483433842659)","(0.27115827798843384, 0.6895782351493835, -0.032922353595495224)","(0.2829201817512512, 0.6581579446792603, -0.02748440019786358)","(0.3298114538192749, 0.6544259190559387, -0.08922313153743744)","(0.30002129077911377, 0.7164738178253174, -0.06331101059913635)","(0.30205297470092773, 0.6903429627418518, -0.04088477045297623)","(0.31424447894096375, 0.668657124042511, -0.03608805686235428)",Move
792,"(0.3340674936771393, 0.4948435127735138, -4.642623389372602e-05)","(0.27536341547966003, 0.5167563557624817, -0.0056337215937674046)","(0.2352255880832672, 0.5734845995903015, -0.023611562326550484)","(0.21992212533950806, 0.6379598379135132, -0.030223075300455093)","(0.22334417700767517, 0.6834351420402527, -0.027225470170378685)","(0.2641805410385132, 0.591431200504303, -0.11744004487991333)","(0.2339145690202713, 0.7099646329879761, -0.10005404055118561)","(0.23293918371200562, 0.6853493452072144, -0.04780449718236923)","(0.24041904509067535, 0.6524907350540161, -0.011804869398474693)","(0.30065852403640747, 0.6183282732963562, -0.11374019831418991)","(0.2704930901527405, 0.7311564087867737, -0.10811234265565872)","(0.2677595615386963, 0.7005085349082947, -0.06649582833051682)","(0.274803102016449, 0.6646891236305237, -0.04523651301860809)","(0.3329162001609802, 0.6391208171844482, -0.1032053604722023)","(0.30325329303741455, 0.7260609269142151, -0.081049844622612)","(0.30068954825401306, 0.6954669952392578, -0.03923029080033302)","(0.30939555168151855, 0.6622295379638672, -0.026315754279494286)","(0.3581564426422119, 0.6531877517700195, -0.09140439331531525)","(0.33267176151275635, 0.7177543044090271, -0.0726124495267868)","(0.3316633105278015, 0.6943924427032471, -0.04975618049502373)","(0.34144556522369385, 0.6711376309394836, -0.04112759232521057)",Move
793,"(0.36023110151290894, 0.49838441610336304, -3.9773261960363016e-05)","(0.30695682764053345, 0.5176938772201538, -0.006841310299932957)","(0.26983675360679626, 0.5748899579048157, -0.022026658058166504)","(0.2564070522785187, 0.636766791343689, -0.025112252682447433)","(0.26503872871398926, 0.6796196699142456, -0.018968096002936363)","(0.2971252202987671, 0.5964021682739258, -0.10371057689189911)","(0.261798620223999, 0.6974678635597229, -0.08837904036045074)","(0.2668328881263733, 0.6742238402366638, -0.0451924130320549)","(0.27819526195526123, 0.6441326141357422, -0.01883743889629841)","(0.33095791935920715, 0.6238560676574707, -0.09965121746063232)","(0.2946982979774475, 0.7304065823554993, -0.09562989324331284)","(0.2953236401081085, 0.705167829990387, -0.06525430828332901)","(0.3047417104244232, 0.6683282852172852, -0.05037889629602432)","(0.3604432940483093, 0.6446534991264343, -0.08739332109689713)","(0.3267301917076111, 0.7280786037445068, -0.06982538849115372)","(0.3289760649204254, 0.7013346552848816, -0.034903183579444885)","(0.3400273621082306, 0.668225884437561, -0.02271711453795433)","(0.3823143243789673, 0.6581454873085022, -0.07523605227470398)","(0.35551393032073975, 0.719674289226532, -0.057714369148015976)","(0.35720741748809814, 0.7004620432853699, -0.03496839106082916)","(0.3665664792060852, 0.6778966188430786, -0.02623850107192993)",Move
794,"(0.38092002272605896, 0.4983799457550049, -3.569657928892411e-05)","(0.3308276832103729, 0.5190919041633606, 0.001235959236510098)","(0.3031371235847473, 0.5722970962524414, -0.00784027948975563)","(0.30178964138031006, 0.6287698149681091, -0.006895438767969608)","(0.31669843196868896, 0.6637008786201477, 0.0018821266712620854)","(0.322014719247818, 0.6002674698829651, -0.09050703048706055)","(0.29080402851104736, 0.6918858289718628, -0.0685921236872673)","(0.29746371507644653, 0.6636092066764832, -0.024554399773478508)","(0.30884578824043274, 0.6341701745986938, 0.0008248901576735079)","(0.3544628322124481, 0.6281728148460388, -0.08812808990478516)","(0.321696013212204, 0.7253962755203247, -0.07675700634717941)","(0.32163190841674805, 0.6993957161903381, -0.0492069348692894)","(0.3307289183139801, 0.6653928756713867, -0.0382024347782135)","(0.38303208351135254, 0.6462223529815674, -0.07721047848463058)","(0.35121479630470276, 0.72392737865448, -0.05411853268742561)","(0.3516881465911865, 0.697335958480835, -0.02628902718424797)","(0.36248669028282166, 0.666202187538147, -0.021297747269272804)","(0.4051533639431, 0.6561973094940186, -0.06485310941934586)","(0.3804049491882324, 0.7147543430328369, -0.041546400636434555)","(0.38082239031791687, 0.6932776570320129, -0.021021518856287003)","(0.38971227407455444, 0.6701379418373108, -0.014311123639345169)",Move
795,"(0.4124290943145752, 0.5027080774307251, -4.680424899561331e-05)","(0.358551561832428, 0.5147969126701355, 0.0005666238139383495)","(0.3275148570537567, 0.5611385703086853, -0.009192506782710552)","(0.32272517681121826, 0.6158369183540344, -0.0072944276034832)","(0.33500802516937256, 0.6493496894836426, 0.0033021392300724983)","(0.34154248237609863, 0.5999187231063843, -0.09393865615129471)","(0.3069314956665039, 0.6787930130958557, -0.06657741218805313)","(0.31526291370391846, 0.6451929807662964, -0.01865786500275135)","(0.32964733242988586, 0.617209792137146, 0.009501121006906033)","(0.37427210807800293, 0.6303871273994446, -0.08965051919221878)","(0.340672105550766, 0.7134289145469666, -0.07449238747358322)","(0.3410091996192932, 0.6814303398132324, -0.0404842384159565)","(0.3514999747276306, 0.6496649384498596, -0.026586992666125298)","(0.40444836020469666, 0.647493302822113, -0.076168954372406)","(0.37254980206489563, 0.7130685448646545, -0.04994233697652817)","(0.37230369448661804, 0.6796092987060547, -0.022483613342046738)","(0.3835931122303009, 0.649957537651062, -0.019909027963876724)","(0.42891520261764526, 0.6542350053787231, -0.06164277344942093)","(0.40123987197875977, 0.703858494758606, -0.034754663705825806)","(0.4018046259880066, 0.6765743494033813, -0.015516191720962524)","(0.4125804603099823, 0.6536418199539185, -0.01177209708839655)",Move
