Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
786,"(0.7955922484397888, 0.5250126719474792, -4.7822046326473355e-05)","(0.8585038781166077, 0.52197265625, 0.0356619767844677)","(0.8890120387077332, 0.5742661952972412, 0.045553650707006454)","(0.8974052667617798, 0.6372940540313721, 0.06247453764081001)","(0.8959781527519226, 0.6854892373085022, 0.07907665520906448)","(0.9023360013961792, 0.6331538558006287, -0.037920787930488586)","(0.9224181771278381, 0.7086562514305115, 0.018203536048531532)","(0.9099627137184143, 0.6826053857803345, 0.0657423734664917)","(0.8980423808097839, 0.6528288125991821, 0.08747419714927673)","(0.8677787780761719, 0.6733286380767822, -0.038741957396268845)","(0.8916917443275452, 0.7552900314331055, 0.012898487970232964)","(0.8853912949562073, 0.7281869649887085, 0.05709395185112953)","(0.8748725056648254, 0.6964163780212402, 0.07105329632759094)","(0.8300751447677612, 0.6943337321281433, -0.026296906173229218)","(0.8552689552307129, 0.7738462686538696, 0.030307725071907043)","(0.851973295211792, 0.737845242023468, 0.06933530420064926)","(0.8443408012390137, 0.7019661068916321, 0.07944389432668686)","(0.7949278354644775, 0.7048147320747375, -0.009992687962949276)","(0.8190692663192749, 0.7573081254959106, 0.03617927432060242)","(0.8215765357017517, 0.727782130241394, 0.0657019317150116)","(0.8176933526992798, 0.6989225745201111, 0.07589635252952576)",Move
787,"(0.7840449213981628, 0.5091679096221924, -4.244261799613014e-05)","(0.8479928970336914, 0.5040922164916992, 0.03075401298701763)","(0.8785466551780701, 0.5535049438476562, 0.03680596873164177)","(0.8863966464996338, 0.6171738505363464, 0.05178315192461014)","(0.8839021325111389, 0.6642927527427673, 0.06610594689846039)","(0.8859415054321289, 0.6164125800132751, -0.04782462492585182)","(0.9107351899147034, 0.691189169883728, 0.004632167983800173)","(0.8984390497207642, 0.6627525091171265, 0.053483810275793076)","(0.8862601518630981, 0.6311472058296204, 0.0758868008852005)","(0.8505872488021851, 0.6583293080329895, -0.047431424260139465)","(0.8771283030509949, 0.7381096482276917, 0.002339670667424798)","(0.8699183464050293, 0.7085219621658325, 0.0453622043132782)","(0.8590652942657471, 0.6730988621711731, 0.05776070058345795)","(0.8125714063644409, 0.6777899861335754, -0.034131426364183426)","(0.8391739726066589, 0.753830075263977, 0.021421462297439575)","(0.835504949092865, 0.7175339460372925, 0.05649085342884064)","(0.8273632526397705, 0.6811252236366272, 0.06349394470453262)","(0.7776582837104797, 0.6850712895393372, -0.01706596277654171)","(0.8018375039100647, 0.73624187707901, 0.02752803824841976)","(0.8038305640220642, 0.7063533663749695, 0.053017497062683105)","(0.7991851568222046, 0.6763793230056763, 0.05975831300020218)",Move
788,"(0.7641225457191467, 0.5056626796722412, -3.391207064851187e-05)","(0.8258017301559448, 0.4966788589954376, 0.014261781238019466)","(0.857587456703186, 0.5431214570999146, 0.006351448129862547)","(0.8699038624763489, 0.6033702492713928, 0.009930693544447422)","(0.8719261288642883, 0.6496453285217285, 0.014840933494269848)","(0.8560231924057007, 0.6013728976249695, -0.08427537977695465)","(0.8931323885917664, 0.6745458841323853, -0.04610740393400192)","(0.882771909236908, 0.6409450769424438, 0.000435667228884995)","(0.8694894909858704, 0.6113280057907104, 0.02545206807553768)","(0.8232446908950806, 0.6445083022117615, -0.08051024377346039)","(0.859941840171814, 0.7221562266349792, -0.04678984731435776)","(0.8547117710113525, 0.689003586769104, -0.006251193583011627)","(0.8434817790985107, 0.6549946069717407, 0.005514306947588921)","(0.7905988693237305, 0.6680170893669128, -0.0655531957745552)","(0.824977457523346, 0.7355831265449524, -0.021560654044151306)","(0.8219224810600281, 0.7001984715461731, 0.008083618246018887)","(0.812320351600647, 0.6688680052757263, 0.01048501580953598)","(0.7616546750068665, 0.680180013179779, -0.047507911920547485)","(0.7895578742027283, 0.7211287021636963, -0.009321656078100204)","(0.7897166609764099, 0.6917194724082947, 0.007346927188336849)","(0.7826013565063477, 0.668189525604248, 0.007576752454042435)",Move
789,"(0.7429934740066528, 0.5096370577812195, -6.691641465295106e-05)","(0.8008550405502319, 0.5027670860290527, -0.0019672070629894733)","(0.8311153650283813, 0.5508918166160583, -0.022587984800338745)","(0.8394414782524109, 0.6137867569923401, -0.02910788543522358)","(0.8362810015678406, 0.6608906388282776, -0.027118267491459846)","(0.828816831111908, 0.5742705464363098, -0.11771800369024277)","(0.8730068802833557, 0.6666081547737122, -0.09794542193412781)","(0.8551124930381775, 0.6456425786018372, -0.04990173131227493)","(0.8382343053817749, 0.6169994473457336, -0.0202194694429636)","(0.7963051795959473, 0.6161974668502808, -0.11428884416818619)","(0.8331536054611206, 0.7181253433227539, -0.10593847930431366)","(0.820621907711029, 0.6943162679672241, -0.07004263252019882)","(0.8108825087547302, 0.6568941473960876, -0.057307083159685135)","(0.7649452686309814, 0.6451214551925659, -0.10146830976009369)","(0.7969467639923096, 0.7234434485435486, -0.07738935202360153)","(0.7875621318817139, 0.6964119672775269, -0.05033601447939873)","(0.778730571269989, 0.6644319891929626, -0.04652342200279236)","(0.7375345230102539, 0.6630245447158813, -0.08691585063934326)","(0.7632571458816528, 0.7120195031166077, -0.0620458647608757)","(0.7591299414634705, 0.6876393556594849, -0.04850403219461441)","(0.7527247071266174, 0.6641367077827454, -0.05013231933116913)",Move
790,"(0.7313040494918823, 0.5053063631057739, -6.250262231333181e-05)","(0.7872922420501709, 0.5063133239746094, -0.016275819391012192)","(0.8192360401153564, 0.5531002283096313, -0.04626290500164032)","(0.8297045230865479, 0.6142627596855164, -0.0606672465801239)","(0.8253105878829956, 0.659968912601471, -0.06819074600934982)","(0.8021316528320312, 0.5803793668746948, -0.1407126784324646)","(0.8369950652122498, 0.6818322539329529, -0.13413043320178986)","(0.8232421875, 0.6618571281433105, -0.0881107822060585)","(0.8094205260276794, 0.6286253333091736, -0.05549091845750809)","(0.767549991607666, 0.6108936071395874, -0.1361832171678543)","(0.7988788485527039, 0.7159134745597839, -0.14126066863536835)","(0.7876434922218323, 0.6886606812477112, -0.10882885009050369)","(0.7776618599891663, 0.6472208499908447, -0.09469109773635864)","(0.7373017072677612, 0.6332245469093323, -0.12301380187273026)","(0.7642104625701904, 0.7226079106330872, -0.11637387424707413)","(0.7571052312850952, 0.6949402689933777, -0.08600804954767227)","(0.7482436299324036, 0.6573525667190552, -0.0748419389128685)","(0.7129721641540527, 0.6472988128662109, -0.10998933762311935)","(0.7313777208328247, 0.7140507698059082, -0.10216382890939713)","(0.7300688624382019, 0.69087153673172, -0.08859553933143616)","(0.725447416305542, 0.6577993631362915, -0.08549055457115173)",Move
791,"(0.7142407894134521, 0.5092667937278748, -9.051944653037935e-05)","(0.7586411237716675, 0.5289434194564819, 0.0055989548563957214)","(0.7836383581161499, 0.583661675453186, -0.0021710889413952827)","(0.7913656234741211, 0.6424970030784607, 0.000311691896058619)","(0.7902432680130005, 0.6849446296691895, 0.012418001890182495)","(0.7803279757499695, 0.5899719595909119, -0.08306735008955002)","(0.8108788132667542, 0.6882532238960266, -0.07257064431905746)","(0.7942184805870056, 0.6889528036117554, -0.026568444445729256)","(0.7816383838653564, 0.6716593503952026, 0.006622754968702793)","(0.7548743486404419, 0.6094037294387817, -0.08499763160943985)","(0.7812831401824951, 0.709688127040863, -0.08441121876239777)","(0.7674395442008972, 0.6983510851860046, -0.04696493223309517)","(0.757947564125061, 0.6694599986076355, -0.02186325564980507)","(0.729315996170044, 0.6240699291229248, -0.07986992597579956)","(0.7486092448234558, 0.716450572013855, -0.07199526578187943)","(0.7379863858222961, 0.7049344182014465, -0.040134504437446594)","(0.7301671504974365, 0.6781396269798279, -0.023332534357905388)","(0.705322802066803, 0.635019063949585, -0.07294473797082901)","(0.7176756858825684, 0.6972029209136963, -0.06642458587884903)","(0.715725302696228, 0.6896263360977173, -0.05312858894467354)","(0.7143957018852234, 0.6689720749855042, -0.04568452015519142)",Move
792,"(0.6919736862182617, 0.52760249376297, -3.39165490004234e-05)","(0.7378035187721252, 0.5518311858177185, 0.00640976382419467)","(0.7568639516830444, 0.5989380478858948, -0.00048765656538307667)","(0.7615983486175537, 0.6484771966934204, 0.0016328251222148538)","(0.761676549911499, 0.6755048036575317, 0.008852115832269192)","(0.7525101900100708, 0.6041808128356934, -0.07371643930673599)","(0.7702726721763611, 0.6974964141845703, -0.06562540680170059)","(0.7615231275558472, 0.7012892365455627, -0.03277244418859482)","(0.7557443380355835, 0.6860910654067993, -0.007931412197649479)","(0.7286040186882019, 0.6170072555541992, -0.07306507974863052)","(0.7481563687324524, 0.7153874039649963, -0.0734531581401825)","(0.7402856945991516, 0.7089954018592834, -0.05062044784426689)","(0.7349424362182617, 0.6825401186943054, -0.03605201840400696)","(0.7067925333976746, 0.6296965479850769, -0.06330502033233643)","(0.724708616733551, 0.71853107213974, -0.0579550638794899)","(0.7180320024490356, 0.7073073387145996, -0.036397796124219894)","(0.7138923406600952, 0.681296169757843, -0.025260359048843384)","(0.6880190968513489, 0.6415494680404663, -0.05174564942717552)","(0.7036073207855225, 0.7027524709701538, -0.04026031494140625)","(0.7040725350379944, 0.695302426815033, -0.02678152360022068)","(0.703867495059967, 0.6748252511024475, -0.017809998244047165)",Move
793,"(0.6847730875015259, 0.5426632761955261, -3.14497337967623e-05)","(0.683563768863678, 0.6167160272598267, -0.0030930035281926394)","(0.6932032704353333, 0.6592518091201782, 0.010452814400196075)","(0.7062677145004272, 0.6867112517356873, 0.03103001043200493)","(0.7158379554748535, 0.6978012919425964, 0.05031643435359001)","(0.7248806953430176, 0.664975643157959, 0.028852956369519234)","(0.7212717533111572, 0.6986551284790039, 0.06487631797790527)","(0.7059975862503052, 0.6959035396575928, 0.07990151643753052)","(0.6993345618247986, 0.6827859878540039, 0.08477450162172318)","(0.7289778590202332, 0.6440136432647705, 0.047185078263282776)","(0.7292584180831909, 0.6776459217071533, 0.08783896267414093)","(0.7137399315834045, 0.6777331829071045, 0.09097283333539963)","(0.7041168808937073, 0.6656243801116943, 0.09236124157905579)","(0.7279878854751587, 0.6248276233673096, 0.06871426105499268)","(0.728774905204773, 0.6593514680862427, 0.09949064254760742)","(0.7132459878921509, 0.6633387207984924, 0.08845431357622147)","(0.7053514122962952, 0.6564896702766418, 0.07869423180818558)","(0.7251471281051636, 0.6090002059936523, 0.09046591818332672)","(0.7266260385513306, 0.642212986946106, 0.11140553653240204)","(0.7167609333992004, 0.6500394940376282, 0.11607784032821655)","(0.7096912264823914, 0.6447668671607971, 0.12217064946889877)",Move
794,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
795,"(0.5477838516235352, 0.4341704547405243, -3.841101352008991e-05)","(0.6138061881065369, 0.4394564628601074, 0.047131091356277466)","(0.6485733985900879, 0.5102410316467285, 0.06646041572093964)","(0.6538604497909546, 0.5807596445083618, 0.08802296966314316)","(0.6510695219039917, 0.6217752695083618, 0.10568129271268845)","(0.6628515720367432, 0.5891732573509216, -0.021464848890900612)","(0.6926628351211548, 0.6729034781455994, 0.03796825185418129)","(0.6850184798240662, 0.6412096619606018, 0.0896701067686081)","(0.6712632179260254, 0.6082033514976501, 0.11460764706134796)","(0.6251823306083679, 0.6338344812393188, -0.021859420463442802)","(0.6580142974853516, 0.7122268676757812, 0.047083377838134766)","(0.6549626588821411, 0.6807596683502197, 0.10299970954656601)","(0.6441130638122559, 0.6489196419715881, 0.12531813979148865)","(0.5870157480239868, 0.6503338813781738, -0.008605456911027431)","(0.6158385276794434, 0.7099924683570862, 0.06122028827667236)","(0.6166559457778931, 0.6733149886131287, 0.10249214619398117)","(0.6089259386062622, 0.6426172256469727, 0.11362206935882568)","(0.5527881979942322, 0.6544272899627686, 0.00805315189063549)","(0.5831438302993774, 0.6891078948974609, 0.06541544198989868)","(0.5876631140708923, 0.6588855385780334, 0.0953025370836258)","(0.5802444219589233, 0.6340741515159607, 0.10604603588581085)",Move
