Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
572,"(0.17156292498111725, 0.5531191229820251, -4.866510789724998e-05)","(0.23406997323036194, 0.6295763254165649, 0.009617761708796024)","(0.2542773485183716, 0.737217366695404, 0.019737862050533295)","(0.2565811276435852, 0.8289485573768616, 0.03630148619413376)","(0.26337525248527527, 0.8889464735984802, 0.05734839662909508)","(0.20042690634727478, 0.825432300567627, -0.02525145374238491)","(0.22787591814994812, 0.9037039875984192, 0.03013114631175995)","(0.24655450880527496, 0.8653979897499084, 0.07314088195562363)","(0.24814710021018982, 0.8272165656089783, 0.09214983135461807)","(0.16447757184505463, 0.8172318339347839, -0.012816953472793102)","(0.19931751489639282, 0.902808666229248, 0.04749242961406708)","(0.2205936312675476, 0.874101459980011, 0.08722471445798874)","(0.2224830985069275, 0.8373522162437439, 0.10256339609622955)","(0.1394650787115097, 0.7924998998641968, 0.007347843609750271)","(0.1735338568687439, 0.859662652015686, 0.06311801820993423)","(0.19318261742591858, 0.8319402933120728, 0.09059098362922668)","(0.19486670196056366, 0.8004753589630127, 0.09687866270542145)","(0.12009107321500778, 0.762665331363678, 0.02799999713897705)","(0.15289610624313354, 0.8158811330795288, 0.06915424764156342)","(0.1691327542066574, 0.7946847677230835, 0.08496429771184921)","(0.16928234696388245, 0.7645342350006104, 0.09111721068620682)",Grasp
573,"(0.17174923419952393, 0.551439106464386, -3.616603498812765e-05)","(0.23572705686092377, 0.6299588680267334, 0.012038574554026127)","(0.2544517517089844, 0.7349354028701782, 0.023828620091080666)","(0.25487422943115234, 0.8237884044647217, 0.04194393754005432)","(0.2594788670539856, 0.8821068406105042, 0.06380397826433182)","(0.20218318700790405, 0.8255892992019653, -0.024461958557367325)","(0.2284635305404663, 0.9060566425323486, 0.03277554363012314)","(0.2458128035068512, 0.8665016293525696, 0.07761191576719284)","(0.24726161360740662, 0.8261299729347229, 0.09714970737695694)","(0.1656007021665573, 0.8144038915634155, -0.01234806515276432)","(0.2009889781475067, 0.8868739604949951, 0.056217700242996216)","(0.2195999026298523, 0.8508421778678894, 0.09261671453714371)","(0.2203078269958496, 0.8122140169143677, 0.10047921538352966)","(0.14065606892108917, 0.7876065969467163, 0.007859918288886547)","(0.17531347274780273, 0.84468013048172, 0.0703556165099144)","(0.1925063580274582, 0.8140632510185242, 0.09362143278121948)","(0.193111851811409, 0.7830168604850769, 0.09326532483100891)","(0.12140338867902756, 0.7577366828918457, 0.028277942910790443)","(0.1544187366962433, 0.805614173412323, 0.07294794917106628)","(0.16962465643882751, 0.781613826751709, 0.08570929616689682)","(0.1701507270336151, 0.7513425946235657, 0.08872527629137039)",Grasp
574,"(0.1733398139476776, 0.5527552962303162, -5.483342829393223e-05)","(0.23352637887001038, 0.6263332366943359, 0.015594849362969398)","(0.2518995404243469, 0.7300518155097961, 0.03102136217057705)","(0.25454822182655334, 0.8184625506401062, 0.050261590629816055)","(0.2630438208580017, 0.8796385526657104, 0.06998268514871597)","(0.20225046575069427, 0.8217001557350159, -0.014602488838136196)","(0.22021684050559998, 0.913148820400238, 0.0354996919631958)","(0.23847344517707825, 0.8997246026992798, 0.08229194581508636)","(0.24602895975112915, 0.8747314214706421, 0.11040929704904556)","(0.16563044488430023, 0.8126094937324524, -0.002661427715793252)","(0.19585835933685303, 0.8858383893966675, 0.0632319301366806)","(0.21569210290908813, 0.8585739731788635, 0.10474857687950134)","(0.22111116349697113, 0.828090250492096, 0.12153634428977966)","(0.14031487703323364, 0.7872296571731567, 0.017212972044944763)","(0.17045730352401733, 0.8407119512557983, 0.07933856546878815)","(0.18948134779930115, 0.8180595636367798, 0.10842029005289078)","(0.19542813301086426, 0.7947841286659241, 0.11327295005321503)","(0.12118000537157059, 0.7567801475524902, 0.036960385739803314)","(0.14881595969200134, 0.8023532629013062, 0.08341892808675766)","(0.16515079140663147, 0.7843821048736572, 0.09864282608032227)","(0.16968877613544464, 0.759405791759491, 0.10461749136447906)",Grasp
575,"(0.17148622870445251, 0.548815906047821, -4.035550955450162e-05)","(0.23195654153823853, 0.6256350874900818, 0.0167451910674572)","(0.2502225637435913, 0.7315247058868408, 0.03461986780166626)","(0.252338171005249, 0.8207545876502991, 0.055580224841833115)","(0.2621700167655945, 0.8814641833305359, 0.07639250159263611)","(0.20141777396202087, 0.823996901512146, -0.010127976536750793)","(0.2203364074230194, 0.9121063947677612, 0.041346222162246704)","(0.2386721819639206, 0.9031907916069031, 0.0876830667257309)","(0.24662719666957855, 0.8851733803749084, 0.11441805213689804)","(0.16458645462989807, 0.8162271976470947, 0.0013891649432480335)","(0.1952192783355713, 0.8882215619087219, 0.06760572642087936)","(0.21555957198143005, 0.8655509352684021, 0.10796045511960983)","(0.22222685813903809, 0.8393725156784058, 0.124379962682724)","(0.13922125101089478, 0.7919055223464966, 0.02079683169722557)","(0.1694907397031784, 0.8439614176750183, 0.08301956206560135)","(0.1879408061504364, 0.8212712407112122, 0.11053159087896347)","(0.19428159296512604, 0.7986594438552856, 0.11448396742343903)","(0.11951061338186264, 0.7614535689353943, 0.04030824825167656)","(0.14713658392429352, 0.8045560121536255, 0.08512120693922043)","(0.16341881453990936, 0.7857716083526611, 0.09864886105060577)","(0.1679893285036087, 0.7611637711524963, 0.10343903303146362)",Grasp
576,"(0.16922974586486816, 0.5468373894691467, -4.446181628736667e-05)","(0.23070070147514343, 0.6223549246788025, 0.015061893500387669)","(0.2501916289329529, 0.7282572984695435, 0.03346164897084236)","(0.2528808116912842, 0.8165269494056702, 0.05485513433814049)","(0.2631452679634094, 0.8765343427658081, 0.07637961208820343)","(0.19818614423274994, 0.8248215317726135, -0.0042122905142605305)","(0.21916866302490234, 0.913447916507721, 0.04765331372618675)","(0.23920390009880066, 0.909169614315033, 0.0933186411857605)","(0.24958744645118713, 0.8932943344116211, 0.12131638824939728)","(0.1616688072681427, 0.816626250743866, 0.010226593352854252)","(0.19424544274806976, 0.8893531560897827, 0.0768328309059143)","(0.21658042073249817, 0.8717475533485413, 0.11863191425800323)","(0.22607463598251343, 0.8492136001586914, 0.13719944655895233)","(0.13717767596244812, 0.7919511795043945, 0.03167399764060974)","(0.1685553789138794, 0.8418941497802734, 0.0943998172879219)","(0.1887146383523941, 0.8221701383590698, 0.12232308089733124)","(0.1974240094423294, 0.8027469515800476, 0.12739135324954987)","(0.11857595294713974, 0.7616033554077148, 0.05309506505727768)","(0.14640843868255615, 0.8053026795387268, 0.09896916151046753)","(0.1635253131389618, 0.7893365025520325, 0.1125766932964325)","(0.1699221283197403, 0.7667205333709717, 0.11778552085161209)",Grasp
577,"(0.16779467463493347, 0.5443546772003174, -4.79230257042218e-05)","(0.22865359485149384, 0.6207292079925537, 0.015563328750431538)","(0.24832113087177277, 0.7245904803276062, 0.034992896020412445)","(0.25158339738845825, 0.8116790652275085, 0.05724190175533295)","(0.26095059514045715, 0.8694279193878174, 0.08023308962583542)","(0.19645367562770844, 0.8266515135765076, -0.0019303528824821115)","(0.21893616020679474, 0.9127861261367798, 0.04952319711446762)","(0.23863616585731506, 0.9108549952507019, 0.09481119364500046)","(0.2485775649547577, 0.897608757019043, 0.12268483638763428)","(0.16007989645004272, 0.8196648359298706, 0.01318932231515646)","(0.19414836168289185, 0.8897402286529541, 0.0794261246919632)","(0.21704283356666565, 0.8743423819541931, 0.12176858633756638)","(0.227142333984375, 0.8543687462806702, 0.14211370050907135)","(0.13587062060832977, 0.7952002286911011, 0.034942977130413055)","(0.16836437582969666, 0.8429921269416809, 0.09789370745420456)","(0.1892147809267044, 0.8259122371673584, 0.1264234036207199)","(0.19849708676338196, 0.8084063529968262, 0.13238659501075745)","(0.11752544343471527, 0.7643830180168152, 0.056526537984609604)","(0.1464787721633911, 0.8065211176872253, 0.10341060161590576)","(0.16399909555912018, 0.7923247218132019, 0.1167750358581543)","(0.17067256569862366, 0.7719436883926392, 0.12252155691385269)",Grasp
578,"(0.16666807234287262, 0.5475765466690063, -5.808603236800991e-05)","(0.22928926348686218, 0.6266698837280273, 0.014650866389274597)","(0.24940070509910583, 0.7312951683998108, 0.03229144588112831)","(0.2528776526451111, 0.8201088905334473, 0.053291384130716324)","(0.2611238360404968, 0.8802452683448792, 0.0758606344461441)","(0.19771666824817657, 0.830983579158783, -0.006674157455563545)","(0.22179383039474487, 0.9151661396026611, 0.05034979432821274)","(0.24097687005996704, 0.9014586806297302, 0.09629810601472855)","(0.24785755574703217, 0.8805381655693054, 0.12112066149711609)","(0.16124475002288818, 0.8234328031539917, 0.007446681149303913)","(0.19559763371944427, 0.8947105407714844, 0.07505518943071365)","(0.2163749635219574, 0.8725406527519226, 0.11399729549884796)","(0.22305738925933838, 0.8469656705856323, 0.1287202686071396)","(0.13614855706691742, 0.7997984886169434, 0.029300574213266373)","(0.16831468045711517, 0.8517867922782898, 0.09143609553575516)","(0.18705293536186218, 0.829239010810852, 0.11792707443237305)","(0.19346876442432404, 0.8069573640823364, 0.12146183103322983)","(0.11676310747861862, 0.7701917290687561, 0.05111096799373627)","(0.1448620855808258, 0.815557599067688, 0.09591295570135117)","(0.1610894799232483, 0.798019289970398, 0.10828039795160294)","(0.1660744994878769, 0.7738373875617981, 0.11322497576475143)",Grasp
579,"(0.1650092601776123, 0.550011157989502, -6.021724038873799e-05)","(0.22751837968826294, 0.6288721561431885, 0.010729215107858181)","(0.24920859932899475, 0.7347508072853088, 0.025299644097685814)","(0.25449660420417786, 0.8257341980934143, 0.043247636407613754)","(0.2648616135120392, 0.888660728931427, 0.0622224397957325)","(0.19729819893836975, 0.829899251461029, -0.011385248973965645)","(0.22199521958827972, 0.9158885478973389, 0.04392563924193382)","(0.24194388091564178, 0.9017302989959717, 0.08856350928544998)","(0.2495802640914917, 0.881098747253418, 0.11320364475250244)","(0.16106435656547546, 0.8232141137123108, 0.003753861878067255)","(0.19510947167873383, 0.9003500938415527, 0.06782853603363037)","(0.21645914018154144, 0.8796956539154053, 0.10606586188077927)","(0.22365647554397583, 0.8541452884674072, 0.12184499949216843)","(0.13621771335601807, 0.8008426427841187, 0.026177261024713516)","(0.1681993454694748, 0.8598995208740234, 0.08602269738912582)","(0.1877834051847458, 0.8395484089851379, 0.11264493316411972)","(0.194753497838974, 0.8178569674491882, 0.11841156333684921)","(0.11687318235635757, 0.772538959980011, 0.04867390915751457)","(0.14498144388198853, 0.8235090970993042, 0.09182649850845337)","(0.16149067878723145, 0.8092308044433594, 0.10469496250152588)","(0.16673128306865692, 0.7862023711204529, 0.11173170059919357)",Grasp
580,"(0.16359299421310425, 0.5482583045959473, -5.9167956351302564e-05)","(0.2242065668106079, 0.6226057410240173, 0.009004510007798672)","(0.24576547741889954, 0.726701557636261, 0.02443043328821659)","(0.25168585777282715, 0.815887987613678, 0.04453776404261589)","(0.26060187816619873, 0.8738462328910828, 0.0655144602060318)","(0.19521763920783997, 0.8243160247802734, -0.012947291135787964)","(0.21806520223617554, 0.9127373099327087, 0.03790110722184181)","(0.23716309666633606, 0.9092605113983154, 0.08293426036834717)","(0.2461518943309784, 0.8969053626060486, 0.10990754514932632)","(0.1596861481666565, 0.8198614716529846, 0.0045689730904996395)","(0.1901865154504776, 0.9038366079330444, 0.06423701345920563)","(0.21236418187618256, 0.8908557295799255, 0.10650238394737244)","(0.22306916117668152, 0.8714931607246399, 0.12856826186180115)","(0.13567647337913513, 0.7989026308059692, 0.029570840299129486)","(0.16384772956371307, 0.8644537329673767, 0.08593136072158813)","(0.18440178036689758, 0.8519247770309448, 0.11625111848115921)","(0.19500599801540375, 0.835334062576294, 0.12766775488853455)","(0.116951122879982, 0.7715670466423035, 0.05409841611981392)","(0.14264936745166779, 0.8269466757774353, 0.09598358720541)","(0.15965913236141205, 0.8196661472320557, 0.11192996799945831)","(0.1670079082250595, 0.8012391924858093, 0.1227019801735878)",Grasp
581,"(0.16324837505817413, 0.5510585308074951, -4.5599532313644886e-05)","(0.22163483500480652, 0.6228036284446716, 0.002914548385888338)","(0.24105165898799896, 0.7254806160926819, 0.015428850427269936)","(0.24708086252212524, 0.8135030269622803, 0.03462684527039528)","(0.2579854726791382, 0.8706844449043274, 0.05509912595152855)","(0.1881202608346939, 0.8215993642807007, -0.020468786358833313)","(0.2147216945886612, 0.912584662437439, 0.026873670518398285)","(0.2346649467945099, 0.9098736643791199, 0.07146134972572327)","(0.2421945035457611, 0.8978215456008911, 0.09914161264896393)","(0.1528659164905548, 0.8177780508995056, -0.00031710651819594204)","(0.1851552426815033, 0.9109011292457581, 0.05385884642601013)","(0.20932182669639587, 0.8994117975234985, 0.0961328074336052)","(0.22047974169254303, 0.8785711526870728, 0.12104873359203339)","(0.1301591396331787, 0.7962632179260254, 0.026396241039037704)","(0.16078336536884308, 0.8693116903305054, 0.07964198291301727)","(0.18330173194408417, 0.8574168086051941, 0.10991866886615753)","(0.19432838261127472, 0.8409531116485596, 0.12342127412557602)","(0.11392098665237427, 0.7684417366981506, 0.05217989161610603)","(0.14342164993286133, 0.8253858089447021, 0.09231885522603989)","(0.16120418906211853, 0.8193314075469971, 0.10659964382648468)","(0.16780619323253632, 0.8023699522018433, 0.11751723289489746)",Grasp
