Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1588,"(0.8194474577903748, 0.013940900564193726, -4.547792923403904e-05)","(0.8062137365341187, 0.07288479059934616, -0.05816809833049774)","(0.7908968329429626, 0.14597761631011963, -0.06627344340085983)","(0.7675429582595825, 0.20995578169822693, -0.059904374182224274)","(0.7533010840415955, 0.2708761990070343, -0.047598011791706085)","(0.8507716655731201, 0.21817806363105774, -0.028235791251063347)","(0.8177065253257751, 0.2969059348106384, -0.03175917640328407)","(0.78314608335495, 0.3112437129020691, -0.04655333608388901)","(0.755330502986908, 0.3026134967803955, -0.05903773754835129)","(0.8352863788604736, 0.2118435949087143, 0.0055779446847736835)","(0.7997723817825317, 0.281269371509552, 0.00041732745012268424)","(0.7707048058509827, 0.2722874879837036, -0.022281304001808167)","(0.7523459196090698, 0.25144562125205994, -0.03797256946563721)","(0.8192099332809448, 0.19766785204410553, 0.033936139196157455)","(0.7870011925697327, 0.2479974925518036, 0.022452495992183685)","(0.7630926370620728, 0.23764778673648834, -0.004741224460303783)","(0.7479609251022339, 0.22219569981098175, -0.018572229892015457)","(0.8055583834648132, 0.18503282964229584, 0.059575531631708145)","(0.783922016620636, 0.22200526297092438, 0.037451401352882385)","(0.7685818672180176, 0.2143346071243286, 0.013035108335316181)","(0.757501482963562, 0.20346730947494507, -0.001227072672918439)",Move
1589,"(0.8339585065841675, 0.016132459044456482, -6.33396630291827e-05)","(0.8179864883422852, 0.07431618869304657, -0.0609050914645195)","(0.8021276593208313, 0.15051519870758057, -0.06944260001182556)","(0.7791185975074768, 0.2152886986732483, -0.06330809742212296)","(0.7657896280288696, 0.27723780274391174, -0.05122276395559311)","(0.86444491147995, 0.22128064930438995, -0.03200004994869232)","(0.8312186002731323, 0.3007226586341858, -0.03914540633559227)","(0.7957450151443481, 0.3175656795501709, -0.052435941994190216)","(0.7663445472717285, 0.31028202176094055, -0.06375930458307266)","(0.8503554463386536, 0.21520131826400757, 0.0027518398128449917)","(0.8129558563232422, 0.28320783376693726, -0.005976098123937845)","(0.7841811776161194, 0.26851725578308105, -0.028178256005048752)","(0.7674164175987244, 0.2476462423801422, -0.04159753769636154)","(0.8347756862640381, 0.20144322514533997, 0.03172239288687706)","(0.800559401512146, 0.24935679137706757, 0.014968587085604668)","(0.7804825305938721, 0.22678518295288086, -0.01118733175098896)","(0.7701385021209717, 0.20709127187728882, -0.02192114107310772)","(0.8211645483970642, 0.18861323595046997, 0.058318834751844406)","(0.797531008720398, 0.22200576961040497, 0.029200684279203415)","(0.7845561504364014, 0.20688435435295105, 0.003695535007864237)","(0.7772030830383301, 0.19336743652820587, -0.00855899415910244)",Move
1590,"(0.841826319694519, 0.020723432302474976, -5.955106462351978e-05)","(0.8293390870094299, 0.08396760374307632, -0.058397162705659866)","(0.8155342936515808, 0.15868782997131348, -0.06697458028793335)","(0.7940985560417175, 0.2222672551870346, -0.06133993715047836)","(0.7788756489753723, 0.28215381503105164, -0.049570124596357346)","(0.8790062069892883, 0.22123543918132782, -0.024511564522981644)","(0.8492642045021057, 0.2993577718734741, -0.029179062694311142)","(0.8149355053901672, 0.3195493221282959, -0.04487835243344307)","(0.7860110998153687, 0.3135691285133362, -0.05968543887138367)","(0.8626357316970825, 0.21517600119113922, 0.008133516646921635)","(0.8318177461624146, 0.28909438848495483, 0.002122290665283799)","(0.8032798767089844, 0.2926035225391388, -0.01936197653412819)","(0.7840249538421631, 0.2794499695301056, -0.03515079617500305)","(0.8443185091018677, 0.2028578221797943, 0.03433564305305481)","(0.8163338303565979, 0.2596670985221863, 0.022592073306441307)","(0.7910414934158325, 0.25729256868362427, -0.004359639249742031)","(0.7744879126548767, 0.2469281405210495, -0.01943483017385006)","(0.8281329274177551, 0.19296760857105255, 0.05766957253217697)","(0.808210551738739, 0.23415979743003845, 0.03574904799461365)","(0.7915859222412109, 0.2325187623500824, 0.011001434177160263)","(0.7791795134544373, 0.2262292504310608, -0.004311174154281616)",Move
1591,"(0.8538810610771179, 0.024279698729515076, -4.8890367907006294e-05)","(0.8390642404556274, 0.0892229825258255, -0.056255027651786804)","(0.8240390419960022, 0.1668042689561844, -0.0647195354104042)","(0.8030309677124023, 0.2341151386499405, -0.05982246249914169)","(0.7892677783966064, 0.29722437262535095, -0.049455177038908005)","(0.8914006948471069, 0.22187139093875885, -0.021874820813536644)","(0.8620015978813171, 0.30290183424949646, -0.023186786100268364)","(0.8283609747886658, 0.3272997736930847, -0.03526674583554268)","(0.7990239858627319, 0.328139066696167, -0.04674974083900452)","(0.8774470090866089, 0.21423310041427612, 0.01113821566104889)","(0.8472160696983337, 0.29022881388664246, 0.006813380867242813)","(0.8180707097053528, 0.2982604503631592, -0.01317021157592535)","(0.7974901795387268, 0.28927940130233765, -0.027601974084973335)","(0.8606653809547424, 0.2016434669494629, 0.03772759065032005)","(0.8329386711120605, 0.25965747237205505, 0.028485983610153198)","(0.8074905276298523, 0.26177000999450684, 0.0029484936967492104)","(0.7902989983558655, 0.2537321448326111, -0.011629216372966766)","(0.8461183309555054, 0.1915430873632431, 0.062045760452747345)","(0.8268367648124695, 0.23307086527347565, 0.04062872380018234)","(0.8098072409629822, 0.2333737015724182, 0.015713145956397057)","(0.7968544960021973, 0.22807827591896057, 0.0009822198189795017)",Move
1592,"(0.861589789390564, 0.027275413274765015, -5.924334254814312e-05)","(0.84309983253479, 0.08984015882015228, -0.05778321251273155)","(0.8290990591049194, 0.17192304134368896, -0.06709803640842438)","(0.8094871640205383, 0.24201825261116028, -0.06327144056558609)","(0.7974119782447815, 0.3091431260108948, -0.05479051545262337)","(0.9012473225593567, 0.224074587225914, -0.025901684537529945)","(0.8711554408073425, 0.3098140358924866, -0.02570606768131256)","(0.836509108543396, 0.3367912173271179, -0.033240050077438354)","(0.806598424911499, 0.34000468254089355, -0.04117625206708908)","(0.8906071186065674, 0.21589349210262299, 0.008967841975390911)","(0.8569677472114563, 0.2932358980178833, 0.006018244195729494)","(0.828091025352478, 0.2987426519393921, -0.011730303056538105)","(0.8097855448722839, 0.29090479016304016, -0.02458958886563778)","(0.8759288191795349, 0.2035057097673416, 0.037193477153778076)","(0.8471758961677551, 0.2610926628112793, 0.028596889227628708)","(0.822845458984375, 0.25590410828590393, 0.0054472219198942184)","(0.8083757758140564, 0.24470126628875732, -0.006869785953313112)","(0.8628541827201843, 0.1933877319097519, 0.06374070048332214)","(0.8430953025817871, 0.23209148645401, 0.04146149009466171)","(0.8258444666862488, 0.22613397240638733, 0.01716712675988674)","(0.8141251802444458, 0.21718382835388184, 0.004543270915746689)",Move
1593,"(0.8653765320777893, 0.03075304627418518, -4.01045945181977e-05)","(0.8439369201660156, 0.10016088932752609, -0.05542636290192604)","(0.8309634327888489, 0.18475493788719177, -0.0633617639541626)","(0.8131633996963501, 0.2554492950439453, -0.057985495775938034)","(0.8028663396835327, 0.3218894898891449, -0.04712764918804169)","(0.906900942325592, 0.23093083500862122, -0.022197313606739044)","(0.8792468905448914, 0.3193938434123993, -0.017825623974204063)","(0.8454915285110474, 0.3485676050186157, -0.021525265648961067)","(0.8155041933059692, 0.3549007773399353, -0.027451734989881516)","(0.8987011313438416, 0.21841096878051758, 0.012704262509942055)","(0.8650097846984863, 0.3003799319267273, 0.013659290969371796)","(0.833817183971405, 0.30969029664993286, -0.001895005232654512)","(0.8126684427261353, 0.303720086812973, -0.013815934769809246)","(0.8855116963386536, 0.203794926404953, 0.04176747798919678)","(0.8565368056297302, 0.26550525426864624, 0.036394111812114716)","(0.8302797079086304, 0.26598337292671204, 0.014375831931829453)","(0.8138852715492249, 0.2567152976989746, 0.0014427127316594124)","(0.8732963800430298, 0.19219759106636047, 0.06901105493307114)","(0.8532119989395142, 0.23355506360530853, 0.05062156543135643)","(0.8346765041351318, 0.23309296369552612, 0.028023937717080116)","(0.8215394616127014, 0.2276957482099533, 0.015150856226682663)",Move
1594,"(0.8629461526870728, 0.04560181498527527, -1.2238725503266323e-05)","(0.8395217061042786, 0.10911772400140762, -0.05781272426247597)","(0.8265804052352905, 0.194100022315979, -0.0670030415058136)","(0.8090272545814514, 0.26686733961105347, -0.06136883422732353)","(0.798266589641571, 0.33962953090667725, -0.05266394093632698)","(0.9050405025482178, 0.24143444001674652, -0.03621309995651245)","(0.8750004172325134, 0.3346322774887085, -0.03173922002315521)","(0.8413704037666321, 0.36427071690559387, -0.030900713056325912)","(0.8137145638465881, 0.37134695053100586, -0.030996061861515045)","(0.9003341794013977, 0.23230867087841034, 0.0012017760891467333)","(0.8636582493782043, 0.318176805973053, 0.003429877106100321)","(0.8327090740203857, 0.31597304344177246, -0.006578000728040934)","(0.8139098882675171, 0.3021561801433563, -0.012610463425517082)","(0.8895940780639648, 0.2219676375389099, 0.03399917855858803)","(0.8568733930587769, 0.28538674116134644, 0.027816971763968468)","(0.8316680192947388, 0.27338045835494995, 0.008313171565532684)","(0.8177198171615601, 0.2549898028373718, -0.0007375672576017678)","(0.8792702555656433, 0.214449942111969, 0.064651720225811)","(0.8559892177581787, 0.259988397359848, 0.04430847615003586)","(0.8367020487785339, 0.2520606517791748, 0.0206675473600626)","(0.8240970373153687, 0.2378084808588028, 0.008554362691938877)",Move
1595,"(0.8588587045669556, 0.05696316063404083, -3.0264045562944375e-05)","(0.8278621435165405, 0.12394270300865173, -0.04972291365265846)","(0.8152379989624023, 0.21193952858448029, -0.05828844755887985)","(0.7987253069877625, 0.2845376431941986, -0.054256513714790344)","(0.7872453331947327, 0.3537711203098297, -0.049180954694747925)","(0.8926851749420166, 0.2599022686481476, -0.034545157104730606)","(0.8623946905136108, 0.3493114113807678, -0.022890321910381317)","(0.8305230140686035, 0.3740159273147583, -0.014751623384654522)","(0.8062050342559814, 0.3780694901943207, -0.009368359111249447)","(0.896446704864502, 0.2443811297416687, 0.0006432856898754835)","(0.8585047721862793, 0.32875901460647583, 0.013908875174820423)","(0.8282943367958069, 0.31743472814559937, 0.010107342153787613)","(0.8130722045898438, 0.298531174659729, 0.005842083599418402)","(0.8922790884971619, 0.22847186028957367, 0.03387076407670975)","(0.8577550649642944, 0.2908276617527008, 0.040891170501708984)","(0.832879900932312, 0.27717506885528564, 0.028183218091726303)","(0.8206956386566162, 0.25628480315208435, 0.019369445741176605)","(0.8860309720039368, 0.21687078475952148, 0.0647498145699501)","(0.8612167835235596, 0.2656819224357605, 0.059956226497888565)","(0.8409276604652405, 0.2612241506576538, 0.0450558215379715)","(0.8278173208236694, 0.24663551151752472, 0.03637025132775307)",Move
1596,"(0.8494505882263184, 0.0591592937707901, -5.801895531476475e-05)","(0.8163390755653381, 0.12356574088335037, -0.04928484559059143)","(0.8004240989685059, 0.21377764642238617, -0.05829087644815445)","(0.7847872972488403, 0.2891276776790619, -0.05389416217803955)","(0.7758017778396606, 0.35612526535987854, -0.04712067171931267)","(0.8795689940452576, 0.26867085695266724, -0.033317938446998596)","(0.8430723547935486, 0.35824307799339294, -0.015698783099651337)","(0.8106810450553894, 0.38068169355392456, -0.003381628543138504)","(0.7860541343688965, 0.38420408964157104, 0.003892716020345688)","(0.8862944841384888, 0.2529616057872772, 0.0020346289966255426)","(0.845796525478363, 0.33939918875694275, 0.018871771171689034)","(0.8150389790534973, 0.34434908628463745, 0.018899694085121155)","(0.793372631072998, 0.33293527364730835, 0.015679391101002693)","(0.8818926215171814, 0.23510712385177612, 0.03585641458630562)","(0.8433747887611389, 0.3013482987880707, 0.04873333498835564)","(0.8188295960426331, 0.3006006181240082, 0.040930215269327164)","(0.8028144836425781, 0.28388696908950806, 0.033385589718818665)","(0.8730193972587585, 0.22094246745109558, 0.06729719787836075)","(0.8457075357437134, 0.27121415734291077, 0.06676030158996582)","(0.8264113068580627, 0.2746032476425171, 0.05526360124349594)","(0.8107571005821228, 0.26398414373397827, 0.04683934524655342)",Move
1597,"(0.8385440111160278, 0.07096634805202484, -5.0560716772452e-05)","(0.8015030026435852, 0.1321776807308197, -0.04232297092676163)","(0.7851610779762268, 0.22085006535053253, -0.04888951778411865)","(0.7703072428703308, 0.29405373334884644, -0.0415722094476223)","(0.7605806589126587, 0.3563269376754761, -0.031973399221897125)","(0.8609300255775452, 0.27843764424324036, -0.035173822194337845)","(0.8249830007553101, 0.36944857239723206, -0.015578136779367924)","(0.792733371257782, 0.3912423849105835, -0.0011194102698937058)","(0.7691683173179626, 0.39269402623176575, 0.007516278885304928)","(0.8731162548065186, 0.26517006754875183, -0.0017037850338965654)","(0.829923152923584, 0.351976215839386, 0.0190943144261837)","(0.7971224784851074, 0.3608744740486145, 0.022023990750312805)","(0.7743950486183167, 0.3499831557273865, 0.01913241669535637)","(0.8725833892822266, 0.24712394177913666, 0.031821027398109436)","(0.8329780697822571, 0.3159399628639221, 0.05125371366739273)","(0.8065141439437866, 0.31892794370651245, 0.048587847501039505)","(0.7899304628372192, 0.3035393953323364, 0.04307187721133232)","(0.8664971590042114, 0.23215554654598236, 0.06287351250648499)","(0.8370141386985779, 0.28644654154777527, 0.06977076083421707)","(0.8164249658584595, 0.29216498136520386, 0.06170855090022087)","(0.8009994029998779, 0.28197401762008667, 0.05493617430329323)",Move
1598,"(0.8235633373260498, 0.08136855065822601, -5.8917612477671355e-05)","(0.7859328389167786, 0.14825478196144104, -0.03568887710571289)","(0.768537163734436, 0.23868060111999512, -0.0395888090133667)","(0.7539132237434387, 0.31186196208000183, -0.0320018045604229)","(0.747887372970581, 0.3727215826511383, -0.024119146168231964)","(0.8444444537162781, 0.29593151807785034, -0.023142894729971886)","(0.8086590766906738, 0.3820251226425171, 0.0019986163824796677)","(0.7780040502548218, 0.3999992609024048, 0.015365664847195148)","(0.7556405067443848, 0.39854657649993896, 0.0206703282892704)","(0.8582773208618164, 0.27941393852233887, 0.007603819482028484)","(0.8138541579246521, 0.3557042181491852, 0.036573927849531174)","(0.7843953371047974, 0.3551117479801178, 0.039022885262966156)","(0.7659361362457275, 0.33762168884277344, 0.03466012328863144)","(0.8593159914016724, 0.257367342710495, 0.03893014416098595)","(0.819552481174469, 0.3170400857925415, 0.06486857682466507)","(0.7961011528968811, 0.3134506344795227, 0.060308750718832016)","(0.7825940251350403, 0.2947481572628021, 0.05103808641433716)","(0.8546397089958191, 0.23721963167190552, 0.06812083721160889)","(0.8254906535148621, 0.28777819871902466, 0.07965914905071259)","(0.8058906197547913, 0.292316734790802, 0.07245951890945435)","(0.7916114926338196, 0.28070032596588135, 0.0658513754606247)",Move
