Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1252,"(0.7206348180770874, 0.4097188115119934, -5.388047793530859e-05)","(0.664652943611145, 0.46030980348587036, 0.06120339408516884)","(0.642430305480957, 0.5300608277320862, 0.08560070395469666)","(0.6410765647888184, 0.5923961400985718, 0.10585050284862518)","(0.648465633392334, 0.6309981346130371, 0.12938277423381805)","(0.6376014947891235, 0.6143402457237244, -0.001932527869939804)","(0.6357001662254333, 0.7278010249137878, 0.0463324598968029)","(0.6469681262969971, 0.728967547416687, 0.10276822745800018)","(0.6550597548484802, 0.7111402750015259, 0.1400367170572281)","(0.6712398529052734, 0.633793294429779, -0.020783623680472374)","(0.664746105670929, 0.7532089352607727, 0.018224455416202545)","(0.6731575727462769, 0.7412272691726685, 0.07495348155498505)","(0.6793357133865356, 0.7122015953063965, 0.10979539155960083)","(0.7068485021591187, 0.6373411417007446, -0.027349185198545456)","(0.6974591612815857, 0.7489692568778992, 0.010742220096290112)","(0.7003196477890015, 0.7348955869674683, 0.06256946921348572)","(0.7044153213500977, 0.7061477303504944, 0.091888427734375)","(0.7405202984809875, 0.6298024654388428, -0.028470691293478012)","(0.7318336367607117, 0.7192745804786682, 0.003111581550911069)","(0.7271561622619629, 0.7105615735054016, 0.03905419632792473)","(0.727744460105896, 0.6853082180023193, 0.06429430842399597)",Grasp
1253,"(0.7212138772010803, 0.40989410877227783, -5.123448863741942e-05)","(0.6648713946342468, 0.4610999524593353, 0.06309574097394943)","(0.6423031091690063, 0.5314083099365234, 0.08802857995033264)","(0.641886830329895, 0.5935693383216858, 0.1083127036690712)","(0.6505950093269348, 0.6291744709014893, 0.131880521774292)","(0.6370089054107666, 0.6155453324317932, 0.0011537241516634822)","(0.6375577449798584, 0.7298567295074463, 0.050748713314533234)","(0.6517626643180847, 0.7267845273017883, 0.1070113554596901)","(0.6607235670089722, 0.7057303786277771, 0.14376385509967804)","(0.6699422001838684, 0.6352102160453796, -0.01934301294386387)","(0.6664389371871948, 0.7555822134017944, 0.021518995985388756)","(0.677598237991333, 0.7413861751556396, 0.07693607360124588)","(0.6839302778244019, 0.710224449634552, 0.10923685878515244)","(0.7054805755615234, 0.6389676928520203, -0.027449529618024826)","(0.6978719830513, 0.7519866228103638, 0.012029462493956089)","(0.7032956480979919, 0.7367663979530334, 0.06256891041994095)","(0.7078379392623901, 0.7060784697532654, 0.09005139023065567)","(0.7398226261138916, 0.6315018534660339, -0.029940685257315636)","(0.7320079207420349, 0.722368061542511, 0.0015443917363882065)","(0.728918194770813, 0.7131721377372742, 0.03744950518012047)","(0.7300339937210083, 0.6867331266403198, 0.06200651824474335)",Grasp
1254,"(0.7223078012466431, 0.4103509783744812, -5.791270814370364e-05)","(0.6660512685775757, 0.4637216627597809, 0.06359785795211792)","(0.6436944007873535, 0.5345430374145508, 0.08809485286474228)","(0.6436681151390076, 0.5966916680335999, 0.1080765351653099)","(0.652878999710083, 0.6327606439590454, 0.13100752234458923)","(0.6362813115119934, 0.6157407760620117, -0.0035944972187280655)","(0.6358197927474976, 0.7287909388542175, 0.04610879346728325)","(0.6513932943344116, 0.7208178043365479, 0.1024249717593193)","(0.6610683798789978, 0.6950547695159912, 0.13898952305316925)","(0.6691172122955322, 0.6359946131706238, -0.02439330890774727)","(0.6653909683227539, 0.7567765116691589, 0.015672191977500916)","(0.6778649687767029, 0.7416988015174866, 0.07102981209754944)","(0.684348464012146, 0.7095407843589783, 0.10320223122835159)","(0.704895555973053, 0.6401271820068359, -0.03244883567094803)","(0.6972995400428772, 0.7542921304702759, 0.006201613694429398)","(0.7034871578216553, 0.7384315729141235, 0.056806184351444244)","(0.7079235315322876, 0.7066084146499634, 0.08403707295656204)","(0.7396716475486755, 0.6331073045730591, -0.03461068868637085)","(0.732084333896637, 0.7250989079475403, -0.0038010403513908386)","(0.7295860052108765, 0.7147630453109741, 0.03181346878409386)","(0.7308200001716614, 0.6869361400604248, 0.05593928322196007)",Grasp
1255,"(0.7237997055053711, 0.4097555875778198, -6.745823338860646e-05)","(0.6662240028381348, 0.4624063968658447, 0.061449646949768066)","(0.6435683965682983, 0.5323915481567383, 0.08684473484754562)","(0.6425339579582214, 0.5951617956161499, 0.10911662131547928)","(0.6517342329025269, 0.6340247392654419, 0.13478614389896393)","(0.6384740471839905, 0.616192638874054, -0.00644190376624465)","(0.633865237236023, 0.7270710468292236, 0.044057153165340424)","(0.647456705570221, 0.7147994041442871, 0.10083317756652832)","(0.6567423939704895, 0.6871976852416992, 0.1371964067220688)","(0.6724185943603516, 0.6372238397598267, -0.024073798209428787)","(0.6663781404495239, 0.7565473318099976, 0.01589164324104786)","(0.6766059398651123, 0.7407264709472656, 0.07135402411222458)","(0.6823222041130066, 0.709772527217865, 0.10420013964176178)","(0.708576500415802, 0.6416981816291809, -0.02867937460541725)","(0.6989425420761108, 0.7544951438903809, 0.009895184077322483)","(0.7032485604286194, 0.738247275352478, 0.06015870347619057)","(0.7073630094528198, 0.7065122127532959, 0.08666025847196579)","(0.7430059313774109, 0.6342430710792542, -0.027291450649499893)","(0.7350074052810669, 0.7248284816741943, 0.003905637189745903)","(0.7311115860939026, 0.7159548401832581, 0.038307271897792816)","(0.7315526604652405, 0.6900469660758972, 0.06191696226596832)",Grasp
1256,"(0.7238944172859192, 0.41385534405708313, -5.5315016652457416e-05)","(0.6681513786315918, 0.4634881615638733, 0.061552464962005615)","(0.645402729511261, 0.533784806728363, 0.08594749867916107)","(0.6433243751525879, 0.596102237701416, 0.1073039099574089)","(0.6520318388938904, 0.6339396238327026, 0.13172654807567596)","(0.6397193074226379, 0.6170827746391296, -0.0084864292293787)","(0.6334777474403381, 0.7327665090560913, 0.04054373502731323)","(0.6458600163459778, 0.7228972911834717, 0.09861043840646744)","(0.6553992033004761, 0.6947734951972961, 0.13727310299873352)","(0.6741625666618347, 0.6377061605453491, -0.02558409981429577)","(0.667313814163208, 0.7619158029556274, 0.01302158460021019)","(0.6763079762458801, 0.7473320960998535, 0.07080934196710587)","(0.6816917657852173, 0.7159042358398438, 0.1064922884106636)","(0.7106181383132935, 0.6412243843078613, -0.029981251806020737)","(0.7010717988014221, 0.7577103972434998, 0.008116429671645164)","(0.7042540311813354, 0.7411407828330994, 0.05968819558620453)","(0.7077426910400391, 0.7094054818153381, 0.0882534459233284)","(0.7451266050338745, 0.6328681707382202, -0.028533004224300385)","(0.7370482683181763, 0.724430501461029, 0.0037774224765598774)","(0.7331332564353943, 0.7129611968994141, 0.03924396634101868)","(0.7339648008346558, 0.6854398250579834, 0.06415613740682602)",Grasp
1257,"(0.7261623740196228, 0.4117303490638733, -6.384527659974992e-05)","(0.6707770228385925, 0.45947253704071045, 0.05926215276122093)","(0.6483504772186279, 0.5263028740882874, 0.08534970134496689)","(0.6467416882514954, 0.5859425067901611, 0.10944639891386032)","(0.6545005440711975, 0.6237645149230957, 0.13824225962162018)","(0.6431249976158142, 0.6138464212417603, -0.00842561200261116)","(0.6327592730522156, 0.7230290174484253, 0.038303907960653305)","(0.6427791714668274, 0.7077716588973999, 0.09354870766401291)","(0.6522581577301025, 0.6766445636749268, 0.12925070524215698)","(0.6773579120635986, 0.6359484195709229, -0.023049401119351387)","(0.6669104695320129, 0.759617030620575, 0.011974507011473179)","(0.6734830737113953, 0.7473088502883911, 0.06742125749588013)","(0.6788457036018372, 0.7167295217514038, 0.10235428065061569)","(0.7134944796562195, 0.6406111717224121, -0.025597868487238884)","(0.701566755771637, 0.7560092210769653, 0.009679760783910751)","(0.7026048898696899, 0.7399896383285522, 0.05980008840560913)","(0.7059063911437988, 0.7068110704421997, 0.08815977722406387)","(0.7478286027908325, 0.6328563094139099, -0.021871408447623253)","(0.7388918399810791, 0.7240687012672424, 0.00819238182157278)","(0.7334398627281189, 0.7136350274085999, 0.04247196763753891)","(0.7333973050117493, 0.6851385831832886, 0.06747104972600937)",Grasp
1258,"(0.7286956310272217, 0.40673568844795227, -6.362933345371857e-05)","(0.6737552881240845, 0.45484501123428345, 0.05713414400815964)","(0.6505882143974304, 0.5236196517944336, 0.08318790793418884)","(0.648360013961792, 0.5852859616279602, 0.10762573033571243)","(0.6554669737815857, 0.6245239973068237, 0.13662786781787872)","(0.6470039486885071, 0.6106072068214417, -0.008850960060954094)","(0.6341477632522583, 0.7238470315933228, 0.03690506890416145)","(0.6412843465805054, 0.7134222984313965, 0.09250552952289581)","(0.6504819989204407, 0.6834836602210999, 0.1293441504240036)","(0.6810262203216553, 0.6324164271354675, -0.021397041156888008)","(0.6704167723655701, 0.7555817365646362, 0.015582084655761719)","(0.6742516160011292, 0.744971513748169, 0.07313796132802963)","(0.6784475445747375, 0.7162706851959229, 0.10930150747299194)","(0.7164211273193359, 0.6367408633232117, -0.02221475914120674)","(0.7041984796524048, 0.750516414642334, 0.014384633861482143)","(0.7029919624328613, 0.7364913821220398, 0.06549536436796188)","(0.7055895328521729, 0.7050747871398926, 0.09461654722690582)","(0.7493681311607361, 0.6290123462677002, -0.017115876078605652)","(0.7397261261940002, 0.7191222906112671, 0.01401424128562212)","(0.7331072092056274, 0.7100589871406555, 0.04906434193253517)","(0.7328619360923767, 0.6825847625732422, 0.07525449991226196)",Grasp
1259,"(0.7301124334335327, 0.4032008647918701, -6.288665463216603e-05)","(0.6743060350418091, 0.44765961170196533, 0.05017640441656113)","(0.6500874757766724, 0.5206115245819092, 0.07348863780498505)","(0.6486253142356873, 0.5875110030174255, 0.09663519263267517)","(0.6538199782371521, 0.6294065713882446, 0.12566934525966644)","(0.6504570841789246, 0.6080952286720276, -0.020436454564332962)","(0.6377856731414795, 0.7277034521102905, 0.025135520845651627)","(0.6434491276741028, 0.7152785658836365, 0.08362019062042236)","(0.6522210240364075, 0.6837449073791504, 0.12413834035396576)","(0.6857540011405945, 0.6289295554161072, -0.029774168506264687)","(0.6731021404266357, 0.7521854639053345, 0.009491113014519215)","(0.6750220060348511, 0.7333882451057434, 0.06936170160770416)","(0.6793495416641235, 0.7003923058509827, 0.10602779686450958)","(0.7209611535072327, 0.6325252652168274, -0.027824966236948967)","(0.7051181793212891, 0.7451595664024353, 0.00953411404043436)","(0.7024194002151489, 0.7272005677223206, 0.06315803527832031)","(0.7060791254043579, 0.6943451166152954, 0.09377936273813248)","(0.7528818845748901, 0.62519770860672, -0.01998261734843254)","(0.7397130727767944, 0.7137717604637146, 0.01097183022648096)","(0.732265293598175, 0.7022091150283813, 0.047815605998039246)","(0.7332503199577332, 0.6734104156494141, 0.07572738826274872)",Grasp
1260,"(0.7336030006408691, 0.3921726942062378, -7.423795614158735e-05)","(0.6743133068084717, 0.43465107679367065, 0.04953931272029877)","(0.6501047015190125, 0.5079295039176941, 0.07558885961771011)","(0.6516551971435547, 0.5751097202301025, 0.10251577943563461)","(0.658943772315979, 0.6135941743850708, 0.1357363909482956)","(0.6538825035095215, 0.6046220660209656, -0.019148830324411392)","(0.642323911190033, 0.7194460034370422, 0.03410527855157852)","(0.6484835743904114, 0.6958004236221313, 0.09326636791229248)","(0.657414436340332, 0.6608110070228577, 0.13092359900474548)","(0.6900967359542847, 0.6246935725212097, -0.026523007079958916)","(0.677046537399292, 0.7377634048461914, 0.02186531014740467)","(0.6784617900848389, 0.7102200984954834, 0.07895829528570175)","(0.6829591393470764, 0.6762194633483887, 0.10764404386281967)","(0.7254965901374817, 0.6265700459480286, -0.021956825628876686)","(0.7096248269081116, 0.731825053691864, 0.022450974211096764)","(0.7068644165992737, 0.706859827041626, 0.07372340559959412)","(0.711262583732605, 0.6719944477081299, 0.09811171889305115)","(0.7577181458473206, 0.6178992986679077, -0.011605927720665932)","(0.7438331842422485, 0.704879105091095, 0.023436136543750763)","(0.7359384298324585, 0.6865993738174438, 0.0601474903523922)","(0.7373805046081543, 0.6536427140235901, 0.08461449295282364)",Grasp
1261,"(0.7363415360450745, 0.38102054595947266, -8.965160668594763e-05)","(0.6750127673149109, 0.42851507663726807, 0.038684189319610596)","(0.6515088677406311, 0.5052091479301453, 0.056754615157842636)","(0.6521601676940918, 0.5777220129966736, 0.07875002175569534)","(0.6593455672264099, 0.6195108890533447, 0.1060260757803917)","(0.661176860332489, 0.5943066477775574, -0.04192136228084564)","(0.648676335811615, 0.7128151059150696, 0.008065024390816689)","(0.6524657607078552, 0.6857517957687378, 0.06532939523458481)","(0.6610235571861267, 0.6492211818695068, 0.10229572653770447)","(0.6987609267234802, 0.612629234790802, -0.04456557705998421)","(0.6860525608062744, 0.7257202863693237, 0.00435254629701376)","(0.6840861439704895, 0.6929136514663696, 0.05812010541558266)","(0.687004029750824, 0.6566858887672424, 0.08308467268943787)","(0.7332046031951904, 0.6128664016723633, -0.03509577736258507)","(0.7172464728355408, 0.7159603834152222, 0.0110889608040452)","(0.7111920714378357, 0.6868636012077332, 0.057978950440883636)","(0.7146692276000977, 0.6505882740020752, 0.07763923704624176)","(0.7634378671646118, 0.603624165058136, -0.02031400240957737)","(0.7483466863632202, 0.69245845079422, 0.016616269946098328)","(0.7391692399978638, 0.671539843082428, 0.051778364926576614)","(0.7403320670127869, 0.636468768119812, 0.07357478141784668)",Grasp
