Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1408,"(0.5338444113731384, 0.20148424804210663, -3.957705121138133e-05)","(0.615625262260437, 0.23717260360717773, 0.057668667286634445)","(0.6545312404632568, 0.3029678463935852, 0.08209483325481415)","(0.6713791489601135, 0.3735738694667816, 0.10343494266271591)","(0.6729058027267456, 0.42116111516952515, 0.12341296672821045)","(0.6792501211166382, 0.3393547832965851, 8.857129432726651e-05)","(0.6963121294975281, 0.4272981584072113, 0.04698764905333519)","(0.696991503238678, 0.43244749307632446, 0.0994785949587822)","(0.692650556564331, 0.4244121313095093, 0.13195239007472992)","(0.6525052785873413, 0.376181423664093, -0.01537906751036644)","(0.6783190965652466, 0.4582684338092804, 0.03677962347865105)","(0.6805717349052429, 0.4633413851261139, 0.08778385072946548)","(0.6794769763946533, 0.4578949213027954, 0.11190308630466461)","(0.6215496063232422, 0.4083302915096283, -0.021095559000968933)","(0.6511253714561462, 0.4927298426628113, 0.017433714121580124)","(0.6543716788291931, 0.4906158447265625, 0.05701248720288277)","(0.6512553095817566, 0.47438567876815796, 0.07741875946521759)","(0.5917794108390808, 0.4333101212978363, -0.019987640902400017)","(0.6206892728805542, 0.4989301562309265, 0.010923633351922035)","(0.6266551613807678, 0.49521225690841675, 0.042951565235853195)","(0.6261730790138245, 0.47963643074035645, 0.06599056720733643)",Reach
1409,"(0.5560547113418579, 0.21847018599510193, -1.96516775758937e-05)","(0.6377197504043579, 0.2512770891189575, 0.06149084120988846)","(0.6781991720199585, 0.3076449930667877, 0.08574730157852173)","(0.7003887295722961, 0.3682192862033844, 0.10471139848232269)","(0.7105478644371033, 0.4149687588214874, 0.12359534949064255)","(0.7063805460929871, 0.3461066782474518, 0.023691831156611443)","(0.7272717356681824, 0.42086055874824524, 0.060619331896305084)","(0.7378222942352295, 0.45096665620803833, 0.1012987270951271)","(0.7433571219444275, 0.4682586193084717, 0.12758754193782806)","(0.6849526166915894, 0.3852754533290863, 0.002455848501995206)","(0.7147150635719299, 0.46563205122947693, 0.041085708886384964)","(0.724422037601471, 0.496252179145813, 0.08131429553031921)","(0.7291162014007568, 0.5080163478851318, 0.10519491136074066)","(0.6577308773994446, 0.4212891459465027, -0.010590544901788235)","(0.6897379755973816, 0.5054677128791809, 0.0190541073679924)","(0.6966188549995422, 0.5196701288223267, 0.05350158363580704)","(0.6965243220329285, 0.5142443776130676, 0.07638359814882278)","(0.6301923394203186, 0.45246273279190063, -0.01638851873576641)","(0.6578878164291382, 0.5207175612449646, 0.00915507972240448)","(0.6661157011985779, 0.5293994545936584, 0.03797268494963646)","(0.6680329442024231, 0.5216343402862549, 0.06326402723789215)",Reach
1410,"(0.5776436924934387, 0.23465946316719055, -6.488178769359365e-06)","(0.6570216417312622, 0.26598888635635376, 0.04442838206887245)","(0.7022958397865295, 0.32031410932540894, 0.06408312916755676)","(0.7290698885917664, 0.3786766827106476, 0.07975748181343079)","(0.7446812987327576, 0.42569565773010254, 0.09999807178974152)","(0.7262791395187378, 0.3562077581882477, 0.014597340486943722)","(0.7482390403747559, 0.42237263917922974, 0.03715360909700394)","(0.7602561116218567, 0.45619308948516846, 0.0629732683300972)","(0.7663001418113708, 0.47796034812927246, 0.08162160217761993)","(0.7081342935562134, 0.39184197783470154, -0.0017518973909318447)","(0.7395896911621094, 0.45805084705352783, 0.024434935301542282)","(0.7519539594650269, 0.4945620894432068, 0.04851442202925682)","(0.7572774291038513, 0.5156357288360596, 0.0624220184981823)","(0.6840261816978455, 0.42821967601776123, -0.011089997366070747)","(0.717858612537384, 0.5016281604766846, 0.00898832269012928)","(0.7265179753303528, 0.5244899988174438, 0.030785076320171356)","(0.7267764210700989, 0.5306943655014038, 0.04605955630540848)","(0.6573998928070068, 0.4611794650554657, -0.014062205329537392)","(0.6853241920471191, 0.5276719331741333, 0.0066307964734733105)","(0.6957617998123169, 0.5456470251083374, 0.031284742057323456)","(0.7005974650382996, 0.5469664335250854, 0.054709553718566895)",Reach
1411,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
1412,"(0.7427743077278137, 0.44163206219673157, -0.00010851974366232753)","(0.792634904384613, 0.4219633936882019, 0.034953031688928604)","(0.8318503499031067, 0.45962971448898315, 0.03258858993649483)","(0.8457138538360596, 0.5239642262458801, 0.030116388574242592)","(0.8404688835144043, 0.5672492980957031, 0.03259666636586189)","(0.8501084446907043, 0.4722132086753845, -0.05684101581573486)","(0.8722009658813477, 0.576684296131134, -0.017769349738955498)","(0.8522783517837524, 0.5707511305809021, 0.033852387219667435)","(0.8399906754493713, 0.5429587960243225, 0.06131219491362572)","(0.8285037875175476, 0.5081194043159485, -0.07284387946128845)","(0.8493062257766724, 0.6127025485038757, -0.0396578423678875)","(0.8338749408721924, 0.6029058694839478, 0.008556758053600788)","(0.8258413672447205, 0.5717542767524719, 0.02637733332812786)","(0.7990904450416565, 0.5403442978858948, -0.08130724728107452)","(0.8196420669555664, 0.6455711126327515, -0.047120802104473114)","(0.8043181896209717, 0.6240318417549133, -0.007132898084819317)","(0.7957635521888733, 0.5861166715621948, 0.006778826005756855)","(0.7656033635139465, 0.5714868307113647, -0.08573834598064423)","(0.7815025448799133, 0.6559398770332336, -0.06056297570466995)","(0.7730900049209595, 0.6317388415336609, -0.03140348941087723)","(0.7672725915908813, 0.5954989790916443, -0.018583746626973152)",Reach
1413,"(0.7601009011268616, 0.423927366733551, -8.610389340901747e-05)","(0.8188819885253906, 0.42299795150756836, 0.05587418004870415)","(0.8541786670684814, 0.4701952338218689, 0.07285868376493454)","(0.8664292693138123, 0.5293723344802856, 0.08774178475141525)","(0.8614721298217773, 0.5670464634895325, 0.10380975902080536)","(0.8797026872634888, 0.5010696649551392, -0.0007815122953616083)","(0.8893989324569702, 0.5891876816749573, 0.0490720272064209)","(0.8704769611358643, 0.5889306664466858, 0.08852221071720123)","(0.857903778553009, 0.5681314468383789, 0.10682966560125351)","(0.8557347059249878, 0.5354803204536438, -0.018209708854556084)","(0.8715087175369263, 0.628196656703949, 0.025785250589251518)","(0.8545384407043457, 0.6247175335884094, 0.06289327889680862)","(0.8438706994056702, 0.6052201390266418, 0.07816208153963089)","(0.8233603239059448, 0.5666282773017883, -0.025887105613946915)","(0.8416635990142822, 0.6605098843574524, 0.020828882232308388)","(0.8258726000785828, 0.6413527131080627, 0.053238146007061005)","(0.8155153393745422, 0.6098503470420837, 0.06370417773723602)","(0.7866104245185852, 0.595201313495636, -0.028077024966478348)","(0.8063927292823792, 0.6723400354385376, 0.008165603503584862)","(0.7984578609466553, 0.6517003774642944, 0.03474891185760498)","(0.7903748154640198, 0.6194997429847717, 0.049089789390563965)",Reach
1414,"(0.7720902562141418, 0.43817010521888733, -6.220245995791629e-05)","(0.8318923711776733, 0.43453913927078247, 0.07060989737510681)","(0.8680779337882996, 0.4797494411468506, 0.09997554868459702)","(0.8815978765487671, 0.541917085647583, 0.12252312898635864)","(0.8786126375198364, 0.5824015736579895, 0.14447376132011414)","(0.9016523361206055, 0.518133819103241, 0.04345327243208885)","(0.9077721834182739, 0.602576494216919, 0.10106530040502548)","(0.8888718485832214, 0.6015883684158325, 0.13838735222816467)","(0.8735742568969727, 0.5802010893821716, 0.15286430716514587)","(0.8829786777496338, 0.5636164546012878, 0.021005401387810707)","(0.8907055854797363, 0.6483193039894104, 0.08013075590133667)","(0.8723526000976562, 0.6403768062591553, 0.11416902393102646)","(0.8609333038330078, 0.6162826418876648, 0.12466895580291748)","(0.852943480014801, 0.6005845665931702, 0.00806607399135828)","(0.8648476004600525, 0.68611741065979, 0.060687579214572906)","(0.8475233912467957, 0.6701728701591492, 0.0905432254076004)","(0.835137665271759, 0.6417149901390076, 0.09866819530725479)","(0.816952109336853, 0.6322079300880432, 0.0005957831162959337)","(0.8308486342430115, 0.7006629109382629, 0.041969574987888336)","(0.8207683563232422, 0.680709719657898, 0.06895042955875397)","(0.8113911747932434, 0.6507574319839478, 0.08469504863023758)",Reach
1415,"(0.783423662185669, 0.45648670196533203, -6.432361260522157e-05)","(0.8454843163490295, 0.4582189619541168, 0.07365712523460388)","(0.8837091326713562, 0.5039616823196411, 0.10343992710113525)","(0.8981117010116577, 0.5631009936332703, 0.12527821958065033)","(0.8941220641136169, 0.6035299897193909, 0.1476331502199173)","(0.9163486361503601, 0.5559673309326172, 0.048720523715019226)","(0.9183560609817505, 0.6370057463645935, 0.10893663018941879)","(0.8980526924133301, 0.6309523582458496, 0.14508263766765594)","(0.8831354975700378, 0.6059881448745728, 0.15760989487171173)","(0.8967165350914001, 0.598194420337677, 0.02385846897959709)","(0.9021223187446594, 0.6778168678283691, 0.08908478915691376)","(0.8828696012496948, 0.6680189967155457, 0.12238272279500961)","(0.871473491191864, 0.6429555416107178, 0.1300835907459259)","(0.8663495182991028, 0.6314218044281006, 0.008945101872086525)","(0.875542938709259, 0.7084928750991821, 0.06746800243854523)","(0.8571859002113342, 0.6897631883621216, 0.09478085488080978)","(0.8450155258178711, 0.6597732901573181, 0.09850440919399261)","(0.8303626775741577, 0.6591630578041077, -0.000640922284219414)","(0.8428695797920227, 0.7204889059066772, 0.04718433693051338)","(0.8324692249298096, 0.6994599103927612, 0.07249987870454788)","(0.823531448841095, 0.6688686013221741, 0.08409945666790009)",Reach
1416,"(0.7944259643554688, 0.47525227069854736, -6.490368832601234e-05)","(0.8561969995498657, 0.48098793625831604, 0.07670395821332932)","(0.8925437331199646, 0.527941882610321, 0.1058138757944107)","(0.9037633538246155, 0.5866424441337585, 0.12670227885246277)","(0.8982943892478943, 0.6243123412132263, 0.14801427721977234)","(0.9298164248466492, 0.5764195322990417, 0.052723854780197144)","(0.9300496578216553, 0.6580346822738647, 0.11391262710094452)","(0.908811092376709, 0.6507328748703003, 0.14912258088588715)","(0.8938212394714355, 0.6250019073486328, 0.1606898307800293)","(0.9122581481933594, 0.6215999126434326, 0.025763364508748055)","(0.9142980575561523, 0.7022096514701843, 0.094617560505867)","(0.8927386999130249, 0.6913779973983765, 0.12696591019630432)","(0.8800431489944458, 0.6651948690414429, 0.13185344636440277)","(0.8827022910118103, 0.6563112139701843, 0.008502863347530365)","(0.8871282935142517, 0.7313122153282166, 0.07146324217319489)","(0.8666146993637085, 0.7108061909675598, 0.09572605788707733)","(0.8542754054069519, 0.6798441410064697, 0.09554195404052734)","(0.8469768762588501, 0.6854681372642517, -0.0034019488375633955)","(0.8535317182540894, 0.7420368194580078, 0.04971979930996895)","(0.8414981961250305, 0.7190852165222168, 0.072891004383564)","(0.8334620594978333, 0.6882225275039673, 0.07963317632675171)",Reach
1417,"(0.8032597899436951, 0.49376583099365234, -7.709047349635512e-05)","(0.864143431186676, 0.4991339445114136, 0.07643738389015198)","(0.8999708890914917, 0.5451520085334778, 0.10460616648197174)","(0.9102553129196167, 0.6021198630332947, 0.12505334615707397)","(0.9043394923210144, 0.6363791227340698, 0.14659179747104645)","(0.936262845993042, 0.6001895666122437, 0.042880769819021225)","(0.93474942445755, 0.6875988245010376, 0.10429397225379944)","(0.9128695726394653, 0.6748236417770386, 0.13884469866752625)","(0.9006154537200928, 0.6457067728042603, 0.14896686375141144)","(0.91709303855896, 0.6428290009498596, 0.01521799061447382)","(0.919590175151825, 0.729724109172821, 0.08150707185268402)","(0.8974748253822327, 0.713621199131012, 0.11262232810258865)","(0.8858031034469604, 0.6831847429275513, 0.11703095585107803)","(0.886568546295166, 0.6747763752937317, -0.0015251587610691786)","(0.8903763294219971, 0.7533445358276367, 0.06168026849627495)","(0.8699802756309509, 0.72826087474823, 0.08557174354791641)","(0.8604792356491089, 0.6940280795097351, 0.08518004417419434)","(0.8495731949806213, 0.7002696990966797, -0.012911495752632618)","(0.8555315136909485, 0.7594531774520874, 0.04011141508817673)","(0.8437941074371338, 0.733906626701355, 0.06286531686782837)","(0.8377748131752014, 0.7015831470489502, 0.06795811653137207)",Reach
