Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
786,"(0.20306304097175598, 0.47398048639297485, -4.91825703647919e-05)","(0.14059805870056152, 0.4774916172027588, 0.03553101420402527)","(0.11048223823308945, 0.4252948760986328, 0.04550319164991379)","(0.10234396159648895, 0.36290571093559265, 0.06253346800804138)","(0.10382819175720215, 0.3144594132900238, 0.07938429713249207)","(0.09658743441104889, 0.36568906903266907, -0.03681349381804466)","(0.07666409760713577, 0.2902926802635193, 0.019146298989653587)","(0.08931642770767212, 0.31610286235809326, 0.06651996076107025)","(0.10121625661849976, 0.3459848165512085, 0.08839764446020126)","(0.13120447099208832, 0.32532253861427307, -0.037669964134693146)","(0.10760992765426636, 0.2432750165462494, 0.013950427994132042)","(0.11409607529640198, 0.27020975947380066, 0.05780700221657753)","(0.12427504360675812, 0.30203938484191895, 0.0718044862151146)","(0.16903361678123474, 0.30439895391464233, -0.025330886244773865)","(0.1442631632089615, 0.22479815781116486, 0.031207945197820663)","(0.14764335751533508, 0.2609916031360626, 0.06954677402973175)","(0.15504586696624756, 0.29714763164520264, 0.07952362298965454)","(0.20434030890464783, 0.29401272535324097, -0.00917702354490757)","(0.18030409514904022, 0.2415376603603363, 0.0371558703482151)","(0.17791549861431122, 0.2711547613143921, 0.06662680208683014)","(0.18181085586547852, 0.3002086579799652, 0.07697242498397827)",Move
787,"(0.2151896059513092, 0.4900719225406647, -4.457251270650886e-05)","(0.15103298425674438, 0.49464741349220276, 0.030571645125746727)","(0.12047766149044037, 0.4446665644645691, 0.03633483499288559)","(0.1126009076833725, 0.3809351325035095, 0.05100760981440544)","(0.11516766250133514, 0.3336557447910309, 0.06501708179712296)","(0.11326603591442108, 0.38161522150039673, -0.0480557344853878)","(0.08873414993286133, 0.3070404827594757, 0.004483906552195549)","(0.1006937175989151, 0.3358166813850403, 0.05319816991686821)","(0.11285087466239929, 0.36761173605918884, 0.07559425383806229)","(0.14883585274219513, 0.34001147747039795, -0.047509800642728806)","(0.12232650816440582, 0.2600107192993164, 0.0021326178684830666)","(0.12917599081993103, 0.28986746072769165, 0.04515721648931503)","(0.14007863402366638, 0.3253099024295807, 0.05777077376842499)","(0.18695363402366638, 0.3209124505519867, -0.033973827958106995)","(0.16032956540584564, 0.244646817445755, 0.021623076871037483)","(0.16362932324409485, 0.2815414369106293, 0.05683091655373573)","(0.17179587483406067, 0.3182014226913452, 0.06400157511234283)","(0.22185221314430237, 0.3140237331390381, -0.016637710854411125)","(0.19759581983089447, 0.26272067427635193, 0.02820410579442978)","(0.1951850950717926, 0.2928624451160431, 0.05406118556857109)","(0.1997855007648468, 0.3230638802051544, 0.06109035760164261)",Move
788,"(0.2371731847524643, 0.49256837368011475, -3.404211383895017e-05)","(0.17543672025203705, 0.5030866861343384, 0.015191026963293552)","(0.14307920634746552, 0.4569985866546631, 0.007686047814786434)","(0.12954901158809662, 0.39680948853492737, 0.011258002370595932)","(0.12673969566822052, 0.35011234879493713, 0.01616884581744671)","(0.14364822208881378, 0.39861682057380676, -0.08297725021839142)","(0.10599274188280106, 0.3254798352718353, -0.04482465237379074)","(0.11629074811935425, 0.35861119627952576, 0.0018279062351211905)","(0.12990133464336395, 0.38790807127952576, 0.027416761964559555)","(0.176238551735878, 0.3546585142612457, -0.07961118221282959)","(0.13898827135562897, 0.2764115035533905, -0.04565325006842613)","(0.14395901560783386, 0.3091583251953125, -0.004679496865719557)","(0.15533560514450073, 0.3430456817150116, 0.0076998500153422356)","(0.20893703401088715, 0.3306533992290497, -0.0648825392127037)","(0.1742877960205078, 0.26359039545059204, -0.020567331463098526)","(0.1772601306438446, 0.299235075712204, 0.009556391276419163)","(0.1870746910572052, 0.3305221498012543, 0.012442713603377342)","(0.238183856010437, 0.31843772530555725, -0.04699268937110901)","(0.20997516810894012, 0.2784382104873657, -0.008057611994445324)","(0.2095586657524109, 0.308023601770401, 0.008996852673590183)","(0.21663182973861694, 0.33145052194595337, 0.009740466251969337)",Move
789,"(0.252859890460968, 0.49572765827178955, -6.566896627191454e-05)","(0.19616812467575073, 0.5005788803100586, -0.0007117472123354673)","(0.1675119698047638, 0.4506656229496002, -0.02067187801003456)","(0.1607300490140915, 0.3852427303791046, -0.026564717292785645)","(0.16492882370948792, 0.3363034725189209, -0.023464303463697433)","(0.16863663494586945, 0.4241798222064972, -0.11507095396518707)","(0.12557078897953033, 0.33241093158721924, -0.0954112708568573)","(0.1447354555130005, 0.35106295347213745, -0.04735415801405907)","(0.16205982863903046, 0.3792065978050232, -0.01785568706691265)","(0.2009880095720291, 0.3827532231807709, -0.11195185780525208)","(0.16604351997375488, 0.28086769580841064, -0.10172875225543976)","(0.179779514670372, 0.3027310371398926, -0.06516855955123901)","(0.18975798785686493, 0.3393864929676056, -0.05162272974848747)","(0.23278862237930298, 0.3551352024078369, -0.09913858771324158)","(0.20375901460647583, 0.2770608961582184, -0.07351529598236084)","(0.2138219028711319, 0.30285489559173584, -0.045528363436460495)","(0.22241105139255524, 0.33440330624580383, -0.04057464748620987)","(0.2608908712863922, 0.33862435817718506, -0.08468081057071686)","(0.23845836520195007, 0.29002970457077026, -0.0587531141936779)","(0.24262043833732605, 0.3130979835987091, -0.04488547146320343)","(0.24833223223686218, 0.3366451561450958, -0.045860592275857925)",Move
790,"(0.2720108926296234, 0.4889686107635498, -6.186698010424152e-05)","(0.2144531011581421, 0.4929492771625519, -0.012419680133461952)","(0.1814582645893097, 0.44752180576324463, -0.03908297047019005)","(0.16973784565925598, 0.38489028811454773, -0.05048655718564987)","(0.17234283685684204, 0.33952847123146057, -0.055960409343242645)","(0.19762592017650604, 0.41875872015953064, -0.13298682868480682)","(0.161775603890419, 0.31866544485092163, -0.12044970691204071)","(0.17585834860801697, 0.3354943096637726, -0.07195345312356949)","(0.19042012095451355, 0.36521434783935547, -0.038773808628320694)","(0.23191112279891968, 0.385757178068161, -0.12847091257572174)","(0.19918271899223328, 0.2827937602996826, -0.1269650012254715)","(0.21007372438907623, 0.3088301718235016, -0.09321007877588272)","(0.22075501084327698, 0.3487929701805115, -0.07932762056589127)","(0.2616436779499054, 0.36210793256759644, -0.11489088833332062)","(0.23371052742004395, 0.2748827636241913, -0.10367230325937271)","(0.24059006571769714, 0.3016943633556366, -0.07392248511314392)","(0.249740868806839, 0.3376607596874237, -0.06410153955221176)","(0.2854853868484497, 0.3465401828289032, -0.10060850530862808)","(0.26558905839920044, 0.28412768244743347, -0.08802300691604614)","(0.2668776512145996, 0.3067960739135742, -0.07329129427671432)","(0.2718978524208069, 0.33715078234672546, -0.06954893469810486)",Move
791,"(0.28514084219932556, 0.48603716492652893, -7.15577625669539e-05)","(0.24220560491085052, 0.4681011438369751, -0.0014594615204259753)","(0.21658925712108612, 0.41456928849220276, -0.010322089307010174)","(0.205306276679039, 0.3579905033111572, -0.00658079469576478)","(0.20437152683734894, 0.31762629747390747, 0.005939760711044073)","(0.22010613977909088, 0.40381062030792236, -0.0864064171910286)","(0.18901923298835754, 0.3087690472602844, -0.07556445151567459)","(0.20359234511852264, 0.30988478660583496, -0.03258237987756729)","(0.21532092988491058, 0.3265160024166107, -0.0023951216135174036)","(0.24386325478553772, 0.3865929841995239, -0.08291197568178177)","(0.2163105309009552, 0.2910294532775879, -0.0786990076303482)","(0.22963687777519226, 0.30239003896713257, -0.04341411590576172)","(0.23917485773563385, 0.3307991325855255, -0.0212977584451437)","(0.26725009083747864, 0.3742387294769287, -0.07252398878335953)","(0.24617263674736023, 0.2868313491344452, -0.06402933597564697)","(0.2567901909351349, 0.2974640727043152, -0.03468130901455879)","(0.2648436427116394, 0.3239038288593292, -0.020010411739349365)","(0.2882905900478363, 0.3650672733783722, -0.06097782775759697)","(0.2758203148841858, 0.3064131736755371, -0.054752662777900696)","(0.27857062220573425, 0.312324196100235, -0.04286312684416771)","(0.2804984748363495, 0.3322387933731079, -0.03550347685813904)",Move
792,"(0.30284053087234497, 0.4644838571548462, -8.50487413117662e-06)","(0.2596423029899597, 0.4416063725948334, 0.0136414784938097)","(0.24347271025180817, 0.3986298441886902, 0.017873015254735947)","(0.23838694393634796, 0.35352960228919983, 0.027683459222316742)","(0.23689289391040802, 0.32991617918014526, 0.04040179029107094)","(0.24441055953502655, 0.38974878191947937, -0.027113141492009163)","(0.2300437092781067, 0.3105536103248596, -0.008095890283584595)","(0.23904642462730408, 0.3061583638191223, 0.022880036383867264)","(0.24408680200576782, 0.318276047706604, 0.04561077803373337)","(0.2643643021583557, 0.37701261043548584, -0.025968287140130997)","(0.24833399057388306, 0.2892274856567383, -0.012996125034987926)","(0.2563241720199585, 0.29236963391304016, 0.0038946126587688923)","(0.2613617777824402, 0.3166518807411194, 0.016814377158880234)","(0.2836654782295227, 0.36463305354118347, -0.017077844589948654)","(0.26954373717308044, 0.285067081451416, -0.001722965040244162)","(0.2767159640789032, 0.29425549507141113, 0.010701808147132397)","(0.2799420654773712, 0.31799277663230896, 0.016756225377321243)","(0.30085641145706177, 0.3528232276439667, -0.005685887765139341)","(0.2898937165737152, 0.29998669028282166, 0.010266480967402458)","(0.2905697822570801, 0.305322527885437, 0.02096712216734886)","(0.2907940745353699, 0.32422083616256714, 0.02948031574487686)",Move
793,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
794,"(0.4532693028450012, 0.5970389246940613, -5.606012200587429e-05)","(0.3786158263683319, 0.5886673927307129, 0.056205350905656815)","(0.3387717604637146, 0.5129653215408325, 0.08265486359596252)","(0.33035770058631897, 0.4370786249637604, 0.11050441116094589)","(0.3354204595088959, 0.39328187704086304, 0.1383572667837143)","(0.3202437460422516, 0.4071190059185028, -0.010548845864832401)","(0.29044824838638306, 0.31311672925949097, 0.05408090725541115)","(0.29897499084472656, 0.3475230038166046, 0.11036805808544159)","(0.3133029341697693, 0.38209840655326843, 0.13795994222164154)","(0.3628493547439575, 0.3600657880306244, -0.012855739332735538)","(0.3303713798522949, 0.27220574021339417, 0.06875106692314148)","(0.33337199687957764, 0.30736252665519714, 0.1322457492351532)","(0.3414299190044403, 0.34006884694099426, 0.1568998098373413)","(0.4036235213279724, 0.34405261278152466, -0.0007702470757067204)","(0.3757950961589813, 0.2828235924243927, 0.07686455547809601)","(0.375649631023407, 0.321760356426239, 0.1254710555076599)","(0.3812132179737091, 0.3542928695678711, 0.13947437703609467)","(0.43911898136138916, 0.3423515856266022, 0.014997897669672966)","(0.4118656814098358, 0.30632174015045166, 0.07644636929035187)","(0.4087122678756714, 0.3395945727825165, 0.10827426612377167)","(0.41541022062301636, 0.3682444989681244, 0.12047085165977478)",Move
795,"(0.4669544994831085, 0.5994793772697449, -7.803115295246243e-05)","(0.3918692469596863, 0.5746905207633972, 0.049614209681749344)","(0.350803941488266, 0.4996333718299866, 0.0714372992515564)","(0.34349822998046875, 0.4267427325248718, 0.09752947837114334)","(0.3514787256717682, 0.3852238953113556, 0.12315016239881516)","(0.337923139333725, 0.4099288284778595, -0.030556514859199524)","(0.3040326237678528, 0.31846073269844055, 0.034837547689676285)","(0.31498152017593384, 0.36108067631721497, 0.08994525671005249)","(0.3303958475589752, 0.4005865156650543, 0.11511340737342834)","(0.380481094121933, 0.3655644953250885, -0.029374565929174423)","(0.3443664610385895, 0.2762545347213745, 0.0466601625084877)","(0.3486590087413788, 0.3139856457710266, 0.10295654088258743)","(0.3611230254173279, 0.35220909118652344, 0.12270648777484894)","(0.42057424783706665, 0.34846583008766174, -0.013752098195254803)","(0.3876208961009979, 0.2868131995201111, 0.06563273817300797)","(0.38698577880859375, 0.3266286253929138, 0.10403535515069962)","(0.3953472375869751, 0.3611246943473816, 0.10776978731155396)","(0.4548138976097107, 0.3430483341217041, 0.005334585439413786)","(0.4208390414714813, 0.3183671832084656, 0.07263445109128952)","(0.4173765182495117, 0.3517493009567261, 0.09998037666082382)","(0.4264318645000458, 0.37688931822776794, 0.10765661299228668)",Move
