Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
786,"(0.7845044136047363, 0.481791228055954, -9.423914889339358e-05)","(0.8497620224952698, 0.4883793890476227, 0.05235905200242996)","(0.8849555850028992, 0.43572676181793213, 0.07331294566392899)","(0.8937006592750549, 0.37312498688697815, 0.09440566599369049)","(0.8882216811180115, 0.3280550539493561, 0.11381929367780685)","(0.9021199941635132, 0.3618382215499878, -0.017045214772224426)","(0.9177040457725525, 0.29276055097579956, 0.042403072118759155)","(0.9037564992904663, 0.31351763010025024, 0.09125148504972458)","(0.8924996256828308, 0.3401411175727844, 0.11874780803918839)","(0.866478681564331, 0.31663399934768677, -0.023624544963240623)","(0.8891652822494507, 0.2472412884235382, 0.03262533247470856)","(0.8795449733734131, 0.27065178751945496, 0.08075717836618423)","(0.8697883486747742, 0.2987675368785858, 0.10128350555896759)","(0.8275010585784912, 0.29602882266044617, -0.01635492593050003)","(0.8532004952430725, 0.2296992689371109, 0.04078908637166023)","(0.8499356508255005, 0.2593401074409485, 0.08216306567192078)","(0.8421925902366638, 0.289258748292923, 0.09263741225004196)","(0.7903291583061218, 0.2911045551300049, -0.004118632059544325)","(0.8167378306388855, 0.24211424589157104, 0.042608797550201416)","(0.8182434439659119, 0.26956337690353394, 0.07265158742666245)","(0.8114807605743408, 0.29440778493881226, 0.08594706654548645)",Move
787,"(0.7709422707557678, 0.5004439353942871, -9.77084127953276e-05)","(0.8322843909263611, 0.5104050040245056, 0.03980161249637604)","(0.8673593997955322, 0.46124041080474854, 0.05659038946032524)","(0.8791887164115906, 0.4037914574146271, 0.07705101370811462)","(0.8752350807189941, 0.3602954149246216, 0.09921739250421524)","(0.8806000351905823, 0.38334915041923523, -0.03548787906765938)","(0.908508837223053, 0.3189745545387268, 0.02096061035990715)","(0.8964005708694458, 0.34166786074638367, 0.07317127287387848)","(0.8809484839439392, 0.36748969554901123, 0.1044388860464096)","(0.8470970392227173, 0.3346732258796692, -0.03470567613840103)","(0.8790968060493469, 0.26956406235694885, 0.015114937908947468)","(0.8718944191932678, 0.29797130823135376, 0.06432627886533737)","(0.859100341796875, 0.3274802267551422, 0.08645796775817871)","(0.8105879426002502, 0.31146496534347534, -0.02139200083911419)","(0.8444721698760986, 0.25076788663864136, 0.03197044879198074)","(0.8430925011634827, 0.2825121283531189, 0.0738217905163765)","(0.8326220512390137, 0.3111840486526489, 0.08434312045574188)","(0.7763653993606567, 0.30418333411216736, -0.0037568043917417526)","(0.8079112768173218, 0.25637394189834595, 0.03986092284321785)","(0.8095095157623291, 0.2837863266468048, 0.06788483262062073)","(0.8009784817695618, 0.3087502717971802, 0.08055919408798218)",Move
788,"(0.75369793176651, 0.5054635405540466, -9.445123578188941e-05)","(0.8172520399093628, 0.5150778889656067, 0.02324126847088337)","(0.8520479202270508, 0.4686499238014221, 0.02511066012084484)","(0.8610929250717163, 0.4077569842338562, 0.034875158220529556)","(0.8521941900253296, 0.3612788915634155, 0.05173841491341591)","(0.8601513504981995, 0.4006490707397461, -0.07406866550445557)","(0.8925256729125977, 0.3272409439086914, -0.03094090148806572)","(0.8779737949371338, 0.3557552397251129, 0.018248483538627625)","(0.860805869102478, 0.38350778818130493, 0.04808615520596504)","(0.8251312971115112, 0.3537386953830719, -0.07070669531822205)","(0.8604606986045837, 0.279430627822876, -0.03443707153201103)","(0.8526703119277954, 0.31337279081344604, 0.007965763099491596)","(0.838131844997406, 0.3446584641933441, 0.02289905585348606)","(0.7889115214347839, 0.32941728830337524, -0.055143579840660095)","(0.8243401050567627, 0.26677125692367554, -0.008254027925431728)","(0.8214136362075806, 0.3051353693008423, 0.02606046572327614)","(0.8091309070587158, 0.334759384393692, 0.0279031153768301)","(0.7563660144805908, 0.32059672474861145, -0.036774374544620514)","(0.7883056998252869, 0.27323973178863525, 0.003600855590775609)","(0.7884151339530945, 0.3051777482032776, 0.027016140520572662)","(0.7782770991325378, 0.3282008767127991, 0.032096486538648605)",Move
789,"(0.7327200770378113, 0.5075947046279907, -4.624460416380316e-05)","(0.7989581227302551, 0.5117422938346863, 0.00922808051109314)","(0.8362423777580261, 0.4654730260372162, -0.0005803711246699095)","(0.8441829681396484, 0.40567392110824585, 0.0020988858304917812)","(0.8307228088378906, 0.36240023374557495, 0.0135984867811203)","(0.8306175470352173, 0.4073944389820099, -0.10441724210977554)","(0.8690516948699951, 0.33603721857070923, -0.07415980845689774)","(0.8580318689346313, 0.3697050213813782, -0.027205683290958405)","(0.8417983055114746, 0.39834460616111755, -0.00037399743450805545)","(0.7926562428474426, 0.36417528986930847, -0.09983447939157486)","(0.8329896330833435, 0.2900959253311157, -0.07726800441741943)","(0.8294038772583008, 0.3274363577365875, -0.03767958655953407)","(0.8149570226669312, 0.35975921154022217, -0.02449970878660679)","(0.7566633224487305, 0.3397381901741028, -0.0835772231221199)","(0.7949709892272949, 0.2809792459011078, -0.04380689933896065)","(0.7951588034629822, 0.32114651799201965, -0.009725324809551239)","(0.7821778655052185, 0.35012152791023254, -0.008743198588490486)","(0.7264942526817322, 0.32865262031555176, -0.06610231101512909)","(0.761289119720459, 0.28905096650123596, -0.026944702491164207)","(0.7620677947998047, 0.32329562306404114, -0.002388683380559087)","(0.7497947812080383, 0.34578755497932434, 0.0022378722205758095)",Move
790,"(0.7141454815864563, 0.5061440467834473, -1.795710159058217e-05)","(0.7764409780502319, 0.5012571811676025, -0.006471112370491028)","(0.8135116100311279, 0.45228031277656555, -0.024670058861374855)","(0.8214954733848572, 0.38672006130218506, -0.02827044390141964)","(0.8109697699546814, 0.3395778238773346, -0.02114225924015045)","(0.7923702001571655, 0.4147210121154785, -0.1182309240102768)","(0.8349126577377319, 0.31856298446655273, -0.09471490234136581)","(0.8275730013847351, 0.35659369826316833, -0.04267575591802597)","(0.8133178949356079, 0.38847678899765015, -0.00978044979274273)","(0.7553893327713013, 0.37679606676101685, -0.11104220151901245)","(0.7997133731842041, 0.28440964221954346, -0.09972342848777771)","(0.799699604511261, 0.32167547941207886, -0.06392331421375275)","(0.7865964770317078, 0.35453808307647705, -0.05069907754659653)","(0.7235332727432251, 0.35237500071525574, -0.09404897689819336)","(0.7660922408103943, 0.2809462547302246, -0.06401658058166504)","(0.7670491933822632, 0.31691908836364746, -0.029863331466913223)","(0.7536745071411133, 0.3449205160140991, -0.025936184450984)","(0.6983017325401306, 0.33840909600257874, -0.07698842883110046)","(0.7356559634208679, 0.2847446799278259, -0.04466988146305084)","(0.7361095547676086, 0.3141017556190491, -0.019259577617049217)","(0.7234551906585693, 0.3351765275001526, -0.012077066116034985)",Move
791,"(0.6942843198776245, 0.503433346748352, -4.4977121433475986e-05)","(0.7527983784675598, 0.4888286888599396, -0.00351628172211349)","(0.7876611351966858, 0.4320947527885437, -0.019065331667661667)","(0.7937749624252319, 0.3595893085002899, -0.023283688351511955)","(0.7855637073516846, 0.3110794126987457, -0.01902840845286846)","(0.7653087377548218, 0.40523457527160645, -0.11112925410270691)","(0.7990254759788513, 0.29769355058670044, -0.09005970507860184)","(0.7935107946395874, 0.3304782509803772, -0.036163538694381714)","(0.7815802693367004, 0.3631742298603058, 0.0003595003508962691)","(0.7299677729606628, 0.3764168620109558, -0.10792609304189682)","(0.7630759477615356, 0.2738421559333801, -0.0984051525592804)","(0.7624146938323975, 0.3075641691684723, -0.05967709422111511)","(0.7525202035903931, 0.34227412939071655, -0.04294958338141441)","(0.6989588141441345, 0.3557716906070709, -0.0965147614479065)","(0.7316510081291199, 0.27554309368133545, -0.07123047113418579)","(0.7308504581451416, 0.3085046410560608, -0.034333206713199615)","(0.7192862033843994, 0.33999118208885193, -0.028700849041342735)","(0.6738932728767395, 0.3414221704006195, -0.08475299924612045)","(0.7031780481338501, 0.28131288290023804, -0.06061860918998718)","(0.7016076445579529, 0.30743667483329773, -0.03764833137392998)","(0.6894290447235107, 0.32917889952659607, -0.03185122460126877)",Move
792,"(0.6721172332763672, 0.49950504302978516, -2.162318014597986e-05)","(0.7278448343276978, 0.4770301878452301, -0.005679589230567217)","(0.7648646235466003, 0.42076367139816284, -0.02140510268509388)","(0.7772687077522278, 0.357757568359375, -0.02585291489958763)","(0.7709216475486755, 0.3147259056568146, -0.021227795630693436)","(0.7357723116874695, 0.4035433530807495, -0.10996481776237488)","(0.7637901306152344, 0.2895983159542084, -0.09607834368944168)","(0.7655549645423889, 0.3118399381637573, -0.048313435167074203)","(0.7589839100837708, 0.34387320280075073, -0.01377252396196127)","(0.700121283531189, 0.3784555196762085, -0.10553773492574692)","(0.7279529571533203, 0.26712456345558167, -0.1014057844877243)","(0.7322096824645996, 0.2953200936317444, -0.06459102779626846)","(0.7269525527954102, 0.3317621946334839, -0.04549557715654373)","(0.6696948409080505, 0.3597303032875061, -0.09453855454921722)","(0.6975755095481873, 0.2717660069465637, -0.07480054348707199)","(0.7015162110328674, 0.3002423048019409, -0.03668810799717903)","(0.6950497627258301, 0.33366426825523376, -0.02410205826163292)","(0.6470181941986084, 0.3477182686328888, -0.08205568045377731)","(0.6708579063415527, 0.28412312269210815, -0.06360549479722977)","(0.6729817390441895, 0.30398693680763245, -0.04155172407627106)","(0.6655954122543335, 0.32646214962005615, -0.03209034353494644)",Move
793,"(0.643287181854248, 0.4932105541229248, -4.471101419767365e-05)","(0.6930660605430603, 0.4761974811553955, -0.0094293262809515)","(0.729694664478302, 0.4184454381465912, -0.024824000895023346)","(0.7404625415802002, 0.35781076550483704, -0.02678282931447029)","(0.7292252779006958, 0.3210000991821289, -0.01919197104871273)","(0.7065683603286743, 0.40484189987182617, -0.09837077558040619)","(0.7398331761360168, 0.3055330812931061, -0.08583218604326248)","(0.7322873473167419, 0.32540011405944824, -0.04557107761502266)","(0.7208403944969177, 0.35330742597579956, -0.020251106470823288)","(0.6741473078727722, 0.37588176131248474, -0.09258773177862167)","(0.7089586853981018, 0.27208349108695984, -0.09165891259908676)","(0.7076081037521362, 0.2930293381214142, -0.06799328327178955)","(0.6992529630661011, 0.32788392901420593, -0.05698579177260399)","(0.6461328268051147, 0.3537643253803253, -0.0789920911192894)","(0.6787704825401306, 0.2708302140235901, -0.06572019308805466)","(0.6762643456459045, 0.2937777638435364, -0.03713706135749817)","(0.6666232943534851, 0.32485225796699524, -0.02765561453998089)","(0.6251473426818848, 0.3395032584667206, -0.0656345784664154)","(0.652370810508728, 0.2800889015197754, -0.04942699149250984)","(0.6509873270988464, 0.29749438166618347, -0.029203135520219803)","(0.6428682804107666, 0.3200215697288513, -0.022101184353232384)",Move
794,"(0.6238466501235962, 0.491234689950943, -3.240763544454239e-05)","(0.6716838479042053, 0.4737110733985901, -0.00412479043006897)","(0.6988929510116577, 0.4216296076774597, -0.01705992966890335)","(0.6980139017105103, 0.3621082007884979, -0.018350213766098022)","(0.6805534958839417, 0.3262641727924347, -0.010308880358934402)","(0.6804123520851135, 0.40083953738212585, -0.0942227840423584)","(0.7107775807380676, 0.3106802999973297, -0.07727953046560287)","(0.7024145126342773, 0.33770132064819336, -0.03596193715929985)","(0.6904705166816711, 0.36557868123054504, -0.012085501104593277)","(0.64876788854599, 0.3730195462703705, -0.09130547940731049)","(0.6809907555580139, 0.27479878067970276, -0.08567267656326294)","(0.6797905564308167, 0.2986687123775482, -0.06227295473217964)","(0.6694718599319458, 0.331529825925827, -0.054462771862745285)","(0.6216933131217957, 0.35272735357284546, -0.07971103489398956)","(0.6521738171577454, 0.274369478225708, -0.0610513798892498)","(0.6509161591529846, 0.3000338673591614, -0.03322868421673775)","(0.6401162147521973, 0.3304765820503235, -0.027858614921569824)","(0.6011975407600403, 0.3405003547668457, -0.0679149180650711)","(0.6266685724258423, 0.2850089967250824, -0.04633301496505737)","(0.6257312893867493, 0.3048498034477234, -0.026067927479743958)","(0.6162947416305542, 0.3277735412120819, -0.020438041538000107)",Move
795,"(0.6018708348274231, 0.4887829124927521, -3.266806379542686e-05)","(0.6502922177314758, 0.47442176938056946, -0.0041616130620241165)","(0.6773470640182495, 0.42800456285476685, -0.015430719591677189)","(0.6803326606750488, 0.3770599961280823, -0.015055215917527676)","(0.666199266910553, 0.34696465730667114, -0.005760570988059044)","(0.6582987308502197, 0.4014059603214264, -0.0976342186331749)","(0.6913353204727173, 0.32165032625198364, -0.07667335867881775)","(0.6862417459487915, 0.35117119550704956, -0.03145376220345497)","(0.6744174361228943, 0.37835025787353516, -0.004944153595715761)","(0.6271557807922363, 0.37362003326416016, -0.09240415692329407)","(0.6579273343086243, 0.2837179899215698, -0.08527914434671402)","(0.6597546339035034, 0.3116106688976288, -0.05698784440755844)","(0.6513585448265076, 0.3455151617527008, -0.045524418354034424)","(0.5999795794487, 0.3574875593185425, -0.07845016568899155)","(0.627839207649231, 0.2839786410331726, -0.06060782074928284)","(0.6300267577171326, 0.3131973147392273, -0.032576095312833786)","(0.6215595602989197, 0.34363308548927307, -0.026629144325852394)","(0.579252302646637, 0.3515360355377197, -0.06350307166576385)","(0.6002646088600159, 0.29551225900650024, -0.04476339370012283)","(0.601273775100708, 0.31785738468170166, -0.02696816623210907)","(0.5937979221343994, 0.3409080505371094, -0.022011350840330124)",Move
