Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1408,"(0.537091076374054, 0.792136549949646, -4.094885662198067e-05)","(0.6143263578414917, 0.762639045715332, 0.06189342960715294)","(0.6556705236434937, 0.7072001695632935, 0.09468305110931396)","(0.6770107746124268, 0.6482369303703308, 0.11805643886327744)","(0.68723464012146, 0.5961393713951111, 0.14060917496681213)","(0.6807898283004761, 0.6648253202438354, 0.04844721779227257)","(0.7032490372657776, 0.5907104015350342, 0.09112901985645294)","(0.7058155536651611, 0.5570579767227173, 0.13307878375053406)","(0.7070152759552002, 0.5454896092414856, 0.1619788259267807)","(0.6575417518615723, 0.6259581446647644, 0.033964429050683975)","(0.680438756942749, 0.5476683974266052, 0.07493533939123154)","(0.6804777383804321, 0.5230621099472046, 0.12095949053764343)","(0.6785632371902466, 0.5183461904525757, 0.1528792679309845)","(0.6295359134674072, 0.5923572778701782, 0.02581186592578888)","(0.6523581743240356, 0.510918915271759, 0.06582963466644287)","(0.6533961892127991, 0.49962812662124634, 0.10249047726392746)","(0.6492969989776611, 0.5093138217926025, 0.12951694428920746)","(0.6007570624351501, 0.5654234886169434, 0.021441521123051643)","(0.6211122870445251, 0.4979363679885864, 0.06303104758262634)","(0.6289286017417908, 0.49095356464385986, 0.09505421668291092)","(0.631385087966919, 0.5017824172973633, 0.1218782365322113)",Reach
1409,"(0.56119704246521, 0.778262734413147, -2.325603418285027e-05)","(0.645222544670105, 0.7408486604690552, 0.053833190351724625)","(0.6896885633468628, 0.6842318773269653, 0.08333098143339157)","(0.7166059017181396, 0.6312952041625977, 0.10509743541479111)","(0.731455385684967, 0.5849359631538391, 0.1257440149784088)","(0.7053104043006897, 0.6458659172058105, 0.0474010668694973)","(0.7282378077507019, 0.579979419708252, 0.08568309247493744)","(0.7342778444290161, 0.5489746332168579, 0.1212935522198677)","(0.7386492490768433, 0.5387876629829407, 0.14699870347976685)","(0.6828248500823975, 0.6076112985610962, 0.034968189895153046)","(0.7090789675712585, 0.5351768732070923, 0.06800010055303574)","(0.7150605916976929, 0.5082063674926758, 0.1033400371670723)","(0.7153587341308594, 0.5045025944709778, 0.1268533319234848)","(0.6575360298156738, 0.5737996101379395, 0.028396179899573326)","(0.6831948161125183, 0.4954994320869446, 0.06052122637629509)","(0.6883100271224976, 0.48213255405426025, 0.08788637816905975)","(0.6853978037834167, 0.49384039640426636, 0.10858222097158432)","(0.6330947279930115, 0.5445089340209961, 0.024851087480783463)","(0.6545632481575012, 0.478121280670166, 0.0595167875289917)","(0.6643627285957336, 0.4689186215400696, 0.08529189974069595)","(0.6673709750175476, 0.4829443097114563, 0.1070038452744484)",Reach
1410,"(0.5845457315444946, 0.7622561454772949, -9.924612641043495e-06)","(0.6661944389343262, 0.7281755208969116, 0.04006418585777283)","(0.7101982831954956, 0.6737610101699829, 0.06829967349767685)","(0.7374275922775269, 0.6222409009933472, 0.08973485231399536)","(0.7542341947555542, 0.5740289092063904, 0.11114145815372467)","(0.7230700850486755, 0.6480284929275513, 0.05835682526230812)","(0.7465691566467285, 0.5881123542785645, 0.08514104038476944)","(0.7605909705162048, 0.5569825172424316, 0.10312141478061676)","(0.7747936844825745, 0.5427766442298889, 0.11746633052825928)","(0.7050678133964539, 0.6075018048286438, 0.04892252758145332)","(0.7345136404037476, 0.537016749382019, 0.06806585937738419)","(0.7464155554771423, 0.5059195160865784, 0.08796820044517517)","(0.7541236281394958, 0.4924476742744446, 0.10451538115739822)","(0.6830418109893799, 0.5717957615852356, 0.04230904579162598)","(0.7121882438659668, 0.4921484589576721, 0.06383319944143295)","(0.7205408811569214, 0.4745093584060669, 0.08258410543203354)","(0.722610354423523, 0.4782710671424866, 0.10135827958583832)","(0.6600162982940674, 0.5395516157150269, 0.03747984766960144)","(0.6781626343727112, 0.4766390323638916, 0.06567598879337311)","(0.6890929937362671, 0.4638022780418396, 0.09050358831882477)","(0.6958598494529724, 0.4716941714286804, 0.1143534928560257)",Reach
1411,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
1412,"(0.7349228858947754, 0.5958842635154724, -4.859712134930305e-05)","(0.788541853427887, 0.6101574301719666, 0.053863562643527985)","(0.829374372959137, 0.5748432278633118, 0.06881940364837646)","(0.8427770137786865, 0.5224524140357971, 0.08369024842977524)","(0.8359414935112, 0.4773447811603546, 0.09853023290634155)","(0.8622196316719055, 0.5280991792678833, -0.02522103860974312)","(0.8743231296539307, 0.43795979022979736, 0.011540769599378109)","(0.8519259095191956, 0.4432277977466583, 0.04802040755748749)","(0.8413465023040771, 0.47027644515037537, 0.06468428671360016)","(0.8357151746749878, 0.48058250546455383, -0.04599926993250847)","(0.8558877110481262, 0.37107694149017334, -0.009082337841391563)","(0.8366446495056152, 0.3879149854183197, 0.03482584282755852)","(0.825920820236206, 0.4285878539085388, 0.0531483069062233)","(0.8020490407943726, 0.443828284740448, -0.05623053014278412)","(0.8242709636688232, 0.3462454080581665, -0.016029251739382744)","(0.8071045875549316, 0.3746253252029419, 0.02570103295147419)","(0.7958961725234985, 0.41486626863479614, 0.038002412766218185)","(0.7655568718910217, 0.4190452992916107, -0.06179959699511528)","(0.7855080962181091, 0.345380574464798, -0.03274914249777794)","(0.7765688896179199, 0.3726234436035156, -0.00338454800657928)","(0.7688335180282593, 0.40573957562446594, 0.010351128876209259)",Reach
1413,"(0.748381495475769, 0.5868550539016724, -3.290845597803127e-06)","(0.8066821694374084, 0.5984134674072266, 0.06578988581895828)","(0.8457459211349487, 0.5506417155265808, 0.08808567374944687)","(0.8572112917900085, 0.49098995327949524, 0.10479740053415298)","(0.848563551902771, 0.44721031188964844, 0.1193748190999031)","(0.8827993273735046, 0.5049322843551636, 0.011275466531515121)","(0.8919132947921753, 0.41458773612976074, 0.05803597345948219)","(0.8722239136695862, 0.42018795013427734, 0.09883543848991394)","(0.8590351343154907, 0.4454973638057709, 0.12335634231567383)","(0.8617566823959351, 0.46143853664398193, -0.00997360423207283)","(0.8742194771766663, 0.3665275573730469, 0.0375189445912838)","(0.8554741740226746, 0.3784990906715393, 0.07905250787734985)","(0.8440462946891785, 0.4082857370376587, 0.10069434344768524)","(0.8300579190254211, 0.42780500650405884, -0.019491223618388176)","(0.8450778126716614, 0.3367868661880493, 0.024727437645196915)","(0.8264281749725342, 0.35667064785957336, 0.054537583142519)","(0.8143344521522522, 0.3887757360935211, 0.0689515545964241)","(0.7940191030502319, 0.40159446001052856, -0.02532821148633957)","(0.809822678565979, 0.3264893889427185, 0.01436713244765997)","(0.7993618249893188, 0.34899604320526123, 0.039602361619472504)","(0.7904852628707886, 0.38160258531570435, 0.055410146713256836)",Reach
1414,"(0.761448860168457, 0.5715545415878296, -4.2154110815317836e-06)","(0.8259409070014954, 0.5783981084823608, 0.07138027250766754)","(0.8654469847679138, 0.5318417549133301, 0.10134025663137436)","(0.8785849809646606, 0.4722590744495392, 0.12392760068178177)","(0.8696824312210083, 0.42796775698661804, 0.14452441036701202)","(0.9012574553489685, 0.47379398345947266, 0.03816108778119087)","(0.9074309468269348, 0.3944016396999359, 0.09456971287727356)","(0.8878839612007141, 0.39682483673095703, 0.13394813239574432)","(0.8746598958969116, 0.4204425513744354, 0.1524343192577362)","(0.8808422684669495, 0.4292280673980713, 0.01792164146900177)","(0.8888342380523682, 0.34789425134658813, 0.07613872736692429)","(0.8711572885513306, 0.3578566610813141, 0.11353367567062378)","(0.8598162531852722, 0.38493579626083374, 0.13031525909900665)","(0.8507156372070312, 0.39519721269607544, 0.009263264015316963)","(0.8624575138092041, 0.3160521686077118, 0.06227032467722893)","(0.8455944657325745, 0.3331751823425293, 0.09079887717962265)","(0.8335644602775574, 0.36225587129592896, 0.10413257032632828)","(0.8162854909896851, 0.36977535486221313, 0.004442313686013222)","(0.8299236297607422, 0.3009752035140991, 0.04810984432697296)","(0.820019006729126, 0.3215007781982422, 0.07255838066339493)","(0.8102645874023438, 0.3530673086643219, 0.08950531482696533)",Reach
1415,"(0.7749541401863098, 0.5538009405136108, 1.7951268773686024e-06)","(0.8420665860176086, 0.553595781326294, 0.07097699493169785)","(0.8812569379806519, 0.5040514469146729, 0.10245438665151596)","(0.8906994462013245, 0.43875059485435486, 0.12667927145957947)","(0.8765254616737366, 0.3950655460357666, 0.148101806640625)","(0.9182614088058472, 0.4454476535320282, 0.043215468525886536)","(0.9191100597381592, 0.36847636103630066, 0.10413061827421188)","(0.8985504508018494, 0.3743448853492737, 0.1412021964788437)","(0.8863484263420105, 0.4024873673915863, 0.15496334433555603)","(0.8979236483573914, 0.399676114320755, 0.023384971544146538)","(0.8997112512588501, 0.3240360617637634, 0.08761858195066452)","(0.881303608417511, 0.3382253050804138, 0.11815555393695831)","(0.8709610104560852, 0.36746418476104736, 0.12585216760635376)","(0.8677568435668945, 0.3654478192329407, 0.015431942418217659)","(0.8735437989234924, 0.29361265897750854, 0.07335271686315536)","(0.8549971580505371, 0.314233660697937, 0.09408725053071976)","(0.8433734774589539, 0.3441724181175232, 0.09949491173028946)","(0.8336475491523743, 0.34002476930618286, 0.010953599587082863)","(0.8432934284210205, 0.2798863649368286, 0.05746658891439438)","(0.8319945931434631, 0.30338501930236816, 0.08029167354106903)","(0.82217937707901, 0.3352780342102051, 0.09393112361431122)",Reach
1416,"(0.7856414914131165, 0.5346110463142395, 2.6155655632464914e-06)","(0.8536043167114258, 0.5325795412063599, 0.0749748945236206)","(0.8928893804550171, 0.4863548278808594, 0.10942807048559189)","(0.9051834344863892, 0.425054669380188, 0.13550183176994324)","(0.8933743834495544, 0.3824053704738617, 0.1598198562860489)","(0.9313066005706787, 0.4177261292934418, 0.05011535435914993)","(0.9281683564186096, 0.3420774042606354, 0.1147121861577034)","(0.9067373275756836, 0.34964996576309204, 0.15073242783546448)","(0.8957740664482117, 0.37897825241088867, 0.1616242229938507)","(0.9118170738220215, 0.37094324827194214, 0.029027152806520462)","(0.9078859090805054, 0.2986867129802704, 0.09990206360816956)","(0.8876610398292542, 0.31363633275032043, 0.12696383893489838)","(0.878544807434082, 0.34405001997947693, 0.12867943942546844)","(0.882011890411377, 0.3362926244735718, 0.020381346344947815)","(0.8801812529563904, 0.27302664518356323, 0.0851675271987915)","(0.8605888485908508, 0.29278498888015747, 0.10371484607458115)","(0.8508116602897644, 0.3237588405609131, 0.10432103276252747)","(0.8478155136108398, 0.31157606840133667, 0.014979710802435875)","(0.8500583171844482, 0.2614463269710541, 0.06752769649028778)","(0.8377845883369446, 0.28435832262039185, 0.09009554237127304)","(0.8301099538803101, 0.3165948987007141, 0.10180738568305969)",Reach
1417,"(0.7963758111000061, 0.5174334645271301, -4.675825948652346e-06)","(0.8593565225601196, 0.5130840539932251, 0.07625982910394669)","(0.8961772322654724, 0.46622234582901, 0.11111065745353699)","(0.9081210494041443, 0.40704652667045593, 0.13792569935321808)","(0.8991720080375671, 0.36381247639656067, 0.1638924777507782)","(0.9367892146110535, 0.40378493070602417, 0.052645329385995865)","(0.9343338012695312, 0.32747769355773926, 0.11376631259918213)","(0.9122787117958069, 0.3331018090248108, 0.14880160987377167)","(0.9011859893798828, 0.3606589436531067, 0.15995371341705322)","(0.9176527261734009, 0.35694828629493713, 0.029543127864599228)","(0.9168332815170288, 0.2787840962409973, 0.09611085802316666)","(0.8965533971786499, 0.2900271415710449, 0.12550309300422668)","(0.8872761130332947, 0.3193815350532532, 0.13125228881835938)","(0.8881217837333679, 0.32210612297058105, 0.018357664346694946)","(0.8883454203605652, 0.25410133600234985, 0.0795740932226181)","(0.8693885803222656, 0.2726316750049591, 0.10362571477890015)","(0.8598185181617737, 0.3030179738998413, 0.1081940233707428)","(0.8536899089813232, 0.2973485291004181, 0.010519484989345074)","(0.8566897511482239, 0.24367766082286835, 0.058805808424949646)","(0.8458853960037231, 0.2650662362575531, 0.08241594582796097)","(0.8388716578483582, 0.2971767783164978, 0.0958162397146225)",Reach
