Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1617,"(0.4693813920021057, 0.20535506308078766, -6.640378705924377e-05)","(0.5228548049926758, 0.2778991460800171, 0.04944808781147003)","(0.5394755005836487, 0.3570747673511505, 0.06505534797906876)","(0.5294675827026367, 0.4253194332122803, 0.08071540296077728)","(0.5130832195281982, 0.46121397614479065, 0.09386111050844193)","(0.5312084555625916, 0.42227545380592346, -0.020121650770306587)","(0.5242056846618652, 0.5250008702278137, 0.031153740361332893)","(0.5204654932022095, 0.49217134714126587, 0.07450056821107864)","(0.5194768905639648, 0.45611488819122314, 0.09365297853946686)","(0.49581560492515564, 0.4299182593822479, -0.03289118781685829)","(0.4971398711204529, 0.5251408219337463, 0.022876599803566933)","(0.49725770950317383, 0.49227914214134216, 0.061624620109796524)","(0.4962254464626312, 0.4558261036872864, 0.0713106170296669)","(0.46110936999320984, 0.42456135153770447, -0.03379242494702339)","(0.4660460948944092, 0.5157820582389832, 0.01767187938094139)","(0.4676487445831299, 0.4835243225097656, 0.053194738924503326)","(0.4668196737766266, 0.44638577103614807, 0.06169706955552101)","(0.4281407594680786, 0.41395774483680725, -0.03021043725311756)","(0.4356781840324402, 0.49835115671157837, 0.007787108886986971)","(0.4413681626319885, 0.477721631526947, 0.036628276109695435)","(0.4410916566848755, 0.4433290958404541, 0.04949616268277168)",Grasp
1618,"(0.46573561429977417, 0.2040206640958786, -7.576755160698667e-05)","(0.5217899084091187, 0.2755385935306549, 0.043252356350421906)","(0.5418704748153687, 0.35851114988327026, 0.05553293600678444)","(0.5408884882926941, 0.4326159358024597, 0.07001340389251709)","(0.5363695025444031, 0.47184088826179504, 0.08205356448888779)","(0.5273140668869019, 0.41979968547821045, -0.027510521933436394)","(0.5214288234710693, 0.5235660076141357, 0.023941462859511375)","(0.5199922323226929, 0.4880618751049042, 0.06915539503097534)","(0.5193907022476196, 0.45126283168792725, 0.0902591124176979)","(0.4923940598964691, 0.42740029096603394, -0.03723408654332161)","(0.4960246980190277, 0.5237296223640442, 0.018482327461242676)","(0.49769389629364014, 0.4897007942199707, 0.0580906867980957)","(0.495702862739563, 0.4541487991809845, 0.06747869402170181)","(0.4588613212108612, 0.42259103059768677, -0.03522780165076256)","(0.46596160531044006, 0.5143381357192993, 0.01617894321680069)","(0.4684899151325226, 0.48274052143096924, 0.05182277411222458)","(0.4666768014431, 0.4460461139678955, 0.05986573174595833)","(0.42707905173301697, 0.4127647876739502, -0.028675030916929245)","(0.43497174978256226, 0.5002220273017883, 0.00970371626317501)","(0.4412235617637634, 0.47884130477905273, 0.03813701495528221)","(0.4403584599494934, 0.44250690937042236, 0.05063209310173988)",Grasp
1619,"(0.4638006389141083, 0.20161530375480652, -6.529033998958766e-05)","(0.5195420980453491, 0.2727900743484497, 0.0386943556368351)","(0.5402622818946838, 0.3526005148887634, 0.05075841024518013)","(0.5432335734367371, 0.4244789481163025, 0.066004179418087)","(0.5451091527938843, 0.46832674741744995, 0.07852776348590851)","(0.5229594707489014, 0.41884398460388184, -0.027041589841246605)","(0.5225359797477722, 0.5211313962936401, 0.022789204493165016)","(0.5234718322753906, 0.4885156452655792, 0.06780804693698883)","(0.522297203540802, 0.45194298028945923, 0.08973778784275055)","(0.4884685277938843, 0.42820072174072266, -0.03344105929136276)","(0.49599167704582214, 0.5235887765884399, 0.021374449133872986)","(0.5004932880401611, 0.4906550943851471, 0.05944008007645607)","(0.49886512756347656, 0.45500344038009644, 0.06920929998159409)","(0.4561731815338135, 0.4240497052669525, -0.028108472004532814)","(0.46607720851898193, 0.5130346417427063, 0.021963799372315407)","(0.4708820581436157, 0.48276928067207336, 0.056478701531887054)","(0.46957454085350037, 0.44712066650390625, 0.06528192013502121)","(0.425894558429718, 0.4143626093864441, -0.018752070143818855)","(0.4352273941040039, 0.49706825613975525, 0.019691606983542442)","(0.4431145191192627, 0.4765465259552002, 0.04765448719263077)","(0.44302257895469666, 0.44179320335388184, 0.06138857826590538)",Grasp
1620,"(0.464771568775177, 0.20084168016910553, -6.390795897459611e-05)","(0.519466757774353, 0.269243061542511, 0.04532160237431526)","(0.5368494987487793, 0.3474627733230591, 0.06114735081791878)","(0.5308122634887695, 0.41406482458114624, 0.07915956526994705)","(0.5204595327377319, 0.44753333926200867, 0.09483408182859421)","(0.5250847339630127, 0.41803914308547974, -0.028611229732632637)","(0.5234895348548889, 0.5197529196739197, 0.023569224402308464)","(0.5219720005989075, 0.48624008893966675, 0.07061565667390823)","(0.5196037292480469, 0.4489362835884094, 0.09257730841636658)","(0.4896951913833618, 0.4269537627696991, -0.03700640797615051)","(0.4975147545337677, 0.5224868059158325, 0.018290650099515915)","(0.5000542402267456, 0.49120908975601196, 0.05911317467689514)","(0.497658371925354, 0.4551807940006256, 0.07125578820705414)","(0.456493616104126, 0.42203253507614136, -0.03238868713378906)","(0.46719199419021606, 0.511824369430542, 0.019484752789139748)","(0.47111281752586365, 0.4824577271938324, 0.05595371872186661)","(0.4697291851043701, 0.4474388659000397, 0.06602034717798233)","(0.4253759980201721, 0.4113657772541046, -0.02318742871284485)","(0.4355330765247345, 0.49400463700294495, 0.016065947711467743)","(0.44339627027511597, 0.4741779863834381, 0.04544677957892418)","(0.4436584413051605, 0.44044363498687744, 0.06009097397327423)",Grasp
1621,"(0.4666726291179657, 0.20351068675518036, -6.249659782042727e-05)","(0.5199326276779175, 0.2705167531967163, 0.046455662697553635)","(0.5343419909477234, 0.35183966159820557, 0.06387261301279068)","(0.5201865434646606, 0.41730329394340515, 0.0833607167005539)","(0.5005825757980347, 0.4474678933620453, 0.10114838182926178)","(0.5264337062835693, 0.4215211272239685, -0.027739567682147026)","(0.5205123424530029, 0.5242746472358704, 0.024895455688238144)","(0.5185081362724304, 0.4905497431755066, 0.07256216555833817)","(0.5169339179992676, 0.45222416520118713, 0.09478893876075745)","(0.4899464547634125, 0.42915278673171997, -0.03593902289867401)","(0.4932268559932709, 0.5238209366798401, 0.02016030065715313)","(0.49586209654808044, 0.4911457300186157, 0.062390826642513275)","(0.4947122037410736, 0.454494446516037, 0.07502400875091553)","(0.4556387960910797, 0.42314496636390686, -0.031745247542858124)","(0.46320489048957825, 0.5123991966247559, 0.019986091181635857)","(0.46767517924308777, 0.4818021357059479, 0.05676659569144249)","(0.4671213924884796, 0.44645488262176514, 0.06716308742761612)","(0.42391061782836914, 0.4116360545158386, -0.022975683212280273)","(0.43303796648979187, 0.49191197752952576, 0.01485946774482727)","(0.4411666989326477, 0.47155866026878357, 0.043085359036922455)","(0.44187554717063904, 0.4383935034275055, 0.0562102384865284)",Grasp
1622,"(0.4659825265407562, 0.2048943042755127, -5.919632167206146e-05)","(0.519017219543457, 0.27086305618286133, 0.04519851505756378)","(0.533615231513977, 0.3525509536266327, 0.06378331035375595)","(0.5199987888336182, 0.4176050126552582, 0.08473938703536987)","(0.5012649893760681, 0.44620177149772644, 0.10410332679748535)","(0.5236616134643555, 0.4231663644313812, -0.026761585846543312)","(0.5200821757316589, 0.5253484845161438, 0.026690620929002762)","(0.5192683935165405, 0.49029895663261414, 0.07495150715112686)","(0.5173571705818176, 0.452426016330719, 0.09698595851659775)","(0.48727962374687195, 0.4301453232765198, -0.03308028727769852)","(0.492956280708313, 0.5251366496086121, 0.024218881502747536)","(0.4961523115634918, 0.49238160252571106, 0.06688231974840164)","(0.49371621012687683, 0.4565696716308594, 0.0791497528553009)","(0.4537994861602783, 0.42347705364227295, -0.027101079002022743)","(0.46309319138526917, 0.512775182723999, 0.025694571435451508)","(0.46831250190734863, 0.4829143285751343, 0.06282583624124527)","(0.46718066930770874, 0.44866371154785156, 0.07298517227172852)","(0.4230072498321533, 0.4111023247241974, -0.01669885404407978)","(0.43333491683006287, 0.48987624049186707, 0.020438263192772865)","(0.44219452142715454, 0.4702472686767578, 0.04783640056848526)","(0.4426979422569275, 0.4379502236843109, 0.06052662059664726)",Grasp
1623,"(0.46519336104393005, 0.20530907809734344, -5.350451829144731e-05)","(0.5174063444137573, 0.2707887589931488, 0.04572276771068573)","(0.5318884253501892, 0.35217294096946716, 0.06633713841438293)","(0.5181658864021301, 0.4176572561264038, 0.0888480544090271)","(0.4997052550315857, 0.44663316011428833, 0.10990538448095322)","(0.5217004418373108, 0.4238937497138977, -0.021760834380984306)","(0.5185191631317139, 0.5277647376060486, 0.031499188393354416)","(0.5184690952301025, 0.4941326975822449, 0.07954732328653336)","(0.5167901515960693, 0.4562153220176697, 0.10213777422904968)","(0.4852731227874756, 0.4300384223461151, -0.028444377705454826)","(0.4903808832168579, 0.5236412882804871, 0.030473483726382256)","(0.4935986399650574, 0.4911636412143707, 0.0726831927895546)","(0.49131038784980774, 0.4557255506515503, 0.08434675633907318)","(0.4520238935947418, 0.42296305298805237, -0.02331884764134884)","(0.4609442949295044, 0.5111202001571655, 0.029155094176530838)","(0.46592217683792114, 0.48144304752349854, 0.06555099785327911)","(0.46472448110580444, 0.4475288987159729, 0.07613664120435715)","(0.4215305745601654, 0.4106541872024536, -0.013628453016281128)","(0.4311135411262512, 0.4903774559497833, 0.022609064355492592)","(0.4394272267818451, 0.4709191918373108, 0.049764230847358704)","(0.4398600161075592, 0.43877530097961426, 0.06280974298715591)",Grasp
1624,"(0.4635319709777832, 0.20498980581760406, -4.777355570695363e-05)","(0.5137856602668762, 0.2684999406337738, 0.042408429086208344)","(0.5274051427841187, 0.3481867015361786, 0.0636558085680008)","(0.5139115452766418, 0.4130536913871765, 0.08722814917564392)","(0.49536511301994324, 0.44333916902542114, 0.1098109558224678)","(0.5180086493492126, 0.42212918400764465, -0.023421181365847588)","(0.5161392688751221, 0.5293362140655518, 0.02757154032588005)","(0.5180352330207825, 0.501078724861145, 0.0752369686961174)","(0.5172117352485657, 0.46405699849128723, 0.09848325699567795)","(0.48169177770614624, 0.42868268489837646, -0.027225974947214127)","(0.4869470000267029, 0.5238626003265381, 0.030180491507053375)","(0.4916355013847351, 0.4925857186317444, 0.07163652032613754)","(0.490398108959198, 0.4573195278644562, 0.0830659493803978)","(0.44920238852500916, 0.42169496417045593, -0.019257809966802597)","(0.45813509821891785, 0.509431004524231, 0.03228912502527237)","(0.4639492928981781, 0.4807596504688263, 0.06808363646268845)","(0.46355029940605164, 0.448326975107193, 0.07842453569173813)","(0.4198979139328003, 0.409935861825943, -0.007022865116596222)","(0.4291384816169739, 0.48791420459747314, 0.028093429282307625)","(0.4379347860813141, 0.46920493245124817, 0.054886940866708755)","(0.43896976113319397, 0.43838027119636536, 0.06764781475067139)",Grasp
1625,"(0.46180590987205505, 0.20246312022209167, -4.425951556186192e-05)","(0.5129457116127014, 0.26679787039756775, 0.04376896843314171)","(0.5284750461578369, 0.34573501348495483, 0.06436555832624435)","(0.5168037414550781, 0.41099032759666443, 0.0861363410949707)","(0.4988330900669098, 0.44171765446662903, 0.10630833357572556)","(0.5182756185531616, 0.4208226203918457, -0.019528331235051155)","(0.5148798227310181, 0.5290319919586182, 0.03033476136624813)","(0.5166347026824951, 0.5068904757499695, 0.07751400768756866)","(0.5162092447280884, 0.4716993570327759, 0.1015239953994751)","(0.48183318972587585, 0.4273107349872589, -0.02473154105246067)","(0.48547640442848206, 0.5227870345115662, 0.03333628922700882)","(0.4896549880504608, 0.4926601052284241, 0.0756041407585144)","(0.4888381361961365, 0.45758363604545593, 0.08750887960195541)","(0.4489539563655853, 0.42023882269859314, -0.018393738195300102)","(0.4567931592464447, 0.5075541734695435, 0.03433384746313095)","(0.4616583585739136, 0.4795948266983032, 0.07160712778568268)","(0.46117594838142395, 0.447452187538147, 0.08275185525417328)","(0.41898372769355774, 0.40820226073265076, -0.007822605781257153)","(0.42849430441856384, 0.485828161239624, 0.028999678790569305)","(0.4365597367286682, 0.4674106240272522, 0.05717197433114052)","(0.43701881170272827, 0.4366323947906494, 0.07108879834413528)",Grasp
1626,"(0.46023961901664734, 0.19986926019191742, -4.499793067225255e-05)","(0.512470543384552, 0.263650119304657, 0.043735455721616745)","(0.5296910405158997, 0.3424474000930786, 0.0649644210934639)","(0.5192959308624268, 0.410257488489151, 0.08701661974191666)","(0.5019746422767639, 0.442064493894577, 0.10733689367771149)","(0.515946626663208, 0.42004767060279846, -0.01851816475391388)","(0.5155883431434631, 0.5285571217536926, 0.028461430221796036)","(0.5189333558082581, 0.5092692375183105, 0.07550439983606339)","(0.5188354253768921, 0.4759211838245392, 0.10070756077766418)","(0.47994545102119446, 0.42603057622909546, -0.023497948423027992)","(0.4863826632499695, 0.522549569606781, 0.03289186581969261)","(0.4913959205150604, 0.49259036779403687, 0.07620641589164734)","(0.48992812633514404, 0.45752471685409546, 0.0900990217924118)","(0.4475073516368866, 0.4179771840572357, -0.017040297389030457)","(0.45708414912223816, 0.5079643726348877, 0.034074172377586365)","(0.462843120098114, 0.4809183180332184, 0.07344546914100647)","(0.461832195520401, 0.44849249720573425, 0.08689302206039429)","(0.4178108274936676, 0.404654860496521, -0.006583360023796558)","(0.4276789724826813, 0.4841246008872986, 0.02968209981918335)","(0.4369984269142151, 0.46737098693847656, 0.05896947160363197)","(0.4381266236305237, 0.4367636442184448, 0.07472928613424301)",Grasp
