Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1246,"(0.5044247508049011, 0.45239025354385376, -4.7538967919535935e-05)","(0.571714460849762, 0.3761123716831207, 0.08539390563964844)","(0.5973777174949646, 0.29868239164352417, 0.12274918705224991)","(0.6002148389816284, 0.2308262437582016, 0.1486697494983673)","(0.5879467725753784, 0.18829390406608582, 0.16648605465888977)","(0.6122264862060547, 0.18320885300636292, 0.04468829557299614)","(0.605590283870697, 0.11394958198070526, 0.11150127649307251)","(0.5906475782394409, 0.11123675107955933, 0.15962067246437073)","(0.5814281702041626, 0.13460901379585266, 0.1840566098690033)","(0.5772474408149719, 0.1564386636018753, 0.021729839965701103)","(0.5591363310813904, 0.1261729598045349, 0.12102238088846207)","(0.547866702079773, 0.15453551709651947, 0.15461750328540802)","(0.5473761558532715, 0.18764998018741608, 0.1484406441450119)","(0.5404371619224548, 0.15603183209896088, 0.012081814929842949)","(0.5236994624137878, 0.14979417622089386, 0.1011723205447197)","(0.5175036191940308, 0.18133825063705444, 0.10996710509061813)","(0.5194351077079773, 0.21484887599945068, 0.09005821496248245)","(0.5059768557548523, 0.16938188672065735, 0.00472484715282917)","(0.49438101053237915, 0.17487382888793945, 0.07090964168310165)","(0.4907742738723755, 0.20496763288974762, 0.07854676991701126)","(0.49291130900382996, 0.23088541626930237, 0.0665990486741066)",Reach
1247,"(0.5177792310714722, 0.43127477169036865, -5.1614402764244005e-05)","(0.583412230014801, 0.34813448786735535, 0.08515950292348862)","(0.6061153411865234, 0.26842495799064636, 0.12348201125860214)","(0.6050128936767578, 0.2032785564661026, 0.1503647267818451)","(0.5898731350898743, 0.1628791242837906, 0.16901208460330963)","(0.6196607351303101, 0.14867524802684784, 0.04825044050812721)","(0.6079360246658325, 0.09229512512683868, 0.11840370297431946)","(0.5928293466567993, 0.09799288213253021, 0.1648368388414383)","(0.5842519998550415, 0.12383168190717697, 0.18643203377723694)","(0.5840032696723938, 0.12548303604125977, 0.024879977107048035)","(0.5642639994621277, 0.1044347882270813, 0.1259451061487198)","(0.5539867877960205, 0.13537873327732086, 0.1565711945295334)","(0.5542902946472168, 0.1684626340866089, 0.14889265596866608)","(0.5464769005775452, 0.12854060530662537, 0.015099439769983292)","(0.5287443399429321, 0.13052798807621002, 0.10544788092374802)","(0.5238240957260132, 0.16505685448646545, 0.11270105838775635)","(0.5269225239753723, 0.19848553836345673, 0.0917300134897232)","(0.5121930241584778, 0.14571785926818848, 0.007487159688025713)","(0.5000160336494446, 0.16062946617603302, 0.07301497459411621)","(0.497646689414978, 0.19301831722259521, 0.07884658873081207)","(0.5012139081954956, 0.21751146018505096, 0.06663183122873306)",Reach
1248,"(0.5296137928962708, 0.410377562046051, -6.330032920232043e-05)","(0.5896047949790955, 0.32795411348342896, 0.08790939301252365)","(0.6104001998901367, 0.2492731213569641, 0.12574920058250427)","(0.6087636947631836, 0.18353137373924255, 0.15107972919940948)","(0.593758225440979, 0.14023098349571228, 0.16986742615699768)","(0.6299723982810974, 0.13658928871154785, 0.05500274896621704)","(0.6138387322425842, 0.07772082090377808, 0.12398762255907059)","(0.5965415835380554, 0.08059029281139374, 0.1684141755104065)","(0.5870872735977173, 0.10515926778316498, 0.18836843967437744)","(0.5959840416908264, 0.11498735100030899, 0.029197506606578827)","(0.5718231201171875, 0.08263325691223145, 0.12491309642791748)","(0.5585544109344482, 0.11389999091625214, 0.15220122039318085)","(0.5590097308158875, 0.14864510297775269, 0.14291463792324066)","(0.5592747330665588, 0.11608505994081497, 0.016431907191872597)","(0.5348876118659973, 0.11675609648227692, 0.10295706242322922)","(0.5284631252288818, 0.15489394962787628, 0.10707710683345795)","(0.5330772995948792, 0.18655787408351898, 0.08453404903411865)","(0.5254849195480347, 0.13009759783744812, 0.007254249416291714)","(0.506525456905365, 0.1508326530456543, 0.07010706514120102)","(0.5034016370773315, 0.18753428757190704, 0.07271193712949753)","(0.509142279624939, 0.20908716320991516, 0.05793740600347519)",Reach
1249,"(0.5399183034896851, 0.39197611808776855, -6.090904935263097e-05)","(0.5976722240447998, 0.3117339015007019, 0.08538772910833359)","(0.6173526644706726, 0.23117205500602722, 0.12151262164115906)","(0.6124358177185059, 0.16331134736537933, 0.14560309052467346)","(0.5939123630523682, 0.12348651885986328, 0.1651749312877655)","(0.6371172070503235, 0.12183590233325958, 0.050742268562316895)","(0.6156248450279236, 0.06098832190036774, 0.1181289330124855)","(0.5977174043655396, 0.07315713912248611, 0.16110557317733765)","(0.5900291204452515, 0.10437370091676712, 0.1794387698173523)","(0.6039711236953735, 0.10114312171936035, 0.025651345029473305)","(0.5756211280822754, 0.05868522822856903, 0.11738666146993637)","(0.5629956126213074, 0.0883660614490509, 0.14583028852939606)","(0.5638381838798523, 0.12342973798513412, 0.13888375461101532)","(0.5670649409294128, 0.10359194874763489, 0.012999332509934902)","(0.5399407148361206, 0.09917867183685303, 0.09697988629341125)","(0.5340536236763, 0.13574808835983276, 0.10280241072177887)","(0.5389313101768494, 0.1654699742794037, 0.08178214728832245)","(0.5328114628791809, 0.11998175084590912, 0.0038136879447847605)","(0.5124701261520386, 0.1408063769340515, 0.06720851361751556)","(0.5097343921661377, 0.17596381902694702, 0.07043012976646423)","(0.5159360766410828, 0.19549325108528137, 0.0554262176156044)",Grasp
1250,"(0.5452618598937988, 0.37364310026168823, -5.8679190260590985e-05)","(0.6004047393798828, 0.2970927059650421, 0.08579649031162262)","(0.6196131706237793, 0.22150759398937225, 0.12132727354764938)","(0.6162212491035461, 0.15724487602710724, 0.14376422762870789)","(0.6011151075363159, 0.11563267558813095, 0.16236552596092224)","(0.6405755281448364, 0.11247050762176514, 0.05635104700922966)","(0.6235213279724121, 0.054643094539642334, 0.12014266848564148)","(0.6058628559112549, 0.05662059038877487, 0.1597948670387268)","(0.5963440537452698, 0.0808185338973999, 0.17801757156848907)","(0.6072279214859009, 0.09139174222946167, 0.030385639518499374)","(0.5815761089324951, 0.05505970120429993, 0.12008146196603775)","(0.5696958899497986, 0.08082905411720276, 0.14764738082885742)","(0.5707694292068481, 0.1132449358701706, 0.1419253945350647)","(0.5706592798233032, 0.09391000866889954, 0.016761621460318565)","(0.5445742011070251, 0.09810620546340942, 0.09991680830717087)","(0.5395447611808777, 0.1324199140071869, 0.10372034460306168)","(0.5445203185081482, 0.15938785672187805, 0.08125133812427521)","(0.5365681648254395, 0.11057072132825851, 0.006815001834183931)","(0.5171008110046387, 0.13717274367809296, 0.06955111026763916)","(0.5155779123306274, 0.17164213955402374, 0.072209931910038)","(0.5219429135322571, 0.18922632932662964, 0.05603565648198128)",Grasp
1251,"(0.5510873794555664, 0.36416494846343994, -4.711038855020888e-05)","(0.6056740283966064, 0.286977082490921, 0.08244433999061584)","(0.624247670173645, 0.20876333117485046, 0.11538964509963989)","(0.6188926696777344, 0.14362606406211853, 0.13702960312366486)","(0.6013110876083374, 0.10612154752016068, 0.1542508900165558)","(0.6396779417991638, 0.0996350422501564, 0.0430506095290184)","(0.6185336112976074, 0.05069509893655777, 0.10388705134391785)","(0.6023144125938416, 0.059755727648735046, 0.14110997319221497)","(0.5953127145767212, 0.08438662439584732, 0.15644395351409912)","(0.6059460043907166, 0.0803261250257492, 0.018052032217383385)","(0.5763903260231018, 0.05819480121135712, 0.10524355620145798)","(0.5657044053077698, 0.08621715754270554, 0.1298801451921463)","(0.5677516460418701, 0.11741016805171967, 0.11999036371707916)","(0.5691747069358826, 0.08531913161277771, 0.0061386218294501305)","(0.5420622825622559, 0.09459934383630753, 0.08794961869716644)","(0.5381560325622559, 0.1284092664718628, 0.09188810735940933)","(0.5437300205230713, 0.15635496377944946, 0.06813236325979233)","(0.5355019569396973, 0.10331723093986511, -0.002606669906526804)","(0.5153669118881226, 0.13105830550193787, 0.05725032836198807)","(0.5144201517105103, 0.16590116918087006, 0.05981266498565674)","(0.5210148096084595, 0.18380829691886902, 0.04369749501347542)",Grasp
1252,"(0.5570467114448547, 0.3518943786621094, -3.1847368518356234e-05)","(0.6096560955047607, 0.274811327457428, 0.0798126831650734)","(0.6269187331199646, 0.19868677854537964, 0.11284654587507248)","(0.6186723709106445, 0.1352495551109314, 0.13493132591247559)","(0.598220944404602, 0.10109400749206543, 0.15255206823349)","(0.64323890209198, 0.09113351255655289, 0.04081731662154198)","(0.618407130241394, 0.04738745838403702, 0.10222741216421127)","(0.602074384689331, 0.06192692369222641, 0.14066365361213684)","(0.596940279006958, 0.08998017758131027, 0.15575140714645386)","(0.608819305896759, 0.0718061625957489, 0.01723836362361908)","(0.5760065317153931, 0.051101408898830414, 0.10236276686191559)","(0.5650444626808167, 0.07984830439090729, 0.12714049220085144)","(0.5685922503471375, 0.11138901114463806, 0.11761481314897537)","(0.5711606740951538, 0.07603227347135544, 0.006291820667684078)","(0.5415310859680176, 0.08469463139772415, 0.08599145710468292)","(0.5372579097747803, 0.11932359635829926, 0.09127891808748245)","(0.5443878173828125, 0.14807122945785522, 0.06898163259029388)","(0.5364043712615967, 0.0938308909535408, -0.0015291622839868069)","(0.5144254565238953, 0.11595170199871063, 0.05666515231132507)","(0.5133427977561951, 0.1513167917728424, 0.061590179800987244)","(0.5211368203163147, 0.1709778904914856, 0.048839811235666275)",Grasp
1253,"(0.5592985153198242, 0.3425970673561096, -2.4483222659910098e-05)","(0.6114274859428406, 0.2692697048187256, 0.0754125565290451)","(0.6278781294822693, 0.19466525316238403, 0.10693759471178055)","(0.619192898273468, 0.13160017132759094, 0.1287282109260559)","(0.5982966423034668, 0.09955234080553055, 0.14662127196788788)","(0.6412574052810669, 0.08541876822710037, 0.03919164091348648)","(0.6157641410827637, 0.04968705028295517, 0.09991637617349625)","(0.6015047430992126, 0.0710972473025322, 0.13477465510368347)","(0.5989484786987305, 0.10113931447267532, 0.14648030698299408)","(0.606299638748169, 0.06692343950271606, 0.01776265725493431)","(0.5751737356185913, 0.0521058514714241, 0.10083659738302231)","(0.5654062032699585, 0.08271241933107376, 0.12370136380195618)","(0.5695529580116272, 0.11467807739973068, 0.11348236352205276)","(0.5684778690338135, 0.07244112342596054, 0.009043561294674873)","(0.5404759645462036, 0.08436671644449234, 0.0866471379995346)","(0.536937952041626, 0.11985412985086441, 0.09197679162025452)","(0.5439505577087402, 0.14918670058250427, 0.06979400664567947)","(0.5338140726089478, 0.09160163998603821, 0.0030384333804249763)","(0.5132298469543457, 0.11582496762275696, 0.059727687388658524)","(0.5129520893096924, 0.15138590335845947, 0.06502614915370941)","(0.5206214189529419, 0.1712317168712616, 0.05299985036253929)",Grasp
1254,"(0.5616043210029602, 0.3354451060295105, -2.6074019842781126e-05)","(0.6113294363021851, 0.2610703706741333, 0.0721135213971138)","(0.625498354434967, 0.1877301037311554, 0.10314485430717468)","(0.6155107021331787, 0.12805397808551788, 0.12426064163446426)","(0.5941586494445801, 0.09922618418931961, 0.14062581956386566)","(0.6360597014427185, 0.07823523879051208, 0.03553381562232971)","(0.6117182970046997, 0.054046630859375, 0.09582064300775528)","(0.5991953015327454, 0.07819562405347824, 0.1293412297964096)","(0.5971829295158386, 0.10644592344760895, 0.13901226222515106)","(0.6013453602790833, 0.06202900409698486, 0.015984810888767242)","(0.5723130106925964, 0.05788304656744003, 0.09733111411333084)","(0.5644322037696838, 0.08966274559497833, 0.11901115626096725)","(0.5686313509941101, 0.12055616080760956, 0.10933947563171387)","(0.5644177794456482, 0.07019355893135071, 0.0089635718613863)","(0.538809597492218, 0.08673850446939468, 0.08417569845914841)","(0.5370503664016724, 0.12072349339723587, 0.08958613872528076)","(0.5443066954612732, 0.14843928813934326, 0.06897535920143127)","(0.5307666063308716, 0.09136291593313217, 0.004270027857273817)","(0.5122517347335815, 0.11528559029102325, 0.05939875915646553)","(0.5131049752235413, 0.149614617228508, 0.06619099527597427)","(0.5213797092437744, 0.16917945444583893, 0.057190634310245514)",Grasp
1255,"(0.5615293979644775, 0.32550734281539917, -2.6235909899696708e-05)","(0.6089829206466675, 0.25703632831573486, 0.07391273975372314)","(0.6229183673858643, 0.18511924147605896, 0.10638517141342163)","(0.6144164800643921, 0.12590046226978302, 0.1266821175813675)","(0.5961161255836487, 0.0968194305896759, 0.14141304790973663)","(0.632288932800293, 0.07997484505176544, 0.04629792273044586)","(0.608726978302002, 0.05206817388534546, 0.10834699124097824)","(0.5951589941978455, 0.06289520859718323, 0.14529800415039062)","(0.5908340215682983, 0.08077888935804367, 0.15941934287548065)","(0.5989441871643066, 0.06525711715221405, 0.02478163130581379)","(0.5708391070365906, 0.06037219613790512, 0.10520175844430923)","(0.5626572966575623, 0.09158045798540115, 0.12788575887680054)","(0.5666452050209045, 0.12048996984958649, 0.12013953179121017)","(0.5635688900947571, 0.07283753901720047, 0.014967779628932476)","(0.539188027381897, 0.09080564230680466, 0.08928700536489487)","(0.5361679792404175, 0.1247294694185257, 0.09217191487550735)","(0.5429929494857788, 0.15034985542297363, 0.0709722638130188)","(0.5310594439506531, 0.09253732115030289, 0.008027496747672558)","(0.5128729343414307, 0.11669007688760757, 0.06223062425851822)","(0.5131534934043884, 0.15045161545276642, 0.06797708570957184)","(0.5211440324783325, 0.16798429191112518, 0.05752179026603699)",Grasp
