Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1527,"(0.5040728449821472, 0.7386748194694519, -3.9004518725960224e-07)","(0.45648524165153503, 0.7869255542755127, 0.03717324510216713)","(0.42305538058280945, 0.7880337238311768, 0.06403913348913193)","(0.4082169532775879, 0.7717380523681641, 0.08758887648582458)","(0.4117262065410614, 0.7581344246864319, 0.11169762164354324)","(0.382809042930603, 0.6304081678390503, 0.062025558203458786)","(0.38962218165397644, 0.6270630359649658, 0.10422326624393463)","(0.403954416513443, 0.6492902636528015, 0.12483204901218414)","(0.4122939109802246, 0.6652148962020874, 0.13377991318702698)","(0.4090324938297272, 0.5789582133293152, 0.05675425007939339)","(0.4129181206226349, 0.5868576169013977, 0.10511632263660431)","(0.4237660765647888, 0.6154117584228516, 0.11903166025876999)","(0.4344029128551483, 0.6330046653747559, 0.12026721239089966)","(0.43993744254112244, 0.5527833104133606, 0.05580511689186096)","(0.4363771975040436, 0.546118438243866, 0.0973644107580185)","(0.44220754504203796, 0.5741775631904602, 0.1060161367058754)","(0.45120370388031006, 0.5921527147293091, 0.10283945500850677)","(0.4737093150615692, 0.54039466381073, 0.05770149454474449)","(0.46388933062553406, 0.5275749564170837, 0.0893952026963234)","(0.4687879681587219, 0.552623450756073, 0.10262094438076019)","(0.4770711362361908, 0.5759627223014832, 0.10760236531496048)",Grasp
1528,"(0.5029041171073914, 0.7363432049751282, -3.6320440699455503e-07)","(0.4565601944923401, 0.7871232032775879, 0.03381253406405449)","(0.422492653131485, 0.7893441915512085, 0.05830951780080795)","(0.405699223279953, 0.7723645567893982, 0.07967325299978256)","(0.41172295808792114, 0.7572717070579529, 0.10182534903287888)","(0.38287338614463806, 0.6326017379760742, 0.05919701233506203)","(0.3882942199707031, 0.6262997388839722, 0.09848815202713013)","(0.4009596109390259, 0.6469458341598511, 0.11722496896982193)","(0.40874195098876953, 0.6619130373001099, 0.12509599328041077)","(0.40803149342536926, 0.5817039608955383, 0.05425700917840004)","(0.41100069880485535, 0.5873029828071594, 0.0998133048415184)","(0.4212825298309326, 0.6156336069107056, 0.11222844570875168)","(0.43208637833595276, 0.6321989297866821, 0.11284990608692169)","(0.43858152627944946, 0.5547177195549011, 0.05316609889268875)","(0.4332524836063385, 0.5429476499557495, 0.09147342294454575)","(0.4385834038257599, 0.5724567174911499, 0.09899715334177017)","(0.4479953348636627, 0.5914381742477417, 0.09581630676984787)","(0.47287189960479736, 0.5409132242202759, 0.054646819829940796)","(0.4615025520324707, 0.5202711820602417, 0.08407693356275558)","(0.4664982855319977, 0.545518696308136, 0.09675850719213486)","(0.475521981716156, 0.5693070888519287, 0.10175573080778122)",Grasp
1529,"(0.5013194680213928, 0.736236572265625, -3.749134123154363e-07)","(0.4546682834625244, 0.7864411473274231, 0.036834314465522766)","(0.4220062792301178, 0.7903118133544922, 0.06334877014160156)","(0.40609434247016907, 0.7741801738739014, 0.08646203577518463)","(0.4120504856109619, 0.7544221878051758, 0.1105082705616951)","(0.3827386796474457, 0.6322735548019409, 0.0630827322602272)","(0.38661912083625793, 0.6236835718154907, 0.1045600026845932)","(0.3992982804775238, 0.6448044776916504, 0.12501312792301178)","(0.4081011414527893, 0.6605803370475769, 0.13407373428344727)","(0.4078144133090973, 0.5814886093139648, 0.05841134861111641)","(0.40969404578208923, 0.585770308971405, 0.10628645867109299)","(0.42023688554763794, 0.6140322089195251, 0.12006226927042007)","(0.43120163679122925, 0.6307818293571472, 0.12139824032783508)","(0.43814074993133545, 0.5544983148574829, 0.057843297719955444)","(0.43156975507736206, 0.5416308641433716, 0.09915612637996674)","(0.4373675584793091, 0.5702387690544128, 0.10786512494087219)","(0.4469928443431854, 0.5889159440994263, 0.105002760887146)","(0.47220781445503235, 0.541461169719696, 0.06007293611764908)","(0.46056419610977173, 0.522125244140625, 0.09182471036911011)","(0.46552491188049316, 0.5463983416557312, 0.10507330298423767)","(0.4743761122226715, 0.5697101354598999, 0.11027171462774277)",Grasp
1530,"(0.499006062746048, 0.733455240726471, -3.651023234851891e-07)","(0.4537339210510254, 0.7821422815322876, 0.03905428946018219)","(0.4223906695842743, 0.785612940788269, 0.06717929244041443)","(0.40678784251213074, 0.7744985222816467, 0.09113364666700363)","(0.4099777638912201, 0.7631213068962097, 0.11570747941732407)","(0.38239410519599915, 0.6302945613861084, 0.06983332335948944)","(0.3877723813056946, 0.6194215416908264, 0.11334371566772461)","(0.40130090713500977, 0.6409233808517456, 0.13416637480258942)","(0.40992239117622375, 0.6577513813972473, 0.14335592091083527)","(0.4078243374824524, 0.578751266002655, 0.06418802589178085)","(0.41161295771598816, 0.5805069804191589, 0.11451462656259537)","(0.4222618639469147, 0.6076915860176086, 0.12782418727874756)","(0.43284040689468384, 0.6247512102127075, 0.1285569667816162)","(0.4374120533466339, 0.552444577217102, 0.06253259629011154)","(0.4323483109474182, 0.5366097092628479, 0.10513266921043396)","(0.4382812976837158, 0.5615686178207397, 0.11398843675851822)","(0.44735291600227356, 0.57845538854599, 0.11118805408477783)","(0.47113871574401855, 0.539068877696991, 0.06377734243869781)","(0.4608934819698334, 0.5076549053192139, 0.09592805802822113)","(0.46532103419303894, 0.5239917635917664, 0.1095089241862297)","(0.47180867195129395, 0.543362021446228, 0.11492998898029327)",Grasp
1531,"(0.5015734434127808, 0.7366050481796265, -3.9066188151082315e-07)","(0.45498353242874146, 0.7847541570663452, 0.03410877659916878)","(0.4225183129310608, 0.7869523763656616, 0.05735030770301819)","(0.4053882956504822, 0.7696288228034973, 0.07738377153873444)","(0.40833812952041626, 0.7543270587921143, 0.09798245131969452)","(0.38309383392333984, 0.6345278024673462, 0.05266740545630455)","(0.38832539319992065, 0.6114138960838318, 0.0903439000248909)","(0.4011164605617523, 0.6310877799987793, 0.1103396937251091)","(0.40848490595817566, 0.652163565158844, 0.11959240585565567)","(0.4072911739349365, 0.5830836296081543, 0.04767247289419174)","(0.41109368205070496, 0.5755556225776672, 0.09250098466873169)","(0.4220023453235626, 0.6052695512771606, 0.10537403076887131)","(0.43199068307876587, 0.6261183619499207, 0.10590077191591263)","(0.4383409023284912, 0.5539727807044983, 0.04688743129372597)","(0.43127676844596863, 0.5309605002403259, 0.08557508885860443)","(0.4383472204208374, 0.5596786141395569, 0.09182261675596237)","(0.44773557782173157, 0.5829857587814331, 0.08676380664110184)","(0.47185155749320984, 0.5393984913825989, 0.04892709478735924)","(0.46208682656288147, 0.5215128064155579, 0.07743470370769501)","(0.468085378408432, 0.5456399917602539, 0.08753752708435059)","(0.4770009219646454, 0.5707760453224182, 0.09021319448947906)",Grasp
1532,"(0.49984508752822876, 0.7327578067779541, -3.4820246241906716e-07)","(0.4538934826850891, 0.7839293479919434, 0.026131222024559975)","(0.420816570520401, 0.787394106388092, 0.04445154592394829)","(0.4043576717376709, 0.7726145386695862, 0.06029423326253891)","(0.4096361994743347, 0.7593679428100586, 0.07689633965492249)","(0.3841308653354645, 0.6324282288551331, 0.0440375916659832)","(0.38695353269577026, 0.6164510250091553, 0.07569805532693863)","(0.39923393726348877, 0.6360145211219788, 0.0918639674782753)","(0.40792495012283325, 0.6549351215362549, 0.09894318133592606)","(0.4077116847038269, 0.5810800194740295, 0.040243249386548996)","(0.4105621874332428, 0.5802432298660278, 0.07790375500917435)","(0.4212939739227295, 0.608975887298584, 0.08786976337432861)","(0.4317442774772644, 0.6269990801811218, 0.08765753358602524)","(0.4377138912677765, 0.5533172488212585, 0.039787668734788895)","(0.43090343475341797, 0.535716712474823, 0.07131416350603104)","(0.4374330937862396, 0.5631639957427979, 0.07659918814897537)","(0.4467858374118805, 0.5846183896064758, 0.07280203700065613)","(0.47153177857398987, 0.5405454039573669, 0.041466690599918365)","(0.4614875316619873, 0.5159426927566528, 0.06549765169620514)","(0.46638354659080505, 0.537260115146637, 0.07540196180343628)","(0.47434014081954956, 0.5616180896759033, 0.07901249080896378)",Grasp
1533,"(0.4983564615249634, 0.732470691204071, -3.3728071002769866e-07)","(0.453275203704834, 0.7814627885818481, 0.03387947008013725)","(0.42186102271080017, 0.7861827611923218, 0.057039156556129456)","(0.40384745597839355, 0.7758863568305969, 0.07636638730764389)","(0.4082247316837311, 0.7652326822280884, 0.09613504260778427)","(0.38374629616737366, 0.6315175890922546, 0.06067151203751564)","(0.38725191354751587, 0.6141653656959534, 0.10048335790634155)","(0.40033796429634094, 0.6352294087409973, 0.120028555393219)","(0.40853703022003174, 0.6545971035957336, 0.12863871455192566)","(0.4075040817260742, 0.5799958109855652, 0.05598205327987671)","(0.4114733338356018, 0.5790137052536011, 0.10250815749168396)","(0.4221215844154358, 0.6070910692214966, 0.1140366867184639)","(0.4320065677165985, 0.6258512735366821, 0.11372114717960358)","(0.43748778104782104, 0.5536747574806213, 0.055150106549263)","(0.43066033720970154, 0.5343849658966064, 0.09480265527963638)","(0.4370530843734741, 0.5583929419517517, 0.10184536874294281)","(0.44605517387390137, 0.5778214931488037, 0.09796959161758423)","(0.47176632285118103, 0.5424842834472656, 0.056958336383104324)","(0.4609590768814087, 0.512427568435669, 0.08742348104715347)","(0.46579715609550476, 0.5265243649482727, 0.09985651820898056)","(0.47305554151535034, 0.5456605553627014, 0.10442353785037994)",Grasp
1534,"(0.49876099824905396, 0.7322024703025818, -3.5825988220494764e-07)","(0.4525851011276245, 0.7830916047096252, 0.03835085406899452)","(0.42150911688804626, 0.7864797711372375, 0.06565462052822113)","(0.40357887744903564, 0.7774127721786499, 0.0886307880282402)","(0.4071096181869507, 0.7685620784759521, 0.11187645047903061)","(0.3835502564907074, 0.6304802298545837, 0.06984533369541168)","(0.38685959577560425, 0.615815281867981, 0.11351711302995682)","(0.39927855134010315, 0.6375935673713684, 0.13513746857643127)","(0.4068616032600403, 0.656256377696991, 0.1454554796218872)","(0.40814802050590515, 0.5800237059593201, 0.06548839807510376)","(0.41155293583869934, 0.5808303356170654, 0.11687007546424866)","(0.4213055670261383, 0.6091588735580444, 0.13113228976726532)","(0.43092867732048035, 0.6297476887702942, 0.1329982727766037)","(0.43917131423950195, 0.5543121695518494, 0.0651237964630127)","(0.4322461485862732, 0.5361253023147583, 0.10951342433691025)","(0.43739452958106995, 0.5621564388275146, 0.11866491287946701)","(0.445827454328537, 0.5836309194564819, 0.11625904589891434)","(0.4733916223049164, 0.5436915159225464, 0.06766106933355331)","(0.46243587136268616, 0.5239436626434326, 0.10146443545818329)","(0.46667227149009705, 0.5465840101242065, 0.1154596358537674)","(0.47435954213142395, 0.5720178484916687, 0.1214531809091568)",Grasp
1535,"(0.4985106587409973, 0.7329059839248657, -3.167270108406228e-07)","(0.4530088007450104, 0.7808422446250916, 0.028672819957137108)","(0.4207862913608551, 0.7848577499389648, 0.047779638320207596)","(0.403249055147171, 0.7769437432289124, 0.06346528977155685)","(0.40608784556388855, 0.7711644172668457, 0.0794224664568901)","(0.3836859464645386, 0.630669891834259, 0.049953363835811615)","(0.38928738236427307, 0.6111103296279907, 0.08431670069694519)","(0.4013783037662506, 0.6296374201774597, 0.10158974677324295)","(0.40853583812713623, 0.6489154696464539, 0.1091596856713295)","(0.4075753390789032, 0.57989102602005, 0.04500867798924446)","(0.41491323709487915, 0.5776001214981079, 0.08640524744987488)","(0.42482998967170715, 0.605536937713623, 0.09635480493307114)","(0.4337082803249359, 0.625016450881958, 0.0953744426369667)","(0.4385013282299042, 0.5535646080970764, 0.04352974519133568)","(0.43544378876686096, 0.5350713729858398, 0.07792875915765762)","(0.4417276382446289, 0.5594600439071655, 0.08306185156106949)","(0.4495719075202942, 0.5806580185890198, 0.07857868075370789)","(0.4730921983718872, 0.5422885417938232, 0.04432687908411026)","(0.46739497780799866, 0.5124343633651733, 0.07030575722455978)","(0.47219905257225037, 0.5270594954490662, 0.08069092780351639)","(0.4783070683479309, 0.5480822920799255, 0.08431116491556168)",Grasp
1536,"(0.4995458722114563, 0.734440803527832, -3.2080660616884416e-07)","(0.4521477520465851, 0.7812384366989136, 0.021879592910408974)","(0.42002108693122864, 0.7871941924095154, 0.03393655642867088)","(0.4033363461494446, 0.7763625383377075, 0.04303184151649475)","(0.4072686731815338, 0.7706438302993774, 0.05209096148610115)","(0.38495972752571106, 0.6296630501747131, 0.033859070390462875)","(0.3934361934661865, 0.6073330640792847, 0.05907740071415901)","(0.40537112951278687, 0.6257396936416626, 0.07086165249347687)","(0.41233426332473755, 0.6471760272979736, 0.07566558569669724)","(0.40796005725860596, 0.5800004005432129, 0.028664611279964447)","(0.41800457239151, 0.5740155577659607, 0.06259294599294662)","(0.4276871979236603, 0.6015098094940186, 0.06936966627836227)","(0.43605682253837585, 0.6212277412414551, 0.06629511713981628)","(0.4393797516822815, 0.5523902773857117, 0.026674192398786545)","(0.4356355369091034, 0.5326985120773315, 0.05446496605873108)","(0.4433801770210266, 0.5548215508460999, 0.057397544384002686)","(0.45151543617248535, 0.578044056892395, 0.052048321813344955)","(0.47147518396377563, 0.5400000810623169, 0.026527948677539825)","(0.4628733694553375, 0.5050814747810364, 0.04728607460856438)","(0.46701905131340027, 0.5121735334396362, 0.05629291012883186)","(0.4727753698825836, 0.5268604755401611, 0.059427354484796524)",Grasp
