Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1360,"(0.37292250990867615, 0.2816848158836365, -1.4385404938366264e-05)","(0.28994664549827576, 0.32535654306411743, 0.05233277752995491)","(0.24781763553619385, 0.39232635498046875, 0.09007880836725235)","(0.2270471751689911, 0.45219865441322327, 0.12115798145532608)","(0.2186698317527771, 0.5005835294723511, 0.15262866020202637)","(0.22953656315803528, 0.43442854285240173, 0.06626326590776443)","(0.2114686816930771, 0.4929424226284027, 0.11777803301811218)","(0.20805653929710388, 0.518707275390625, 0.15635555982589722)","(0.20367585122585297, 0.5241904258728027, 0.1795320212841034)","(0.2533654570579529, 0.4712391495704651, 0.056292157620191574)","(0.23172567784786224, 0.5422658920288086, 0.09839264303445816)","(0.22725141048431396, 0.5608721971511841, 0.1281639039516449)","(0.2264244556427002, 0.5579630732536316, 0.14757585525512695)","(0.28037428855895996, 0.5015807747840881, 0.05067404359579086)","(0.26056230068206787, 0.5807344913482666, 0.08677978068590164)","(0.2546643018722534, 0.5874688029289246, 0.10500889271497726)","(0.25474944710731506, 0.5727559328079224, 0.12034951150417328)","(0.3070264756679535, 0.5259207487106323, 0.048173610121011734)","(0.2906937003135681, 0.5927032828330994, 0.08268613368272781)","(0.2795259952545166, 0.6020333766937256, 0.10402490943670273)","(0.27352550625801086, 0.5932670831680298, 0.12262086570262909)",Reach
1361,"(0.35201728343963623, 0.31183433532714844, -3.34024807671085e-05)","(0.27098292112350464, 0.3560931086540222, 0.04823807254433632)","(0.22980427742004395, 0.42211583256721497, 0.08668261766433716)","(0.21189455687999725, 0.48233917355537415, 0.11881051957607269)","(0.20607180893421173, 0.5324699282646179, 0.15121939778327942)","(0.2165922373533249, 0.4503892958164215, 0.0727824792265892)","(0.20020493865013123, 0.5070105791091919, 0.11743525415658951)","(0.1948997974395752, 0.53226637840271, 0.14523059129714966)","(0.1882161796092987, 0.5349233150482178, 0.16257570683956146)","(0.23883497714996338, 0.48919862508773804, 0.06282166391611099)","(0.21374361217021942, 0.5605836510658264, 0.09966222196817398)","(0.20898738503456116, 0.5796938538551331, 0.12121342122554779)","(0.20879846811294556, 0.5771058797836304, 0.13898785412311554)","(0.26370710134506226, 0.5222713351249695, 0.05650090053677559)","(0.24042432010173798, 0.6027109622955322, 0.0897408053278923)","(0.23428875207901, 0.6103813648223877, 0.10494667291641235)","(0.23391452431678772, 0.5969326496124268, 0.12132541835308075)","(0.28863951563835144, 0.5512169003486633, 0.051867127418518066)","(0.273027628660202, 0.6157621741294861, 0.08799964189529419)","(0.26086121797561646, 0.6263293623924255, 0.11256568133831024)","(0.253978431224823, 0.6178951263427734, 0.13566264510154724)",Reach
1362,"(0.3366379737854004, 0.339929461479187, -1.5173331121332012e-05)","(0.2595036029815674, 0.3738080859184265, 0.03084629960358143)","(0.2189747840166092, 0.43385758996009827, 0.051251012831926346)","(0.197660431265831, 0.4894762337207794, 0.06925833225250244)","(0.18661102652549744, 0.5385392904281616, 0.0871216356754303)","(0.21057972311973572, 0.45867350697517395, 0.0209902785718441)","(0.18868675827980042, 0.5131034255027771, 0.03934432938694954)","(0.1759800910949707, 0.5461022257804871, 0.047937698662281036)","(0.1618695855140686, 0.5653626918792725, 0.05262811481952667)","(0.2311442345380783, 0.49793094396591187, 0.011375801637768745)","(0.20216867327690125, 0.5713472962379456, 0.014907186850905418)","(0.18827912211418152, 0.6061701774597168, 0.022327298298478127)","(0.17930614948272705, 0.6245839595794678, 0.03305675461888313)","(0.2538299262523651, 0.5330326557159424, 0.006599427666515112)","(0.22453784942626953, 0.6179534196853638, 0.01222482230514288)","(0.21236298978328705, 0.6403803825378418, 0.018370741978287697)","(0.20566454529762268, 0.6419600248336792, 0.031116031110286713)","(0.2766605019569397, 0.5619940757751465, 0.004426199477165937)","(0.25753501057624817, 0.6330162286758423, 0.01848994940519333)","(0.24247804284095764, 0.6544467806816101, 0.03453986719250679)","(0.2303045392036438, 0.6554020047187805, 0.051989663392305374)",Reach
1363,"(0.3193093538284302, 0.36794668436050415, 3.6874949728371575e-05)","(0.24747660756111145, 0.40387070178985596, 0.04337720945477486)","(0.21092131733894348, 0.46066582202911377, 0.07302803546190262)","(0.1949038803577423, 0.5093545913696289, 0.0965813621878624)","(0.18603405356407166, 0.5549440979957581, 0.12134718894958496)","(0.19438908994197845, 0.4859101176261902, 0.05096221715211868)","(0.1822528839111328, 0.5346540808677673, 0.0782831609249115)","(0.17230387032032013, 0.5651870965957642, 0.0888541117310524)","(0.1580643653869629, 0.5820576548576355, 0.08967724442481995)","(0.21350927650928497, 0.5207110643386841, 0.03589239344000816)","(0.1940964013338089, 0.5914320945739746, 0.043270040303468704)","(0.18528097867965698, 0.6193897128105164, 0.0433361642062664)","(0.17884528636932373, 0.6284294128417969, 0.05081829056143761)","(0.2370152473449707, 0.5546214580535889, 0.025230778381228447)","(0.2160647213459015, 0.6356779932975769, 0.0370335690677166)","(0.20789441466331482, 0.6540623307228088, 0.044187046587467194)","(0.2021225094795227, 0.6504534482955933, 0.05766196921467781)","(0.26158130168914795, 0.5849210023880005, 0.01713012158870697)","(0.24983155727386475, 0.6523710489273071, 0.03627922013401985)","(0.23752287030220032, 0.6741506457328796, 0.05432968959212303)","(0.2249288409948349, 0.6746166944503784, 0.07451329380273819)",Reach
1364,"(0.30398374795913696, 0.3933945894241333, 1.6312442312482744e-05)","(0.23471583425998688, 0.42259371280670166, 0.022643180564045906)","(0.20131449401378632, 0.4749624729156494, 0.027492059394717216)","(0.18155834078788757, 0.5224930644035339, 0.029355157166719437)","(0.16831424832344055, 0.5703201293945312, 0.02994353137910366)","(0.1995529681444168, 0.4951677918434143, -0.025965025648474693)","(0.18052050471305847, 0.5481114387512207, -0.03240170329809189)","(0.16426649689674377, 0.5835781097412109, -0.03867139294743538)","(0.14563807845115662, 0.6089742183685303, -0.04470242187380791)","(0.21782837808132172, 0.5292494297027588, -0.040430326014757156)","(0.19321835041046143, 0.6019076108932495, -0.0637805238366127)","(0.1752614676952362, 0.6435151100158691, -0.07158400118350983)","(0.16239114105701447, 0.666137158870697, -0.07059527933597565)","(0.23992767930030823, 0.5610008835792542, -0.04984940215945244)","(0.21348243951797485, 0.6442327499389648, -0.06631620973348618)","(0.19654297828674316, 0.6822745203971863, -0.07539777457714081)","(0.18460245430469513, 0.6980053782463074, -0.07524659484624863)","(0.2639945447444916, 0.5877273082733154, -0.054212067276239395)","(0.2441936731338501, 0.6618324518203735, -0.05842391029000282)","(0.22898270189762115, 0.6979546546936035, -0.05611516535282135)","(0.21584317088127136, 0.7124553322792053, -0.05073698237538338)",Reach
1365,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
1366,"(0.24103547632694244, 0.5213537216186523, -2.7537053028936498e-05)","(0.1943497657775879, 0.5075823664665222, 0.053907014429569244)","(0.15973000228405, 0.5454363822937012, 0.0717300996184349)","(0.14853624999523163, 0.5987001657485962, 0.08554666489362717)","(0.15482020378112793, 0.6380232572555542, 0.09790467470884323)","(0.12640976905822754, 0.5830629467964172, -0.0013685189187526703)","(0.12108215689659119, 0.6633793115615845, 0.04176449403166771)","(0.1406901776790619, 0.6629126071929932, 0.07709060609340668)","(0.14899960160255432, 0.6439564228057861, 0.09096439927816391)","(0.14442670345306396, 0.6251355409622192, -0.01953936368227005)","(0.13191330432891846, 0.7205275297164917, 0.021347161382436752)","(0.15213419497013092, 0.7116644382476807, 0.05970306694507599)","(0.16034020483493805, 0.683923602104187, 0.07407591491937637)","(0.17131082713603973, 0.6588175892829895, -0.0281808003783226)","(0.15510551631450653, 0.7518840432167053, 0.010753870941698551)","(0.17294655740261078, 0.7340561151504517, 0.04397115856409073)","(0.1824679672718048, 0.703684389591217, 0.05191265046596527)","(0.20267543196678162, 0.685366153717041, -0.03224640339612961)","(0.18716691434383392, 0.7613781690597534, -0.003819419303908944)","(0.19636520743370056, 0.7405681014060974, 0.01987728290259838)","(0.20286545157432556, 0.7110158205032349, 0.028964638710021973)",Grasp
1367,"(0.24403652548789978, 0.5171422362327576, -2.2358555725077167e-05)","(0.1934296190738678, 0.5088032484054565, 0.05788545310497284)","(0.1601792722940445, 0.5481930375099182, 0.07606018334627151)","(0.15044474601745605, 0.6022706627845764, 0.09104068577289581)","(0.15936273336410522, 0.6400232911109924, 0.10618577152490616)","(0.12829597294330597, 0.586126446723938, 0.009723923169076443)","(0.1238117590546608, 0.6730548739433289, 0.05499325320124626)","(0.14278732240200043, 0.6682753562927246, 0.08918282389640808)","(0.1510239541530609, 0.644137978553772, 0.10347393155097961)","(0.14575332403182983, 0.6279973387718201, -0.009508704766631126)","(0.1339866667985916, 0.7223964333534241, 0.03752932325005531)","(0.15282206237316132, 0.7116700410842896, 0.07474762201309204)","(0.1621464341878891, 0.683350145816803, 0.08847254514694214)","(0.17295598983764648, 0.6611921787261963, -0.018457546830177307)","(0.15644340217113495, 0.7514832615852356, 0.023665297776460648)","(0.17268116772174835, 0.7331247329711914, 0.053389087319374084)","(0.18183138966560364, 0.7031561732292175, 0.06002126634120941)","(0.2049340456724167, 0.6868600845336914, -0.023670703172683716)","(0.1863957941532135, 0.7614180445671082, 0.010407782159745693)","(0.19554127752780914, 0.7406092286109924, 0.033474646508693695)","(0.20371471345424652, 0.7107536792755127, 0.04353618249297142)",Grasp
1368,"(0.2480628937482834, 0.5164589285850525, -1.8358483430347405e-05)","(0.19839221239089966, 0.5058081746101379, 0.05976301059126854)","(0.16506829857826233, 0.5458397269248962, 0.08359263837337494)","(0.1557319313287735, 0.6021239757537842, 0.10355722159147263)","(0.16417831182479858, 0.6402949094772339, 0.12424250692129135)","(0.12890365719795227, 0.5869027972221375, 0.021996496245265007)","(0.1253533959388733, 0.6695292592048645, 0.06942598521709442)","(0.1453568935394287, 0.6633866429328918, 0.10363806039094925)","(0.15520937740802765, 0.639333963394165, 0.11875224113464355)","(0.1447632610797882, 0.6308982372283936, 0.002835905645042658)","(0.1346968710422516, 0.7218489050865173, 0.052307188510894775)","(0.15401588380336761, 0.7138264179229736, 0.08791493624448776)","(0.1642097532749176, 0.6871727705001831, 0.10147540271282196)","(0.17102086544036865, 0.6656231880187988, -0.006484596058726311)","(0.15580755472183228, 0.7545158863067627, 0.03632195293903351)","(0.17297661304473877, 0.7384576797485352, 0.06568224728107452)","(0.18355166912078857, 0.7096631526947021, 0.07374788820743561)","(0.20280367136001587, 0.6926660537719727, -0.01217238325625658)","(0.18414393067359924, 0.7649102210998535, 0.019862834364175797)","(0.19390147924423218, 0.7459223866462708, 0.04269196465611458)","(0.20395652949810028, 0.7169831395149231, 0.05459289997816086)",Grasp
1369,"(0.2515542209148407, 0.5162932872772217, -2.4114924599416554e-05)","(0.20103572309017181, 0.5048643350601196, 0.06621365994215012)","(0.16652433574199677, 0.5433345437049866, 0.09413961321115494)","(0.15478453040122986, 0.5979048609733582, 0.11737222969532013)","(0.1611488312482834, 0.6359434127807617, 0.1409432291984558)","(0.12962381541728973, 0.5894768238067627, 0.03157738223671913)","(0.12644615769386292, 0.6738297939300537, 0.08341924846172333)","(0.14631173014640808, 0.6697664260864258, 0.1204986721277237)","(0.15632236003875732, 0.6462664008140564, 0.13715961575508118)","(0.1448582410812378, 0.6330807209014893, 0.01082808431237936)","(0.1359364241361618, 0.7266311049461365, 0.06477607786655426)","(0.15576787292957306, 0.7180196642875671, 0.1022568941116333)","(0.16604135930538177, 0.6901116967201233, 0.11699182540178299)","(0.17120350897312164, 0.6675001978874207, 0.0008400158840231597)","(0.1567758172750473, 0.7574841976165771, 0.0467403344810009)","(0.17527899146080017, 0.7415279746055603, 0.07767173647880554)","(0.18619395792484283, 0.7132990956306458, 0.08656246960163116)","(0.2035861760377884, 0.6940340399742126, -0.005280040670186281)","(0.18476492166519165, 0.767206072807312, 0.029679235070943832)","(0.19537563621997833, 0.7485523223876953, 0.053926318883895874)","(0.20563319325447083, 0.7194251418113708, 0.0670069009065628)",Grasp
