Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1652,"(0.5890632271766663, 0.6873013973236084, -2.80234388583267e-07)","(0.639675498008728, 0.6610153317451477, 0.018349355086684227)","(0.6682855486869812, 0.694312334060669, 0.03012574091553688)","(0.6775853633880615, 0.7435199022293091, 0.03906973823904991)","(0.6718030571937561, 0.7804279923439026, 0.04900319129228592)","(0.6941164135932922, 0.7679430246353149, 0.025860365480184555)","(0.6936120986938477, 0.7966591119766235, 0.042264774441719055)","(0.6821685433387756, 0.7836358547210693, 0.05357043445110321)","(0.674015998840332, 0.7645350098609924, 0.06011050567030907)","(0.6754137277603149, 0.8171880841255188, 0.01986411213874817)","(0.6776049137115479, 0.8399001359939575, 0.03776446729898453)","(0.6691281795501709, 0.8182696104049683, 0.04466443881392479)","(0.6579771637916565, 0.799045979976654, 0.04740327224135399)","(0.6487246155738831, 0.8493199944496155, 0.015922099351882935)","(0.6593831181526184, 0.8853092789649963, 0.02792399376630783)","(0.6579495072364807, 0.8649846315383911, 0.03150976449251175)","(0.6505580544471741, 0.8421348929405212, 0.032185621559619904)","(0.6182042360305786, 0.8669111132621765, 0.013846452347934246)","(0.6253650188446045, 0.9130779504776001, 0.02416064590215683)","(0.6265851855278015, 0.8986132144927979, 0.031682293862104416)","(0.6231850981712341, 0.8711609244346619, 0.03694712370634079)",Grasp
1653,"(0.585051953792572, 0.6905648708343506, -2.902243352309597e-07)","(0.6313192844390869, 0.6472655534744263, 0.006107821594923735)","(0.6602346301078796, 0.6658236980438232, 0.01057515386492014)","(0.6711462736129761, 0.7139803171157837, 0.01489893440157175)","(0.666394054889679, 0.7496214509010315, 0.020732447504997253)","(0.6914819478988647, 0.7705929279327393, 0.006383516825735569)","(0.6913109421730042, 0.787373960018158, 0.016167504712939262)","(0.6796141266822815, 0.7718800902366638, 0.023388855159282684)","(0.6690987348556519, 0.752011775970459, 0.02707940898835659)","(0.6711253523826599, 0.8204500079154968, 0.00373827968724072)","(0.6752333045005798, 0.834425687789917, 0.014832758344709873)","(0.6674478650093079, 0.8117826581001282, 0.019943974912166595)","(0.654616117477417, 0.7917328476905823, 0.02141018770635128)","(0.6440756320953369, 0.8503504395484924, 0.0025155276525765657)","(0.6564344763755798, 0.8823914527893066, 0.0073892357759177685)","(0.655670166015625, 0.8625527024269104, 0.00927470251917839)","(0.6467784643173218, 0.8392656445503235, 0.009395519271492958)","(0.6139807105064392, 0.8652378916740417, 0.0022612952161580324)","(0.6226904988288879, 0.9103825688362122, 0.004138641059398651)","(0.6244120001792908, 0.8949793577194214, 0.0078645721077919)","(0.6198312044143677, 0.8661379218101501, 0.011216860264539719)",Grasp
1654,"(0.5802354216575623, 0.687609851360321, -2.8394222795213864e-07)","(0.6274789571762085, 0.6448150873184204, 0.0021556136198341846)","(0.6570238471031189, 0.6607588529586792, 0.004888761788606644)","(0.667168140411377, 0.7123076319694519, 0.008199291303753853)","(0.6621097922325134, 0.7494103312492371, 0.013302539475262165)","(0.6910942196846008, 0.7761629819869995, 0.0039624604396522045)","(0.6896666288375854, 0.7906158566474915, 0.013972164131700993)","(0.6780184507369995, 0.7751081585884094, 0.020889297127723694)","(0.6690469980239868, 0.756300151348114, 0.024040138348937035)","(0.6689596772193909, 0.8253499269485474, 0.002891727490350604)","(0.6709802150726318, 0.833758533000946, 0.014558911323547363)","(0.6639129519462585, 0.811370849609375, 0.01882774569094181)","(0.6527425050735474, 0.79251629114151, 0.01927850767970085)","(0.6404112577438354, 0.853359580039978, 0.002990171778947115)","(0.6518409848213196, 0.8789997696876526, 0.008236238732933998)","(0.6515053510665894, 0.8605489134788513, 0.009598416276276112)","(0.6444360017776489, 0.838898777961731, 0.009141894057393074)","(0.6093457937240601, 0.8658627271652222, 0.003662147093564272)","(0.6199859380722046, 0.9099209308624268, 0.005210199858993292)","(0.6234506964683533, 0.8987477421760559, 0.008464082144200802)","(0.6218119263648987, 0.8739501237869263, 0.011537683196365833)",Grasp
1655,"(0.5755748748779297, 0.6933958530426025, -2.8951450303793536e-07)","(0.6211801767349243, 0.6444810628890991, 0.002870643977075815)","(0.651553750038147, 0.6559919118881226, 0.005007822997868061)","(0.6616994142532349, 0.7062302827835083, 0.007022177334874868)","(0.6572626233100891, 0.7428831458091736, 0.010385624133050442)","(0.6880863308906555, 0.7770816087722778, 0.007183704059571028)","(0.6872573494911194, 0.7868168950080872, 0.016453426331281662)","(0.6744846701622009, 0.7700530886650085, 0.020740807056427002)","(0.6653820276260376, 0.7518876194953918, 0.02176208421587944)","(0.6674976944923401, 0.82891845703125, 0.005084017291665077)","(0.6665526628494263, 0.8301072120666504, 0.01757875643670559)","(0.6573469042778015, 0.8069203495979309, 0.019884677603840828)","(0.6458209156990051, 0.7887730002403259, 0.01821921579539776)","(0.6394243240356445, 0.8588307499885559, 0.004032840020954609)","(0.6472810506820679, 0.8752831816673279, 0.010165475308895111)","(0.6437881588935852, 0.8548244833946228, 0.010254389606416225)","(0.6352884769439697, 0.831950306892395, 0.008274381048977375)","(0.6088540554046631, 0.8741719722747803, 0.0034726588055491447)","(0.6166574954986572, 0.9121353626251221, 0.006394530180841684)","(0.6171406507492065, 0.8993338346481323, 0.009952974505722523)","(0.6139072179794312, 0.8748036026954651, 0.012743874453008175)",Grasp
1656,"(0.5693978071212769, 0.6968135833740234, -3.0652086024929304e-07)","(0.6153132915496826, 0.6461489796638489, 0.0002211281971540302)","(0.6486141681671143, 0.6564071178436279, 0.0003766861918848008)","(0.6582788825035095, 0.7078695893287659, 0.0006443221354857087)","(0.65200275182724, 0.7443558573722839, 0.002219089074060321)","(0.688263475894928, 0.782335638999939, 0.002742358250543475)","(0.6830165982246399, 0.7971808910369873, 0.008676017634570599)","(0.6683602333068848, 0.7787650227546692, 0.010182911530137062)","(0.6597314476966858, 0.7573917508125305, 0.00939963199198246)","(0.6670466065406799, 0.8334246873855591, 0.00034624594263732433)","(0.6609662771224976, 0.8352477550506592, 0.009885401464998722)","(0.6497418880462646, 0.8108930587768555, 0.010697108693420887)","(0.6385629773139954, 0.7902270555496216, 0.008236727677285671)","(0.6384329795837402, 0.8641563057899475, -0.0012482505990192294)","(0.6410035490989685, 0.8739508390426636, 0.0023115472868084908)","(0.6338788866996765, 0.8507940769195557, 0.002095877192914486)","(0.6240814328193665, 0.8261595964431763, 0.0003420774301048368)","(0.6071622967720032, 0.8813373446464539, -0.002677554963156581)","(0.6129735708236694, 0.9170641303062439, -0.0023945991415530443)","(0.6108342409133911, 0.9019702672958374, 0.0009354451321996748)","(0.6061952114105225, 0.8760440945625305, 0.0040961061604321)",Grasp
1657,"(0.5667499899864197, 0.7008117437362671, -3.4714051366790954e-07)","(0.6109791994094849, 0.6490401029586792, 0.0054465485736727715)","(0.644054651260376, 0.6563614010810852, 0.00967992190271616)","(0.6539779305458069, 0.697765588760376, 0.012669956311583519)","(0.6501232385635376, 0.7287826538085938, 0.016141753643751144)","(0.687004566192627, 0.7873109579086304, 0.014409397728741169)","(0.6798276305198669, 0.7935466170310974, 0.022633908316493034)","(0.6644693613052368, 0.7731857895851135, 0.023039765655994415)","(0.6563872694969177, 0.7537785768508911, 0.021439557895064354)","(0.6650822162628174, 0.8379675149917603, 0.010338340885937214)","(0.6559726595878601, 0.8307644724845886, 0.023872260004281998)","(0.6442131400108337, 0.8042868375778198, 0.023322509601712227)","(0.6340185403823853, 0.7855692505836487, 0.018999742344021797)","(0.636146605014801, 0.8682442307472229, 0.007069064769893885)","(0.6335303783416748, 0.8665809631347656, 0.013487434946000576)","(0.6244017481803894, 0.839107096195221, 0.011617595329880714)","(0.6150099635124207, 0.8157525658607483, 0.008122649043798447)","(0.6058411002159119, 0.8865018486976624, 0.004250031430274248)","(0.6089616417884827, 0.9179992079734802, 0.007152294274419546)","(0.6058189272880554, 0.9017450213432312, 0.01041593961417675)","(0.6005716919898987, 0.8787261843681335, 0.012943413108587265)",Grasp
1658,"(0.5614380240440369, 0.70505291223526, -3.3388261044819956e-07)","(0.6064824461936951, 0.6499704718589783, 0.008976454846560955)","(0.641823410987854, 0.6588478088378906, 0.017538363113999367)","(0.6526303887367249, 0.7014099955558777, 0.02471271902322769)","(0.6495564579963684, 0.7340980768203735, 0.03229297325015068)","(0.6843438148498535, 0.7930681109428406, 0.023231031373143196)","(0.6826574206352234, 0.8023629188537598, 0.03806212544441223)","(0.6686506271362305, 0.780853807926178, 0.04233759269118309)","(0.6590032577514648, 0.7619239687919617, 0.04289311170578003)","(0.6610662341117859, 0.8438732028007507, 0.019873959943652153)","(0.655915379524231, 0.8346943259239197, 0.040108755230903625)","(0.6450372338294983, 0.8067024350166321, 0.04128522425889969)","(0.6335168480873108, 0.7889026403427124, 0.037448134273290634)","(0.6310898661613464, 0.8727496862411499, 0.01761195994913578)","(0.6325061321258545, 0.8688282370567322, 0.029215648770332336)","(0.6239164471626282, 0.8405755758285522, 0.027505476027727127)","(0.6135157942771912, 0.8184753656387329, 0.02330510877072811)","(0.5996909737586975, 0.8897981643676758, 0.016187328845262527)","(0.6067326068878174, 0.9234092235565186, 0.022640757262706757)","(0.6049388647079468, 0.9078968167304993, 0.026450635865330696)","(0.5995615124702454, 0.8855063915252686, 0.02880818210542202)",Grasp
1659,"(0.5560959577560425, 0.7039337158203125, -3.519642177707283e-07)","(0.6022992730140686, 0.6496540307998657, 0.005340983625501394)","(0.6405047178268433, 0.6557384729385376, 0.00996785145252943)","(0.6527456045150757, 0.6970113515853882, 0.013541415333747864)","(0.6477422118186951, 0.7324244379997253, 0.017987852916121483)","(0.680834949016571, 0.7931431531906128, 0.011955996043980122)","(0.6807559132575989, 0.8076815605163574, 0.02169673703610897)","(0.6666762232780457, 0.7868764996528625, 0.025017226114869118)","(0.6565077900886536, 0.7659813165664673, 0.025468239560723305)","(0.657623291015625, 0.8440406918525696, 0.008338883519172668)","(0.6518019437789917, 0.8338374495506287, 0.02277674525976181)","(0.6404181718826294, 0.8038269877433777, 0.023537132889032364)","(0.6293638944625854, 0.7838286757469177, 0.0199824757874012)","(0.6275914907455444, 0.8728047013282776, 0.005805784836411476)","(0.627671480178833, 0.8658300638198853, 0.012757312506437302)","(0.6189574003219604, 0.8365896344184875, 0.012022165581583977)","(0.6083245277404785, 0.8114430904388428, 0.009140990674495697)","(0.5957943797111511, 0.888191819190979, 0.0037781193386763334)","(0.6021360754966736, 0.9226570725440979, 0.005947431083768606)","(0.6022631525993347, 0.9101114869117737, 0.009096531197428703)","(0.5987797379493713, 0.8881133198738098, 0.011683381162583828)",Move
1660,"(0.5501495599746704, 0.6981968283653259, -3.618168307184533e-07)","(0.6004648208618164, 0.6456599831581116, 0.010770926252007484)","(0.6406103372573853, 0.6598625779151917, 0.021417759358882904)","(0.6524814963340759, 0.7086190581321716, 0.0308383796364069)","(0.6483550071716309, 0.7478355169296265, 0.041127629578113556)","(0.6790304780006409, 0.7952583432197571, 0.024648137390613556)","(0.6796919703483582, 0.8096503615379333, 0.04471205919981003)","(0.66599440574646, 0.7871140837669373, 0.05441639944911003)","(0.6561152935028076, 0.7659015655517578, 0.05814385041594505)","(0.6546093821525574, 0.8462462425231934, 0.021922968327999115)","(0.6491197347640991, 0.8335245847702026, 0.04613352194428444)","(0.63788902759552, 0.8002652525901794, 0.04983862489461899)","(0.6266949772834778, 0.7784241437911987, 0.04723136126995087)","(0.6234605312347412, 0.8728002309799194, 0.020867997780442238)","(0.6248857378959656, 0.8639702200889587, 0.03566320613026619)","(0.6162105202674866, 0.8329130411148071, 0.0356949120759964)","(0.6053317189216614, 0.8072145581245422, 0.031922176480293274)","(0.5902387499809265, 0.8863828778266907, 0.020883403718471527)","(0.5979301929473877, 0.9204451441764832, 0.028257567435503006)","(0.599445641040802, 0.9091249704360962, 0.03221128508448601)","(0.5971762537956238, 0.8875264525413513, 0.034516800194978714)",Move
1661,"(0.5473278760910034, 0.7005245685577393, -3.513299589030794e-07)","(0.5962275266647339, 0.6435551047325134, 0.0042332494631409645)","(0.6408590078353882, 0.6560890674591064, 0.011866658926010132)","(0.6558524370193481, 0.7025561332702637, 0.019463131204247475)","(0.6484705209732056, 0.740776777267456, 0.028093483299016953)","(0.6727191209793091, 0.799107551574707, 0.012805611826479435)","(0.6827157735824585, 0.8048362135887146, 0.028261912986636162)","(0.674868643283844, 0.776437520980835, 0.03601809963583946)","(0.6642809510231018, 0.7549157738685608, 0.038908980786800385)","(0.6480119228363037, 0.8480422496795654, 0.012507445178925991)","(0.6530336737632751, 0.8244146108627319, 0.031805165112018585)","(0.6461728811264038, 0.7876843810081482, 0.03644990548491478)","(0.6324653029441833, 0.769201397895813, 0.035488490015268326)","(0.617104172706604, 0.8710803389549255, 0.013404998928308487)","(0.6266824007034302, 0.8556245565414429, 0.023821603506803513)","(0.623674213886261, 0.8205936551094055, 0.024279752746224403)","(0.611262321472168, 0.7964671850204468, 0.02202264592051506)","(0.5853568315505981, 0.882703959941864, 0.014840020798146725)","(0.5967521071434021, 0.9121965765953064, 0.01852540671825409)","(0.6000524759292603, 0.8965339660644531, 0.021220417693257332)","(0.5952355861663818, 0.8754593729972839, 0.023379910737276077)",Move
