Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
2285,"(0.3173961341381073, 0.3847900629043579, -3.5767169492828543e-07)","(0.38637226819992065, 0.3908734619617462, 0.0013215540675446391)","(0.43633970618247986, 0.45747268199920654, 0.0013286275789141655)","(0.4699629843235016, 0.5388302803039551, 0.004050620831549168)","(0.5010451078414917, 0.5853855609893799, 0.009125471115112305)","(0.41218703985214233, 0.5456647276878357, -0.022699834778904915)","(0.4702708423137665, 0.6246542930603027, -0.01981561817228794)","(0.495076447725296, 0.6191301941871643, -0.007504800800234079)","(0.5051898956298828, 0.604230523109436, 0.0035439487546682358)","(0.3816134035587311, 0.5883886218070984, -0.020369062200188637)","(0.44735202193260193, 0.683303952217102, -0.02159973420202732)","(0.4666895270347595, 0.6459963917732239, -0.00858617015182972)","(0.4651532471179962, 0.6090308427810669, 0.0038948163855820894)","(0.35428386926651, 0.6097488403320312, -0.014510267414152622)","(0.41083431243896484, 0.6845017671585083, -0.012476514093577862)","(0.42700913548469543, 0.6430707573890686, 0.0017435101326555014)","(0.42279887199401855, 0.6075298190116882, 0.013417121954262257)","(0.3321441113948822, 0.6184624433517456, -0.007572277449071407)","(0.3742963373661041, 0.6870478391647339, 0.0003332553314976394)","(0.3910842835903168, 0.6601999998092651, 0.01411200501024723)","(0.38896894454956055, 0.6280629634857178, 0.0252822395414114)",Reach
2286,"(0.3141121566295624, 0.3939312696456909, -3.6686725479739835e-07)","(0.3817905783653259, 0.40167102217674255, 0.002832600846886635)","(0.4315994381904602, 0.46793603897094727, 0.0035357775632292032)","(0.4650077521800995, 0.5488015413284302, 0.006680904887616634)","(0.49590805172920227, 0.5927053689956665, 0.012272818014025688)","(0.4094596803188324, 0.5545942783355713, -0.02119559235870838)","(0.46451491117477417, 0.6323075890541077, -0.01827070489525795)","(0.4891895651817322, 0.62801194190979, -0.005008352920413017)","(0.500794529914856, 0.6134196519851685, 0.006914000492542982)","(0.37932103872299194, 0.5977444648742676, -0.019289886578917503)","(0.44290438294410706, 0.6915404200553894, -0.020585479214787483)","(0.460214763879776, 0.6554447412490845, -0.005917642265558243)","(0.45793184638023376, 0.6197660565376282, 0.008108831942081451)","(0.35141611099243164, 0.6196300387382507, -0.013843066059052944)","(0.4074861705303192, 0.6950086355209351, -0.012214675545692444)","(0.4227721095085144, 0.6545567512512207, 0.004050491377711296)","(0.41890716552734375, 0.619890570640564, 0.01763162948191166)","(0.32804834842681885, 0.6273396015167236, -0.00720225041732192)","(0.3694992959499359, 0.6971399784088135, 0.0007815607241354883)","(0.38608455657958984, 0.6700324416160583, 0.01594424806535244)","(0.3844248652458191, 0.6372880339622498, 0.028459057211875916)",Reach
2287,"(0.31223177909851074, 0.40262407064437866, -3.667900898562948e-07)","(0.380207359790802, 0.41054561734199524, 0.0033774692565202713)","(0.4290483891963959, 0.4778579771518707, 0.004697198513895273)","(0.46190157532691956, 0.5588502883911133, 0.008782354183495045)","(0.4916878342628479, 0.6040642857551575, 0.015438234433531761)","(0.4067620038986206, 0.567715585231781, -0.021944420412182808)","(0.46324247121810913, 0.6456801295280457, -0.0166403129696846)","(0.486971914768219, 0.638349175453186, -0.001083397539332509)","(0.4963375926017761, 0.6208149790763855, 0.012153232470154762)","(0.3762432038784027, 0.6102012395858765, -0.01960434392094612)","(0.44016513228416443, 0.7037259340286255, -0.019310807809233665)","(0.4568214416503906, 0.6663758158683777, -0.003715784987434745)","(0.4535692632198334, 0.6308561563491821, 0.010592656210064888)","(0.34789028763771057, 0.6312134265899658, -0.013353312388062477)","(0.40361472964286804, 0.7065021395683289, -0.010033838450908661)","(0.4181348383426666, 0.6647829413414001, 0.006265613716095686)","(0.41326549649238586, 0.629669189453125, 0.019272495061159134)","(0.32437700033187866, 0.6378598809242249, -0.005752831231802702)","(0.3656221926212311, 0.7064480781555176, 0.0031006764620542526)","(0.3814144730567932, 0.6786497235298157, 0.017935868352651596)","(0.3784516453742981, 0.6459928750991821, 0.02988172136247158)",Reach
2288,"(0.3094867467880249, 0.4102333188056946, -3.675704647321254e-07)","(0.3776363134384155, 0.4186360538005829, 0.004354285076260567)","(0.4258820116519928, 0.48566851019859314, 0.006152960937470198)","(0.45862844586372375, 0.5667068362236023, 0.01065490860491991)","(0.489719033241272, 0.608085572719574, 0.017672447487711906)","(0.405266672372818, 0.5751403570175171, -0.020488912239670753)","(0.4581199586391449, 0.6537217497825623, -0.01404908113181591)","(0.48155006766319275, 0.6462934613227844, 0.002787674544379115)","(0.49191439151763916, 0.6287248134613037, 0.016872869804501534)","(0.37476447224617004, 0.6186133027076721, -0.01791583001613617)","(0.43557479977607727, 0.7129497528076172, -0.017743581905961037)","(0.45272621512413025, 0.6756545901298523, -0.0016015934525057673)","(0.4503794312477112, 0.6385029554367065, 0.013489732518792152)","(0.3458930253982544, 0.6396599411964417, -0.011225942522287369)","(0.399752140045166, 0.7132540941238403, -0.007766616065055132)","(0.4138239622116089, 0.6716716289520264, 0.00898487213999033)","(0.40876659750938416, 0.6358783841133118, 0.022657999768853188)","(0.32156121730804443, 0.645315945148468, -0.0030112683307379484)","(0.36212480068206787, 0.7129908800125122, 0.007005740888416767)","(0.37789589166641235, 0.6853985786437988, 0.022595582529902458)","(0.37477654218673706, 0.6527895927429199, 0.035152193158864975)",Reach
2289,"(0.30787408351898193, 0.41807064414024353, -3.6438265738070186e-07)","(0.37592023611068726, 0.4267354905605316, 0.005036050919443369)","(0.4243663251399994, 0.49427372217178345, 0.0078880051150918)","(0.45666199922561646, 0.5730368494987488, 0.013585293665528297)","(0.4862517714500427, 0.6164197325706482, 0.021964268758893013)","(0.4051394760608673, 0.5864401459693909, -0.0197837483137846)","(0.45670604705810547, 0.6630899310112, -0.011479025706648827)","(0.4788983464241028, 0.6537843346595764, 0.007014880422502756)","(0.48744431138038635, 0.6350449919700623, 0.022048206999897957)","(0.3742923140525818, 0.6277216672897339, -0.017040083184838295)","(0.433422714471817, 0.7214773893356323, -0.01571907289326191)","(0.44884008169174194, 0.6830727458000183, 0.0014704980421811342)","(0.4452543258666992, 0.6465478539466858, 0.017286308109760284)","(0.344825804233551, 0.6473233699798584, -0.010053414851427078)","(0.3973701596260071, 0.7224226593971252, -0.006009238306432962)","(0.41079777479171753, 0.680726170539856, 0.011157526634633541)","(0.4055592715740204, 0.6449843645095825, 0.025089403614401817)","(0.3198915421962738, 0.651823103427887, -0.0013986838748678565)","(0.3594454824924469, 0.7211954593658447, 0.008786855265498161)","(0.3747349679470062, 0.6933371424674988, 0.02450348250567913)","(0.3712349236011505, 0.6599745750427246, 0.037190359085798264)",Reach
2290,"(0.30716636776924133, 0.4253270626068115, -3.730166895365983e-07)","(0.3759007155895233, 0.43477362394332886, 0.00410779844969511)","(0.4234444797039032, 0.5009081363677979, 0.006906312424689531)","(0.4551617503166199, 0.5780928730964661, 0.01260108407586813)","(0.48460257053375244, 0.6217355132102966, 0.02109387144446373)","(0.4036366939544678, 0.5962790846824646, -0.01995367370545864)","(0.45661479234695435, 0.6701618432998657, -0.011791376397013664)","(0.4784252643585205, 0.656429648399353, 0.0065989247523248196)","(0.48546528816223145, 0.6344733834266663, 0.02152853272855282)","(0.37331393361091614, 0.6373757123947144, -0.016946876421570778)","(0.4337165951728821, 0.728692889213562, -0.016304710879921913)","(0.44869741797447205, 0.6879076957702637, 8.797367627266794e-05)","(0.44391050934791565, 0.6503888964653015, 0.015336585231125355)","(0.34408360719680786, 0.6559388637542725, -0.009795058518648148)","(0.3972986936569214, 0.7291135787963867, -0.006647365167737007)","(0.41037604212760925, 0.6858332753181458, 0.009678193368017673)","(0.4043372571468353, 0.6497432589530945, 0.02313968352973461)","(0.3193051815032959, 0.6591274738311768, -0.0010097582126036286)","(0.35867801308631897, 0.7295624017715454, 0.008322041481733322)","(0.3743807077407837, 0.7008761763572693, 0.023417199030518532)","(0.370956152677536, 0.6669921278953552, 0.035710837692022324)",Reach
2291,"(0.30711087584495544, 0.4324561357498169, -3.992322774593049e-07)","(0.37488043308258057, 0.44129857420921326, 0.005153527949005365)","(0.4224291443824768, 0.5065141916275024, 0.009421002119779587)","(0.4538252055644989, 0.582314670085907, 0.016021262854337692)","(0.48306363821029663, 0.6232475638389587, 0.025432173162698746)","(0.4063430428504944, 0.6065536141395569, -0.014114723540842533)","(0.4576001763343811, 0.6747159957885742, -0.005106561351567507)","(0.47899848222732544, 0.6573966145515442, 0.013030892238020897)","(0.4858764410018921, 0.6334717869758606, 0.02766355499625206)","(0.3764972984790802, 0.6479798555374146, -0.011553620919585228)","(0.4361492097377777, 0.7335020899772644, -0.009553979150950909)","(0.4508742392063141, 0.6910772323608398, 0.006547497119754553)","(0.44562482833862305, 0.6525224447250366, 0.02134229987859726)","(0.34683507680892944, 0.6660004258155823, -0.005235890857875347)","(0.399719774723053, 0.7331826686859131, -0.0018966770730912685)","(0.4122311472892761, 0.6895512342453003, 0.013349142856895924)","(0.40546584129333496, 0.65353924036026, 0.026042023673653603)","(0.32137471437454224, 0.6679401993751526, 0.0026985423173755407)","(0.3596291244029999, 0.736916720867157, 0.01171562634408474)","(0.37523913383483887, 0.7083908319473267, 0.02596205659210682)","(0.3718150854110718, 0.6737273335456848, 0.037612587213516235)",Reach
2292,"(0.3079952001571655, 0.438613623380661, -4.0600215811537055e-07)","(0.3753186762332916, 0.4476583003997803, 0.0073169837705791)","(0.4220770597457886, 0.5115561485290527, 0.013419060036540031)","(0.4529014229774475, 0.5860194563865662, 0.021520214155316353)","(0.4821392595767975, 0.6232913136482239, 0.032476089894771576)","(0.4084239900112152, 0.6143690943717957, -0.010032766498625278)","(0.45846885442733765, 0.6794401407241821, 0.0009576269658282399)","(0.4784025549888611, 0.6592719554901123, 0.0204923115670681)","(0.48434799909591675, 0.6342899203300476, 0.03599860519170761)","(0.37907522916793823, 0.6555511951446533, -0.007734215352684259)","(0.4379480481147766, 0.7384486794471741, -0.00449307169765234)","(0.4507282078266144, 0.6942121386528015, 0.01279414352029562)","(0.4443555474281311, 0.6554259657859802, 0.028674351051449776)","(0.34902653098106384, 0.6724739074707031, -0.0016174106858670712)","(0.4004957675933838, 0.7368940114974976, 0.0026443740352988243)","(0.4121851325035095, 0.6931622624397278, 0.018719956278800964)","(0.4053820073604584, 0.6575688123703003, 0.032266974449157715)","(0.3232346475124359, 0.6729044318199158, 0.006274327635765076)","(0.3598443567752838, 0.7438976168632507, 0.016383124515414238)","(0.37591803073883057, 0.7167913317680359, 0.03126712888479233)","(0.37339499592781067, 0.6818522214889526, 0.04347682371735573)",Reach
2293,"(0.30891865491867065, 0.44721975922584534, -4.2107237163691025e-07)","(0.3760046660900116, 0.453203022480011, 0.007642753887921572)","(0.4225555956363678, 0.5160027742385864, 0.014221682213246822)","(0.4531337022781372, 0.5899954438209534, 0.02209128998219967)","(0.4825476408004761, 0.6246961355209351, 0.032622743397951126)","(0.4118790030479431, 0.6240165829658508, -0.004446313250809908)","(0.4601016640663147, 0.684085488319397, 0.0058859544806182384)","(0.4778591990470886, 0.6596148610115051, 0.022816281765699387)","(0.4813254475593567, 0.6329323649406433, 0.036219336092472076)","(0.3827483654022217, 0.6656123995780945, -0.002971951849758625)","(0.4400109648704529, 0.7436268329620361, 0.0008378312340937555)","(0.45058774948120117, 0.6965277791023254, 0.01613655686378479)","(0.44238805770874023, 0.6577626466751099, 0.030142750591039658)","(0.35253405570983887, 0.6821386218070984, 0.0017655413830652833)","(0.4026190936565399, 0.7429475784301758, 0.005869342479854822)","(0.4126693308353424, 0.6979864239692688, 0.020019177347421646)","(0.4045361578464508, 0.662690281867981, 0.03186051920056343)","(0.32653677463531494, 0.6818456649780273, 0.008164769038558006)","(0.36169716715812683, 0.7498726844787598, 0.017288316041231155)","(0.3766033351421356, 0.722297191619873, 0.03072238340973854)","(0.3733752965927124, 0.6882745027542114, 0.04172080010175705)",Reach
2294,"(0.31132107973098755, 0.4547416567802429, -4.0380004406870285e-07)","(0.37756121158599854, 0.46130287647247314, 0.00807027705013752)","(0.42423924803733826, 0.5209609866142273, 0.015477892942726612)","(0.4545972943305969, 0.5917700529098511, 0.02388698235154152)","(0.48293715715408325, 0.6278727054595947, 0.03510143980383873)","(0.41370919346809387, 0.6305282115936279, -0.00013343081809580326)","(0.4596923887729645, 0.6884982585906982, 0.010910582728683949)","(0.47785764932632446, 0.6644036769866943, 0.02734786458313465)","(0.4822801649570465, 0.6372185945510864, 0.040546517819166183)","(0.38485345244407654, 0.6719223260879517, 0.0014884143602102995)","(0.4406791925430298, 0.747403621673584, 0.006478520110249519)","(0.451913982629776, 0.7028857469558716, 0.02166886255145073)","(0.44465261697769165, 0.664216160774231, 0.03565838560461998)","(0.3550366759300232, 0.6878857612609863, 0.00605027237907052)","(0.40377458930015564, 0.7473078370094299, 0.010982255451381207)","(0.41484886407852173, 0.7043112516403198, 0.02521301619708538)","(0.4081885516643524, 0.6689852476119995, 0.03735823184251785)","(0.3292412757873535, 0.6869835257530212, 0.012180432677268982)","(0.36328837275505066, 0.7566765546798706, 0.022275440394878387)","(0.3793756365776062, 0.7318586111068726, 0.03610078617930412)","(0.37763363122940063, 0.6983411908149719, 0.047514546662569046)",Reach
