Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
2499,"(0.44898760318756104, 0.5953693389892578, -3.998970896645915e-07)","(0.5213247537612915, 0.6145527958869934, -0.02742762491106987)","(0.5740451812744141, 0.6728894710540771, -0.02308337390422821)","(0.616053581237793, 0.7028276920318604, -0.00866311602294445)","(0.6426856517791748, 0.713677704334259, 0.009092558175325394)","(0.5222260355949402, 0.8358539342880249, -0.0025303028523921967)","(0.5849817991256714, 0.8379295468330383, 0.02610134147107601)","(0.6154062151908875, 0.7874284386634827, 0.043775610625743866)","(0.63164222240448, 0.7460834383964539, 0.05441438406705856)","(0.49559396505355835, 0.8358774781227112, 0.026038846001029015)","(0.5620115995407104, 0.8198354244232178, 0.05596506595611572)","(0.5952460169792175, 0.7703063488006592, 0.06153623387217522)","(0.6132062673568726, 0.7211687564849854, 0.06087028607726097)","(0.48180723190307617, 0.8116621375083923, 0.05518298223614693)","(0.546234667301178, 0.7857404351234436, 0.07865620404481888)","(0.5759519338607788, 0.7477380633354187, 0.07229086011648178)","(0.5919677019119263, 0.7052322030067444, 0.06377757340669632)","(0.4753567576408386, 0.7859591841697693, 0.08321408927440643)","(0.524954080581665, 0.7707774639129639, 0.09508205950260162)","(0.5506420731544495, 0.7414588332176208, 0.0920669361948967)","(0.568062961101532, 0.7057664394378662, 0.08924146741628647)",Move
2500,"(0.43946462869644165, 0.589165985584259, -3.999878686045122e-07)","(0.5126296281814575, 0.60618656873703, -0.029306428506970406)","(0.5661236047744751, 0.6655691862106323, -0.02485591545701027)","(0.609953761100769, 0.6950793266296387, -0.009701854549348354)","(0.6399449706077576, 0.7032883763313293, 0.009050250984728336)","(0.5167800188064575, 0.8310888409614563, -0.002656524535268545)","(0.5821593999862671, 0.8289573788642883, 0.025892246514558792)","(0.6130591034889221, 0.7758721113204956, 0.04324448108673096)","(0.6298463344573975, 0.7331316471099854, 0.0538938008248806)","(0.4906729757785797, 0.8303689956665039, 0.02773180976510048)","(0.5590683221817017, 0.8117944002151489, 0.05762338638305664)","(0.591937243938446, 0.7594668865203857, 0.06319144368171692)","(0.6102621555328369, 0.7085443139076233, 0.06282997131347656)","(0.4774523973464966, 0.8055189251899719, 0.058493275195360184)","(0.5439465045928955, 0.7759396433830261, 0.0819394513964653)","(0.5733580589294434, 0.7356334328651428, 0.07562845945358276)","(0.5889623165130615, 0.6916447281837463, 0.06746618449687958)","(0.4715084731578827, 0.7794686555862427, 0.08799898624420166)","(0.5234771370887756, 0.7598541975021362, 0.09996766597032547)","(0.5495344400405884, 0.7279610633850098, 0.0969466120004654)","(0.5673540830612183, 0.6905250549316406, 0.0943676233291626)",Move
2501,"(0.433376282453537, 0.5872182846069336, -3.865802113978134e-07)","(0.5062565207481384, 0.6037068367004395, -0.029832255095243454)","(0.5601567029953003, 0.6609117388725281, -0.024866843596100807)","(0.6038170456886292, 0.6894194483757019, -0.009068277664482594)","(0.6329905390739441, 0.6988588571548462, 0.010482307523488998)","(0.5122147798538208, 0.8253026604652405, -0.0009035288821905851)","(0.577495813369751, 0.8225745558738708, 0.027961401268839836)","(0.6084952354431152, 0.7715979814529419, 0.04523627832531929)","(0.6266962289810181, 0.7303268909454346, 0.05584803968667984)","(0.4868963658809662, 0.8253387808799744, 0.03007853962481022)","(0.5556687712669373, 0.8061642646789551, 0.06003047153353691)","(0.5877923369407654, 0.7542398571968079, 0.06523272395133972)","(0.606675386428833, 0.7038249969482422, 0.06470900028944016)","(0.47405463457107544, 0.8016034364700317, 0.06123027205467224)","(0.5402570962905884, 0.7704266309738159, 0.08488735556602478)","(0.5685589909553528, 0.7291815280914307, 0.07843468338251114)","(0.5838450193405151, 0.6856479644775391, 0.07026641815900803)","(0.46835944056510925, 0.7769001126289368, 0.0910070389509201)","(0.5192492604255676, 0.7558949589729309, 0.10340341925621033)","(0.544188380241394, 0.7232253551483154, 0.10025914758443832)","(0.561194896697998, 0.6862553954124451, 0.09755361825227737)",Move
2502,"(0.42674151062965393, 0.582659125328064, -4.1228477698496135e-07)","(0.5005565285682678, 0.5996202826499939, -0.029540790244936943)","(0.5548428297042847, 0.6566898226737976, -0.02414107695221901)","(0.5987529754638672, 0.6835963726043701, -0.007898600772023201)","(0.6302728652954102, 0.6903625726699829, 0.012159781530499458)","(0.5069996118545532, 0.8218239545822144, 0.0005723056965507567)","(0.5739450454711914, 0.8167327642440796, 0.027990393340587616)","(0.6059430837631226, 0.763587236404419, 0.04374971613287926)","(0.6249169111251831, 0.7204057574272156, 0.05361880362033844)","(0.4818876385688782, 0.8201375603675842, 0.03168703615665436)","(0.552946925163269, 0.7941793203353882, 0.06031566858291626)","(0.585301399230957, 0.7381975054740906, 0.06397676467895508)","(0.6036539077758789, 0.6865264773368835, 0.06258118152618408)","(0.4696887731552124, 0.7947280406951904, 0.06286699324846268)","(0.5383283495903015, 0.7548749446868896, 0.08546851575374603)","(0.5676823258399963, 0.7101125717163086, 0.07777304947376251)","(0.5826510190963745, 0.6652878522872925, 0.06905931979417801)","(0.46431225538253784, 0.7686554193496704, 0.09277495741844177)","(0.5165514945983887, 0.7428790926933289, 0.10476868599653244)","(0.5423175692558289, 0.7085006237030029, 0.10111833363771439)","(0.5595883131027222, 0.6705185174942017, 0.09819500148296356)",Move
2503,"(0.4216843247413635, 0.5781669616699219, -4.0269296164296975e-07)","(0.49634480476379395, 0.596453070640564, -0.030743787065148354)","(0.5494488477706909, 0.654161274433136, -0.026098549365997314)","(0.5921969413757324, 0.6810784339904785, -0.010674956254661083)","(0.6237300634384155, 0.6820327639579773, 0.008182955905795097)","(0.5031717419624329, 0.8167778253555298, 0.000257119390880689)","(0.5715423822402954, 0.811672568321228, 0.026465870440006256)","(0.6033887267112732, 0.7557004690170288, 0.04121347889304161)","(0.6209292411804199, 0.709672212600708, 0.050535399466753006)","(0.4779708683490753, 0.8158328533172607, 0.03141181543469429)","(0.5509669184684753, 0.7912444472312927, 0.05882465839385986)","(0.5849301815032959, 0.7342513203620911, 0.061151910573244095)","(0.6045741438865662, 0.6795787811279297, 0.05885200947523117)","(0.4651816189289093, 0.7906249761581421, 0.062418434768915176)","(0.5341483354568481, 0.7540673017501831, 0.08420053124427795)","(0.5652966499328613, 0.7095339894294739, 0.07537813484668732)","(0.5818585157394409, 0.6627833843231201, 0.06582769751548767)","(0.45966821908950806, 0.7644340395927429, 0.09207454323768616)","(0.511518120765686, 0.7405564785003662, 0.10364612936973572)","(0.5374239683151245, 0.7073876857757568, 0.09931076318025589)","(0.5545365810394287, 0.6697075366973877, 0.09571777284145355)",Move
2504,"(0.4169996976852417, 0.5714705586433411, -4.008323912785272e-07)","(0.49054044485092163, 0.5907636284828186, -0.03141669183969498)","(0.5432587265968323, 0.6489419937133789, -0.02824512869119644)","(0.5873395204544067, 0.6771470308303833, -0.014643172733485699)","(0.6202830672264099, 0.6786118149757385, 0.0022155772894620895)","(0.4982752501964569, 0.8108567595481873, 2.7069893349107588e-06)","(0.5675698518753052, 0.8060513734817505, 0.024111293256282806)","(0.5996650457382202, 0.7499160170555115, 0.03720271959900856)","(0.6168811917304993, 0.7035729885101318, 0.04550248384475708)","(0.4740942120552063, 0.8104817867279053, 0.030441351234912872)","(0.5473564267158508, 0.7863547801971436, 0.05583198368549347)","(0.5813313126564026, 0.7297027111053467, 0.05726790055632591)","(0.6013434529304504, 0.6748571395874023, 0.054539285600185394)","(0.46204495429992676, 0.7857342958450317, 0.06042805314064026)","(0.531653106212616, 0.748141884803772, 0.08041420578956604)","(0.5621691942214966, 0.7037771344184875, 0.07131612300872803)","(0.5791561007499695, 0.6575040817260742, 0.06176608428359032)","(0.45667269825935364, 0.7592971920967102, 0.08894459903240204)","(0.5091515779495239, 0.7345471978187561, 0.09935066848993301)","(0.5346061587333679, 0.700715184211731, 0.09491052478551865)","(0.5520325899124146, 0.6627179980278015, 0.09131565690040588)",Move
2505,"(0.4106534719467163, 0.5651782751083374, -4.072692547651968e-07)","(0.485862672328949, 0.5853233933448792, -0.03125523030757904)","(0.5392788648605347, 0.645861029624939, -0.026023903861641884)","(0.5832297801971436, 0.6727738976478577, -0.010156836360692978)","(0.6156503558158875, 0.6722136735916138, 0.009069819003343582)","(0.49422213435173035, 0.8071251511573792, 0.0037113367579877377)","(0.5637596249580383, 0.8012839555740356, 0.028818394988775253)","(0.5964128971099854, 0.7447739839553833, 0.041631121188402176)","(0.6141089797019958, 0.6987076997756958, 0.04983200877904892)","(0.47018423676490784, 0.8057570457458496, 0.03498386964201927)","(0.5439871549606323, 0.7793720364570618, 0.062025051563978195)","(0.5786981582641602, 0.7229689955711365, 0.06333299726247787)","(0.599556565284729, 0.6680334210395813, 0.060610584914684296)","(0.45833367109298706, 0.7803172469139099, 0.06554357707500458)","(0.5282326340675354, 0.7405344247817993, 0.08675270527601242)","(0.5596450567245483, 0.6967694759368896, 0.07707427442073822)","(0.5773622989654541, 0.6518396139144897, 0.06725817918777466)","(0.45325812697410583, 0.7543424963951111, 0.09458842128515244)","(0.5058928728103638, 0.7276734709739685, 0.10561806708574295)","(0.531572163105011, 0.6943343877792358, 0.10071249306201935)","(0.5491006374359131, 0.6575338244438171, 0.09695231169462204)",Move
2506,"(0.4076288938522339, 0.5599843263626099, -4.190725917396776e-07)","(0.48261067271232605, 0.5800150036811829, -0.03072390891611576)","(0.5366105437278748, 0.6403143405914307, -0.02510535717010498)","(0.5808445811271667, 0.6685405969619751, -0.008964719250798225)","(0.6129152774810791, 0.6683547496795654, 0.010563984513282776)","(0.49041464924812317, 0.801973283290863, 0.004614811856299639)","(0.5596826076507568, 0.7965227365493774, 0.029272109270095825)","(0.5926222205162048, 0.7402815818786621, 0.04127964749932289)","(0.611099123954773, 0.6948099732398987, 0.04884130507707596)","(0.4671292304992676, 0.8003443479537964, 0.03567750006914139)","(0.5404449701309204, 0.7737412452697754, 0.062163449823856354)","(0.5747367143630981, 0.7172328233718872, 0.06276743113994598)","(0.5954372882843018, 0.663564920425415, 0.05951695889234543)","(0.45588651299476624, 0.7751105427742004, 0.0660168007016182)","(0.5254386067390442, 0.7346596121788025, 0.08723680675029755)","(0.5555205941200256, 0.6909465193748474, 0.07731940597295761)","(0.5722222924232483, 0.6474465131759644, 0.06719689071178436)","(0.45123666524887085, 0.7494737505912781, 0.09481590986251831)","(0.5037540197372437, 0.7210853695869446, 0.10604621469974518)","(0.5286606550216675, 0.6865530610084534, 0.10103114694356918)","(0.5453830361366272, 0.6500977277755737, 0.09703607112169266)",Move
2507,"(0.40300801396369934, 0.5560636520385742, -4.063950029831176e-07)","(0.4777468144893646, 0.573993444442749, -0.03192747011780739)","(0.5316699147224426, 0.6336931586265564, -0.02703205496072769)","(0.5765117406845093, 0.6631206274032593, -0.011406606994569302)","(0.6092185974121094, 0.6654017567634583, 0.0075147454626858234)","(0.4865978956222534, 0.797762930393219, 0.004150709602981806)","(0.5567687749862671, 0.7903964519500732, 0.02960643172264099)","(0.5900826454162598, 0.732789158821106, 0.041754718869924545)","(0.6090165376663208, 0.6862022876739502, 0.04937959089875221)","(0.46292877197265625, 0.7953943014144897, 0.036018937826156616)","(0.5367603302001953, 0.7684162855148315, 0.0635111853480339)","(0.5720589756965637, 0.7113264799118042, 0.06388668715953827)","(0.5933482050895691, 0.6552326679229736, 0.060270071029663086)","(0.4514935314655304, 0.7692919969558716, 0.06721244752407074)","(0.5212257504463196, 0.7296172976493835, 0.08947236835956573)","(0.5521316528320312, 0.6855388879776001, 0.07934589684009552)","(0.5694308280944824, 0.6402158737182617, 0.06889556348323822)","(0.44681698083877563, 0.7431415915489197, 0.09681205451488495)","(0.49950218200683594, 0.7163299322128296, 0.10945404320955276)","(0.5244777202606201, 0.6822039484977722, 0.10505960136651993)","(0.5411828756332397, 0.6446635127067566, 0.1013016551733017)",Move
2508,"(0.4003278613090515, 0.5508867502212524, -4.264052790858841e-07)","(0.4747939109802246, 0.5671496391296387, -0.03269658610224724)","(0.5298731923103333, 0.6284896731376648, -0.029525840654969215)","(0.5747922658920288, 0.660507082939148, -0.01572341099381447)","(0.6082102060317993, 0.66738361120224, 0.0011909896275028586)","(0.48195400834083557, 0.7930704951286316, -0.00026092788903042674)","(0.5525499582290649, 0.7871202230453491, 0.02230016700923443)","(0.5870926380157471, 0.7314087748527527, 0.033045582473278046)","(0.6075705885887146, 0.6859207153320312, 0.03985976427793503)","(0.4581574499607086, 0.7908315062522888, 0.03074393793940544)","(0.5325011014938354, 0.7596849203109741, 0.05505013465881348)","(0.5672731995582581, 0.7014720439910889, 0.054510168731212616)","(0.5878583192825317, 0.645230770111084, 0.05045361444354057)","(0.44693833589553833, 0.7650753259658813, 0.061152201145887375)","(0.5181471705436707, 0.7192754745483398, 0.0808936357498169)","(0.5486262440681458, 0.6738641858100891, 0.0709361881017685)","(0.5661944150924683, 0.6273676156997681, 0.06081388145685196)","(0.44215014576911926, 0.7377822399139404, 0.08994422852993011)","(0.4963141083717346, 0.7068487405776978, 0.10129863768815994)","(0.522030770778656, 0.6710765957832336, 0.09737871587276459)","(0.5396948456764221, 0.6316264271736145, 0.09408996999263763)",Move
