Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
2556,"(0.6314828991889954, 0.8304997682571411, -3.350539543589548e-07)","(0.5769647359848022, 0.7613695859909058, -0.01861908659338951)","(0.5475252270698547, 0.6617629528045654, -0.01224746648222208)","(0.52890944480896, 0.5898429155349731, 0.0028122253715991974)","(0.530348539352417, 0.5492086410522461, 0.021715382114052773)","(0.6286925673484802, 0.5791768431663513, -0.003931595012545586)","(0.5892565250396729, 0.5115196108818054, 0.02725028060376644)","(0.5573106408119202, 0.5267088413238525, 0.05084298551082611)","(0.5362271666526794, 0.5455929040908813, 0.06544023007154465)","(0.6537016034126282, 0.5964649319648743, 0.020147763192653656)","(0.6072361469268799, 0.5457874536514282, 0.0539369061589241)","(0.5735366940498352, 0.5560966730117798, 0.06722380965948105)","(0.5503770112991333, 0.5793778896331787, 0.0717998519539833)","(0.6639295220375061, 0.6271705627441406, 0.04582437872886658)","(0.616450846195221, 0.5911439657211304, 0.07454521954059601)","(0.5903025269508362, 0.5986849665641785, 0.07699506729841232)","(0.5714985132217407, 0.6169542670249939, 0.07331009209156036)","(0.6647168397903442, 0.6539936661720276, 0.07080013304948807)","(0.6295249462127686, 0.6260553002357483, 0.08848650753498077)","(0.6070858240127563, 0.6292706727981567, 0.09055726230144501)","(0.5884023308753967, 0.6430783867835999, 0.09048338234424591)",Position
2557,"(0.6311758160591125, 0.8290872573852539, -3.5198314662920893e-07)","(0.5771063566207886, 0.7603374123573303, -0.017914986237883568)","(0.5477949380874634, 0.6611615419387817, -0.010760298930108547)","(0.529813289642334, 0.5894089937210083, 0.0053542484529316425)","(0.5333605408668518, 0.5519976019859314, 0.025549951940774918)","(0.6289728879928589, 0.5786630511283875, -0.00525503559038043)","(0.5897783637046814, 0.5106492042541504, 0.02585633657872677)","(0.5575668811798096, 0.526167094707489, 0.04997885599732399)","(0.5361709594726562, 0.5454160571098328, 0.06510727852582932)","(0.6539366841316223, 0.5959381461143494, 0.01905134506523609)","(0.6084222793579102, 0.5433292388916016, 0.05277135968208313)","(0.5747300982475281, 0.5549299120903015, 0.06709832698106766)","(0.5513002276420593, 0.5795544385910034, 0.07271315157413483)","(0.6641981601715088, 0.6260286569595337, 0.045158501714468)","(0.6181991100311279, 0.5886804461479187, 0.074220210313797)","(0.5920934081077576, 0.597230851650238, 0.07772158831357956)","(0.5732954144477844, 0.6167200803756714, 0.07496091723442078)","(0.6650283336639404, 0.6523963809013367, 0.07060766220092773)","(0.6309503316879272, 0.6245493292808533, 0.08877421170473099)","(0.6085953116416931, 0.6272954344749451, 0.09120728075504303)","(0.5899601578712463, 0.6407864093780518, 0.09151319414377213)",Position
2558,"(0.6304666996002197, 0.8283899426460266, -3.478750159047195e-07)","(0.577264130115509, 0.7604272365570068, -0.02041064389050007)","(0.5490313768386841, 0.6623126268386841, -0.015888173133134842)","(0.5312411189079285, 0.5927470922470093, -0.002608469221740961)","(0.5312974452972412, 0.5505980253219604, 0.014146723784506321)","(0.6296589970588684, 0.5788753628730774, -0.009557069279253483)","(0.5889568328857422, 0.5107101798057556, 0.017564190551638603)","(0.556138277053833, 0.5261433720588684, 0.03882841765880585)","(0.5352497696876526, 0.545341968536377, 0.052338000386953354)","(0.6551879644393921, 0.5956763625144958, 0.014181296341121197)","(0.6093517541885376, 0.5415066480636597, 0.043395187705755234)","(0.5740523934364319, 0.553510308265686, 0.05535642057657242)","(0.5503537058830261, 0.5796146392822266, 0.05988037958741188)","(0.665347695350647, 0.6260462999343872, 0.03944624960422516)","(0.6186240315437317, 0.5889412760734558, 0.06417443603277206)","(0.5916639566421509, 0.5979430079460144, 0.06578164547681808)","(0.5729799866676331, 0.617912769317627, 0.06243724375963211)","(0.6654898524284363, 0.6523665189743042, 0.0640033707022667)","(0.630665123462677, 0.6241676211357117, 0.07906382530927658)","(0.6082854270935059, 0.6278883814811707, 0.08056125789880753)","(0.5903300046920776, 0.6418840289115906, 0.08053286373615265)",Position
2559,"(0.6309677362442017, 0.8290330171585083, -3.640651300429454e-07)","(0.5774216055870056, 0.7596752643585205, -0.019265107810497284)","(0.5487104058265686, 0.662015974521637, -0.014837592840194702)","(0.5302548408508301, 0.5908390283584595, -0.001807476277463138)","(0.5310004949569702, 0.5493509769439697, 0.014854997396469116)","(0.630070686340332, 0.5801252126693726, -0.009185957722365856)","(0.5896507501602173, 0.5105654001235962, 0.018476661294698715)","(0.5570353269577026, 0.5271005034446716, 0.04000234231352806)","(0.5361690521240234, 0.5482209324836731, 0.0535089373588562)","(0.6551017165184021, 0.5973625183105469, 0.014207294210791588)","(0.6082037687301636, 0.5474466681480408, 0.04422271251678467)","(0.5748301148414612, 0.5626713633537292, 0.05609489604830742)","(0.5533864498138428, 0.5883564949035645, 0.05996230989694595)","(0.6652712225914001, 0.6271200776100159, 0.039408646523952484)","(0.6178762912750244, 0.5916643738746643, 0.06514962762594223)","(0.5927183628082275, 0.6042249798774719, 0.06696629524230957)","(0.5753747224807739, 0.6267590522766113, 0.06317295879125595)","(0.6653882265090942, 0.6527695655822754, 0.06396935880184174)","(0.6304291486740112, 0.6250150799751282, 0.0795557051897049)","(0.6089289784431458, 0.6309959888458252, 0.08117641508579254)","(0.591609001159668, 0.6468763947486877, 0.08102457225322723)",Position
2560,"(0.6305506229400635, 0.8302123546600342, -3.7426161725306883e-07)","(0.5771337151527405, 0.7588571906089783, -0.019242478534579277)","(0.5485985279083252, 0.6612874269485474, -0.014380856417119503)","(0.5300470590591431, 0.5911331176757812, -0.0008543505100533366)","(0.5301823616027832, 0.5484808683395386, 0.016197916120290756)","(0.6310436725616455, 0.5798031687736511, -0.007542639039456844)","(0.5907183289527893, 0.5116983652114868, 0.021874194964766502)","(0.5581519603729248, 0.5302614569664001, 0.04391425848007202)","(0.5385845303535461, 0.5538482666015625, 0.05726861581206322)","(0.655712366104126, 0.5976541042327881, 0.016307268291711807)","(0.6068259477615356, 0.5535356402397156, 0.047551922500133514)","(0.5743277668952942, 0.5719524025917053, 0.058750685304403305)","(0.5555918216705322, 0.5996544361114502, 0.061503972858190536)","(0.6653355360031128, 0.6281362771987915, 0.04201647639274597)","(0.6164758801460266, 0.5946701169013977, 0.06870228052139282)","(0.5912824273109436, 0.608220636844635, 0.06923017650842667)","(0.5747458934783936, 0.6322177648544312, 0.06390038132667542)","(0.6652990579605103, 0.6539236903190613, 0.06716029345989227)","(0.6292273998260498, 0.6276081204414368, 0.08311305195093155)","(0.6075953245162964, 0.6348731517791748, 0.08384660631418228)","(0.5909408330917358, 0.6519273519515991, 0.08263088762760162)",Position
2561,"(0.6309223771095276, 0.8301205635070801, -3.5571059697758756e-07)","(0.5778787136077881, 0.7609924674034119, -0.019939452409744263)","(0.5488398671150208, 0.6628796458244324, -0.015844011679291725)","(0.5291569828987122, 0.5926263332366943, -0.0030646948143839836)","(0.5299564599990845, 0.551019549369812, 0.013429968617856503)","(0.6307565569877625, 0.5809476971626282, -0.01002454198896885)","(0.5911614894866943, 0.5098663568496704, 0.01690441556274891)","(0.5580637454986572, 0.5271409749984741, 0.038487985730171204)","(0.5373930931091309, 0.5500879883766174, 0.05228545144200325)","(0.6556886434555054, 0.5973970890045166, 0.01376629713922739)","(0.6103423237800598, 0.5407189726829529, 0.04224647954106331)","(0.5752332210540771, 0.5547568798065186, 0.05439499765634537)","(0.5526110529899597, 0.583342432975769, 0.059213750064373016)","(0.665542721748352, 0.6269111037254333, 0.03922301530838013)","(0.6184974908828735, 0.5871045589447021, 0.06402565538883209)","(0.591894268989563, 0.5979418754577637, 0.06606898456811905)","(0.5740053653717041, 0.6209255456924438, 0.06297475844621658)","(0.6652032732963562, 0.6527878046035767, 0.06402292102575302)","(0.6305137276649475, 0.6237266063690186, 0.07923765480518341)","(0.6079660058021545, 0.6278980374336243, 0.08065131306648254)","(0.5903381705284119, 0.6429157257080078, 0.08054575324058533)",Position
2562,"(0.6307137608528137, 0.8300127983093262, -3.704448943153693e-07)","(0.5771304368972778, 0.7601766586303711, -0.019463809207081795)","(0.5484029054641724, 0.6615471243858337, -0.014810890890657902)","(0.529820442199707, 0.5902311205863953, -0.0016776553820818663)","(0.5306031107902527, 0.5504491925239563, 0.015021936036646366)","(0.6305297613143921, 0.5786647796630859, -0.007827037945389748)","(0.5897018313407898, 0.5079448819160461, 0.019885636866092682)","(0.5566025972366333, 0.5262369513511658, 0.04124651476740837)","(0.536198079586029, 0.5495347380638123, 0.05458739399909973)","(0.65534907579422, 0.5964412093162537, 0.01569954678416252)","(0.6069052219390869, 0.5458918213844299, 0.044833146035671234)","(0.5729398727416992, 0.5626105070114136, 0.055847927927970886)","(0.5520385503768921, 0.5903070569038391, 0.05940014496445656)","(0.6651438474655151, 0.6268121004104614, 0.04092481732368469)","(0.6159691214561462, 0.5902923941612244, 0.06580420583486557)","(0.5896435976028442, 0.6031663417816162, 0.06661240011453629)","(0.5720871686935425, 0.6268880367279053, 0.06242522597312927)","(0.6649599075317383, 0.6532853245735168, 0.06553664058446884)","(0.6286843419075012, 0.6254798769950867, 0.08048572391271591)","(0.6062814593315125, 0.6317036151885986, 0.08140334486961365)","(0.5888368487358093, 0.6484289765357971, 0.08088772743940353)",Position
2563,"(0.6312921047210693, 0.8318707346916199, -3.6061996411262953e-07)","(0.5768136382102966, 0.7580739855766296, -0.016695566475391388)","(0.54759681224823, 0.6583095788955688, -0.007729270029813051)","(0.5285125970840454, 0.588718593120575, 0.009677326306700706)","(0.5309315323829651, 0.5509992837905884, 0.03072231076657772)","(0.6309753656387329, 0.5741531252861023, 0.00240330514498055)","(0.5905994772911072, 0.5104640126228333, 0.03682560846209526)","(0.557473361492157, 0.5269511938095093, 0.061173293739557266)","(0.536722719669342, 0.5463110208511353, 0.07577823102474213)","(0.6551381349563599, 0.596978485584259, 0.0268105398863554)","(0.6077227592468262, 0.5489680767059326, 0.06314428150653839)","(0.5728631615638733, 0.5644473433494568, 0.07623951882123947)","(0.5506130456924438, 0.5930104851722717, 0.08044914901256561)","(0.6644467711448669, 0.6306981444358826, 0.052859917283058167)","(0.6159875988960266, 0.5945215225219727, 0.08380766957998276)","(0.588372528553009, 0.6056910753250122, 0.08500330150127411)","(0.5701808929443359, 0.6285380125045776, 0.08018389344215393)","(0.6647876501083374, 0.6588366627693176, 0.07834596931934357)","(0.6294118165969849, 0.6313546299934387, 0.09772934019565582)","(0.6051766276359558, 0.6358787417411804, 0.09905244410037994)","(0.5861933827400208, 0.6518022418022156, 0.09810972213745117)",Position
2564,"(0.6314799189567566, 0.8313921689987183, -3.7431752275551844e-07)","(0.5771910548210144, 0.7584607005119324, -0.016273178160190582)","(0.5473718047142029, 0.6589326858520508, -0.006827066652476788)","(0.5270334482192993, 0.5889476537704468, 0.011261316016316414)","(0.5300506353378296, 0.5512521266937256, 0.032919324934482574)","(0.6306219100952148, 0.5743527412414551, 0.0026505240239202976)","(0.5886843800544739, 0.5108259916305542, 0.03817685320973396)","(0.5559211373329163, 0.5282381772994995, 0.06286898255348206)","(0.5357189178466797, 0.5488987565040588, 0.07750054448843002)","(0.6545398831367493, 0.5961151719093323, 0.027452662587165833)","(0.6040796041488647, 0.5539484024047852, 0.06515074521303177)","(0.571607232093811, 0.5727863907814026, 0.07783793658018112)","(0.551866352558136, 0.6019458174705505, 0.08120910078287125)","(0.6639058589935303, 0.6292353868484497, 0.05413708835840225)","(0.61380535364151, 0.5969776511192322, 0.08631401509046555)","(0.5879823565483093, 0.6100682020187378, 0.0866420641541481)","(0.5711857676506042, 0.6332851648330688, 0.08066598325967789)","(0.6645495295524597, 0.6560990214347839, 0.08040118962526321)","(0.6276952028274536, 0.6307938098907471, 0.1003599688410759)","(0.6051023006439209, 0.6378787755966187, 0.10123923420906067)","(0.5876768231391907, 0.6551699042320251, 0.09974240511655807)",Position
2565,"(0.6304244995117188, 0.8298021554946899, -3.5967553912996664e-07)","(0.5766757130622864, 0.7560291290283203, -0.01620441861450672)","(0.5464144349098206, 0.6568227410316467, -0.007646531797945499)","(0.5258556604385376, 0.5879079699516296, 0.009281090460717678)","(0.5294797420501709, 0.5509066581726074, 0.029792828485369682)","(0.6296989321708679, 0.5749293565750122, 0.0010155999334529042)","(0.5875945091247559, 0.5108018517494202, 0.035871122032403946)","(0.5551906228065491, 0.5301267504692078, 0.061084162443876266)","(0.5353204607963562, 0.5520226359367371, 0.07635218650102615)","(0.6540122628211975, 0.5942036509513855, 0.02538791298866272)","(0.6038292050361633, 0.5498857498168945, 0.06237470358610153)","(0.5705841183662415, 0.5664333701133728, 0.07594939321279526)","(0.5494694709777832, 0.5950044393539429, 0.08035185933113098)","(0.663898766040802, 0.6259852051734924, 0.051717936992645264)","(0.613821804523468, 0.5929375886917114, 0.08358611911535263)","(0.5874003171920776, 0.6036254167556763, 0.08556494861841202)","(0.5696943998336792, 0.6261014342308044, 0.08105143904685974)","(0.664686918258667, 0.6525465846061707, 0.07758166640996933)","(0.6286219358444214, 0.6272370219230652, 0.09748978167772293)","(0.605949878692627, 0.6326927542686462, 0.09944424778223038)","(0.58799809217453, 0.6495410799980164, 0.09905389696359634)",Position
