Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
11,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
12,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
13,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
14,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
15,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
16,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
17,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
18,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
19,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
20,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
21,"(0.6405284404754639, 0.35166531801223755, -1.039893049892271e-06)","(0.6798110008239746, 0.24828559160232544, 0.0043597095645964146)","(0.7438501119613647, 0.2166275680065155, -0.005266918335109949)","(0.8038610219955444, 0.19679954648017883, -0.0186594370752573)","(0.836269736289978, 0.18369844555854797, -0.03410720452666283)","(0.759817898273468, 0.3621174097061157, -0.02162308059632778)","(0.8622875809669495, 0.26100367307662964, -0.04600868001580238)","(0.8697226643562317, 0.21026602387428284, -0.06050446256995201)","(0.8555517196655273, 0.2154245376586914, -0.06771961599588394)","(0.7918990254402161, 0.4574916958808899, -0.03238091245293617)","(0.9148673415184021, 0.3263091444969177, -0.04931696504354477)","(0.9135393500328064, 0.2607880234718323, -0.05655230954289436)","(0.8850368857383728, 0.2666309177875519, -0.06266989558935165)","(0.8180990815162659, 0.5338737368583679, -0.041984923183918)","(0.938599169254303, 0.4056296646595001, -0.05144340544939041)","(0.9342010617256165, 0.324163556098938, -0.05093847215175629)","(0.9086413979530334, 0.3201942443847656, -0.052273429930210114)","(0.8355208039283752, 0.6011573672294617, -0.05098813772201538)","(0.933501660823822, 0.5085248351097107, -0.05756351351737976)","(0.940959095954895, 0.4255358576774597, -0.05343259125947952)","(0.926417887210846, 0.3922952711582184, -0.049069322645664215)",Negative
22,"(0.7896623611450195, 0.18545249104499817, -1.6771818422967044e-07)","(0.7467240691184998, 0.06937360763549805, -0.10587598383426666)","(0.6957360506057739, 0.057429373264312744, -0.1841965764760971)","(0.6300933957099915, 0.1997249871492386, -0.24408479034900665)","(0.5871548652648926, 0.3347015380859375, -0.29620763659477234)","(0.8136224746704102, 0.1778162121772766, -0.20347140729427338)","(0.6866804957389832, 0.4008728563785553, -0.2867387533187866)","(0.5863397717475891, 0.5054907202720642, -0.3261125385761261)","(0.5093677639961243, 0.5575180053710938, -0.3456844389438629)","(0.8660385608673096, 0.3321956694126129, -0.17959341406822205)","(0.7063310146331787, 0.539703369140625, -0.25398823618888855)","(0.6016504168510437, 0.5332491397857666, -0.26070523262023926)","(0.5389786958694458, 0.4916270077228546, -0.2599295377731323)","(0.882677435874939, 0.45142269134521484, -0.15931858122348785)","(0.7305737733840942, 0.6411318778991699, -0.21297353506088257)","(0.6578153967857361, 0.5951834917068481, -0.19345995783805847)","(0.6218252778053284, 0.5297077894210815, -0.17357540130615234)","(0.8714563846588135, 0.5399684906005859, -0.149400532245636)","(0.7626051902770996, 0.683052659034729, -0.17946366965770721)","(0.7136547565460205, 0.641348659992218, -0.1652403175830841)","(0.6962642073631287, 0.5817431211471558, -0.14926394820213318)",Reach
23,"(0.765433669090271, 0.12457990646362305, -1.7013579167723947e-07)","(0.6891729831695557, 0.15175236761569977, -0.06559278815984726)","(0.6179200410842896, 0.25530576705932617, -0.10929625481367111)","(0.5607665181159973, 0.4071013033390045, -0.1439388394355774)","(0.5058785080909729, 0.5201261639595032, -0.17324240505695343)","(0.737514078617096, 0.37047427892684937, -0.1040341854095459)","(0.6039754748344421, 0.5417062044143677, -0.15445032715797424)","(0.5257169008255005, 0.5639641284942627, -0.17266756296157837)","(0.4831712245941162, 0.5539429187774658, -0.17782332003116608)","(0.7850505113601685, 0.4535271227359772, -0.08894672989845276)","(0.6413375735282898, 0.642037034034729, -0.12609310448169708)","(0.5835080742835999, 0.5895062685012817, -0.12387985736131668)","(0.5766564607620239, 0.5147970914840698, -0.11846276372671127)","(0.8084157705307007, 0.5130456686019897, -0.07769563049077988)","(0.6857150793075562, 0.7005770206451416, -0.11666116863489151)","(0.6282347440719604, 0.6433419585227966, -0.10765587538480759)","(0.612831711769104, 0.579564094543457, -0.09223887324333191)","(0.8150661587715149, 0.5470367670059204, -0.07175768911838531)","(0.7291889190673828, 0.6936567425727844, -0.09756805002689362)","(0.6809704899787903, 0.6676232814788818, -0.09056443721055984)","(0.6611838340759277, 0.6193317174911499, -0.07771318405866623)",Reach
24,"(0.7886717915534973, 0.2041325867176056, 1.7414346586974716e-07)","(0.6784007549285889, 0.22299697995185852, -0.03225269168615341)","(0.5971992015838623, 0.3310841917991638, -0.05440245196223259)","(0.5411843061447144, 0.4640553593635559, -0.06977519392967224)","(0.4928843379020691, 0.5595378875732422, -0.08194628357887268)","(0.669582724571228, 0.4784350097179413, -0.074226014316082)","(0.5668456554412842, 0.6120995283126831, -0.09421823173761368)","(0.5168356895446777, 0.6071345806121826, -0.09478921443223953)","(0.490811824798584, 0.5956964492797852, -0.0927741527557373)","(0.7177843451499939, 0.5412536859512329, -0.06432496756315231)","(0.6006361246109009, 0.6857566237449646, -0.0787874236702919)","(0.5480338335037231, 0.6536897420883179, -0.0697348564863205)","(0.530447244644165, 0.6102938652038574, -0.06338685005903244)","(0.7475495934486389, 0.5701143741607666, -0.05354703590273857)","(0.6542147397994995, 0.7300207018852234, -0.06717417389154434)","(0.6004144549369812, 0.7126656174659729, -0.05667397752404213)","(0.576549232006073, 0.6753203868865967, -0.049053966999053955)","(0.7645458579063416, 0.574476957321167, -0.044647909700870514)","(0.7017248868942261, 0.717850387096405, -0.057153839617967606)","(0.6515547633171082, 0.7261418104171753, -0.05185070261359215)","(0.6210607290267944, 0.7056344151496887, -0.045627761632204056)",Reach
25,"(0.7498872876167297, 0.2732255458831787, 3.6887166743326816e-07)","(0.6393439769744873, 0.305772602558136, 0.0002569109492469579)","(0.5691061019897461, 0.40903571248054504, 0.007908507250249386)","(0.5275394320487976, 0.5216154456138611, 0.020450087264180183)","(0.48579269647598267, 0.5856093764305115, 0.03687870502471924)","(0.6117216348648071, 0.5676509737968445, -0.006703429389744997)","(0.542742133140564, 0.6647547483444214, 0.011837128549814224)","(0.5046315789222717, 0.6530981063842773, 0.03599424660205841)","(0.4840809106826782, 0.6233257055282593, 0.05552130937576294)","(0.6579408049583435, 0.612762987613678, 0.003931706305593252)","(0.5745429396629333, 0.7273814678192139, 0.022603463381528854)","(0.5349326133728027, 0.6962756514549255, 0.04559963196516037)","(0.5208433866500854, 0.6488901972770691, 0.06579488515853882)","(0.6939541101455688, 0.6231037378311157, 0.017861880362033844)","(0.6283977627754211, 0.7541705369949341, 0.03709336742758751)","(0.5861389636993408, 0.7373373508453369, 0.0597333088517189)","(0.5663080811500549, 0.6964467763900757, 0.07680612802505493)","(0.7225874662399292, 0.614542543888092, 0.03237287700176239)","(0.6816825866699219, 0.7362854480743408, 0.04680018499493599)","(0.6461789011955261, 0.7427747249603271, 0.0638667494058609)","(0.622990608215332, 0.721274733543396, 0.08096621185541153)",Reach
26,"(0.7179692983627319, 0.3422023057937622, 1.7301353238963202e-07)","(0.611393392086029, 0.37376928329467773, 0.02124130353331566)","(0.5532010197639465, 0.45853620767593384, 0.03829452022910118)","(0.518320620059967, 0.5538589954376221, 0.06026339903473854)","(0.48606711626052856, 0.6136208772659302, 0.08739972114562988)","(0.5770354270935059, 0.6067952513694763, -0.003165452042594552)","(0.5180661678314209, 0.6781487464904785, 0.02894662693142891)","(0.4908517897129059, 0.6613019704818726, 0.0711393803358078)","(0.4860711097717285, 0.6263486742973328, 0.10466732084751129)","(0.621672511100769, 0.6528176069259644, 0.00691115390509367)","(0.551087498664856, 0.7481714487075806, 0.034437187016010284)","(0.5251348614692688, 0.7112996578216553, 0.07391056418418884)","(0.5233402252197266, 0.668865442276001, 0.10694651305675507)","(0.6581103205680847, 0.6660054326057434, 0.024116484448313713)","(0.604487955570221, 0.7781448364257812, 0.05151837319135666)","(0.576458752155304, 0.7532961368560791, 0.08731827139854431)","(0.5702674984931946, 0.7146790623664856, 0.1142832562327385)","(0.6896807551383972, 0.6604057550430298, 0.04489415884017944)","(0.6522630453109741, 0.7581135034561157, 0.07045938819646835)","(0.6260907649993896, 0.7520906329154968, 0.09773629903793335)","(0.6145098805427551, 0.7262614965438843, 0.12225157767534256)",Reach
27,"(0.6930224895477295, 0.3953946530818939, 1.7287723608205852e-07)","(0.5917404294013977, 0.4251958131790161, 0.028366178274154663)","(0.5406633019447327, 0.5000779032707214, 0.04907994717359543)","(0.5078417658805847, 0.5811318159103394, 0.07427620142698288)","(0.47789645195007324, 0.635645866394043, 0.10478675365447998)","(0.5554208755493164, 0.646920382976532, 0.006862584035843611)","(0.509344756603241, 0.7020207643508911, 0.04707035794854164)","(0.4844868779182434, 0.6839978694915771, 0.09484412521123886)","(0.4789119362831116, 0.6489438414573669, 0.13208679854869843)","(0.5978648662567139, 0.6868306994438171, 0.018783658742904663)","(0.5431066751480103, 0.7700141668319702, 0.05740930512547493)","(0.522906482219696, 0.7347496747970581, 0.10637800395488739)","(0.5192655324935913, 0.6993193030357361, 0.14530649781227112)","(0.633086085319519, 0.6983606219291687, 0.03833338990807533)","(0.5926303267478943, 0.798850417137146, 0.07537108659744263)","(0.5704406499862671, 0.7771058082580566, 0.11952048540115356)","(0.5642277002334595, 0.7444443106651306, 0.15127032995224)","(0.6643334627151489, 0.694226861000061, 0.06169428303837776)","(0.6366814970970154, 0.7766761183738708, 0.09582553058862686)","(0.6165532469749451, 0.770913302898407, 0.12852482497692108)","(0.6064489483833313, 0.7497126460075378, 0.15609464049339294)",Reach
28,"(0.670189380645752, 0.44604402780532837, 6.626663662245846e-08)","(0.5716850757598877, 0.4759308099746704, 0.039825864136219025)","(0.529516339302063, 0.5390610098838806, 0.06564473360776901)","(0.5026841759681702, 0.6017371416091919, 0.09619008749723434)","(0.4778364896774292, 0.6563722491264343, 0.13165685534477234)","(0.5343199968338013, 0.6767980456352234, 0.003866331186145544)","(0.49897345900535583, 0.7200331091880798, 0.056253813207149506)","(0.4809001386165619, 0.7028646469116211, 0.11661456525325775)","(0.4792982339859009, 0.6749753952026367, 0.16183865070343018)","(0.5770404934883118, 0.7107376456260681, 0.015290926210582256)","(0.5323833227157593, 0.7882266044616699, 0.06774872541427612)","(0.5193038582801819, 0.7586625218391418, 0.13256025314331055)","(0.518326997756958, 0.7311490178108215, 0.1808745115995407)","(0.6129979491233826, 0.72315913438797, 0.03618258237838745)","(0.5788866877555847, 0.8137945532798767, 0.08545534312725067)","(0.5614571571350098, 0.7949603796005249, 0.1392417848110199)","(0.5571727752685547, 0.7721320390701294, 0.1751030683517456)","(0.6440039873123169, 0.7239693999290466, 0.062040477991104126)","(0.62225341796875, 0.7965426445007324, 0.10430317372083664)","(0.6050990223884583, 0.7939321994781494, 0.14150266349315643)","(0.5977145433425903, 0.7791496515274048, 0.17060953378677368)",Reach
29,"(0.6477107405662537, 0.47742199897766113, 7.926519884904337e-08)","(0.5586193799972534, 0.5052008628845215, 0.04424889013171196)","(0.5181556344032288, 0.5683757066726685, 0.07338852435350418)","(0.49316003918647766, 0.6314461827278137, 0.10345259308815002)","(0.47503554821014404, 0.6818463802337646, 0.13867169618606567)","(0.5269758105278015, 0.7039946913719177, 0.03186352923512459)","(0.49174970388412476, 0.7439681887626648, 0.07689737528562546)","(0.475419282913208, 0.7212185263633728, 0.12527088820934296)","(0.4760112762451172, 0.6876721382141113, 0.1626800149679184)","(0.566960871219635, 0.7375074028968811, 0.03752451390028)","(0.5234299302101135, 0.8119806051254272, 0.08332625031471252)","(0.5105195641517639, 0.7788684368133545, 0.13615921139717102)","(0.5114949345588684, 0.7501359581947327, 0.17687520384788513)","(0.6016437411308289, 0.74710613489151, 0.05045726150274277)","(0.5683144330978394, 0.8360442519187927, 0.0933803841471672)","(0.5529614686965942, 0.8145743608474731, 0.14086158573627472)","(0.552001416683197, 0.7860350608825684, 0.17410290241241455)","(0.6328665018081665, 0.7404866814613342, 0.06799390912055969)","(0.6104169487953186, 0.8147603273391724, 0.10702869296073914)","(0.5958742499351501, 0.8071725368499756, 0.1421680748462677)","(0.5912373065948486, 0.7851225137710571, 0.170485258102417)",Reach
30,"(0.6273891925811768, 0.5007504820823669, 6.882402203700622e-08)","(0.54314124584198, 0.527480959892273, 0.03368968516588211)","(0.5015310049057007, 0.5930265188217163, 0.060525454580783844)","(0.47678619623184204, 0.6609517335891724, 0.08857152611017227)","(0.4642491936683655, 0.7072872519493103, 0.12173432111740112)","(0.5159741640090942, 0.7328405976295471, 0.035949211567640305)","(0.48233509063720703, 0.7676219344139099, 0.07705279439687729)","(0.4685395359992981, 0.7437790632247925, 0.11770857125520706)","(0.47012829780578613, 0.7150179147720337, 0.14822548627853394)","(0.5556737780570984, 0.7622489929199219, 0.04204460605978966)","(0.5148685574531555, 0.8230127096176147, 0.08190830051898956)","(0.5013094544410706, 0.7887894511222839, 0.12235654890537262)","(0.5017069578170776, 0.7607862949371338, 0.15399445593357086)","(0.5892241597175598, 0.7658898830413818, 0.053623441606760025)","(0.5587561726570129, 0.8469889760017395, 0.08838925510644913)","(0.5429446697235107, 0.82512366771698, 0.12359407544136047)","(0.5408180356025696, 0.7948241829872131, 0.14918385446071625)","(0.6196633577346802, 0.7519624829292297, 0.06889746338129044)","(0.6019911170005798, 0.8262814879417419, 0.09984757751226425)","(0.5868003368377686, 0.8180959224700928, 0.1273682713508606)","(0.5803427696228027, 0.7939971685409546, 0.15073613822460175)",Reach
31,"(0.6067469120025635, 0.5229223370552063, 2.058706627394713e-08)","(0.5296128988265991, 0.5470615029335022, 0.028678007423877716)","(0.48960790038108826, 0.6107403039932251, 0.056882478296756744)","(0.47130727767944336, 0.6750363707542419, 0.08623576909303665)","(0.46086570620536804, 0.7055158019065857, 0.11997832357883453)","(0.5090535879135132, 0.7561497688293457, 0.04041623696684837)","(0.4756282567977905, 0.7869760394096375, 0.07457585632801056)","(0.46041139960289, 0.7590163946151733, 0.10479037463665009)","(0.4575585722923279, 0.7269787192344666, 0.12730757892131805)","(0.5468205213546753, 0.780933141708374, 0.04547761753201485)","(0.5074777007102966, 0.8314903378486633, 0.0799417570233345)","(0.4925636053085327, 0.7959240078926086, 0.10888642072677612)","(0.49098387360572815, 0.7618336081504822, 0.13130612671375275)","(0.5797153115272522, 0.7793477773666382, 0.0542549304664135)","(0.5488523244857788, 0.8550409078598022, 0.08187073469161987)","(0.5332331657409668, 0.832241952419281, 0.10449553281068802)","(0.5287653803825378, 0.7990801930427551, 0.12132814526557922)","(0.6084027886390686, 0.7611140608787537, 0.06624580919742584)","(0.5969946384429932, 0.835906982421875, 0.08727555721998215)","(0.581932783126831, 0.8301792740821838, 0.10421697795391083)","(0.5729359984397888, 0.8069062829017639, 0.1200525090098381)",Reach
32,"(0.5880415439605713, 0.5426759719848633, -6.12272046396356e-08)","(0.5176817178726196, 0.5616559982299805, 0.01800871267914772)","(0.4783748388290405, 0.6236037015914917, 0.036016032099723816)","(0.46200132369995117, 0.683547854423523, 0.05473575368523598)","(0.44996321201324463, 0.7071160674095154, 0.07615800201892853)","(0.49817487597465515, 0.770616888999939, 0.022134413942694664)","(0.46618393063545227, 0.7990549802780151, 0.04113427922129631)","(0.4523741602897644, 0.7717504501342773, 0.056602418422698975)","(0.4497939348220825, 0.7396793365478516, 0.06757801026105881)","(0.5349294543266296, 0.7948280572891235, 0.023361550644040108)","(0.4984130859375, 0.8389400839805603, 0.043108388781547546)","(0.4848097562789917, 0.8031532764434814, 0.05707014724612236)","(0.48359420895576477, 0.7694409489631653, 0.06620103120803833)","(0.5687487721443176, 0.7927445769309998, 0.027275554835796356)","(0.5385222434997559, 0.859540581703186, 0.042219128459692)","(0.5237957239151001, 0.835476279258728, 0.051075465977191925)","(0.5195519924163818, 0.8024364709854126, 0.05597657337784767)","(0.5977306962013245, 0.7733561396598816, 0.03356282040476799)","(0.5916764736175537, 0.849054753780365, 0.0426320917904377)","(0.5760393738746643, 0.8428495526313782, 0.04962192848324776)","(0.565727174282074, 0.8169420957565308, 0.0560595877468586)",Reach
33,"(0.5732370615005493, 0.557406485080719, -7.49609796457662e-08)","(0.505763828754425, 0.5770039558410645, 0.017324116080999374)","(0.4681469202041626, 0.6367152333259583, 0.0348210409283638)","(0.4552086591720581, 0.6950056552886963, 0.053032103925943375)","(0.44638675451278687, 0.7185689210891724, 0.07363460212945938)","(0.4883841872215271, 0.7828154563903809, 0.022050803527235985)","(0.4593617916107178, 0.8107948899269104, 0.04142777621746063)","(0.44669145345687866, 0.7823235392570496, 0.0566934235394001)","(0.44394993782043457, 0.7498443722724915, 0.06749287247657776)","(0.525117039680481, 0.8047206401824951, 0.023427141830325127)","(0.4921538531780243, 0.8424070477485657, 0.044469524174928665)","(0.4792402386665344, 0.8085482120513916, 0.05766027420759201)","(0.47712698578834534, 0.776679515838623, 0.06578394025564194)","(0.558817446231842, 0.799282968044281, 0.02743889018893242)","(0.5312736630439758, 0.8581571578979492, 0.042841844260692596)","(0.5172678828239441, 0.8365728855133057, 0.05008985102176666)","(0.5126686692237854, 0.8061378598213196, 0.05366821959614754)","(0.5876153707504272, 0.7777901887893677, 0.033810559660196304)","(0.5857906341552734, 0.85146564245224, 0.04286937043070793)","(0.5711207389831543, 0.848315954208374, 0.04892013594508171)","(0.5599790811538696, 0.8249367475509644, 0.05455419793725014)",Reach
