Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
2285,"(0.682060182094574, 0.6144328117370605, -3.6137575420980284e-07)","(0.6134609580039978, 0.6085165143013, 0.0015551967080682516)","(0.5633928775787354, 0.5418160557746887, 0.0016901184571906924)","(0.5297348499298096, 0.46031683683395386, 0.004523824900388718)","(0.49862757325172424, 0.4140849709510803, 0.009700562804937363)","(0.5876526236534119, 0.4539715051651001, -0.022760283201932907)","(0.5295201539993286, 0.3747275769710541, -0.019961632788181305)","(0.504572331905365, 0.38003337383270264, -0.007640929892659187)","(0.49409928917884827, 0.3949727416038513, 0.0034539317712187767)","(0.6180460453033447, 0.41108009219169617, -0.020480526611208916)","(0.5522036552429199, 0.3159838914871216, -0.02177736535668373)","(0.5328807234764099, 0.3533449172973633, -0.008596550673246384)","(0.5343376994132996, 0.3904227614402771, 0.004040438216179609)","(0.6452560424804688, 0.3895573019981384, -0.014646838419139385)","(0.5885964632034302, 0.31462782621383667, -0.012596109881997108)","(0.5724671483039856, 0.35609182715415955, 0.0018216364551335573)","(0.5766379237174988, 0.39158084988594055, 0.013661792501807213)","(0.6673523187637329, 0.38087987899780273, -0.007717368192970753)","(0.6251367330551147, 0.3119722604751587, 0.0003246012784074992)","(0.6082990765571594, 0.33877676725387573, 0.014275623485445976)","(0.6103496551513672, 0.37092411518096924, 0.02556402049958706)",Reach
2286,"(0.6853854656219482, 0.6050931215286255, -3.647353139513143e-07)","(0.6176425218582153, 0.5974742770195007, 0.002911950461566448)","(0.5679008960723877, 0.5314176082611084, 0.0036037585232406855)","(0.5344746112823486, 0.45057225227355957, 0.0067596230655908585)","(0.5035417675971985, 0.40623632073402405, 0.012388644739985466)","(0.5899145007133484, 0.44421514868736267, -0.021344205364584923)","(0.5347283482551575, 0.36648738384246826, -0.01814103126525879)","(0.5101669430732727, 0.37078261375427246, -0.00461009843274951)","(0.49861985445022583, 0.3854637145996094, 0.007473635952919722)","(0.6200920939445496, 0.4011009931564331, -0.01941869407892227)","(0.5563647747039795, 0.30746471881866455, -0.020522326231002808)","(0.5389531254768372, 0.3433604836463928, -0.005754220765084028)","(0.5411235690116882, 0.3791061341762543, 0.008295534178614616)","(0.6480727791786194, 0.37947186827659607, -0.013896474614739418)","(0.5920305252075195, 0.30410170555114746, -0.012088161893188953)","(0.5767689943313599, 0.34445545077323914, 0.0042069158516824245)","(0.5806982517242432, 0.37924274802207947, 0.01776423677802086)","(0.6714881062507629, 0.37216222286224365, -0.007156702224165201)","(0.6300574541091919, 0.3025575876235962, 0.0010014931904152036)","(0.6135405898094177, 0.3296350836753845, 0.01621868647634983)","(0.6153601408004761, 0.36246389150619507, 0.02874181605875492)",Reach
2287,"(0.6871441006660461, 0.5963808298110962, -3.6578848039425793e-07)","(0.6190512776374817, 0.5881884694099426, 0.003604537807404995)","(0.5703063607215881, 0.5208156704902649, 0.005048536695539951)","(0.5375330448150635, 0.4400240480899811, 0.009180259890854359)","(0.5077212452888489, 0.39509350061416626, 0.015870969742536545)","(0.5926086902618408, 0.43125346302986145, -0.021392419934272766)","(0.5361689329147339, 0.3533352017402649, -0.01605355739593506)","(0.5124796628952026, 0.36073046922683716, -0.0005587424384430051)","(0.5033046007156372, 0.3782900869846344, 0.01263729389756918)","(0.623162031173706, 0.38884782791137695, -0.019176380708813667)","(0.5593690276145935, 0.2952451705932617, -0.01884290762245655)","(0.5427515506744385, 0.3324572443962097, -0.0032792040146887302)","(0.5461309552192688, 0.36784398555755615, 0.011020496487617493)","(0.651512086391449, 0.36790964007377625, -0.013068683445453644)","(0.5958679914474487, 0.2924194931983948, -0.00964987464249134)","(0.581252932548523, 0.3338449001312256, 0.006701665464788675)","(0.5861026048660278, 0.368732213973999, 0.019736861810088158)","(0.6749861240386963, 0.3613324463367462, -0.0056115263141691685)","(0.6337999105453491, 0.2926197946071625, 0.003403468756005168)","(0.6179484724998474, 0.32014721632003784, 0.018338950350880623)","(0.6209182143211365, 0.3526093363761902, 0.030341869220137596)",Reach
2288,"(0.6901894807815552, 0.5888292193412781, -3.670781723030814e-07)","(0.6220729351043701, 0.5806448459625244, 0.004170686937868595)","(0.5737149715423584, 0.5136544108390808, 0.0058592697605490685)","(0.5409230589866638, 0.432394802570343, 0.010252323932945728)","(0.5097564458847046, 0.3910352289676666, 0.017183827236294746)","(0.5943106412887573, 0.4241449534893036, -0.020543765276670456)","(0.5413308143615723, 0.3453826904296875, -0.014274384826421738)","(0.5178773403167725, 0.3527733385562897, 0.0024085217155516148)","(0.507530927658081, 0.3703646659851074, 0.016397297382354736)","(0.6247764229774475, 0.3805353045463562, -0.01793825812637806)","(0.5638566017150879, 0.28618547320365906, -0.017826830968260765)","(0.5467426776885986, 0.3234214186668396, -0.001722963759675622)","(0.5491809844970703, 0.3605600595474243, 0.013336635194718838)","(0.6536101698875427, 0.35940369963645935, -0.01125989481806755)","(0.5996217727661133, 0.28575778007507324, -0.007869435474276543)","(0.5855472087860107, 0.32731080055236816, 0.00889541581273079)","(0.5906433463096619, 0.36313676834106445, 0.022582797333598137)","(0.677893877029419, 0.3536919951438904, -0.00309062865562737)","(0.637372612953186, 0.2860803008079529, 0.0067945318296551704)","(0.6215282082557678, 0.31360530853271484, 0.022308431565761566)","(0.6245739459991455, 0.3461800515651703, 0.034828245639801025)",Reach
2289,"(0.6915581226348877, 0.581074059009552, -3.662407266347145e-07)","(0.6235971450805664, 0.5724433660507202, 0.00463403295725584)","(0.5751338601112366, 0.5046839118003845, 0.007236892357468605)","(0.5427916049957275, 0.4257090985774994, 0.012708810158073902)","(0.5131750106811523, 0.38230234384536743, 0.02087225392460823)","(0.5943793654441833, 0.41245418787002563, -0.020262829959392548)","(0.5425721406936646, 0.33570927381515503, -0.01239149272441864)","(0.520493745803833, 0.34535840153694153, 0.0057639069855213165)","(0.5122612118721008, 0.36445218324661255, 0.020574619993567467)","(0.6252848505973816, 0.37126174569129944, -0.017535587772727013)","(0.5660109519958496, 0.27761006355285645, -0.016446223482489586)","(0.550823450088501, 0.31618914008140564, 0.0005485033616423607)","(0.5546662211418152, 0.35265353322029114, 0.016162199899554253)","(0.6547496318817139, 0.35165637731552124, -0.010638133622705936)","(0.6020250916481018, 0.27636581659317017, -0.00691435718908906)","(0.5886764526367188, 0.3181353211402893, 0.0100884223356843)","(0.5940701961517334, 0.35384926199913025, 0.02387576922774315)","(0.6796199679374695, 0.34705686569213867, -0.0021175998263061047)","(0.6399704217910767, 0.2777140140533447, 0.007624870166182518)","(0.6247201561927795, 0.3056849241256714, 0.023081297054886818)","(0.6282787919044495, 0.3390301764011383, 0.03558512032032013)",Reach
2290,"(0.692158579826355, 0.5740926265716553, -3.726271700088546e-07)","(0.6234757304191589, 0.5641732811927795, 0.004106505308300257)","(0.5759234428405762, 0.4979358911514282, 0.006989985704421997)","(0.5442966818809509, 0.4207615852355957, 0.012767276726663113)","(0.5149760246276855, 0.37715306878089905, 0.021328667178750038)","(0.5958744287490845, 0.40293046832084656, -0.019919510930776596)","(0.5431596636772156, 0.32944756746292114, -0.011644355952739716)","(0.5212746858596802, 0.3427088260650635, 0.00688317371532321)","(0.5139502286911011, 0.3643474578857422, 0.021906165406107903)","(0.6262015104293823, 0.3619547486305237, -0.01691387966275215)","(0.5658032894134521, 0.27081602811813354, -0.016235558316111565)","(0.5505539178848267, 0.31121736764907837, 0.00019278439867775887)","(0.5550774931907654, 0.34876641631126404, 0.015486127696931362)","(0.6554203033447266, 0.34334689378738403, -0.009759887121617794)","(0.6021290421485901, 0.27013590931892395, -0.006673329509794712)","(0.5888774991035461, 0.3133218586444855, 0.009673050604760647)","(0.5947309732437134, 0.34947559237480164, 0.023201962932944298)","(0.6801866888999939, 0.3401346206665039, -0.0009765938157215714)","(0.6407679319381714, 0.2691962718963623, 0.008233156055212021)","(0.624908983707428, 0.2976452708244324, 0.02331024594604969)","(0.628105103969574, 0.3315262198448181, 0.03564044088125229)",Reach
2291,"(0.6922699809074402, 0.5662245750427246, -3.986796173194307e-07)","(0.6242936849594116, 0.5574520826339722, 0.00517870532348752)","(0.5768546462059021, 0.49202778935432434, 0.00943849515169859)","(0.5456253886222839, 0.4162003695964813, 0.016025234013795853)","(0.5164707899093628, 0.37522345781326294, 0.02538008615374565)","(0.5929433703422546, 0.3922463357448578, -0.014118881896138191)","(0.541603147983551, 0.32418811321258545, -0.005152273923158646)","(0.520292341709137, 0.3418700695037842, 0.012906904332339764)","(0.5136500597000122, 0.36571067571640015, 0.027448194101452827)","(0.6228223443031311, 0.35116487741470337, -0.011663957498967648)","(0.563178300857544, 0.26498928666114807, -0.009919025003910065)","(0.5485715866088867, 0.307969868183136, 0.005963570438325405)","(0.5540174245834351, 0.3466654121875763, 0.020658185705542564)","(0.6526355743408203, 0.3332965672016144, -0.005438541062176228)","(0.5997064113616943, 0.2655525207519531, -0.002343457890674472)","(0.5873823761940002, 0.3097025156021118, 0.012728874571621418)","(0.5944807529449463, 0.34588706493377686, 0.02535090781748295)","(0.678270697593689, 0.3313708007335663, 0.002426333026960492)","(0.6397308111190796, 0.2623763680458069, 0.01125524751842022)","(0.6244128942489624, 0.2912825345993042, 0.025400899350643158)","(0.6283321976661682, 0.32591673731803894, 0.03699908405542374)",Reach
2292,"(0.6916672587394714, 0.5601149201393127, -4.054425346566859e-07)","(0.6244044303894043, 0.5512014627456665, 0.0075005777180194855)","(0.5774694681167603, 0.4878717064857483, 0.013632196933031082)","(0.5465476512908936, 0.41341811418533325, 0.021841024979948997)","(0.5175217390060425, 0.3752304017543793, 0.03297113627195358)","(0.5907959342002869, 0.3867025375366211, -0.010825814679265022)","(0.5409734845161438, 0.3201383352279663, -1.9168699509464204e-05)","(0.5210185050964355, 0.3395908772945404, 0.01982252486050129)","(0.5150377154350281, 0.3645753562450409, 0.035695094615221024)","(0.6199917793273926, 0.3450322151184082, -0.008432561531662941)","(0.5614336133003235, 0.2608824670314789, -0.005323352757841349)","(0.549025297164917, 0.30513089895248413, 0.0124870790168643)","(0.5556031465530396, 0.3437131345272064, 0.028864771127700806)","(0.6499793529510498, 0.3271954357624054, -0.002163870260119438)","(0.5986130237579346, 0.2621692717075348, 0.0021206627134233713)","(0.5871778726577759, 0.3060217499732971, 0.01871868409216404)","(0.5941285490989685, 0.34156274795532227, 0.032726068049669266)","(0.6758576035499573, 0.3257827162742615, 0.00591276865452528)","(0.6393263339996338, 0.25436466932296753, 0.01617846079170704)","(0.6234590411186218, 0.2814788222312927, 0.031358037143945694)","(0.6261886358261108, 0.3163644075393677, 0.04385548084974289)",Reach
2293,"(0.6902013421058655, 0.5519511699676514, -4.199366401280713e-07)","(0.6228315830230713, 0.5448360443115234, 0.007715027779340744)","(0.5765248537063599, 0.48256877064704895, 0.014429265633225441)","(0.546116054058075, 0.40959280729293823, 0.0226165559142828)","(0.5177421569824219, 0.3732994496822357, 0.03355187922716141)","(0.5877706408500671, 0.37537673115730286, -0.005825869273394346)","(0.5388652086257935, 0.3152092695236206, 0.005132708232849836)","(0.5213011503219604, 0.3400927186012268, 0.023086220026016235)","(0.5184224843978882, 0.36746689677238464, 0.037234172224998474)","(0.616839587688446, 0.3336773216724396, -0.0040895105339586735)","(0.5591051578521729, 0.25592491030693054, -0.00010529858263907954)","(0.5484274625778198, 0.3025437891483307, 0.015683144330978394)","(0.5567179322242737, 0.34115487337112427, 0.030070511624217033)","(0.646956205368042, 0.3170308470726013, 0.0011115557281300426)","(0.5967193245887756, 0.2565150856971741, 0.005560480523854494)","(0.5863966345787048, 0.3013015389442444, 0.019979681819677353)","(0.5943623185157776, 0.336532324552536, 0.0319945402443409)","(0.6729742288589478, 0.31715595722198486, 0.008039447478950024)","(0.6372388005256653, 0.24870780110359192, 0.017531467601656914)","(0.6220147013664246, 0.27628687024116516, 0.03120322898030281)","(0.6251106262207031, 0.31054598093032837, 0.04237500950694084)",Reach
2294,"(0.6881474852561951, 0.5437586307525635, -4.0204355400419445e-07)","(0.6220311522483826, 0.5377956628799438, 0.007740729954093695)","(0.5753631591796875, 0.4784155488014221, 0.014921639114618301)","(0.5450373888015747, 0.4076782166957855, 0.023138070479035378)","(0.5167734026908875, 0.37102702260017395, 0.03415760025382042)","(0.5857553482055664, 0.3682919442653656, -0.0006589608965441585)","(0.5394896268844604, 0.3108402192592621, 0.010196805000305176)","(0.5212855935096741, 0.33503422141075134, 0.026555035263299942)","(0.5169338583946228, 0.3622962236404419, 0.039708212018013)","(0.6146307587623596, 0.32693588733673096, 0.0009869268396869302)","(0.5585857033729553, 0.25177937746047974, 0.00573614751920104)","(0.5474483370780945, 0.2961620092391968, 0.020810015499591827)","(0.5548393130302429, 0.3347439169883728, 0.03474825248122215)","(0.6444804668426514, 0.3110707104206085, 0.005565904080867767)","(0.5956446528434753, 0.2521488070487976, 0.010259605944156647)","(0.584773063659668, 0.29489681124687195, 0.02445674128830433)","(0.5915380120277405, 0.329924076795578, 0.036616139113903046)","(0.6702168583869934, 0.3120182454586029, 0.0116898687556386)","(0.636132001876831, 0.2429496794939041, 0.0216335728764534)","(0.620278000831604, 0.2676645517349243, 0.03548422455787659)","(0.6221644282341003, 0.30079084634780884, 0.04693813621997833)",Reach
