,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
11,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
12,"(0.73209547996521, 1.0194352865219116, -2.2726155179952912e-07)","(0.6142244935035706, 1.0420643091201782, -0.01084902510046959)","(0.5218176245689392, 0.9545530080795288, -0.031454071402549744)","(0.4534370005130768, 0.8416025638580322, -0.03781998157501221)","(0.3791698217391968, 0.7515762448310852, -0.03661303222179413)","(0.5592756271362305, 0.8070940971374512, -0.1323041468858719)","(0.43814924359321594, 0.6273506879806519, -0.11725008487701416)","(0.39642325043678284, 0.6448785066604614, -0.057899359613657)","(0.39691200852394104, 0.6954314112663269, -0.007263694889843464)","(0.6168457865715027, 0.7228429317474365, -0.11846695095300674)","(0.48638394474983215, 0.5472874045372009, -0.10271156579256058)","(0.4515005946159363, 0.5910952091217041, -0.03248756006360054)","(0.45729291439056396, 0.6498640775680542, 0.021430877968668938)","(0.6657175421714783, 0.6645174622535706, -0.09473423659801483)","(0.5487978458404541, 0.4992583990097046, -0.06635230034589767)","(0.5180014371871948, 0.545252799987793, 0.005020429380238056)","(0.5163639783859253, 0.6032562851905823, 0.05203118547797203)","(0.7034412622451782, 0.6283954977989197, -0.07043086737394333)","(0.6179491877555847, 0.481569766998291, -0.039129454642534256)","(0.5806697010993958, 0.49699902534484863, 0.007642630487680435)","(0.5734001398086548, 0.5346237421035767, 0.0423329621553421)",Reach
13,"(0.7304022312164307, 0.939347505569458, -1.3356168437894667e-07)","(0.5981244444847107, 0.9151177406311035, -0.01854405552148819)","(0.5229144096374512, 0.8048574924468994, -0.019230004400014877)","(0.4863877296447754, 0.6859707832336426, -0.00046833857777528465)","(0.4391857981681824, 0.5826146602630615, 0.02839149348437786)","(0.5705458521842957, 0.6116601824760437, -0.08852161467075348)","(0.490761935710907, 0.4864489734172821, -0.04353795200586319)","(0.4484946131706238, 0.4970463514328003, 0.025391988456249237)","(0.42978495359420776, 0.5332584381103516, 0.07994648069143295)","(0.6259285807609558, 0.5641191601753235, -0.05165959522128105)","(0.534359335899353, 0.42515382170677185, -0.009171979501843452)","(0.4875698387622833, 0.46073073148727417, 0.06209477037191391)","(0.4735645651817322, 0.5121814012527466, 0.11729223281145096)","(0.6665465831756592, 0.5449061989784241, -0.006056215148419142)","(0.5853742361068726, 0.4082646071910858, 0.03853538632392883)","(0.5418195724487305, 0.44073691964149475, 0.09888748079538345)","(0.522696316242218, 0.48619821667671204, 0.14096660912036896)","(0.6940970420837402, 0.5480020046234131, 0.039829570800065994)","(0.636589527130127, 0.42584526538848877, 0.08271072804927826)","(0.5910109877586365, 0.42575252056121826, 0.12288489937782288)","(0.5698392987251282, 0.4551747739315033, 0.15450865030288696)",Reach
14,"(0.7192280888557434, 0.8753682374954224, -3.8145304870340624e-07)","(0.6040868759155273, 0.8354496955871582, -0.008767194114625454)","(0.5336208939552307, 0.7126237154006958, 0.005537484772503376)","(0.4962703287601471, 0.5996828079223633, 0.03503986448049545)","(0.4591953158378601, 0.512917697429657, 0.0744263082742691)","(0.572571337223053, 0.5378623008728027, -0.04238610714673996)","(0.5016863346099854, 0.41350895166397095, 0.0009759056265465915)","(0.4661022126674652, 0.43067020177841187, 0.05934213846921921)","(0.449765682220459, 0.46760067343711853, 0.10382649302482605)","(0.6216405630111694, 0.4962771534919739, -0.012000128626823425)","(0.5404849052429199, 0.3619902431964874, 0.023637987673282623)","(0.5059739351272583, 0.40502962470054626, 0.07615205645561218)","(0.4988219439983368, 0.4556766152381897, 0.1173267588019371)","(0.6605850458145142, 0.4862768054008484, 0.0246844794601202)","(0.5896098613739014, 0.3508729934692383, 0.06113000586628914)","(0.5571436882019043, 0.3881089985370636, 0.1014624834060669)","(0.5442841053009033, 0.43255388736724854, 0.12939299643039703)","(0.687832772731781, 0.49499601125717163, 0.0619935616850853)","(0.6455800533294678, 0.3807462155818939, 0.09242688119411469)","(0.6103929877281189, 0.3776189982891083, 0.11467110365629196)","(0.5941801071166992, 0.39959806203842163, 0.13314326107501984)",Reach
15,"(0.6902223825454712, 0.7969613671302795, -4.155150463702739e-07)","(0.58295077085495, 0.7334223985671997, 0.005564006511121988)","(0.526679515838623, 0.6243165135383606, 0.02257889322936535)","(0.49762192368507385, 0.5196875929832458, 0.04986097663640976)","(0.46955135464668274, 0.44033896923065186, 0.08515188843011856)","(0.5649929642677307, 0.4718160033226013, -0.022597335278987885)","(0.5023928880691528, 0.36471623182296753, 0.019703174009919167)","(0.47286051511764526, 0.38190758228302, 0.0726654902100563)","(0.45981550216674805, 0.41329115629196167, 0.11157473176717758)","(0.6107419729232788, 0.43810415267944336, -0.001979722874239087)","(0.5389356017112732, 0.3189360797405243, 0.0296108890324831)","(0.5099270343780518, 0.356702983379364, 0.07366935163736343)","(0.5056219100952148, 0.403769314289093, 0.1069881021976471)","(0.6481642127037048, 0.43450260162353516, 0.025664297863841057)","(0.5887681841850281, 0.3097361624240875, 0.05828207731246948)","(0.5615253448486328, 0.3462219834327698, 0.09353741258382797)","(0.5534250736236572, 0.3916221261024475, 0.11682393401861191)","(0.6767749786376953, 0.4482642412185669, 0.05505405366420746)","(0.6480683088302612, 0.33518528938293457, 0.08341407030820847)","(0.618558406829834, 0.33736923336982727, 0.10460852086544037)","(0.6058332324028015, 0.365164577960968, 0.12115895003080368)",Reach
16,"(0.6606594920158386, 0.7298892140388489, -4.555577106657438e-07)","(0.5697298645973206, 0.6716055870056152, 0.014795120805501938)","(0.520008385181427, 0.5702762603759766, 0.035909585654735565)","(0.4950718283653259, 0.4775676131248474, 0.0631634071469307)","(0.4724655747413635, 0.4066333770751953, 0.0974922776222229)","(0.5512310862541199, 0.4309030771255493, -0.0017459392547607422)","(0.4965047836303711, 0.3332763910293579, 0.03502029925584793)","(0.4689103364944458, 0.34279686212539673, 0.07975104451179504)","(0.4545121490955353, 0.3671351671218872, 0.11310999095439911)","(0.5944725275039673, 0.3982831537723541, 0.012683216482400894)","(0.5320386290550232, 0.28883498907089233, 0.0435420460999012)","(0.5098646879196167, 0.3242748975753784, 0.085436150431633)","(0.5084538459777832, 0.36776575446128845, 0.11788716912269592)","(0.6321361064910889, 0.3940330445766449, 0.03265182673931122)","(0.580268144607544, 0.27811622619628906, 0.06289321184158325)","(0.5542711615562439, 0.3100227117538452, 0.09786474704742432)","(0.546492338180542, 0.3499574661254883, 0.12220930308103561)","(0.6628966331481934, 0.40615254640579224, 0.05456037446856499)","(0.6450074911117554, 0.29747530817985535, 0.07752472907304764)","(0.6166699528694153, 0.29518187046051025, 0.09621132165193558)","(0.6014021635055542, 0.3178670108318329, 0.11254962533712387)",Reach
17,"(0.6402877569198608, 0.6790797710418701, -4.115255762826564e-07)","(0.5533540844917297, 0.6235018372535706, 0.010806560516357422)","(0.5087590217590332, 0.527565598487854, 0.031077224761247635)","(0.48599594831466675, 0.44600293040275574, 0.05811120569705963)","(0.46538591384887695, 0.38581740856170654, 0.09260346740484238)","(0.5348450541496277, 0.39379939436912537, -0.0053174723871052265)","(0.48569053411483765, 0.3129585385322571, 0.03343653306365013)","(0.46278077363967896, 0.3256101608276367, 0.08133435994386673)","(0.45481330156326294, 0.34969863295555115, 0.11567464470863342)","(0.5774090886116028, 0.3623667061328888, 0.009950360283255577)","(0.5226895809173584, 0.2669536769390106, 0.04134223982691765)","(0.5039759874343872, 0.3038482069969177, 0.08467213809490204)","(0.505150318145752, 0.34595566987991333, 0.11743088811635971)","(0.6159926652908325, 0.3591272830963135, 0.030280444771051407)","(0.5732364058494568, 0.25180596113204956, 0.05752624571323395)","(0.5495004653930664, 0.27998217940330505, 0.09091696888208389)","(0.5426003932952881, 0.3194120526313782, 0.11436022073030472)","(0.6473380923271179, 0.37237903475761414, 0.05235211178660393)","(0.6413756608963013, 0.2698713541030884, 0.067820243537426)","(0.6154741048812866, 0.26229745149612427, 0.08109116554260254)","(0.5988491177558899, 0.2845907509326935, 0.09435136616230011)",Reach
18,"(0.6187344193458557, 0.6316564083099365, -3.575735263439128e-07)","(0.5376033186912537, 0.58526211977005, 0.008513746783137321)","(0.4942278265953064, 0.4903983473777771, 0.025223851203918457)","(0.47374284267425537, 0.4053395986557007, 0.04597250744700432)","(0.45812803506851196, 0.3500588536262512, 0.07259126007556915)","(0.5182080864906311, 0.3588859438896179, 0.00469093956053257)","(0.47384366393089294, 0.28116339445114136, 0.03978162631392479)","(0.4552602171897888, 0.2992456555366516, 0.07913584262132645)","(0.4507037401199341, 0.32762953639030457, 0.1065024808049202)","(0.5602138638496399, 0.3262854516506195, 0.016590997576713562)","(0.5113915801048279, 0.2452484518289566, 0.04781680554151535)","(0.4935239255428314, 0.282090961933136, 0.08167735487222672)","(0.49362388253211975, 0.32238394021987915, 0.10549541562795639)","(0.5985642671585083, 0.32500791549682617, 0.03220786526799202)","(0.5572208762168884, 0.23086194694042206, 0.05746585503220558)","(0.5358203053474426, 0.25784289836883545, 0.08211341500282288)","(0.5304756760597229, 0.2979050874710083, 0.09783841669559479)","(0.6298506259918213, 0.3397614359855652, 0.049077752977609634)","(0.6258630752563477, 0.24588912725448608, 0.06321361660957336)","(0.6029054522514343, 0.23884275555610657, 0.07288611680269241)","(0.58739173412323, 0.26019230484962463, 0.08186645805835724)",Reach
19,"(0.5977422595024109, 0.5879497528076172, -3.33098341798177e-07)","(0.5221299529075623, 0.54828941822052, 0.007583007216453552)","(0.48400354385375977, 0.46377813816070557, 0.021283499896526337)","(0.4660424590110779, 0.37883687019348145, 0.03851836919784546)","(0.45041799545288086, 0.32150185108184814, 0.06188543513417244)","(0.5012513995170593, 0.3307134509086609, 0.0011996463872492313)","(0.4596254825592041, 0.2622888684272766, 0.034749388694763184)","(0.4486202597618103, 0.2856888175010681, 0.07276973873376846)","(0.4509963393211365, 0.3106781542301178, 0.09787356108427048)","(0.5423910617828369, 0.29700446128845215, 0.01059714425355196)","(0.496639609336853, 0.22176656126976013, 0.03835837543010712)","(0.4830940365791321, 0.2586742639541626, 0.06895548850297928)","(0.4863027036190033, 0.296109676361084, 0.08956746757030487)","(0.5808297395706177, 0.2951836884021759, 0.023853128775954247)","(0.541339635848999, 0.2030390501022339, 0.044825345277786255)","(0.5236978530883789, 0.2298780083656311, 0.0671965703368187)","(0.5210782885551453, 0.2699304521083832, 0.0810638964176178)","(0.613604724407196, 0.31147482991218567, 0.038351643830537796)","(0.6135478019714355, 0.22221873700618744, 0.04732244834303856)","(0.592191219329834, 0.21137598156929016, 0.05403312295675278)","(0.5761341452598572, 0.2290864884853363, 0.06088610365986824)",Reach
20,"(0.5805162787437439, 0.5517228245735168, -3.9685127717348223e-07)","(0.5122368335723877, 0.5131042003631592, 0.018560664728283882)","(0.4774250388145447, 0.4355013966560364, 0.03922402113676071)","(0.46290937066078186, 0.36200493574142456, 0.061568934470415115)","(0.45351025462150574, 0.31020426750183105, 0.09041581302881241)","(0.4864118695259094, 0.30421531200408936, 0.013210128992795944)","(0.45438799262046814, 0.23521506786346436, 0.046366605907678604)","(0.4471922218799591, 0.25866127014160156, 0.08600091934204102)","(0.451425701379776, 0.28523609042167664, 0.11376672983169556)","(0.5263245105743408, 0.2727624177932739, 0.01837245374917984)","(0.49034449458122253, 0.19307099282741547, 0.042737770825624466)","(0.47952860593795776, 0.2291942536830902, 0.07605032622814178)","(0.4828595817089081, 0.2676113545894623, 0.10203385353088379)","(0.5653303265571594, 0.2698795795440674, 0.02760213427245617)","(0.5346788167953491, 0.17505329847335815, 0.04536336287856102)","(0.5190654397010803, 0.19953902065753937, 0.0720706656575203)","(0.5170391201972961, 0.23711548745632172, 0.09266764670610428)","(0.5993106961250305, 0.2858780026435852, 0.03905726224184036)","(0.6007495522499084, 0.1933150589466095, 0.048676423728466034)","(0.5801742076873779, 0.18658027052879333, 0.060216356068849564)","(0.5660791397094727, 0.20942723751068115, 0.0729495957493782)",Reach
21,"(0.5698223114013672, 0.5193890929222107, -4.262942354671395e-07)","(0.5024056434631348, 0.4865540564060211, 0.011931811459362507)","(0.4707423448562622, 0.41129595041275024, 0.02676786296069622)","(0.4636506140232086, 0.3376876413822174, 0.04303371533751488)","(0.4630216360092163, 0.2891181409358978, 0.06476680189371109)","(0.47990643978118896, 0.27389025688171387, 0.0037100007757544518)","(0.45663875341415405, 0.21586912870407104, 0.0289146825671196)","(0.4520215392112732, 0.2475491762161255, 0.06053923815488815)","(0.45760801434516907, 0.27966320514678955, 0.08227148652076721)","(0.520071804523468, 0.24537940323352814, 0.00654993113130331)","(0.4897558391094208, 0.1703079640865326, 0.02416793815791607)","(0.4807520806789398, 0.20959383249282837, 0.05045146867632866)","(0.4864142835140228, 0.24988938868045807, 0.07040312141180038)","(0.5579308271408081, 0.24574586749076843, 0.01265761163085699)","(0.532046377658844, 0.15136343240737915, 0.022165527567267418)","(0.5191088318824768, 0.17725810408592224, 0.04124303162097931)","(0.5204395055770874, 0.215735524892807, 0.05623895302414894)","(0.5908216834068298, 0.26467540860176086, 0.02049287036061287)","(0.5946585536003113, 0.17498533427715302, 0.0210054200142622)","(0.575701117515564, 0.16896936297416687, 0.026949424296617508)","(0.5627421736717224, 0.19128499925136566, 0.03530292212963104)",Reach
22,"(0.5593469142913818, 0.490763783454895, -4.185964996850089e-07)","(0.49502357840538025, 0.46157413721084595, 0.014374267309904099)","(0.4670473039150238, 0.38926467299461365, 0.028639288619160652)","(0.4617313742637634, 0.32069411873817444, 0.043528247624635696)","(0.46572428941726685, 0.27400773763656616, 0.0633375495672226)","(0.47297564148902893, 0.2534152567386627, 0.0034876049030572176)","(0.45596861839294434, 0.20208069682121277, 0.025400737300515175)","(0.453689843416214, 0.23336374759674072, 0.055041681975126266)","(0.46096229553222656, 0.26724687218666077, 0.07594603300094604)","(0.51384037733078, 0.22415363788604736, 0.003465076209977269)","(0.49007460474967957, 0.14772488176822662, 0.0171455480158329)","(0.48288968205451965, 0.18544980883598328, 0.04271982982754707)","(0.488914430141449, 0.2264573872089386, 0.06329701840877533)","(0.5524535775184631, 0.22313827276229858, 0.0067404224537312984)","(0.5331572890281677, 0.1287909597158432, 0.013222516514360905)","(0.5223203301429749, 0.15537899732589722, 0.03252510353922844)","(0.5235872268676758, 0.19308915734291077, 0.04875684529542923)","(0.5854429006576538, 0.24405628442764282, 0.012007491663098335)","(0.5915261507034302, 0.15604110062122345, 0.012344298884272575)","(0.5760650038719177, 0.15514962375164032, 0.020417964085936546)","(0.5652185082435608, 0.18215322494506836, 0.03077567368745804)",Reach
23,"(0.551587700843811, 0.4615465998649597, -4.111942075724073e-07)","(0.4908267557621002, 0.4347717761993408, 0.011961499229073524)","(0.46597006916999817, 0.3634808659553528, 0.022350706160068512)","(0.46217745542526245, 0.29652008414268494, 0.03288550302386284)","(0.4667358994483948, 0.2539932429790497, 0.04743649438023567)","(0.47145727276802063, 0.23124030232429504, -0.0009246189729310572)","(0.4631401300430298, 0.18312416970729828, 0.01544994581490755)","(0.4656985402107239, 0.21619367599487305, 0.03909720107913017)","(0.47262632846832275, 0.25098109245300293, 0.055309224873781204)","(0.5101480484008789, 0.2033054679632187, -0.0036311752628535032)","(0.4934570789337158, 0.12108626961708069, 0.0061782351695001125)","(0.49097391963005066, 0.16155919432640076, 0.02679903618991375)","(0.49849072098731995, 0.20277298986911774, 0.04268530383706093)","(0.5483266711235046, 0.20170727372169495, -0.003437547478824854)","(0.5326352715492249, 0.10423506796360016, 0.0011802223743870854)","(0.5264856219291687, 0.13592882454395294, 0.016180071979761124)","(0.529071033000946, 0.17318561673164368, 0.02761818841099739)","(0.5819404125213623, 0.2241123765707016, -0.001701074419543147)","(0.5909979343414307, 0.13947439193725586, -0.0020576186943799257)","(0.5791096091270447, 0.14311520755290985, 0.004091132432222366)","(0.5689583420753479, 0.16983115673065186, 0.011105645447969437)",Reach
24,"(0.5475883483886719, 0.44243180751800537, -4.268100610715919e-07)","(0.49217483401298523, 0.41905727982521057, 0.01679794117808342)","(0.46859583258628845, 0.3498375415802002, 0.027201248332858086)","(0.4624501168727875, 0.2848943769931793, 0.03627484664320946)","(0.46779972314834595, 0.24437004327774048, 0.048702020198106766)","(0.4747394919395447, 0.22764676809310913, 0.0029462692327797413)","(0.46821078658103943, 0.16909900307655334, 0.020024582743644714)","(0.47240781784057617, 0.19990259408950806, 0.043274782598018646)","(0.4798929691314697, 0.2313939481973648, 0.05854376405477524)","(0.5111166834831238, 0.19732441008090973, -0.002866443246603012)","(0.4958202838897705, 0.10909049212932587, 0.007575731258839369)","(0.49502280354499817, 0.14965838193893433, 0.027652179822325706)","(0.5027170777320862, 0.18933996558189392, 0.04262419044971466)","(0.5476853847503662, 0.19222670793533325, -0.005233466159552336)","(0.5326643586158752, 0.09062658250331879, 0.0019126039696857333)","(0.5287742018699646, 0.12409210205078125, 0.017999637871980667)","(0.5320841073989868, 0.16125619411468506, 0.029168380424380302)","(0.5798555612564087, 0.21249547600746155, -0.00584044586867094)","(0.5889663100242615, 0.1292848140001297, -0.0016730019124224782)","(0.5775381326675415, 0.1353229582309723, 0.007264659274369478)","(0.567955493927002, 0.1637185513973236, 0.01514285895973444)",Reach
25,"(0.5469269156455994, 0.4324852228164673, -4.136732627557649e-07)","(0.4933992028236389, 0.4036296606063843, 0.01781519316136837)","(0.4691363275051117, 0.3375290334224701, 0.028008926659822464)","(0.46283456683158875, 0.2775149643421173, 0.03743753954768181)","(0.4706123471260071, 0.24144336581230164, 0.04983525350689888)","(0.4781346023082733, 0.22591517865657806, -0.0012703734682872891)","(0.47326114773750305, 0.15688490867614746, 0.019497983157634735)","(0.47487446665763855, 0.1852724552154541, 0.046228114515542984)","(0.478807657957077, 0.21116125583648682, 0.06292173266410828)","(0.5141094923019409, 0.19131524860858917, -0.006240515969693661)","(0.49888917803764343, 0.10037511587142944, 0.005134379956871271)","(0.49804723262786865, 0.14058132469654083, 0.0266192015260458)","(0.5057145953178406, 0.178751602768898, 0.042406242340803146)","(0.5514585375785828, 0.1834191381931305, -0.006800602190196514)","(0.5375127196311951, 0.08432669937610626, 0.0022901662159711123)","(0.5347559452056885, 0.11817780882120132, 0.019013475626707077)","(0.5385085344314575, 0.1539306640625, 0.030188722535967827)","(0.5851616859436035, 0.20168712735176086, -0.005251199007034302)","(0.5974975228309631, 0.12347768247127533, 0.002048161579295993)","(0.5863720774650574, 0.13209927082061768, 0.012171483598649502)","(0.5770471096038818, 0.16018714010715485, 0.02017984911799431)",Reach
26,"(0.5473989248275757, 0.42667216062545776, -4.5814331883775594e-07)","(0.494186669588089, 0.3993111848831177, 0.0283515602350235)","(0.470689058303833, 0.3347012400627136, 0.04463950917124748)","(0.46280407905578613, 0.27247801423072815, 0.05980220437049866)","(0.4702470898628235, 0.23407196998596191, 0.07842230796813965)","(0.4758572280406952, 0.21590347588062286, 0.007078935392200947)","(0.47531619668006897, 0.15207913517951965, 0.034047435969114304)","(0.478192538022995, 0.18021944165229797, 0.0664433091878891)","(0.4834084212779999, 0.20619529485702515, 0.08719129115343094)","(0.5134016275405884, 0.1832592785358429, 0.00026408256962895393)","(0.5026609301567078, 0.09445548057556152, 0.01596996933221817)","(0.5017536282539368, 0.13214147090911865, 0.042567212134599686)","(0.5073370933532715, 0.16963721811771393, 0.062418583780527115)","(0.5505541563034058, 0.1762649118900299, -0.0010261561255902052)","(0.53932785987854, 0.07976654171943665, 0.012722917832434177)","(0.5358439087867737, 0.10797186195850372, 0.03327410668134689)","(0.5380513668060303, 0.1393662989139557, 0.04721320420503616)","(0.5828123688697815, 0.19554147124290466, 0.0008887231233529747)","(0.5924643278121948, 0.11735530197620392, 0.014852777123451233)","(0.5830503106117249, 0.12405193597078323, 0.029136428609490395)","(0.5753679275512695, 0.15070840716362, 0.03981991484761238)",Reach
27,"(0.5486130118370056, 0.4201054573059082, -4.2678064460233145e-07)","(0.494635671377182, 0.3965517282485962, 0.023948276415467262)","(0.471004456281662, 0.331545352935791, 0.036759521812200546)","(0.4625117778778076, 0.2692590355873108, 0.048297252506017685)","(0.4682842493057251, 0.22840556502342224, 0.0630917176604271)","(0.47534888982772827, 0.2119927555322647, 0.0034844910260289907)","(0.4731515347957611, 0.15009045600891113, 0.025769921019673347)","(0.47728413343429565, 0.17931681871414185, 0.05411943420767784)","(0.4837629199028015, 0.20736844837665558, 0.0724508985877037)","(0.5124008059501648, 0.17893308401107788, -0.0034909595269709826)","(0.5010510683059692, 0.09135466814041138, 0.010084346868097782)","(0.5011189579963684, 0.12860172986984253, 0.034431107342243195)","(0.507103681564331, 0.16612130403518677, 0.052327703684568405)","(0.549109697341919, 0.17238733172416687, -0.005703937262296677)","(0.5368726253509521, 0.07114283740520477, 0.003990282770246267)","(0.5343121886253357, 0.09948477894067764, 0.02236282266676426)","(0.5361403226852417, 0.1327590048313141, 0.03514859452843666)","(0.5804736614227295, 0.19253109395503998, -0.005043901037424803)","(0.5904417634010315, 0.11302734911441803, 0.004303630907088518)","(0.582211971282959, 0.11875691264867783, 0.01680387184023857)","(0.5743067264556885, 0.14545781910419464, 0.02661135233938694)",Reach
