Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1652,"(0.5899462699890137, 0.30803847312927246, -1.6894044563287025e-07)","(0.6383930444717407, 0.35251960158348083, 0.03386405482888222)","(0.6672831773757935, 0.3319668173789978, 0.057660315185785294)","(0.6733629703521729, 0.2929012179374695, 0.07718269526958466)","(0.6672451496124268, 0.26233863830566406, 0.0956704244017601)","(0.6989465951919556, 0.22255399823188782, 0.0557912141084671)","(0.696146547794342, 0.2217504233121872, 0.08297289907932281)","(0.6848484873771667, 0.2431882917881012, 0.09294386953115463)","(0.6754080057144165, 0.2578336298465729, 0.09740113466978073)","(0.6767612099647522, 0.17012128233909607, 0.049985677003860474)","(0.680990993976593, 0.17113050818443298, 0.08318027853965759)","(0.6700916886329651, 0.19713811576366425, 0.09005948901176453)","(0.6591596007347107, 0.2173568457365036, 0.09015670418739319)","(0.6459193229675293, 0.13906694948673248, 0.04734772443771362)","(0.6622200608253479, 0.11979807913303375, 0.0730806365609169)","(0.6585351228713989, 0.14090122282505035, 0.07698876410722733)","(0.651921272277832, 0.16297227144241333, 0.07535556703805923)","(0.6138213276863098, 0.12935641407966614, 0.048086971044540405)","(0.6240890622138977, 0.09123177826404572, 0.06904590129852295)","(0.6269723176956177, 0.10702724009752274, 0.07961045205593109)","(0.6242035627365112, 0.12813925743103027, 0.08558931946754456)",Grasp
1653,"(0.581952691078186, 0.3094962537288666, -1.296446185961031e-07)","(0.6322692632675171, 0.35449841618537903, 0.03412080556154251)","(0.6617463231086731, 0.33504846692085266, 0.058856476098299026)","(0.6694134473800659, 0.2963480055332184, 0.08004128187894821)","(0.6662527322769165, 0.2673267722129822, 0.10078763216733932)","(0.6954953074455261, 0.2227577418088913, 0.056283045560121536)","(0.6939876079559326, 0.22135873138904572, 0.08683577179908752)","(0.6843111515045166, 0.24187754094600677, 0.09945086389780045)","(0.6752334833145142, 0.25482872128486633, 0.10515027493238449)","(0.6725971698760986, 0.17257505655288696, 0.051289789378643036)","(0.6779532432556152, 0.17004041373729706, 0.08808544278144836)","(0.6703411340713501, 0.19232410192489624, 0.09675956517457962)","(0.6611626148223877, 0.21083414554595947, 0.0968613550066948)","(0.6415613293647766, 0.14252834022045135, 0.049581967294216156)","(0.6583214998245239, 0.1221199557185173, 0.07748756557703018)","(0.65622878074646, 0.14028126001358032, 0.08163541555404663)","(0.6503750085830688, 0.16119788587093353, 0.07934505492448807)","(0.6096658706665039, 0.13271676003932953, 0.05128173902630806)","(0.6217959523200989, 0.09373544901609421, 0.0730188712477684)","(0.6255568861961365, 0.10816051065921783, 0.08307422697544098)","(0.6234146356582642, 0.12799087166786194, 0.08826658129692078)",Grasp
1654,"(0.5779956579208374, 0.30442655086517334, -1.5440120648690936e-07)","(0.6279787421226501, 0.3542029857635498, 0.025342917069792747)","(0.6572585701942444, 0.33965370059013367, 0.04387484863400459)","(0.6636720895767212, 0.30016374588012695, 0.05918828025460243)","(0.6573379635810852, 0.27139660716056824, 0.07333740592002869)","(0.6942466497421265, 0.21794582903385162, 0.04577309265732765)","(0.690166175365448, 0.21890383958816528, 0.06934791803359985)","(0.6785253882408142, 0.2403952032327652, 0.07499967515468597)","(0.6699550151824951, 0.25425225496292114, 0.07529730349779129)","(0.6711949110031128, 0.16808933019638062, 0.040978699922561646)","(0.6713730096817017, 0.17151868343353271, 0.07212954014539719)","(0.6598408818244934, 0.19391028583049774, 0.0740918293595314)","(0.650547444820404, 0.21197918057441711, 0.0683281347155571)","(0.6396970152854919, 0.13947339355945587, 0.03878059238195419)","(0.6527460813522339, 0.12478091567754745, 0.06132043898105621)","(0.646917462348938, 0.1449408233165741, 0.05960884317755699)","(0.6391205191612244, 0.16683857142925262, 0.05244889482855797)","(0.6074661016464233, 0.1289484202861786, 0.03922456130385399)","(0.6176474690437317, 0.09119343757629395, 0.05543956533074379)","(0.6193962097167969, 0.1069582998752594, 0.06135982275009155)","(0.6169060468673706, 0.12785863876342773, 0.0629625916481018)",Grasp
1655,"(0.5736075043678284, 0.30260390043258667, -1.944169270018392e-07)","(0.6237630248069763, 0.3547360897064209, 0.024170981720089912)","(0.6534731984138489, 0.3430357575416565, 0.04147816449403763)","(0.659574031829834, 0.30079197883605957, 0.05568705126643181)","(0.6507987380027771, 0.2707734704017639, 0.06868432462215424)","(0.6911858916282654, 0.21563293039798737, 0.04185802862048149)","(0.6879079341888428, 0.21933691203594208, 0.06271666288375854)","(0.6742000579833984, 0.2419789731502533, 0.06636766344308853)","(0.6643612384796143, 0.2544559836387634, 0.06551282852888107)","(0.6679254770278931, 0.163600891828537, 0.037102460861206055)","(0.6676991581916809, 0.1711951494216919, 0.06659607589244843)","(0.6535474061965942, 0.19594740867614746, 0.06764572858810425)","(0.6429075598716736, 0.21248482167720795, 0.06115648150444031)","(0.636573314666748, 0.13512754440307617, 0.035009730607271194)","(0.6481098532676697, 0.12587851285934448, 0.056623425334692)","(0.639785647392273, 0.1497158259153366, 0.054622381925582886)","(0.6296692490577698, 0.17193485796451569, 0.047166671603918076)","(0.6046427488327026, 0.12389598786830902, 0.03548528254032135)","(0.6136444211006165, 0.08793891966342926, 0.05101904645562172)","(0.6147729754447937, 0.10618562251329422, 0.05686934292316437)","(0.6124383211135864, 0.12829865515232086, 0.05848686769604683)",Grasp
1656,"(0.5673562288284302, 0.302798867225647, -1.9209882395898603e-07)","(0.61771160364151, 0.3577454686164856, 0.022188851609826088)","(0.6500914692878723, 0.34606242179870605, 0.03841386362910271)","(0.6564203500747681, 0.29888463020324707, 0.05191550403833389)","(0.6455844044685364, 0.2663406729698181, 0.06419532746076584)","(0.6894479393959045, 0.21114355325698853, 0.03904028981924057)","(0.6864129900932312, 0.21270552277565002, 0.06064683198928833)","(0.6740390062332153, 0.23553647100925446, 0.06543562561273575)","(0.6651410460472107, 0.24835848808288574, 0.06517566740512848)","(0.6667845249176025, 0.1585315614938736, 0.03477561101317406)","(0.6654492616653442, 0.16800111532211304, 0.06500744819641113)","(0.6517263650894165, 0.19479483366012573, 0.0670495256781578)","(0.6420149803161621, 0.21191087365150452, 0.061155546456575394)","(0.6355539560317993, 0.1303013414144516, 0.03323565796017647)","(0.6460360288619995, 0.1264386773109436, 0.05513887479901314)","(0.6370176672935486, 0.15543133020401, 0.053906045854091644)","(0.6263525485992432, 0.1789318174123764, 0.04688584432005882)","(0.6024554371833801, 0.11880017817020416, 0.03408743068575859)","(0.611609160900116, 0.08190962672233582, 0.049143172800540924)","(0.6116406917572021, 0.10363391041755676, 0.0555807389318943)","(0.608003556728363, 0.12823574244976044, 0.057818301022052765)",Grasp
1657,"(0.5643579959869385, 0.29856646060943604, -2.1541001160585438e-07)","(0.6141305565834045, 0.35031941533088684, 0.02315792627632618)","(0.6459575295448303, 0.3416373133659363, 0.03981795907020569)","(0.654275119304657, 0.2997506856918335, 0.053602077066898346)","(0.6449390649795532, 0.2681490182876587, 0.06594222038984299)","(0.6876859664916992, 0.20515212416648865, 0.039256539195775986)","(0.6843382716178894, 0.21114949882030487, 0.05937576666474342)","(0.6721343994140625, 0.23523883521556854, 0.06246226653456688)","(0.6625386476516724, 0.2477608025074005, 0.06154783442616463)","(0.6643074750900269, 0.1541319638490677, 0.03484569117426872)","(0.6619893312454224, 0.1684982180595398, 0.0646657645702362)","(0.64853435754776, 0.19598594307899475, 0.06616152822971344)","(0.6385677456855774, 0.2120077908039093, 0.059957802295684814)","(0.632516622543335, 0.12646308541297913, 0.033137984573841095)","(0.6409612894058228, 0.13138039410114288, 0.05502065643668175)","(0.632234513759613, 0.16058094799518585, 0.053186170756816864)","(0.6213580965995789, 0.18243308365345, 0.0458882711827755)","(0.5992932915687561, 0.1132291853427887, 0.033882658928632736)","(0.607136070728302, 0.07874201238155365, 0.04824608191847801)","(0.6080284714698792, 0.09987141937017441, 0.053865429013967514)","(0.6052770018577576, 0.12523704767227173, 0.05578473210334778)",Grasp
1658,"(0.5571058988571167, 0.292219877243042, -2.737832573984633e-07)","(0.6074317693710327, 0.34854573011398315, 0.03421037644147873)","(0.6406325697898865, 0.3397350311279297, 0.06057718023657799)","(0.650528609752655, 0.2997371554374695, 0.08388539403676987)","(0.6435188055038452, 0.26931244134902954, 0.10622323304414749)","(0.6841221451759338, 0.19901391863822937, 0.05891713872551918)","(0.6829436421394348, 0.20590083301067352, 0.08948024362325668)","(0.670306921005249, 0.2319449782371521, 0.09714778512716293)","(0.6597843170166016, 0.24510061740875244, 0.0987054780125618)","(0.6598547697067261, 0.15162748098373413, 0.05540177598595619)","(0.6585173010826111, 0.16620083153247833, 0.09778818488121033)","(0.6432501077651978, 0.19609323143959045, 0.10292539745569229)","(0.6329805254936218, 0.21148191392421722, 0.0975797176361084)","(0.6278271675109863, 0.12371884286403656, 0.05553048849105835)","(0.6359807848930359, 0.13206925988197327, 0.08869430422782898)","(0.624219536781311, 0.16278588771820068, 0.08938365429639816)","(0.6130645871162415, 0.18496456742286682, 0.08211017400026321)","(0.5955831408500671, 0.11072884500026703, 0.059061575680971146)","(0.6050311923027039, 0.07375651597976685, 0.08220842480659485)","(0.6046059131622314, 0.09378036111593246, 0.0908224880695343)","(0.6020753979682922, 0.11825169622898102, 0.09377135336399078)",Grasp
1659,"(0.5523602366447449, 0.2905106842517853, -2.663947782366449e-07)","(0.6027500629425049, 0.34628379344940186, 0.03632882609963417)","(0.6381106972694397, 0.3370150923728943, 0.06536980718374252)","(0.6484350562095642, 0.2971203029155731, 0.09121086448431015)","(0.6417441368103027, 0.26657921075820923, 0.11616633832454681)","(0.6812958717346191, 0.19662615656852722, 0.06496737152338028)","(0.6835231781005859, 0.1955854892730713, 0.10020103305578232)","(0.6710532307624817, 0.21910640597343445, 0.11244238913059235)","(0.6595070958137512, 0.2344224900007248, 0.11753159761428833)","(0.6571077704429626, 0.15001647174358368, 0.06160922348499298)","(0.6546562910079956, 0.16512146592140198, 0.10778865218162537)","(0.6397242546081543, 0.1934765726327896, 0.1149301752448082)","(0.6289516091346741, 0.21049198508262634, 0.11158383637666702)","(0.6254270076751709, 0.12262959778308868, 0.06192401796579361)","(0.6310617327690125, 0.13479332625865936, 0.09690969437360764)","(0.6186728477478027, 0.16469809412956238, 0.09706369787454605)","(0.6079208254814148, 0.18512758612632751, 0.09023996442556381)","(0.5932533740997314, 0.10870590806007385, 0.06593827903270721)","(0.6018542647361755, 0.07226681709289551, 0.09012202173471451)","(0.6017197370529175, 0.0924026146531105, 0.09833988547325134)","(0.6000596880912781, 0.1175110712647438, 0.10156328976154327)",Move
1660,"(0.5423884391784668, 0.2927011251449585, -3.0087878144513525e-07)","(0.5995607376098633, 0.34985023736953735, 0.05382693558931351)","(0.6375877261161804, 0.3332529067993164, 0.09674282371997833)","(0.6448256373405457, 0.29341745376586914, 0.13604015111923218)","(0.6360133290290833, 0.2575593888759613, 0.17472518980503082)","(0.6774765849113464, 0.19822776317596436, 0.09071625769138336)","(0.6851199865341187, 0.19726435840129852, 0.14141634106636047)","(0.672858476638794, 0.22201786935329437, 0.16388431191444397)","(0.6607874631881714, 0.23409955203533173, 0.17548203468322754)","(0.6509726047515869, 0.1530841886997223, 0.08889394253492355)","(0.6556950211524963, 0.16853027045726776, 0.15035545825958252)","(0.6407262086868286, 0.20290113985538483, 0.16755332052707672)","(0.6259649395942688, 0.21969234943389893, 0.17155392467975616)","(0.6202031373977661, 0.12712159752845764, 0.09224126487970352)","(0.6304119825363159, 0.13963773846626282, 0.14423030614852905)","(0.6177125573158264, 0.17591121792793274, 0.1525200605392456)","(0.6071951389312744, 0.19593729078769684, 0.15007726848125458)","(0.5877953767776489, 0.11192525923252106, 0.1006065085530281)","(0.599830687046051, 0.07578800618648529, 0.1379874050617218)","(0.599975049495697, 0.09414675086736679, 0.15153451263904572)","(0.5998033285140991, 0.11570488661527634, 0.15766499936580658)",Move
1661,"(0.5417131781578064, 0.3043164014816284, -1.6836204963510681e-07)","(0.5948746204376221, 0.3560546636581421, 0.01582772471010685)","(0.6377440094947815, 0.34485238790512085, 0.027601365000009537)","(0.6548161506652832, 0.29854655265808105, 0.039999835193157196)","(0.6470093727111816, 0.26267439126968384, 0.052494656294584274)","(0.6631441712379456, 0.2039198875427246, 0.012752648442983627)","(0.6889219284057617, 0.1900423765182495, 0.02922646515071392)","(0.6844427585601807, 0.2166902869939804, 0.03867005556821823)","(0.6731213927268982, 0.23932552337646484, 0.04447782039642334)","(0.6412469148635864, 0.1534857302904129, 0.014054883271455765)","(0.661527693271637, 0.16883742809295654, 0.040930189192295074)","(0.6543306708335876, 0.20322780311107635, 0.05071008577942848)","(0.6446014642715454, 0.22540132701396942, 0.05179237201809883)","(0.6123664379119873, 0.13018138706684113, 0.018609728664159775)","(0.6337748169898987, 0.14194101095199585, 0.04027438163757324)","(0.6305111646652222, 0.17279741168022156, 0.04365664720535278)","(0.6202601194381714, 0.1964333951473236, 0.04029307886958122)","(0.5831310749053955, 0.12193039804697037, 0.025444576516747475)","(0.5965238213539124, 0.0847715437412262, 0.040284037590026855)","(0.6008328795433044, 0.10143180936574936, 0.046194083988666534)","(0.5996602773666382, 0.12563684582710266, 0.04850933328270912)",Move
