Unnamed: 0,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
2556,"(0.6316931843757629, 0.16235211491584778, 1.860794327512849e-07)","(0.576664924621582, 0.23650765419006348, -0.023816119879484177)","(0.5478773713111877, 0.33292052149772644, -0.020030613988637924)","(0.5342826247215271, 0.4049535095691681, -0.007468363735824823)","(0.5283101201057434, 0.45030921697616577, 0.008456067182123661)","(0.6289266347885132, 0.4189677834510803, -0.006560063920915127)","(0.5881518125534058, 0.48717087507247925, 0.006025488954037428)","(0.5532639026641846, 0.4781818389892578, 0.011815770529210567)","(0.5301994681358337, 0.45996081829071045, 0.015786003321409225)","(0.6530898213386536, 0.40007320046424866, 0.015902722254395485)","(0.5999395251274109, 0.44268450140953064, 0.03210429847240448)","(0.5637942552566528, 0.42223891615867615, 0.032780785113573074)","(0.5405018329620361, 0.3919340670108795, 0.030627379193902016)","(0.6605637073516846, 0.36590924859046936, 0.038084499537944794)","(0.6119810342788696, 0.3985593914985657, 0.05042199045419693)","(0.5811246037483215, 0.38588714599609375, 0.04307397082448006)","(0.5582119822502136, 0.35702401399612427, 0.03591820225119591)","(0.6602005362510681, 0.33430716395378113, 0.05895513668656349)","(0.6232325434684753, 0.3603542149066925, 0.06453575938940048)","(0.5983371734619141, 0.35493138432502747, 0.059054382145404816)","(0.57783043384552, 0.3365772068500519, 0.05546174570918083)",Position
2557,"(0.6311177611351013, 0.16264986991882324, 2.7923636025661835e-07)","(0.5766354203224182, 0.23601970076560974, -0.026574894785881042)","(0.5497095584869385, 0.3293159008026123, -0.023151477798819542)","(0.5351372361183167, 0.403444766998291, -0.010073313489556313)","(0.5313307642936707, 0.4500855505466461, 0.006962265353649855)","(0.6295322179794312, 0.41800904273986816, -0.006680748891085386)","(0.5907726883888245, 0.4869149923324585, 0.0060055190697312355)","(0.554963231086731, 0.4787992238998413, 0.011691288091242313)","(0.5321511626243591, 0.46108922362327576, 0.015805736184120178)","(0.653388500213623, 0.4017316401004791, 0.017384789884090424)","(0.6106764674186707, 0.46779316663742065, 0.032388053834438324)","(0.5734931826591492, 0.45743200182914734, 0.03355034813284874)","(0.5474763512611389, 0.4297758638858795, 0.03267167508602142)","(0.6613138914108276, 0.36925655603408813, 0.04071540758013725)","(0.6165242195129395, 0.4132418632507324, 0.05198993161320686)","(0.5841163396835327, 0.40231460332870483, 0.0445643849670887)","(0.5602390766143799, 0.3749905526638031, 0.03818770498037338)","(0.6608501672744751, 0.3387318551540375, 0.06254995614290237)","(0.625521183013916, 0.36869820952415466, 0.06826332956552505)","(0.6010192632675171, 0.3638162910938263, 0.06272825598716736)","(0.580025851726532, 0.34667569398880005, 0.05906328931450844)",Position
2558,"(0.6309449076652527, 0.16443942487239838, 2.80511073924572e-07)","(0.5761590600013733, 0.23629650473594666, -0.026070766150951385)","(0.5493627786636353, 0.328690767288208, -0.021834509447216988)","(0.5356312990188599, 0.4021114706993103, -0.007480392698198557)","(0.5318617820739746, 0.4520568549633026, 0.011052248999476433)","(0.6281803846359253, 0.41626685857772827, -0.007886068895459175)","(0.5906388163566589, 0.48540815711021423, 0.007065431214869022)","(0.5555076599121094, 0.4766332805156708, 0.01524727325886488)","(0.5340667963027954, 0.45861536264419556, 0.021068835631012917)","(0.6524637341499329, 0.40074965357780457, 0.01701444573700428)","(0.6120978593826294, 0.47023189067840576, 0.03416899964213371)","(0.5751961469650269, 0.4640510380268097, 0.03761804848909378)","(0.5491892099380493, 0.439139187335968, 0.03808082640171051)","(0.6608222723007202, 0.3689905107021332, 0.04144897311925888)","(0.6185348629951477, 0.414827823638916, 0.05464503541588783)","(0.5858981609344482, 0.40520861744880676, 0.048662424087524414)","(0.561898410320282, 0.3795910179615021, 0.04297156259417534)","(0.6611557006835938, 0.33871138095855713, 0.0645160898566246)","(0.6274438500404358, 0.36975160241127014, 0.0722237303853035)","(0.6032603979110718, 0.3660840392112732, 0.0677589401602745)","(0.5822416543960571, 0.3503347337245941, 0.06451649218797684)",Position
2559,"(0.6306775212287903, 0.1621939241886139, 2.106623639974714e-07)","(0.5763178467750549, 0.23622247576713562, -0.024427207186818123)","(0.5494760870933533, 0.32971620559692383, -0.021153301000595093)","(0.5353577733039856, 0.40237218141555786, -0.009193018078804016)","(0.5291812419891357, 0.45024728775024414, 0.006213943939656019)","(0.6306697726249695, 0.41580477356910706, -0.006620824337005615)","(0.5886684656143188, 0.4841540455818176, 0.00509539945051074)","(0.5537540912628174, 0.47576993703842163, 0.009806541725993156)","(0.5314788818359375, 0.45904406905174255, 0.01290951482951641)","(0.654765248298645, 0.3981376588344574, 0.015459029003977776)","(0.6027341485023499, 0.44665899872779846, 0.03085251897573471)","(0.5663428902626038, 0.42930376529693604, 0.03147086873650551)","(0.543051540851593, 0.4012035131454468, 0.029223838821053505)","(0.6624115109443665, 0.36515167355537415, 0.03694785013794899)","(0.6145547032356262, 0.4031921327114105, 0.0487237274646759)","(0.5828360915184021, 0.3924771547317505, 0.04198920726776123)","(0.5595579743385315, 0.36531293392181396, 0.035203445702791214)","(0.6618729829788208, 0.33380159735679626, 0.05694425851106644)","(0.625575602054596, 0.3630351126194, 0.06225999444723129)","(0.6007418632507324, 0.3597632944583893, 0.05703919380903244)","(0.5801050066947937, 0.34364572167396545, 0.05346538498997688)",Position
2560,"(0.6309412121772766, 0.1586991399526596, 1.951499939423229e-07)","(0.5768158435821533, 0.23941878974437714, -0.02335396036505699)","(0.5486674904823303, 0.33374565839767456, -0.018376095220446587)","(0.534217357635498, 0.40430787205696106, -0.004820045083761215)","(0.5290858745574951, 0.4505991041660309, 0.012129762209951878)","(0.6325194835662842, 0.417513370513916, -0.00015040258585941046)","(0.5899366140365601, 0.4823586046695709, 0.017108161002397537)","(0.5556489825248718, 0.47265517711639404, 0.02454233169555664)","(0.5347945690155029, 0.4566293954849243, 0.028476253151893616)","(0.6553633809089661, 0.39598608016967773, 0.022453870624303818)","(0.5991549491882324, 0.4330506920814514, 0.04261782392859459)","(0.563797116279602, 0.4152754843235016, 0.042585548013448715)","(0.5417276620864868, 0.38766804337501526, 0.038705918937921524)","(0.6621382236480713, 0.36027663946151733, 0.044726960361003876)","(0.6121302843093872, 0.39315930008888245, 0.060302503407001495)","(0.581110954284668, 0.38355693221092224, 0.05180436000227928)","(0.5581471920013428, 0.3573528826236725, 0.04274393990635872)","(0.6613795161247253, 0.32782208919525146, 0.06564201414585114)","(0.6245324015617371, 0.35677242279052734, 0.07270532846450806)","(0.6000044941902161, 0.35365307331085205, 0.06666260212659836)","(0.5791201591491699, 0.33800143003463745, 0.06200580671429634)",Position
2561,"(0.6318572759628296, 0.1615661233663559, 2.2685868827920785e-07)","(0.5774588584899902, 0.23889052867889404, -0.024139568209648132)","(0.54917311668396, 0.333074152469635, -0.018676230683922768)","(0.5339505076408386, 0.4035325050354004, -0.003617742331698537)","(0.5293806195259094, 0.4514812231063843, 0.01548789069056511)","(0.6314698457717896, 0.4184629023075104, -0.0025151437148451805)","(0.5908598303794861, 0.4840669333934784, 0.014413170516490936)","(0.5556420683860779, 0.4732961058616638, 0.022687219083309174)","(0.5344581604003906, 0.45460474491119385, 0.027875036001205444)","(0.6548347473144531, 0.3978220224380493, 0.021396715193986893)","(0.6064535975456238, 0.4524374008178711, 0.040942154824733734)","(0.5690757632255554, 0.437581330537796, 0.04291000962257385)","(0.5445761680603027, 0.4089542329311371, 0.04127306863665581)","(0.6618570685386658, 0.3621795177459717, 0.04492516443133354)","(0.6148494482040405, 0.400994211435318, 0.05999576300382614)","(0.5822520852088928, 0.39070406556129456, 0.052566614001989365)","(0.5587159395217896, 0.36506742238998413, 0.04486938193440437)","(0.6607092618942261, 0.3301744759082794, 0.06719064712524414)","(0.6245005130767822, 0.3599351942539215, 0.07522913068532944)","(0.5998209118843079, 0.3560141324996948, 0.06989933550357819)","(0.5792622566223145, 0.3406304717063904, 0.06562171876430511)",Position
2562,"(0.6309588551521301, 0.15965355932712555, 2.018481097820768e-07)","(0.5772905349731445, 0.23944900929927826, -0.023005416616797447)","(0.5493543148040771, 0.333478718996048, -0.018598318099975586)","(0.5340824127197266, 0.40441370010375977, -0.005821999628096819)","(0.5285565853118896, 0.45173588395118713, 0.010390468873083591)","(0.6325026750564575, 0.41739657521247864, -0.0009237341582775116)","(0.5895183086395264, 0.4833117127418518, 0.015039445832371712)","(0.5551922917366028, 0.4727834463119507, 0.021778089925646782)","(0.5346249341964722, 0.4547695517539978, 0.025607813149690628)","(0.6552837491035461, 0.39732712507247925, 0.021274978294968605)","(0.5999190807342529, 0.4358072280883789, 0.04045746847987175)","(0.5644205808639526, 0.41862666606903076, 0.040388815104961395)","(0.54208904504776, 0.3910587430000305, 0.03673887252807617)","(0.6620525121688843, 0.36210596561431885, 0.043128952383995056)","(0.6124550104141235, 0.3946208655834198, 0.05821558088064194)","(0.5811929106712341, 0.38532137870788574, 0.05019388347864151)","(0.5580119490623474, 0.35930731892585754, 0.041610028594732285)","(0.6613116264343262, 0.32975661754608154, 0.06364654004573822)","(0.6241304874420166, 0.3580969274044037, 0.07107006758451462)","(0.5997997522354126, 0.3550715744495392, 0.06571801006793976)","(0.579326868057251, 0.3388957977294922, 0.06158072501420975)",Position
2563,"(0.6320403814315796, 0.16081032156944275, 2.043428253273305e-07)","(0.5775243639945984, 0.23881275951862335, -0.023424847051501274)","(0.5491541028022766, 0.33537328243255615, -0.01696620136499405)","(0.5330276489257812, 0.4065886437892914, -0.001579775707796216)","(0.5266684889793396, 0.4523295760154724, 0.01738809049129486)","(0.6317234635353088, 0.4195305407047272, 0.001715836813673377)","(0.589244544506073, 0.4858963191509247, 0.020096896216273308)","(0.5545663833618164, 0.47453323006629944, 0.028100088238716125)","(0.5336493849754333, 0.4567669630050659, 0.032592713832855225)","(0.6540587544441223, 0.39656010270118713, 0.025358350947499275)","(0.5995391011238098, 0.4393261671066284, 0.04690992459654808)","(0.5628041625022888, 0.4232335090637207, 0.04758719727396965)","(0.5393255949020386, 0.39591431617736816, 0.04427497833967209)","(0.6606963276863098, 0.3596382141113281, 0.04851682111620903)","(0.6114509105682373, 0.3951541781425476, 0.06552441418170929)","(0.5795060396194458, 0.3861179053783417, 0.0569758303463459)","(0.5558340549468994, 0.3603909909725189, 0.04786013066768646)","(0.6594896912574768, 0.32658782601356506, 0.07030360400676727)","(0.6226252317428589, 0.3562920391559601, 0.07902636379003525)","(0.5978432893753052, 0.35416460037231445, 0.07307402789592743)","(0.5770440697669983, 0.3383139669895172, 0.06822679191827774)",Position
2564,"(0.6323557496070862, 0.1610160768032074, 2.2654214149042673e-07)","(0.5772867798805237, 0.239967942237854, -0.0221113208681345)","(0.5485560297966003, 0.3358137905597687, -0.015991877764463425)","(0.5312002301216125, 0.4067281484603882, -0.001533151837065816)","(0.5250056385993958, 0.4496128261089325, 0.01632036082446575)","(0.6316641569137573, 0.4202207028865814, 0.00407293951138854)","(0.5879947543144226, 0.483012855052948, 0.02078799158334732)","(0.5528353452682495, 0.47367727756500244, 0.026195839047431946)","(0.531307578086853, 0.4569275379180908, 0.028804264962673187)","(0.6536955237388611, 0.3982125222682953, 0.02615337446331978)","(0.6010214686393738, 0.44341033697128296, 0.04632355272769928)","(0.5640992522239685, 0.4293953478336334, 0.04577832669019699)","(0.539858341217041, 0.4018968939781189, 0.0417441688477993)","(0.6603493094444275, 0.36210939288139343, 0.04760432243347168)","(0.6129533052444458, 0.3986673951148987, 0.06400314718484879)","(0.5804837346076965, 0.39139416813850403, 0.05566893145442009)","(0.5559707283973694, 0.36648088693618774, 0.04668762534856796)","(0.6585217714309692, 0.32889261841773987, 0.06761758774518967)","(0.6229077577590942, 0.3577243685722351, 0.07646018266677856)","(0.5982663035392761, 0.35633957386016846, 0.07116832584142685)","(0.577008068561554, 0.34087902307510376, 0.06669151037931442)",Position
2565,"(0.6313920617103577, 0.15951111912727356, 2.2818369416199857e-07)","(0.5768671631813049, 0.24153253436088562, -0.022391827777028084)","(0.5471581220626831, 0.336974561214447, -0.01582578383386135)","(0.5289211273193359, 0.40622082352638245, -0.0006294258055277169)","(0.5233537554740906, 0.4496462345123291, 0.018065884709358215)","(0.6313351988792419, 0.42109575867652893, 0.005010575987398624)","(0.5858719944953918, 0.48172852396965027, 0.02366352453827858)","(0.5509305596351624, 0.47190696001052856, 0.030712585896253586)","(0.5293864607810974, 0.4540555775165558, 0.03440001606941223)","(0.6534439325332642, 0.3986722230911255, 0.028031066060066223)","(0.5968283414840698, 0.43429282307624817, 0.05065486207604408)","(0.5608319044113159, 0.4182592034339905, 0.05041806772351265)","(0.5376286506652832, 0.3909309208393097, 0.04607006162405014)","(0.6600742340087891, 0.3616546094417572, 0.05052482336759567)","(0.6100643873214722, 0.392304003238678, 0.06894582509994507)","(0.5782607197761536, 0.3842404782772064, 0.06004456803202629)","(0.5540540218353271, 0.35958003997802734, 0.050143394619226456)","(0.6586971282958984, 0.3284740149974823, 0.07158654928207397)","(0.6216775178909302, 0.3534319996833801, 0.08107840269804001)","(0.5966111421585083, 0.35108309984207153, 0.07509078085422516)","(0.5750361084938049, 0.33556482195854187, 0.0700979083776474)",Position
2566,"(0.6309622526168823, 0.16472327709197998, 2.964269185667945e-07)","(0.5757869482040405, 0.24401257932186127, -0.023056166246533394)","(0.5469304323196411, 0.33727025985717773, -0.01548334863036871)","(0.5285530686378479, 0.4060952365398407, 0.001545871957205236)","(0.5233011841773987, 0.45114314556121826, 0.022410420700907707)","(0.6286682486534119, 0.4245017170906067, 0.007029878906905651)","(0.5856532454490662, 0.4832967519760132, 0.026931051164865494)","(0.549829363822937, 0.47387346625328064, 0.03374039754271507)","(0.5278695225715637, 0.4561816453933716, 0.03743119537830353)","(0.6510009169578552, 0.40182358026504517, 0.0316053070127964)","(0.6042676568031311, 0.4572595953941345, 0.05509362369775772)","(0.5666188597679138, 0.4479648768901825, 0.05541706085205078)","(0.5403763055801392, 0.4206324815750122, 0.052064795047044754)","(0.6586805582046509, 0.36571651697158813, 0.05553172528743744)","(0.6142826080322266, 0.4053800404071808, 0.07524922490119934)","(0.5816048383712769, 0.3968789279460907, 0.06682796776294708)","(0.5569230914115906, 0.3725813031196594, 0.05766740441322327)","(0.6581690907478333, 0.3344102203845978, 0.0780288577079773)","(0.6242702007293701, 0.3631950318813324, 0.09007767587900162)","(0.5998770594596863, 0.359925240278244, 0.08529898524284363)","(0.5786706209182739, 0.34499862790107727, 0.08087042719125748)",Position
2567,"(0.6305956840515137, 0.16082730889320374, 2.3043632779717882e-07)","(0.5763558149337769, 0.24278554320335388, -0.021668702363967896)","(0.5462346076965332, 0.3380524814128876, -0.014256540685892105)","(0.5270693302154541, 0.4058862328529358, 0.0020569164771586657)","(0.5197917222976685, 0.449113130569458, 0.02152145653963089)","(0.6297667026519775, 0.42496466636657715, 0.0058771949261426926)","(0.5807005763053894, 0.4812721610069275, 0.02716222032904625)","(0.5462232828140259, 0.4724023640155792, 0.03520517796278)","(0.5253568887710571, 0.45651715993881226, 0.039071597158908844)","(0.6522128582000732, 0.4026186466217041, 0.029391735792160034)","(0.5944718718528748, 0.434390664100647, 0.054575115442276)","(0.5600781440734863, 0.4173544645309448, 0.05412067100405693)","(0.5388918519020081, 0.38936132192611694, 0.04900413006544113)","(0.6597325801849365, 0.36606356501579285, 0.052773211151361465)","(0.6102313995361328, 0.3943459093570709, 0.07384563237428665)","(0.5803504586219788, 0.38317909836769104, 0.06425797939300537)","(0.5588459372520447, 0.3570269048213959, 0.05320374295115471)","(0.6599639058113098, 0.33435431122779846, 0.07487888634204865)","(0.6244871616363525, 0.3578694462776184, 0.08653561025857925)","(0.6017547249794006, 0.352459579706192, 0.08069590479135513)","(0.5828900933265686, 0.33550289273262024, 0.07528124749660492)",Position
2568,"(0.6320191025733948, 0.16842946410179138, 3.7525973084484576e-07)","(0.5758252739906311, 0.24234530329704285, -0.020142722874879837)","(0.5470775365829468, 0.3334745764732361, -0.011338304728269577)","(0.5298351645469666, 0.40060508251190186, 0.00726971635594964)","(0.5213406085968018, 0.4497793912887573, 0.030372772365808487)","(0.6243239045143127, 0.42696523666381836, 0.0045323679223656654)","(0.5823273658752441, 0.4836135506629944, 0.024888817220926285)","(0.548583447933197, 0.4756581783294678, 0.03549382835626602)","(0.52681964635849, 0.4582439363002777, 0.042980026453733444)","(0.650061309337616, 0.40582552552223206, 0.028055284172296524)","(0.6155476570129395, 0.4811953902244568, 0.04977767914533615)","(0.5811970233917236, 0.48873573541641235, 0.05524534359574318)","(0.5525583028793335, 0.47101229429244995, 0.05764860287308693)","(0.6608578562736511, 0.36925336718559265, 0.051354121416807175)","(0.6224959492683411, 0.4184362590312958, 0.06874106824398041)","(0.5904167890548706, 0.41147953271865845, 0.06478123366832733)","(0.565778911113739, 0.38820981979370117, 0.061137452721595764)","(0.6613073348999023, 0.3352556526660919, 0.07375657558441162)","(0.6321079730987549, 0.3677668571472168, 0.08656866103410721)","(0.6085905432701111, 0.365226686000824, 0.0857756957411766)","(0.5872014164924622, 0.35063469409942627, 0.08546192944049835)",Position
