,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
11,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
12,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
13,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
14,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
15,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
16,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
17,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
18,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
19,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
20,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
21,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
22,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
23,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
24,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
25,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
26,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
27,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
28,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
29,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
30,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
31,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
32,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
33,"(0.9374770522117615, 0.07982319593429565, 9.243353247256891e-07)","(0.8766335248947144, 0.16708669066429138, -0.0616583451628685)","(0.8637045621871948, 0.33056819438934326, -0.07418455928564072)","(0.869454026222229, 0.46209120750427246, -0.06821002066135406)","(0.8695833683013916, 0.5710192918777466, -0.05678681656718254)","(0.9782917499542236, 0.3343973755836487, -0.0711619183421135)","(0.9876113533973694, 0.5010651350021362, -0.07674571871757507)","(0.9513962268829346, 0.5825059413909912, -0.07278463244438171)","(0.9126527309417725, 0.6210909485816956, -0.06413579732179642)","(1.00949227809906, 0.33479374647140503, -0.028075026348233223)","(1.0168647766113281, 0.4963926076889038, -0.030843662098050117)","(0.9737115502357483, 0.5804438591003418, -0.02720172517001629)","(0.9320584535598755, 0.6074758768081665, -0.020663468167185783)","(1.0154969692230225, 0.3391806483268738, 0.013781147077679634)","(1.0202101469039917, 0.47736066579818726, 0.016179198399186134)","(0.9838734269142151, 0.5498234033584595, 0.013797099702060223)","(0.9484142661094666, 0.5841341614723206, 0.015092367306351662)","(1.0090796947479248, 0.34810107946395874, 0.05160997062921524)","(1.0133897066116333, 0.4653684198856354, 0.05487613379955292)","(0.9860930442810059, 0.5296128392219543, 0.052434083074331284)","(0.9548084735870361, 0.5615119338035583, 0.05384879559278488)",Reach
34,"(0.8697563409805298, 0.10786280035972595, 4.980768721907225e-07)","(0.8076561689376831, 0.1992594301700592, -0.03786703944206238)","(0.786507248878479, 0.34445464611053467, -0.05610494688153267)","(0.7873299717903137, 0.4725371301174164, -0.0656813234090805)","(0.7780402302742004, 0.5706021189689636, -0.07176648080348969)","(0.9009941816329956, 0.3603333830833435, -0.05919785052537918)","(0.8867637515068054, 0.5402964353561401, -0.0808325707912445)","(0.8468664884567261, 0.6136617064476013, -0.08943386375904083)","(0.8109434843063354, 0.6455193758010864, -0.09149128943681717)","(0.9448364973068237, 0.35718467831611633, -0.04422081261873245)","(0.9276720285415649, 0.5410338640213013, -0.06298533082008362)","(0.8797621130943298, 0.6031985282897949, -0.06639981269836426)","(0.8406410813331604, 0.6208076477050781, -0.06628657132387161)","(0.9678670167922974, 0.35688233375549316, -0.02994229644536972)","(0.9582682847976685, 0.5241095423698425, -0.044094547629356384)","(0.9133654832839966, 0.580169141292572, -0.0448402464389801)","(0.8761834502220154, 0.5966026782989502, -0.043536871671676636)","(0.9757614135742188, 0.35991957783699036, -0.018342919647693634)","(0.9746168255805969, 0.4954792857170105, -0.030767207965254784)","(0.9421886205673218, 0.5480169653892517, -0.03136273846030235)","(0.9106254577636719, 0.5677372813224792, -0.028639620169997215)",Reach
35,"(0.8203059434890747, 0.12754365801811218, 3.4870060972025385e-07)","(0.7514742612838745, 0.22482506930828094, -0.029604483395814896)","(0.7211910486221313, 0.36613157391548157, -0.04550623521208763)","(0.7186957001686096, 0.48895150423049927, -0.05341099947690964)","(0.7037456035614014, 0.5822674036026001, -0.05819540470838547)","(0.8209390640258789, 0.3998129665851593, -0.057148512452840805)","(0.790014922618866, 0.57160484790802, -0.0742073729634285)","(0.7503959536552429, 0.6329895257949829, -0.0779031366109848)","(0.7187764048576355, 0.6587201356887817, -0.0775909498333931)","(0.8689746856689453, 0.40665045380592346, -0.045142173767089844)","(0.8320618867874146, 0.5854523777961731, -0.05865505337715149)","(0.7843747735023499, 0.6283921003341675, -0.05730652064085007)","(0.7514109015464783, 0.6307418346405029, -0.05473652109503746)","(0.8961930274963379, 0.4106918275356293, -0.03245812654495239)","(0.8728948831558228, 0.5671611428260803, -0.04146254062652588)","(0.8292210102081299, 0.6073100566864014, -0.03854292631149292)","(0.7972789406776428, 0.6102304458618164, -0.03601151704788208)","(0.9073407649993896, 0.4126790761947632, -0.021781472489237785)","(0.890754759311676, 0.5362780094146729, -0.030948789790272713)","(0.8566029071807861, 0.5740013122558594, -0.029510723426938057)","(0.8293322920799255, 0.5815402865409851, -0.02589607983827591)",Reach
36,"(0.7668184041976929, 0.15352419018745422, 3.502885874695494e-07)","(0.6944288611412048, 0.24565798044204712, -0.021786125376820564)","(0.6593491435050964, 0.38333186507225037, -0.032954178750514984)","(0.6518695950508118, 0.5080826282501221, -0.03790165111422539)","(0.630821943283081, 0.5955373048782349, -0.03997277468442917)","(0.7482247352600098, 0.44582781195640564, -0.044448982924222946)","(0.7060085535049438, 0.6002422571182251, -0.05499851703643799)","(0.666046679019928, 0.6479446291923523, -0.05525486171245575)","(0.6360329985618591, 0.6643850803375244, -0.053834401071071625)","(0.7934105396270752, 0.4658205211162567, -0.03517351672053337)","(0.7393695116043091, 0.6167483925819397, -0.04256162792444229)","(0.6915804743766785, 0.6438072323799133, -0.04024123027920723)","(0.6607984900474548, 0.6374620795249939, -0.0387001559138298)","(0.8203651309013367, 0.47591617703437805, -0.02480815164744854)","(0.7758704423904419, 0.6147207617759705, -0.027955254539847374)","(0.7312989830970764, 0.6332721710205078, -0.02414890192449093)","(0.7009686827659607, 0.6197519302368164, -0.022704118862748146)","(0.8351294994354248, 0.48000162839889526, -0.01609724573791027)","(0.8035144805908203, 0.5905343890190125, -0.019973183050751686)","(0.7673117518424988, 0.6138492226600647, -0.0171851497143507)","(0.7409300208091736, 0.6097592115402222, -0.013624637387692928)",Reach
37,"(0.71611088514328, 0.1964348405599594, 4.5436860318659456e-07)","(0.6463916301727295, 0.2828083038330078, -0.02136160247027874)","(0.6059503555297852, 0.3970520496368408, -0.033403243869543076)","(0.5891716480255127, 0.509713888168335, -0.04018354043364525)","(0.5638909339904785, 0.5919920802116394, -0.043739743530750275)","(0.6960704922676086, 0.48290562629699707, -0.036612752825021744)","(0.6364520788192749, 0.6173609495162964, -0.047775764018297195)","(0.594576358795166, 0.6538238525390625, -0.050818733870983124)","(0.5634708404541016, 0.6636192798614502, -0.05131058022379875)","(0.7368469834327698, 0.5112570524215698, -0.02775636501610279)","(0.6671645641326904, 0.6430163979530334, -0.03477407991886139)","(0.6210686564445496, 0.6549164056777954, -0.03443244472146034)","(0.5914579629898071, 0.6409215927124023, -0.03437323868274689)","(0.7597810626029968, 0.527334451675415, -0.018416495993733406)","(0.6958662271499634, 0.6456515192985535, -0.02087005227804184)","(0.6559535264968872, 0.6495429277420044, -0.018008504062891006)","(0.6295024752616882, 0.6294386386871338, -0.017308799549937248)","(0.76962810754776, 0.5367697477340698, -0.011000709608197212)","(0.7200524806976318, 0.6296892762184143, -0.0130578288808465)","(0.6862488985061646, 0.6400841474533081, -0.010083637200295925)","(0.6636192798614502, 0.6296500563621521, -0.006522314622998238)",Reach
38,"(0.6707280278205872, 0.22803092002868652, 3.0775049708609004e-07)","(0.596396267414093, 0.3070259690284729, -0.012045394629240036)","(0.5542126893997192, 0.4159637689590454, -0.01930379308760166)","(0.5381516218185425, 0.5239028930664062, -0.022933848202228546)","(0.5119262933731079, 0.6010476350784302, -0.024338431656360626)","(0.6205345392227173, 0.5011507868766785, -0.02842574007809162)","(0.5709263682365417, 0.6261734366416931, -0.03390099108219147)","(0.5352999567985535, 0.6550595164299011, -0.03160469979047775)","(0.5096720457077026, 0.6581096649169922, -0.028616657480597496)","(0.6617128252983093, 0.5270764827728271, -0.022808121517300606)","(0.6028728485107422, 0.6482079029083252, -0.026177944615483284)","(0.56132572889328, 0.6613693237304688, -0.02434026449918747)","(0.5342321395874023, 0.6474027633666992, -0.02307496778666973)","(0.6893622279167175, 0.5387243032455444, -0.01573466882109642)","(0.6427909135818481, 0.655415415763855, -0.014207354746758938)","(0.6044718623161316, 0.6698532104492188, -0.01082062441855669)","(0.5768465995788574, 0.6560907959938049, -0.010168228298425674)","(0.7077143788337708, 0.5421746969223022, -0.009620893746614456)","(0.67657870054245, 0.6376739740371704, -0.008351678028702736)","(0.6447659730911255, 0.6602393388748169, -0.004523557610809803)","(0.6198107004165649, 0.6563665270805359, -0.0007680554990656674)",Reach
39,"(0.6277478933334351, 0.2620171010494232, 3.692001087074459e-07)","(0.5520601868629456, 0.3267647624015808, -0.010153760202229023)","(0.508484959602356, 0.42817068099975586, -0.01600964553654194)","(0.4929184913635254, 0.5335925817489624, -0.018271280452609062)","(0.4675459861755371, 0.6016417741775513, -0.0186441782861948)","(0.5639864802360535, 0.5194734334945679, -0.02525494247674942)","(0.5154987573623657, 0.6351199746131897, -0.03116867132484913)","(0.48014047741889954, 0.6551998853683472, -0.02995593100786209)","(0.4553545117378235, 0.6527544260025024, -0.027309924364089966)","(0.6053643822669983, 0.5455044507980347, -0.01976538635790348)","(0.5474692583084106, 0.6607770323753357, -0.023710185661911964)","(0.5088550448417664, 0.665349006652832, -0.02225765958428383)","(0.4845016896724701, 0.6452083587646484, -0.02043822780251503)","(0.6352099776268005, 0.5556652545928955, -0.012855997309088707)","(0.5902197957038879, 0.6692221164703369, -0.011691666208207607)","(0.5533854365348816, 0.6795642375946045, -0.008517329581081867)","(0.5268393754959106, 0.6634418368339539, -0.007461522240191698)","(0.6566847562789917, 0.5538796782493591, -0.0065302858129143715)","(0.6273108124732971, 0.6508386731147766, -0.00580759858712554)","(0.5954647064208984, 0.6698046922683716, -0.0020273306872695684)","(0.5695649981498718, 0.6638908386230469, 0.002167230239138007)",Reach
40,"(0.5992485880851746, 0.28887414932250977, 3.4330091125411855e-07)","(0.5200432538986206, 0.3398135304450989, -0.005549101624637842)","(0.47227007150650024, 0.444145530462265, -0.008089962415397167)","(0.45203885436058044, 0.5459872484207153, -0.007428539451211691)","(0.4234773516654968, 0.6038861870765686, -0.005554921925067902)","(0.5186325311660767, 0.5400219559669495, -0.022499235346913338)","(0.4671667814254761, 0.6413431763648987, -0.024609887972474098)","(0.4347377419471741, 0.6562868356704712, -0.020896198228001595)","(0.41309523582458496, 0.6515648365020752, -0.01700410060584545)","(0.5600199699401855, 0.5627747774124146, -0.018950482830405235)","(0.5020477175712585, 0.673829197883606, -0.019448427483439445)","(0.4653569459915161, 0.6775541305541992, -0.015535274520516396)","(0.44333308935165405, 0.6553875207901001, -0.011967267841100693)","(0.5914827585220337, 0.5641104578971863, -0.01338391937315464)","(0.5504801273345947, 0.6796246767044067, -0.01071158703416586)","(0.5151463747024536, 0.6934857964515686, -0.006887735333293676)","(0.4910024404525757, 0.6780871152877808, -0.005234995856881142)","(0.615602970123291, 0.5515965819358826, -0.00772689376026392)","(0.5911445021629333, 0.6548358201980591, -0.006724390666931868)","(0.5617247819900513, 0.6765871644020081, -0.002975380513817072)","(0.5374866724014282, 0.6709269881248474, 0.0012124276254326105)",Reach
41,"(0.5640951991081238, 0.32219427824020386, 3.190065172020695e-07)","(0.48268312215805054, 0.36713576316833496, 0.0029134543146938086)","(0.4354521334171295, 0.45698311924934387, 0.005214733071625233)","(0.41489377617836, 0.551423192024231, 0.008614679798483849)","(0.38648009300231934, 0.6054983139038086, 0.012816494330763817)","(0.4747292101383209, 0.5631842017173767, -0.00512439850717783)","(0.42992955446243286, 0.6540979146957397, -0.0016267667524516582)","(0.4004402756690979, 0.6645162105560303, 0.0041474816389381886)","(0.38181132078170776, 0.658027172088623, 0.009115979075431824)","(0.5142971277236938, 0.5909349322319031, -0.0046576838940382)","(0.4613390564918518, 0.6913996934890747, -0.000502416689414531)","(0.4277607500553131, 0.6905264854431152, 0.0028433939442038536)","(0.40823614597320557, 0.6654183268547058, 0.006044148001819849)","(0.5457033514976501, 0.5947986841201782, -0.0020044411066919565)","(0.5075302720069885, 0.7038059830665588, 0.004254014231264591)","(0.47452858090400696, 0.7132581472396851, 0.007095156703144312)","(0.45250794291496277, 0.6941021680831909, 0.007883407175540924)","(0.571258008480072, 0.5837703943252563, 0.0014275441644713283)","(0.5482691526412964, 0.6797148585319519, 0.005590871907770634)","(0.5213668942451477, 0.6956183910369873, 0.010291696526110172)","(0.4999329149723053, 0.684735894203186, 0.015192931517958641)",Reach
